evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-07,120.0,394.09,ses-02,eligible,120.0,ERP
True,30.0,False,sub-07,120.0,237.28,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-07,120.0,397.58,ses-03,eligible,120.0,ERP
True,30.0,False,sub-07,120.0,237.31,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-07,120.0,372.39,ses-04,eligible,120.0,ERP
True,30.0,False,sub-07,120.0,232.48,ses-04,eligible,120.0,SSVEP
