evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-12,120.0,383.39,ses-02,eligible,120.0,ERP
True,30.0,False,sub-12,120.0,247.37,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-12,120.0,401.37,ses-03,eligible,120.0,ERP
True,30.0,False,sub-12,120.0,237.88,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-12,120.0,455.24,ses-04,eligible,120.0,ERP
True,30.0,False,sub-12,120.0,238.53,ses-04,eligible,120.0,SSVEP
