evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-03,120.0,388.43,ses-02,eligible,120.0,ERP
True,30.0,False,sub-03,120.0,240.91,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-03,120.0,383.37,ses-03,eligible,120.0,ERP
True,30.0,False,sub-03,120.0,243.51,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-03,120.0,425.22,ses-04,eligible,120.0,ERP
True,30.0,False,sub-03,120.0,236.82,ses-04,eligible,120.0,SSVEP
