evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-11,120.0,159.28,ses-02,eligible,120.0,ERP
True,30.0,False,sub-11,120.0,275.41,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-11,120.0,155.55,ses-03,eligible,120.0,ERP
True,30.0,False,sub-11,120.0,262.0,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-11,120.0,168.09,ses-04,eligible,120.0,ERP
True,30.0,False,sub-11,120.0,297.03,ses-04,eligible,120.0,SSVEP
