partition,method_id,metric,participant_stem_count,mean,ci95_low,ci95_high,inference_unit
development,raw,reference_free_covariance_distortion,15,0.0,0.0,0.0,release_scoped_study_participant_stem
development,raw,heldout_eog_prediction_remaining_ratio,15,1.0,1.0,1.0,release_scoped_study_participant_stem
development,raw,condition_erp_observation_relative_preservation,15,1.0,1.0,1.0,release_scoped_study_participant_stem
development,raw,observation_change_ratio,15,0.0,0.0,0.0,release_scoped_study_participant_stem
development,shuffled_Qy,matching_projector_attenuation_db,15,28.737340047682757,26.555664791784647,30.943596777300495,release_scoped_study_participant_stem
development,shuffled_Qy,population_projector_attenuation_db,15,253.76271397291018,195.19986299775735,310.5411111548141,release_scoped_study_participant_stem
development,shuffled_Qy,nonartifact_observation_preservation,15,0.3129218871706766,0.29202954844640694,0.3364034844494336,release_scoped_study_participant_stem
development,shuffled_Qy,eog_coherence_reduction,15,0.29494720983127753,0.25492041975895524,0.3366033316484116,release_scoped_study_participant_stem
development,shuffled_Qy,reference_free_psd_distortion,15,0.602720196103818,0.5795219152107357,0.6238736716749139,release_scoped_study_participant_stem
development,shuffled_Qy,reference_free_covariance_distortion,15,0.8712266189726768,0.8413388180947212,0.8956231538673778,release_scoped_study_participant_stem
development,shuffled_Qy,heldout_eog_prediction_remaining_ratio,15,0.4757578824995556,0.4006441447882328,0.5701452398791231,release_scoped_study_participant_stem
development,shuffled_Qy,condition_erp_observation_relative_preservation,15,0.05667609440049538,0.0408208634521838,0.07723426261494155,release_scoped_study_participant_stem
development,shuffled_Qy,observation_change_ratio,15,0.8943930538142304,0.8725892346153096,0.9153355317324522,release_scoped_study_participant_stem
development,wrong_Qy,matching_projector_attenuation_db,15,24.687159173944668,22.911554976886215,26.421539021330357,release_scoped_study_participant_stem
development,wrong_Qy,population_projector_attenuation_db,15,29.12964577662643,27.71086660264862,30.424185147979397,release_scoped_study_participant_stem
development,wrong_Qy,nonartifact_observation_preservation,15,0.34932615165615977,0.329726443467963,0.37149249021700737,release_scoped_study_participant_stem
development,wrong_Qy,eog_coherence_reduction,15,0.260094789498849,0.23358012652423013,0.29090832306127906,release_scoped_study_participant_stem
development,wrong_Qy,reference_free_psd_distortion,15,0.5446892582538824,0.5208757640892068,0.5671054388338215,release_scoped_study_participant_stem
development,wrong_Qy,reference_free_covariance_distortion,15,0.8361433495712537,0.8032820292845814,0.8621604599471709,release_scoped_study_participant_stem
development,wrong_Qy,heldout_eog_prediction_remaining_ratio,15,0.46803292791114454,0.3956274084112249,0.5547962429444949,release_scoped_study_participant_stem
development,wrong_Qy,condition_erp_observation_relative_preservation,15,0.06875461001777153,0.05108233096029671,0.09238061286149826,release_scoped_study_participant_stem
development,wrong_Qy,observation_change_ratio,15,0.8795909734344374,0.8567066276107461,0.9041881348196609,release_scoped_study_participant_stem
