partition,method_id,metric,participant_stem_count,mean,ci95_low,ci95_high,inference_unit
development,B6_Qy__gamma_0,matching_projector_attenuation_db,15,28.857668956326975,27.033743049289313,30.545757162860024,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,population_projector_attenuation_db,15,311.3923496286037,309.16166272385993,313.5880714115173,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,nonartifact_observation_preservation,15,0.3167365621763833,0.2985621112411134,0.33617749689970744,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,eog_coherence_reduction,15,0.30488472387945115,0.27083895083788767,0.3423497738287382,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,reference_free_psd_distortion,15,0.5969916084221196,0.5797174784174578,0.6131588326814954,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,reference_free_covariance_distortion,15,0.868625309765195,0.8392072711966536,0.88951230357235,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,heldout_eog_prediction_remaining_ratio,15,0.4749805683533408,0.3976321101568455,0.5620918637451652,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,condition_erp_observation_relative_preservation,15,0.057575119950575925,0.04233615586718694,0.07683899521967405,release_scoped_study_participant_stem
development,B6_Qy__gamma_0,observation_change_ratio,15,0.8934594731855435,0.8708453766022585,0.9147310956344142,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,matching_projector_attenuation_db,15,11.441339214373462,11.231942227039644,11.609534968314794,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,population_projector_attenuation_db,15,12.04119982655925,12.041199826559247,12.041199826559254,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,nonartifact_observation_preservation,15,0.48755242163228746,0.47436714951274644,0.5021024304682227,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,eog_coherence_reduction,15,0.1966123593060962,0.17442494418421273,0.2210726618539097,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,reference_free_psd_distortion,15,0.500342366396309,0.4864037490180967,0.5130429951826885,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,reference_free_covariance_distortion,15,0.740053241134372,0.716323733307465,0.7588984345359805,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,heldout_eog_prediction_remaining_ratio,15,0.4496554108764887,0.4043825027070657,0.505696526372114,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,condition_erp_observation_relative_preservation,15,0.293181339962932,0.28174726523523563,0.30828602916525555,release_scoped_study_participant_stem
development,B6_soft_proximal__gamma_0,observation_change_ratio,15,0.6700946048891577,0.6534233881517728,0.6853531681328039,release_scoped_study_participant_stem
development,POP_fallback,matching_projector_attenuation_db,15,28.857668956326975,27.042155409929013,30.52065418706338,release_scoped_study_participant_stem
development,POP_fallback,population_projector_attenuation_db,15,311.3923496286037,309.2296154900275,313.50634682080744,release_scoped_study_participant_stem
development,POP_fallback,nonartifact_observation_preservation,15,0.3167365621763833,0.29973771712942915,0.3369689737312586,release_scoped_study_participant_stem
development,POP_fallback,eog_coherence_reduction,15,0.30488472387945115,0.27261847315921,0.3421824934483258,release_scoped_study_participant_stem
development,POP_fallback,reference_free_psd_distortion,15,0.5969916084221196,0.5800941017419862,0.6123952632540575,release_scoped_study_participant_stem
development,POP_fallback,reference_free_covariance_distortion,15,0.868625309765195,0.8388617173986389,0.8895720988353867,release_scoped_study_participant_stem
development,POP_fallback,heldout_eog_prediction_remaining_ratio,15,0.4749805683533408,0.4027955518467687,0.5649281561677588,release_scoped_study_participant_stem
development,POP_fallback,condition_erp_observation_relative_preservation,15,0.057575119950575925,0.04208528638239571,0.07754730628473926,release_scoped_study_participant_stem
development,POP_fallback,observation_change_ratio,15,0.8934594731855435,0.8710161312660993,0.9142326372931031,release_scoped_study_participant_stem
development,matching_Qy,matching_projector_attenuation_db,15,310.99061473364947,308.7293747317475,313.2408082623478,release_scoped_study_participant_stem
development,matching_Qy,population_projector_attenuation_db,15,32.334389612454544,30.175368856310236,34.4218316799163,release_scoped_study_participant_stem
development,matching_Qy,nonartifact_observation_preservation,15,0.31371740512489116,0.2856068132236086,0.3402645964063546,release_scoped_study_participant_stem
development,matching_Qy,eog_coherence_reduction,15,0.4191747415219035,0.38710063596447,0.4572240503520391,release_scoped_study_participant_stem
development,matching_Qy,reference_free_psd_distortion,15,0.6030218109862798,0.5754159519894799,0.6348942452638712,release_scoped_study_participant_stem
development,matching_Qy,reference_free_covariance_distortion,15,0.8684099062967786,0.836848291880489,0.896324553530642,release_scoped_study_participant_stem
development,matching_Qy,heldout_eog_prediction_remaining_ratio,15,0.4575733904855799,0.37174359306330085,0.5655239247057396,release_scoped_study_participant_stem
development,matching_Qy,condition_erp_observation_relative_preservation,15,0.04582460763905568,0.03196076991403445,0.06209720964906449,release_scoped_study_participant_stem
development,matching_Qy,observation_change_ratio,15,0.9041689343240376,0.8855524063280945,0.9230686863931467,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,matching_projector_attenuation_db,15,10.024917576757096,8.601644730779071,11.303543777060007,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,population_projector_attenuation_db,15,9.953752803614131,8.612532612065165,11.265807429609644,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,nonartifact_observation_preservation,15,0.8152030233388053,0.791054898607644,0.8412323867709727,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,eog_coherence_reduction,15,0.4025904445644024,0.3635159672802195,0.44540965628641693,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,reference_free_psd_distortion,15,0.17837019996532683,0.14561652952043203,0.2136752771013134,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,reference_free_covariance_distortion,15,0.06515529744680747,0.04968465643743207,0.08163301202358639,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,heldout_eog_prediction_remaining_ratio,15,0.20350451187400642,0.15978409861101073,0.261745856857503,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,condition_erp_observation_relative_preservation,15,0.07209451801109562,0.03316421108885357,0.10780572053683664,release_scoped_study_participant_stem
development,native_sgeyesub_python_release_internal,observation_change_ratio,15,0.8175772572169395,0.7612655519809092,0.8669236998469722,release_scoped_study_participant_stem
development,pop_Qy,matching_projector_attenuation_db,15,28.857668956326975,27.252851683608633,30.47946144322046,release_scoped_study_participant_stem
development,pop_Qy,population_projector_attenuation_db,15,311.3923496286037,309.26440688605,313.6022832777286,release_scoped_study_participant_stem
development,pop_Qy,nonartifact_observation_preservation,15,0.3167365621763833,0.29967322796572654,0.3361756041856072,release_scoped_study_participant_stem
development,pop_Qy,eog_coherence_reduction,15,0.30488472387945115,0.2712617905385639,0.3425079037701576,release_scoped_study_participant_stem
development,pop_Qy,reference_free_psd_distortion,15,0.5969916084221196,0.5802084496235739,0.6126298991874942,release_scoped_study_participant_stem
development,pop_Qy,reference_free_covariance_distortion,15,0.868625309765195,0.8406950234794373,0.8898447662279687,release_scoped_study_participant_stem
development,pop_Qy,heldout_eog_prediction_remaining_ratio,15,0.4749805683533408,0.39421293512377725,0.5622400109707135,release_scoped_study_participant_stem
development,pop_Qy,condition_erp_observation_relative_preservation,15,0.057575119950575925,0.04253522119488843,0.07779939204236189,release_scoped_study_participant_stem
development,pop_Qy,observation_change_ratio,15,0.8934594731855435,0.8713778292899634,0.9133847045130602,release_scoped_study_participant_stem
development,raw,matching_projector_attenuation_db,15,0.0,0.0,0.0,release_scoped_study_participant_stem
development,raw,population_projector_attenuation_db,15,0.0,0.0,0.0,release_scoped_study_participant_stem
development,raw,nonartifact_observation_preservation,15,1.0,1.0,1.0,release_scoped_study_participant_stem
development,raw,eog_coherence_reduction,15,0.0,0.0,0.0,release_scoped_study_participant_stem
development,raw,reference_free_psd_distortion,15,0.0,0.0,0.0,release_scoped_study_participant_stem
