2026-08-08T03:43:02Z|928880|cpu|tests
2026-08-08T03:44:21Z|928881|cpu-high|v9-audit
2026-08-08T03:44:21Z|928882|GPU-any|technical
2026-08-08T03:44:21Z|928883|cpu|exact-build
2026-08-08T03:45:19Z|928891|cpu-high|v9-audit
2026-08-08T03:45:19Z|928892|GPU-any|technical
2026-08-08T03:45:28Z|928893|cpu-high|coverage
2026-08-08T03:45:33Z|928897|cpu-high|coverage
2026-08-08T03:45:41Z|928908|cpu-high|coverage
2026-08-08T03:46:19Z|928920|cpu-high|coverage-aggregate
2026-08-08T03:46:19Z|928921|GPU-any|exact-infer
2026-08-08T03:52:26Z|928928|cpu-high|exact-eval
2026-08-08T03:52:26Z|928929|cpu-high|exact-aggregate
2026-08-08T04:32:14Z|928959|GPU-any|technical
2026-08-08T04:43:03Z|928921|GPU-any|exact-infer-invalidated-nondeterministic-kernel
2026-08-08T04:43:03Z|928962|GPU-any|technical
2026-08-08T04:44:07Z|928964|GPU-any|technical
2026-08-08T04:47:53Z|928968|GPU-any|technical
2026-08-08T04:52:13Z|928970|cpu|exact-build
2026-08-08T04:52:13Z|928971|GPU-any|exact-infer
2026-08-08T04:52:13Z|928972|cpu-high|exact-eval
2026-08-08T04:52:13Z|928973|cpu-high|exact-aggregate
2026-08-08T06:26:02Z|929008|cpu|tests
2026-08-08T06:26:02Z|929009|cpu|new-fold-manifest
2026-08-08T06:26:44Z|929010|cpu-high|new-fold-prepare
2026-08-08T06:26:45Z|929011|cpu|new-fold-build
2026-08-08T06:26:45Z|929026|GPU-any|new-fold-train
2026-08-08T06:26:45Z|929027|cpu-high|new-fold-aggregate
2026-08-08T06:26:57Z|929027|cpu-high|new-fold-aggregate-cancelled-missing-upstream-id
2026-08-08T06:32:59Z|929035|GPU-any|new-fold-infer
2026-08-08T07:42:38Z|929079|cpu-high|exact-aggregate
2026-08-08T12:49:33Z|929372|cpu-high|new-fold-eval
2026-08-08T12:49:39Z|929373|cpu-high|new-fold-aggregate
2026-08-08T14:33:23Z|929524|cpu|tests
2026-08-08T14:33:23Z|929525|cpu|clean-import
2026-08-08T14:33:32Z|929526|cpu|finalize
2026-08-08T14:39:49Z|929535|cpu-high|new-fold-aggregate
2026-08-08T14:39:49Z|929536|cpu|tests
2026-08-08T14:39:49Z|929537|cpu|finalize
2026-08-08T14:39:57Z|929540|cpu|clean-import
2026-08-08T14:39:57Z|929541|cpu|finalize
