2026-08-07T17:42:14Z|928296|cpu-high|audit
2026-08-07T17:42:14Z|928297|cpu|tests
2026-08-07T17:47:46Z|928298|cpu-high|prepare
2026-08-07T17:50:03Z|928304|cpu-high|track-a-build
2026-08-07T17:50:04Z|928308|GPU-any|technical
2026-08-07T17:52:21Z|928309|cpu|tests
2026-08-07T17:53:03Z|928316|cpu|tests
2026-08-07T17:53:03Z|928317|GPU-any|technical
2026-08-07T17:53:03Z|928318|GPU-any|track-a-infer
2026-08-07T17:54:21Z|928328|cpu-high|factorial-build
2026-08-07T18:00:36Z|928351|GPU-any|technical
2026-08-07T18:00:47Z|928360|cpu-high|track-a-eval
2026-08-07T18:07:09Z|928368|GPU-any|train
