2026-08-08T18:11:29Z|929935|cpu|tests
2026-08-08T18:11:29Z|929936|cpu-high|inventory
2026-08-08T18:11:29Z|929937|cpu-high|sge-closure
2026-08-08T18:13:43Z|929939|cpu|tests
2026-08-08T18:13:43Z|929940|cpu-high|headroom-extract
2026-08-08T18:13:43Z|929941|cpu-high|headroom-aggregate
2026-08-08T18:20:08Z|929954|cpu|tests
2026-08-08T18:20:08Z|929955|cpu-high|bci2b-extract
2026-08-08T18:20:09Z|929956|cpu-high|bci2b-aggregate
2026-08-08T18:21:54Z|929956|cpu-high|bci2b-aggregate-dependency-never-satisfied
2026-08-08T18:21:54Z|929965|cpu-high|bci2b-extract
2026-08-08T18:21:54Z|929966|cpu-high|bci2b-aggregate
2026-08-08T18:30:03Z|929976|cpu-high|prepare-fold
2026-08-08T18:31:58Z|929986|cpu|tests
2026-08-08T18:31:58Z|929987|GPU-any|train-fold
2026-08-08T18:39:28Z|929991|GPU-any|train-fold
2026-08-08T18:49:56Z|929996|GPU-any|infer-fold
2026-08-08T18:49:56Z|929997|cpu-high|eval-fold
2026-08-08T19:15:55Z|930009|cpu-high|diagnostic-aggregate
2026-08-08T19:17:04Z|930010|cpu-high|prepare-fold
2026-08-08T19:17:04Z|930011|GPU-any|train-fold
2026-08-08T19:17:04Z|930012|GPU-any|infer-fold
2026-08-08T19:17:04Z|930013|cpu-high|eval-fold
2026-08-08T19:17:04Z|930014|cpu-high|diagnostic-aggregate
2026-08-08T19:47:06Z|930042|CPU|sge-factorial-tests
2026-08-08T19:47:06Z|930043|GPU-any|sge-factorial-replay
2026-08-08T19:47:06Z|930044|cpu-high|sge-factorial-eval
2026-08-08T19:47:06Z|930045|cpu-high|sge-factorial-closure
2026-08-08T19:51:09Z|930053|cpu-high|finalize
2026-08-08T19:51:09Z|930054|CPU|final-tests
2026-08-08T19:51:09Z|930055|CPU|clean-import
2026-08-08T20:52:14Z|930091|cpu-high|closure-report-r2
2026-08-08T20:52:14Z|930092|cpu-high|finalize-r2
2026-08-08T20:52:14Z|930093|CPU|final-tests-r2
2026-08-08T20:52:14Z|930094|CPU|clean-import-r2
