erp_amplitude_relative_preservation,erp_latency_relative_preservation,method,motion_coherence_reduction,nonartifact_observation_preservation,output_input_RMS_ratio,participant,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation
0.9896924359088833,1.0,ASR-LIKE,-0.0003385581076145172,0.9266087524592876,0.9853400886058807,sub-02,S1_MOTION_WITHIN_SESSION,2,0.05188502252511482,0.05538374756264997,nan,nan
0.9850060913186138,1.0,DET-MATCH,0.027061467990279198,0.8439948633313179,0.9620663821697235,sub-02,S1_MOTION_WITHIN_SESSION,2,0.1251014994837331,0.1285467744205902,nan,nan
0.9802534280573657,1.0,DET-NULL,0.026766421273350716,0.8388903811573982,0.9649373292922974,sub-02,S1_MOTION_WITHIN_SESSION,2,0.1385735218028073,0.1280950017124053,nan,nan
0.9842778858622101,1.0,DET-WRONG-1,0.026497939601540565,0.8461950272321701,0.9616004824638367,sub-02,S1_MOTION_WITHIN_SESSION,2,0.12452347247125342,0.12742894717550896,nan,nan
0.9825298889172984,1.0,DET-WRONG-2,0.02653408795595169,0.8456889241933823,0.9616360366344452,sub-02,S1_MOTION_WITHIN_SESSION,2,0.12465933700014514,0.1275617815967078,nan,nan
0.9819562561286385,1.0,DET-WRONG-3,0.02676285244524479,0.8443482592701912,0.9628015160560608,sub-02,S1_MOTION_WITHIN_SESSION,2,0.12444968708442651,0.12832734008467034,nan,nan
0.9102213794856684,1.0,ORACLE-QUERY-IMU,0.11252821423113346,0.6846192479133606,0.9405876100063324,sub-02,S1_MOTION_WITHIN_SESSION,2,0.15899666344700217,0.23423862530040657,nan,nan
1.0,1.0,RAW,0.0,1.0,1.0,sub-02,S1_MOTION_WITHIN_SESSION,2,0.0,0.0,nan,nan
0.93029876331542,1.0,STRONG-POP,0.033444748260080814,0.789625845849514,0.9583929181098938,sub-02,S1_MOTION_WITHIN_SESSION,2,0.18097578782788915,0.16178250845890282,nan,nan
0.983831720487608,1.0,TEMPORAL-SHUFFLED,0.024744367226958275,0.8495193645358086,0.9621782004833221,sub-02,S1_MOTION_WITHIN_SESSION,2,0.12203104886790425,0.12398948315880262,nan,nan
0.9811281239699391,1.0,ASR-LIKE,-0.0003016442060470581,0.8406885974109173,0.9831335842609406,sub-02,S2_MOTION_XSPEED,2,0.147224311670013,0.1318380109582909,0.9998260876101166,0.9997817782965207
0.9792099002080025,1.0,DET-MATCH,0.033354125916957855,0.8201179355382919,0.9333206415176392,sub-02,S2_MOTION_XSPEED,2,0.17312499943823403,0.14843108794577614,0.9927574894620702,0.9926370860297922
0.977997684582182,1.0,DET-NULL,0.03902953118085861,0.8009490668773651,0.9288138151168823,sub-02,S2_MOTION_XSPEED,2,0.2011169500819619,0.16072291382872278,0.9910907710213132,0.9898711211886574
0.9854473084256552,1.0,DET-WRONG-1,0.041106633841991425,0.7533033862709999,0.9302586913108826,sub-02,S2_MOTION_XSPEED,2,0.2421496537001106,0.1908123638485947,0.9948778007705126,0.9825859546098067
0.9814003996356819,1.0,DET-WRONG-2,0.033741965889930725,0.8152897655963898,0.9322680234909058,sub-02,S2_MOTION_XSPEED,2,0.1783397728576065,0.15243243508939486,0.9925315110440486,0.9964965101083256
0.9850799469101139,1.0,DET-WRONG-3,0.03351768106222153,0.8200084045529366,0.9328293800354004,sub-02,S2_MOTION_XSPEED,2,0.17494487304797623,0.14896070278613882,0.9931384707524971,0.9890721602178807
0.8892642745267759,1.0,ORACLE-QUERY-IMU,0.17094892263412476,0.5672671943902969,0.8805457949638367,sub-02,S2_MOTION_XSPEED,2,0.2853661329924394,0.3283303674658269,0.9814858390930455,0.9920613163404365
1.0,1.0,RAW,0.0,1.0,1.0,sub-02,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
0.9765719126716425,1.0,STRONG-POP,0.044805675745010376,0.7393490895628929,0.916336864233017,sub-02,S2_MOTION_XSPEED,2,0.2737303964328273,0.20499197340531908,0.9832515173796349,0.9745303827587147
0.9702637488894471,1.0,TEMPORAL-SHUFFLED,0.03118753433227539,0.8241348192095757,0.9341570734977722,sub-02,S2_MOTION_XSPEED,2,0.17212975988289775,0.14476714790095913,0.9934071892462629,0.9917160086664265
0.9974025886722862,1.0,ASR-LIKE,-1.1567026376724243e-05,0.9639330578502268,0.9975506365299225,sub-03,S0_STATIC_XSESSION,4,0.013632443704750342,0.02599952148592527,0.9991039749273588,0.9984041128631116
0.028881929399082296,0.58984375,DET-MATCH,0.02006596326828003,0.74354362860322,0.900688111782074,sub-03,S0_STATIC_XSESSION,4,0.269845167973748,0.21646574465069868,0.992231201567042,0.9436803227679893
0.015882386538503268,0.58984375,DET-NULL,0.023419277742505074,0.7415418215095997,0.901825875043869,sub-03,S0_STATIC_XSESSION,4,0.26865311612793086,0.2161976100540841,0.9935755236160286,0.9319805538750073
0.8294540905521163,1.0,DET-WRONG-1,0.021057704463601112,0.7477121837437153,0.9018629640340805,sub-03,S0_STATIC_XSESSION,4,0.27295993589100465,0.21123927307160711,0.9903676456924237,0.9487308130780677
0.8240486234458761,1.0,DET-WRONG-2,0.017480699345469475,0.6863115653395653,0.8815838396549225,sub-03,S0_STATIC_XSESSION,4,0.34986581182687937,0.25755547596679385,0.9939310634178423,0.9414661437969694
0.8520344144407961,1.0,DET-WRONG-3,0.008697684854269028,0.7506540715694427,0.9140427559614182,sub-03,S0_STATIC_XSESSION,4,0.23653845862013373,0.19931033896913292,0.9941252513806058,0.9569146296265731
-0.9862218337308201,0.55078125,ORACLE-QUERY-IMU,0.10529929073527455,0.44521793723106384,0.8196919113397598,sub-03,S0_STATIC_XSESSION,4,0.45246341284343355,0.4292227711654364,0.9665214917607792,0.710912355358998
1.0,1.0,RAW,0.0,1.0,1.0,sub-03,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.8356845224160165,1.0,STRONG-POP,0.04177090711891651,0.6769805699586868,0.8668633997440338,sub-03,S0_STATIC_XSESSION,4,0.35540519260455844,0.2662396552755073,0.9835233274842763,0.9397344726919594
0.007105290672795583,0.58984375,TEMPORAL-SHUFFLED,0.02259366773068905,0.7391335964202881,0.9043988585472107,sub-03,S0_STATIC_XSESSION,4,0.26114310127231294,0.21806586597076957,0.9899883469135273,0.9513806626760188
0.994950706695219,1.0,ASR-LIKE,-6.370246410369873e-06,0.9572165012359619,0.996544748544693,sub-03,S1_MOTION_WITHIN_SESSION,2,0.01615987977494323,0.03134546726581218,nan,nan
0.8419117887422087,0.7509765625,DET-MATCH,0.01319517195224762,0.7355792373418808,0.8963240385055542,sub-03,S1_MOTION_WITHIN_SESSION,2,0.27312973203804897,0.22231167591542075,nan,nan
0.867328235939396,0.7509765625,DET-NULL,0.007417939603328705,0.7178277671337128,0.8879087865352631,sub-03,S1_MOTION_WITHIN_SESSION,2,0.2934058501287188,0.2426451990203511,nan,nan
0.8186111333358069,0.7509765625,DET-WRONG-1,0.010943233966827393,0.7325360476970673,0.8943765461444855,sub-03,S1_MOTION_WITHIN_SESSION,2,0.2699538893785044,0.22176066259640026,nan,nan
0.8419413315005808,0.7509765625,DET-WRONG-2,0.005386684089899063,0.732062578201294,0.8936643004417419,sub-03,S1_MOTION_WITHIN_SESSION,2,0.27819125674740164,0.22051815572447048,nan,nan
0.820017747349893,0.7509765625,DET-WRONG-3,0.005695682018995285,0.7335943505167961,0.8970272541046143,sub-03,S1_MOTION_WITHIN_SESSION,2,0.26484272412927456,0.21640382031889538,nan,nan
-0.006671152643504208,0.7119140625,ORACLE-QUERY-IMU,0.10037668142467737,0.4263404607772827,0.7942286133766174,sub-03,S1_MOTION_WITHIN_SESSION,2,0.46421828964426515,0.4530388374837633,nan,nan
1.0,1.0,RAW,0.0,1.0,1.0,sub-03,S1_MOTION_WITHIN_SESSION,2,0.0,0.0,nan,nan
0.8925095317886991,0.7509765625,STRONG-POP,0.02769135683774948,0.6807204484939575,0.8608206212520599,sub-03,S1_MOTION_WITHIN_SESSION,2,0.340871708227447,0.27177892369725665,nan,nan
0.845841900838978,0.7509765625,TEMPORAL-SHUFFLED,0.01368769258260727,0.7465440183877945,0.9024364948272705,sub-03,S1_MOTION_WITHIN_SESSION,2,0.2617777966153015,0.21337036504588788,nan,nan
0.9980392282264238,1.0,ASR-LIKE,-2.1986663341522217e-05,0.9590111374855042,0.9971308708190918,sub-03,S2_MOTION_XSPEED,2,0.017705189685436235,0.029430265668787432,0.9982113929529952,0.9971297365843005
0.7876685677473295,1.0,DET-MATCH,0.020330283790826797,0.7581714019179344,0.906104177236557,sub-03,S2_MOTION_XSPEED,2,0.2660420668564083,0.20389005689826292,0.9861320004971207,0.9360002009866341
-0.7896393387971004,0.1796875,DET-NULL,0.024960890412330627,0.7322100847959518,0.8924770653247833,sub-03,S2_MOTION_XSPEED,2,0.29651143449697587,0.22768946802648166,0.9910778056116816,0.8837408208526937
0.7963819471747883,1.0,DET-WRONG-1,0.018863655626773834,0.7594447582960129,0.9062226414680481,sub-03,S2_MOTION_XSPEED,2,0.26314407876920964,0.20122361196991123,0.9862634225508391,0.939652525308226
0.8180214467724316,1.0,DET-WRONG-2,0.020767096430063248,0.7640750780701637,0.9063312411308289,sub-03,S2_MOTION_XSPEED,2,0.2582634321286526,0.1953090210520363,0.9892867272478835,0.9296960589451029
0.8105409730239832,1.0,DET-WRONG-3,0.017084259539842606,0.764176718890667,0.9100997149944305,sub-03,S2_MOTION_XSPEED,2,0.2491952057946188,0.19553986948783397,0.9871968999214297,0.9506670197078204
-0.9232923545737248,0.1796875,ORACLE-QUERY-IMU,0.11459613405168056,0.40295177698135376,0.7742101848125458,sub-03,S2_MOTION_XSPEED,2,0.4900263282005197,0.46650524999188714,0.9684781614011768,0.5047255760182638
1.0,1.0,RAW,0.0,1.0,1.0,sub-03,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
0.7603081624649911,1.0,STRONG-POP,0.03110121190547943,0.6775234937667847,0.8608554899692535,sub-03,S2_MOTION_XSPEED,2,0.3738829616535161,0.26984572281409,0.977719285192188,0.8996619324384386
0.7964387958516302,0.892578125,TEMPORAL-SHUFFLED,0.02391231060028076,0.7679086104035378,0.9121953547000885,sub-03,S2_MOTION_XSPEED,2,0.25584264522514993,0.19589825343573608,0.9872287244107689,0.9355505778018434
0.9877879493805475,1.0,ASR-LIKE,8.943676948547363e-05,0.8673179651959799,0.9727679640054703,sub-05,S0_STATIC_XSESSION,4,0.18349563318253817,0.11837845893912102,0.9998604576472903,0.9994582745794123
0.8942602491595633,0.94140625,DET-MATCH,-0.0025082044303417206,0.7580612115561962,0.9044516235589981,sub-05,S0_STATIC_XSESSION,4,0.28099805761413715,0.2095480736650192,0.9972738540038979,0.9960682159956069
0.8646930513647253,0.873046875,DET-NULL,-0.003901395946741104,0.7243898846209049,0.8990895301103592,sub-05,S0_STATIC_XSESSION,4,0.29778276245198715,0.23585768484148523,0.9974139525000951,0.997380389234567
0.7859110309256094,0.94140625,DET-WRONG-1,0.0048951655626297,0.7289370372891426,0.8948461264371872,sub-05,S0_STATIC_XSESSION,4,0.28813698987782504,0.23152030391229206,0.9921921170608176,0.9895998713515597
0.8490577713728744,0.873046875,DET-WRONG-2,0.004914574325084686,0.7694129422307014,0.9160929918289185,sub-05,S0_STATIC_XSESSION,4,0.2320631476267862,0.1962594803751846,0.9927343602446626,0.9907329036096846
0.868287271799816,0.873046875,DET-WRONG-3,-0.0021873563528060913,0.7491637766361237,0.9169594347476959,sub-05,S0_STATIC_XSESSION,4,0.24991844349769698,0.21279364552169389,0.9980099933120237,0.9947725785456476
0.8264645290963539,1.0,ORACLE-QUERY-IMU,0.13476533070206642,0.41489657759666443,0.7866657823324203,sub-05,S0_STATIC_XSESSION,4,0.5135801578604893,0.47922869411767754,0.9980903930680276,0.9910738181239228
1.0,1.0,RAW,0.0,1.0,1.0,sub-05,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.8851101822994614,0.9462890625,STRONG-POP,0.022379407659173012,0.7268400639295578,0.8880645185709,sub-05,S0_STATIC_XSESSION,4,0.30110911866575363,0.23609876758436021,0.995206780093306,0.9946581090742554
0.8523348203031347,0.94140625,TEMPORAL-SHUFFLED,-0.0003499835729598999,0.7412451356649399,0.8960363417863846,sub-05,S0_STATIC_XSESSION,4,0.2994515493673958,0.2242754936014793,0.9978341522491602,0.998788234547111
0.9876763984381477,1.0,ASR-LIKE,-8.496642112731934e-05,0.972634403500706,0.9842134316762289,sub-05,S1_MOTION_WITHIN_SESSION,3,0.02506717418259016,0.022002267738555795,0.9996053639679343,0.9995104198147748
0.8132203907272901,0.873046875,DET-MATCH,0.007622589667638143,0.727412020166715,0.8912495573361715,sub-05,S1_MOTION_WITHIN_SESSION,3,0.3215396304819454,0.23605301228624265,0.9968538038252506,0.992661113042609
0.85634686192173,0.873046875,DET-NULL,-0.007271617650985718,0.7161579728126526,0.9028031627337137,sub-05,S1_MOTION_WITHIN_SESSION,3,0.32168020798348024,0.24128934555299028,0.9982200718462206,0.9945177721676548
0.7966241830018765,0.94140625,DET-WRONG-1,0.007514471809069316,0.7162590970595678,0.8852912783622742,sub-05,S1_MOTION_WITHIN_SESSION,3,0.3308950405058679,0.24662444684366314,0.9969315117679358,0.9928804149404417
0.8067442515142269,0.94140625,DET-WRONG-2,0.0022593637307484946,0.720109631617864,0.8897649049758911,sub-05,S1_MOTION_WITHIN_SESSION,3,0.3201636948754651,0.24242009771513717,0.996817795445814,0.993453366292353
0.7987095216039863,0.94140625,DET-WRONG-3,0.008312895894050598,0.7257522543271383,0.8899103800455729,sub-05,S1_MOTION_WITHIN_SESSION,3,0.32010654780450065,0.23755916985473766,0.996760182615132,0.9916371334708648
0.8045055673640897,1.0,ORACLE-QUERY-IMU,0.13578862138092518,0.36743833621342975,0.767370859781901,sub-05,S1_MOTION_WITHIN_SESSION,3,0.5838008617604235,0.5260941669830953,0.9965050325205905,0.9977837331908646
1.0,1.0,RAW,0.0,1.0,1.0,sub-05,S1_MOTION_WITHIN_SESSION,3,0.0,0.0,1.0,1.0
0.8771100802459715,0.9462890625,STRONG-POP,0.021509831150372822,0.7079808612664541,0.8848702708880106,sub-05,S1_MOTION_WITHIN_SESSION,3,0.33885885211919936,0.25145590735243856,0.9910701300965987,0.995046191044238
0.8138980571476648,0.94140625,TEMPORAL-SHUFFLED,0.004275818665822347,0.7259020706017812,0.8898972670237223,sub-05,S1_MOTION_WITHIN_SESSION,3,0.32076919789392244,0.237292032577369,0.9967940797162193,0.9923096007449906
0.9756156086487596,1.0,ASR-LIKE,-0.00017029047012329102,0.9597761565819383,0.97693732380867,sub-05,S2_MOTION_XSPEED,2,0.03776247272685085,0.031945366995238346,0.9999977205299007,0.9993045299139411
0.6982846441536599,0.8828125,DET-MATCH,-0.006988361477851868,0.6892228573560715,0.8796967566013336,sub-05,S2_MOTION_XSPEED,2,0.35706055863539704,0.2757016996875894,0.9972688199042526,0.9997575600895254
0.7532500433636546,0.74609375,DET-NULL,-0.006721571087837219,0.6699624508619308,0.8951900601387024,sub-05,S2_MOTION_XSPEED,2,0.36805910994664764,0.29076168799437907,0.9972908572896857,0.9980451842239297
0.694673628887061,0.8828125,DET-WRONG-1,-0.008668571710586548,0.6803223043680191,0.8778060376644135,sub-05,S2_MOTION_XSPEED,2,0.3607267506607197,0.2833504289890363,0.9970779292162968,0.9995603517040458
0.6916737140769728,0.8828125,DET-WRONG-2,-0.0060973092913627625,0.6916711628437042,0.8822354078292847,sub-05,S2_MOTION_XSPEED,2,0.35162758797287297,0.2732158324800555,0.9972364662734907,0.9999627885147292
0.6902817965316432,0.8828125,DET-WRONG-3,-0.009409934282302856,0.6823251396417618,0.8785642385482788,sub-05,S2_MOTION_XSPEED,2,0.358981731799769,0.28211237528929056,0.9972458356633713,0.9994696484500296
0.6856031641691593,1.0,ORACLE-QUERY-IMU,0.1462157890200615,0.33301955461502075,0.7365506589412689,sub-05,S2_MOTION_XSPEED,2,0.6396735055785873,0.5690568011046273,0.9970894245684059,0.9914444232467896
1.0,1.0,RAW,0.0,1.0,1.0,sub-05,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
0.8115272380725231,0.892578125,STRONG-POP,0.02348749339580536,0.7245414704084396,0.9075853824615479,sub-05,S2_MOTION_XSPEED,2,0.3061929825133296,0.24522902574674982,0.9954881588084452,0.9973840491555372
0.6964383201224661,0.8828125,TEMPORAL-SHUFFLED,-0.005509316921234131,0.6933984905481339,0.8822181224822998,sub-05,S2_MOTION_XSPEED,2,0.3522951135283431,0.2721236551739099,0.9977865279931256,0.9998211338945262
0.9989317932926969,1.0,ASR-LIKE,-0.00012752600014209747,0.9400571621372364,0.9967421889305115,sub-06,S0_STATIC_XSESSION,4,0.024696479297526136,0.044681197493753017,0.9992305598642627,0.9996456359394947
-0.04528106006276833,0.8876953125,DET-MATCH,0.031972513534128666,0.7631332166492939,0.8902840316295624,sub-06,S0_STATIC_XSESSION,4,0.29296730937213206,0.20989396687708056,0.982816673808871,0.9870843683942971
-0.05811639935077284,0.8876953125,DET-NULL,0.028087254613637924,0.7572267204523087,0.8819793462753296,sub-06,S0_STATIC_XSESSION,4,0.29761831860011734,0.2162780594739206,0.9830503728792652,0.9886826217936796
-0.06888226269531206,0.8876953125,DET-WRONG-1,0.030813570134341717,0.7484666146337986,0.8792232125997543,sub-06,S0_STATIC_XSESSION,4,0.30471913466275524,0.22367043417170354,0.9827507588764735,0.9830078343755575
-0.05260874859591963,0.8876953125,DET-WRONG-2,0.028368588536977768,0.7531179040670395,0.8805275708436966,sub-06,S0_STATIC_XSESSION,4,0.30014297842743776,0.22015500369944463,0.9800578853579939,0.9747842536308552
-0.030812477776675895,0.8876953125,DET-WRONG-3,0.032205505296587944,0.7653017342090607,0.8924973905086517,sub-06,S0_STATIC_XSESSION,4,0.288892938297001,0.20756157996033175,0.9815552164379167,0.9863932525676813
-0.14797956609662882,0.873046875,ORACLE-QUERY-IMU,0.14718061895109713,0.5584256276488304,0.8695802986621857,sub-06,S0_STATIC_XSESSION,4,0.32096928559589655,0.35416581422505655,0.9663383309498652,0.9825161437245453
1.0,1.0,RAW,0.0,1.0,1.0,sub-06,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
-0.06641190936364816,0.873046875,STRONG-POP,0.03529992885887623,0.7330256961286068,0.8827530145645142,sub-06,S0_STATIC_XSESSION,4,0.29764399534337377,0.23100402717811147,0.9673402898310564,0.9627803187086075
-0.059375877350118844,0.8876953125,TEMPORAL-SHUFFLED,0.02715415321290493,0.7598952911794186,0.8853980004787445,sub-06,S0_STATIC_XSESSION,4,0.29168774614381154,0.21402809049032978,0.9879455764791892,0.98133252161498
0.9989588915578986,1.0,ASR-LIKE,-7.954612374305725e-05,0.9457544013857841,0.9969282448291779,sub-06,S1_MOTION_WITHIN_SESSION,2,0.01950705589674496,0.040673422207963036,nan,nan
-0.09883907103153405,0.8876953125,DET-MATCH,0.019659146666526794,0.811220109462738,0.9220685362815857,sub-06,S1_MOTION_WITHIN_SESSION,2,0.1949874387977521,0.1620648448318869,nan,nan
-0.12566737347996665,0.8876953125,DET-NULL,0.022336352616548538,0.8078487738966942,0.9210683405399323,sub-06,S1_MOTION_WITHIN_SESSION,2,0.2019912928431056,0.16430109161503093,nan,nan
-0.08105078003596289,0.8876953125,DET-WRONG-1,0.01722688227891922,0.8153229355812073,0.92408287525177,sub-06,S1_MOTION_WITHIN_SESSION,2,0.18779729599387301,0.1577555695549187,nan,nan
-0.1028387163711536,0.8876953125,DET-WRONG-2,0.018803678452968597,0.8137490972876549,0.9231773316860199,sub-06,S1_MOTION_WITHIN_SESSION,2,0.1919098218323076,0.16023614087119642,nan,nan
-0.10448042941156777,0.8876953125,DET-WRONG-3,0.01946278288960457,0.8035311475396156,0.919745683670044,sub-06,S1_MOTION_WITHIN_SESSION,2,0.20053518848592816,0.16868004317523083,nan,nan
-0.19969857714272676,0.8876953125,ORACLE-QUERY-IMU,0.12748169293627143,0.6561287343502045,0.9302858412265778,sub-06,S1_MOTION_WITHIN_SESSION,2,0.18287356524688334,0.2559440812016085,nan,nan
1.0,1.0,RAW,0.0,1.0,1.0,sub-06,S1_MOTION_WITHIN_SESSION,2,0.0,0.0,nan,nan
-0.12860654568085106,0.8876953125,STRONG-POP,0.030451646074652672,0.7587861493229866,0.9127755165100098,sub-06,S1_MOTION_WITHIN_SESSION,2,0.23163175667742675,0.1982224611254616,nan,nan
-0.10926955913202036,0.8876953125,TEMPORAL-SHUFFLED,0.020049910992383957,0.8187388405203819,0.9263256788253784,sub-06,S1_MOTION_WITHIN_SESSION,2,0.1854942521696731,0.15624119657622926,nan,nan
1.0,1.0,ASR-LIKE,-0.00019461661577224731,0.9090940840542316,0.9958961308002472,sub-06,S2_MOTION_XSPEED,2,0.03904386821995073,0.06850148330185876,0.9998239930590125,0.9994419781703794
-1.0035097206747987,0.775390625,DET-MATCH,0.030429475009441376,0.7257789298892021,0.8495494723320007,sub-06,S2_MOTION_XSPEED,2,0.3809609761733906,0.24944619131793833,0.9760969514003358,0.9833423466629261
-1.0288447112786843,0.775390625,DET-NULL,0.034507595002651215,0.7131156101822853,0.8438257873058319,sub-06,S2_MOTION_XSPEED,2,0.40139726573736906,0.2604871739628557,0.9766266455869269,0.9879941997000361
-1.000257989685792,0.775390625,DET-WRONG-1,0.029477745294570923,0.7347664013504982,0.8557398915290833,sub-06,S2_MOTION_XSPEED,2,0.3662021835928266,0.24123764213913934,0.9769539592347863,0.983149694049629
-0.9975288876722024,0.599609375,DET-WRONG-2,0.02811398357152939,0.7504067495465279,0.8641184568405151,sub-06,S2_MOTION_XSPEED,2,0.3416781702854613,0.2282416725235789,0.979570908051907,0.9901278018928696
-1.006796492834566,0.775390625,DET-WRONG-3,0.031151272356510162,0.726339541375637,0.8501456379890442,sub-06,S2_MOTION_XSPEED,2,0.38289924338306597,0.24890690765740325,0.9760703455550354,0.9864422277127405
-1.2092834297251938,0.775390625,ORACLE-QUERY-IMU,0.2051211167126894,0.4392785280942917,0.792163759469986,sub-06,S2_MOTION_XSPEED,2,0.4998116363668159,0.47150085459725777,0.9631099900086264,0.9855577869664427
1.0,1.0,RAW,0.0,1.0,1.0,sub-06,S2_MOTION_XSPEED,2,0.0,0.0,1.0,1.0
-1.0096835416178531,0.775390625,STRONG-POP,0.042906664311885834,0.7011963576078415,0.8489887416362762,sub-06,S2_MOTION_XSPEED,2,0.39306213868740836,0.2632277352236093,0.9697473842054203,0.9668839390189272
-1.0128350055468154,0.775390625,TEMPORAL-SHUFFLED,0.03034830093383789,0.7282615900039673,0.8507036864757538,sub-06,S2_MOTION_XSPEED,2,0.3792036347063753,0.2481044986839155,0.9757405481229902,0.9836039820669684
0.9818567302083545,1.0,ASR-LIKE,-0.00404784269630909,0.8520074859261513,0.948931485414505,sub-07,S0_STATIC_XSESSION,4,0.16412779087536622,0.11883026174778936,0.9984353287775883,0.9983279733901826
-0.010972819970035796,0.9560546875,DET-MATCH,-0.010522311553359032,0.8020120859146118,0.942051962018013,sub-07,S0_STATIC_XSESSION,4,0.17026770813968267,0.15775462957112224,0.9825621002913806,0.9890193784864164
0.7991089273669769,0.9853515625,DET-NULL,-0.007039736956357956,0.7972246520221233,0.9347438663244247,sub-07,S0_STATIC_XSESSION,4,0.1773040675771864,0.16327353510669873,0.9787445092340111,0.9917247905047257
0.8361401097271717,1.0,DET-WRONG-1,0.0038414541631937027,0.8058810010552406,0.938432514667511,sub-07,S0_STATIC_XSESSION,4,0.1754685421645984,0.15566306671138963,0.9800703423770624,0.986175883145606
0.8348252412120916,1.0,DET-WRONG-2,-0.010023906826972961,0.8285868130624294,0.955388531088829,sub-07,S0_STATIC_XSESSION,4,0.1355936203042004,0.13800949024276565,0.9870164924280307,0.9907807847153178
0.8434470430318678,0.98046875,DET-WRONG-3,-0.0028055841103196144,0.826378520578146,0.9489573240280151,sub-07,S0_STATIC_XSESSION,4,0.14506698308236166,0.13887171860988612,0.9846401654003637,0.9888108508700388
0.0021113238511916155,0.9560546875,ORACLE-QUERY-IMU,0.057638987083919346,0.6728149279952049,0.950524777173996,sub-07,S0_STATIC_XSESSION,4,0.14808562153032795,0.23848437555267482,0.9828159879643457,0.9980578963174923
1.0,1.0,RAW,0.0,1.0,1.0,sub-07,S0_STATIC_XSESSION,4,0.0,0.0,1.0,1.0
0.8996166974416422,0.9658203125,STRONG-POP,0.0028659459203481674,0.7701567150652409,0.9309206753969193,sub-07,S0_STATIC_XSESSION,4,0.18091329797200678,0.17958015418477094,0.9798576692203387,0.9883769626657117
0.8346467063370677,1.0,TEMPORAL-SHUFFLED,-0.0032979492098093033,0.8119467385113239,0.9517511278390884,sub-07,S0_STATIC_XSESSION,4,0.1508273195552559,0.14751314963543388,0.9925425086246378,0.9907588523874902
0.9936140286121443,1.0,ASR-LIKE,-0.008154245093464851,0.692609041929245,0.9456673264503479,sub-07,S1_MOTION_WITHIN_SESSION,2,0.4119573805219126,0.24790955178642538,nan,nan
-0.030387763150612646,0.94140625,DET-MATCH,-0.016982808709144592,0.8474660515785217,0.958611935377121,sub-07,S1_MOTION_WITHIN_SESSION,2,0.10836321597514968,0.11982764235708179,nan,nan
-0.008053334525352451,0.94140625,DET-NULL,-0.002845700830221176,0.8331746831536293,0.9416025876998901,sub-07,S1_MOTION_WITHIN_SESSION,2,0.13750675288733838,0.1316724688543898,nan,nan
