artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,clipping_fraction,dataset,delta_SNR_db,exact_cell,function_evaluations_per_window,latency_seconds_per_window,method,observation_change_ratio,output_input_RMS_ratio,participant_claim,peak_memory_mb,statistical_unit,status,training_seed,unit_id
0.9999999998929755,0.8946235246870498,0.7577200653831089,0.0,klados,9.296010700557468e-10,19ch_native_linked_mastoid_256hz,0,0.0,RAW,2.5996206127298573e-08,0.9999999999838465,False,0.0,source_record,success,20260813,sim37
0.2679585342183042,0.23972200837801086,0.9715269971594928,0.0,klados,11.438648130877683,19ch_native_linked_mastoid_256hz,1,0.036607765726247715,POP,0.6335255320857439,0.7272870425700665,False,43.34033203125,source_record,success,20260813,sim37
0.267991558579116,0.23975155274808402,0.9712665470917933,0.0003831489011645317,klados,11.437577710487437,19ch_native_linked_mastoid_256hz,2,0.041665405726896344,ONE-STEP-MATCH,0.6228072673393237,0.7279282832400775,False,43.34033203125,source_record,success,20260813,sim37
0.26613495853604857,0.23809059467344318,0.9718923142283372,0.00042052927892655134,klados,11.497961486641415,19ch_native_linked_mastoid_256hz,401,0.765092755363598,DIFF-POP,0.6257379894444295,0.7272565987392001,False,43.34033203125,source_record,success,20260813,sim37
0.26576544774588595,0.2377600216279026,0.9719093953429039,0.00042052927892655134,klados,11.510029649860824,19ch_native_linked_mastoid_256hz,401,0.7644005251812896,DIFF-MATCH,0.6259641479725228,0.7272184969549097,False,43.34033203125,source_record,success,20260813,sim37
0.26616925880578046,0.2381212805016517,0.9718772819863467,0.00042987437336705625,klados,11.49684209533038,19ch_native_linked_mastoid_256hz,401,0.7637603832713054,DIFF-SHUFFLED,0.6257787642091059,0.7272664662407764,False,43.34033203125,source_record,success,20260813,sim37
1.000000000017382,1.235039329338653,0.6169158701411066,0.0,klados,-1.5097848331233987e-10,19ch_native_linked_mastoid_256hz,0,0.0,RAW,2.5195257349614627e-08,1.000000000089846,False,0.0,source_record,success,20260813,sim38
0.2684510446766138,0.3315475981719029,0.9452199612430782,0.0,klados,11.422698032829848,19ch_native_linked_mastoid_256hz,1,0.00978981722275623,POP,0.7849217844296713,0.6391202804604502,False,38.54345703125,source_record,success,20260813,sim38
0.26766162887500206,0.3305726386097279,0.9456578762959222,0.0007309941574931145,klados,11.448277668698365,19ch_native_linked_mastoid_256hz,2,0.012295156444047784,ONE-STEP-MATCH,0.772500709406163,0.6406589406744939,False,38.54345703125,source_record,success,20260813,sim38
0.2655366549986772,0.32794821229869514,0.9462728842329832,0.0004911366850137711,klados,11.517510398251687,19ch_native_linked_mastoid_256hz,401,0.9443356285563722,DIFF-POP,0.7751795758005098,0.6383462480683878,False,38.54345703125,source_record,success,20260813,sim38
0.2656839098220339,0.3281300777969723,0.9462182348340711,0.00047971491585485637,klados,11.512694925125038,19ch_native_linked_mastoid_256hz,401,0.9362191073337777,DIFF-MATCH,0.7751776552650307,0.6383729955327928,False,38.54345703125,source_record,success,20260813,sim38
0.26569453427662804,0.32814319941624864,0.9462156218640494,0.00047971491585485637,klados,11.512347591351501,19ch_native_linked_mastoid_256hz,401,0.9353927894456623,DIFF-SHUFFLED,0.7751332743821564,0.6383870376581289,False,38.54345703125,source_record,success,20260813,sim38
0.9999999998311213,1.2139872989978597,0.644197444059803,0.0,klados,1.4668626173131469e-09,19ch_native_linked_mastoid_256hz,0,0.0,RAW,2.525883434906286e-08,0.9999999998589217,False,0.0,source_record,success,20260813,sim39
0.205339242520175,0.24927923244743164,0.9695440464374625,0.0,klados,13.750560887762758,19ch_native_linked_mastoid_256hz,1,0.005170719555786086,POP,0.7110431213524306,0.6384487189731863,False,38.54345703125,source_record,success,20260813,sim39
0.2143140986280319,0.26017459377454333,0.966923576116445,0.001679002190940082,klados,13.378985160129059,19ch_native_linked_mastoid_256hz,2,0.010090447999472316,ONE-STEP-MATCH,0.6993686091819614,0.6414829212941148,False,38.54345703125,source_record,success,20260813,sim39
0.20817066208077312,0.2527165398327124,0.9686383466491316,0.00036549707874655724,klados,13.631609530536274,19ch_native_linked_mastoid_256hz,401,0.9359780575565916,DIFF-POP,0.7016869789110348,0.6391549880470478,False,38.54345703125,source_record,success,20260813,sim39
0.20812035769423265,0.2526554709463581,0.9686505899267523,0.00036549707874655724,klados,13.633708727161578,19ch_native_linked_mastoid_256hz,401,0.9357227858886795,DIFF-MATCH,0.7016852279323386,0.6391428195034337,False,38.54345703125,source_record,success,20260813,sim39
0.20822546712879977,0.25278307246494897,0.9686203579096822,0.0003540752804838121,klados,13.629323099092154,19ch_native_linked_mastoid_256hz,401,0.9309306330008743,DIFF-SHUFFLED,0.7017154291843904,0.6391603328233243,False,38.54345703125,source_record,success,20260813,sim39
1.000000000083088,1.0412809581555724,0.697866187434576,0.0,klados,-7.216930327537784e-10,19ch_native_linked_mastoid_256hz,0,0.0,RAW,2.5374272585562344e-08,0.9999999999756323,False,0.0,source_record,success,20260813,sim40
0.23086332541428908,0.24039358467039884,0.9718831154048287,0.0,klados,12.732901058871523,19ch_native_linked_mastoid_256hz,1,0.009009234500990716,POP,0.6569825812757055,0.7013918134658614,False,41.146484375,source_record,success,20260813,sim40
