kind,restoration_validation_mse,step,training_loss
deterministic,0.16675911154597997,500,0.09951943159103394
deterministic,0.16821517469361424,1000,0.07790052145719528
deterministic,0.17757326522842048,1500,0.07470446825027466
deterministic,0.18204431543126703,2000,0.0696575716137886
deterministic,0.1903828359209001,2500,0.06483007967472076
deterministic,0.19778292924165725,3000,0.06460122764110565
deterministic,0.20002524573355912,3500,0.053985949605703354
deterministic,0.1970709513872862,4000,0.07142310589551926
deterministic,0.19233797444030643,4500,0.05663050711154938
