artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,dataset,delta_SNR_db,exact_cell,method,observation_change_ratio,output_input_RMS_ratio,selected_alpha,statistical_unit,status,training_seed,unit_id
1.0,0.8946235247957239,0.7577200653676753,klados,0.0,19ch_native_linked_mastoid_256hz,RAW,0.0,1.0,0.75,source_record,success,20260811,sim37
0.343749977519711,0.3075268165371347,0.9531628389408477,klados,9.275146431266526,19ch_native_linked_mastoid_256hz,POP,0.6924649629471004,0.7363319910085877,0.75,source_record,success,20260811,sim37
10.861513528903492,9.716965517844082,0.06506299657737814,klados,-20.717806949717662,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DET-MATCH|deployment,7.043713022443494,7.105425897163869,0.75,source_record,success,20260811,sim37
0.343749977519711,0.3075268165371347,0.9531628389408477,klados,9.275146431266526,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DET-POP,0.6924649629471004,0.7363319910085877,0.75,source_record,success,20260811,sim37
0.343749977519711,0.3075268165371347,0.9531628389408477,klados,9.275146431266526,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-POP,0.6924649629471004,0.7363319910085877,0.75,source_record,success,20260811,sim37
0.343749977519711,0.3075268165371347,0.9531628389408477,klados,9.275146431266526,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|NO-SUPPORT,0.6924649629471004,0.7363319910085877,0.75,source_record,success,20260811,sim37
0.35770468768711783,0.32001102853460295,0.9507970617764878,klados,8.92950736848784,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|RHO-ONLY-POP-BASIS,0.5193487224738342,0.7528153175152253,0.75,source_record,success,20260811,sim37
7.1743129901276435,6.418309175215742,0.11249197748433269,klados,-17.11560638998326,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|CONSTANT-RHO-0.5,4.653156770108605,4.712222404330778,0.75,source_record,success,20260811,sim37
10.741611197270704,9.609698071287534,0.0631778197516833,klados,-20.62138857252714,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K8|deployment,6.968187782123112,7.025244516434684,0.75,source_record,success,20260811,sim37
10.927108240570071,9.775648090003198,0.06025509643123833,klados,-20.770104901708237,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K1|deployment,7.082366052784697,7.144957075129797,0.75,source_record,success,20260811,sim37
14.310267314072386,12.802301785284474,0.038253806280031916,klados,-23.112954928084783,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K8|mechanism_g1,9.291814102053316,9.347805964752352,0.75,source_record,success,20260811,sim37
4.743833138820915,4.24394472369473,0.20963738588334088,klados,-13.522588092099701,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-1|deployment,3.4242113069087425,3.1687686958991383,0.75,source_record,success,20260811,sim37
6.318320326939051,5.652518001674684,0.15599199587424822,klados,-16.01203280078909,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-1|mechanism_g1,4.440991863593039,4.178039294095679,0.75,source_record,success,20260811,sim37
3.9997070751604995,3.5782320417304816,0.2436992595234011,klados,-12.040563725060682,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-2|deployment,2.65510611189388,2.692563385076492,0.75,source_record,success,20260811,sim37
5.311269029335903,4.7515862201628485,0.1816337956329378,klados,-14.503966002010806,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-2|mechanism_g1,3.491751739874491,3.5268281328130846,0.75,source_record,success,20260811,sim37
5.998611428540949,5.366498900081217,0.17294579829169157,klados,-15.56101461195774,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-3|deployment,3.9131391763279226,3.9781867071059374,0.75,source_record,success,20260811,sim37
7.982930274123012,7.141717220034423,0.129896481455695,klados,-18.04324671996727,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-WRONG-3|mechanism_g1,5.195691562718242,5.2591571066831735,0.75,source_record,success,20260811,sim37
0.343749977519711,0.3075268165371347,0.9531628389408477,klados,9.275146431266526,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=0,0.6924649629471004,0.7363319910085877,0.75,source_record,success,20260811,sim37
3.612397789701477,3.2317360435870177,0.25299290971057425,klados,-11.155911357525333,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=0.25,2.3720223759888674,2.4360654179198957,0.75,source_record,success,20260811,sim37
7.1743129901276435,6.418309175215742,0.11249197748433269,klados,-17.11560638998326,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=0.5,4.653156770108605,4.712222404330778,0.75,source_record,success,20260811,sim37
10.741611197270704,9.609698071287534,0.0631778197516833,klados,-20.62138857252714,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=0.75,6.968187782123112,7.025244516434684,0.75,source_record,success,20260811,sim37
14.310267314072386,12.802301785284474,0.038253806280031916,klados,-23.112954928084783,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=1,9.291814102053316,9.347805964752352,0.75,source_record,success,20260811,sim37
17.87946826501022,15.99539292071673,0.023242527037344196,klados,-25.047091974873837,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH|gamma=1.25,11.618880023313134,11.674214643424166,0.75,source_record,success,20260811,sim37
0.7595849253492036,0.6795425432976013,0.8066361012049874,klados,2.38847325633655,19ch_native_linked_mastoid_256hz,R3_state_gated_residual|support_FiLM|DET-MATCH|deployment,1.0214811450119308,0.8335013725056023,0.75,source_record,success,20260811,sim37
