artifact_correlation,artifact_rrmse,coefficient_rmse,correlation,method,participant,rrmse_spectral,rrmse_temporal,seed,snr_improvement
0.4084186277075394,nan,5.2005443597162095,0.8324263645587741,OF_SCAD_K1_POP_SWAP,sub-03,0.7908838649053831,0.6222052932087634,20260808,-1.981977714211539
0.42924858134402283,nan,3.508321158195797,0.8366207567680823,OF_SCAD_K1_POP_SWAP,sub-05,0.7867773846281987,0.6245454352251009,20260808,-1.5564155434016829
0.33700994323325256,nan,8.190790017445883,0.7401697655476517,OF_SCAD_K1_POP_SWAP,sub-02,0.9841330521034471,1.9956661549142816,20260808,-1.8344605821928306
0.5019890792310754,nan,4.6885994789568155,0.8822916166202442,OF_SCAD_K1_WRONG_SWAP,sub-03,0.7074505672160838,0.4820147711733306,20260808,0.5177131603387269
0.5166919809447503,nan,3.4072845927194546,0.8878137014414135,OF_SCAD_K1_WRONG_SWAP,sub-05,0.6850205116268051,0.4705503173172474,20260808,1.1042311726620904
0.39162040072397125,nan,11.297075108596772,0.7823850228027864,OF_SCAD_K1_WRONG_SWAP,sub-02,0.9155603269058646,1.8933135437299355,20260808,0.16440398909715043
0.5565079378492728,nan,1.196608258260263,0.8973512544825271,POP_MARGINAL_SCAD_K1,sub-03,0.6196763598662172,0.4253635926555993,20260808,2.5498318316443176
0.560120333316981,nan,1.0966285516164804,0.9030627477914095,POP_MARGINAL_SCAD_K1,sub-05,0.6203791577565042,0.4307993263324821,20260808,2.6633401162008306
0.4613195490374258,nan,5.564142244218877,0.7956697152236082,POP_MARGINAL_SCAD_K1,sub-02,0.8215632422432078,1.8275941723100417,20260808,1.9023819230888195
0.36905759387649595,nan,nan,0.8832667767008145,V22_FIX_MATCH,sub-07,0.4404852519618968,0.4623432570860799,20260808,1.5652346520289022
0.5919991977286827,nan,nan,0.8526293517206796,V22_FIX_MATCH,sub-06,0.7007208305003587,0.7962170567802787,20260808,4.2027621276060545
0.1079780144568581,nan,nan,0.5379529817047977,V22_FIX_MATCH,sub-09,1.0752355588612135,4.520208239319505,20260808,0.005033890640975989
0.3388737028317216,nan,nan,0.8793109607696533,V22_FIX_POP,sub-07,0.44881991679780187,0.48993087391912316,20260808,1.0225757079591091
0.5438858628403977,nan,nan,0.8365975543856621,V22_FIX_POP,sub-06,0.7236697868775082,0.8647627736108916,20260808,3.487527419258525
0.18124071232915565,nan,nan,0.5454560819009392,V22_FIX_POP,sub-09,1.0823985082339254,4.450908955814039,20260808,0.2551055096292283
0.3674648158927448,nan,nan,0.8761520028611024,V22_FIX_WRONG,sub-07,0.4525101511956503,0.48078527092390383,20260808,1.212518341917653
0.5776430126852574,nan,nan,0.836958022613544,V22_FIX_WRONG,sub-06,0.7242245597699366,0.8425907599403217,20260808,3.5770280427315226
0.14992280680135908,nan,nan,0.540185555422606,V22_FIX_WRONG,sub-09,1.0840612007577166,4.442909766008243,20260808,0.209063407010142
0.42156844816791517,nan,6.321477646430333,0.8877232635021209,OF_DET_MATCH,sub-07,0.5014016423622767,0.47046966835856435,20260808,-0.05689132062340141
0.6624254285707138,nan,10.444924916839227,0.8452099708956666,OF_DET_MATCH,sub-06,0.7218935250421055,0.7144137627328746,20260808,3.186437718885935
-0.049170214592104224,nan,21.783333755158758,0.5231882695036082,OF_DET_MATCH,sub-09,1.2670387285096305,5.17258694775209,20260808,-1.9048834025726298
0.33962963247788136,nan,5.042795695463816,0.8642091053724289,OF_DET_POP_SWAP,sub-07,0.5481887754797935,0.5631125208238761,20260808,-2.229393977559823
0.48607850674306974,nan,6.989192605949938,0.8066852845513495,OF_DET_POP_SWAP,sub-06,0.8201285577088129,0.9720697675948031,20260808,1.2589227809981143
0.24920055363327265,nan,11.906158414754001,0.5298074556615917,OF_DET_POP_SWAP,sub-09,1.1770800760910882,4.415138513333612,20260808,-1.234688023915035
0.39200272599623226,nan,5.146128963728746,0.8760537974536419,OF_DET_WRONG_SWAP,sub-07,0.5305795413255692,0.5044911352855463,20260808,-0.6552768029531646
0.5667521881259745,nan,11.766688265721314,0.8181351740495302,OF_DET_WRONG_SWAP,sub-06,0.7993431435897946,0.9509375245979754,20260808,2.0344519306514885
0.17843644322174324,nan,19.691096297816024,0.5348788207618357,OF_DET_WRONG_SWAP,sub-09,1.1890380128540776,4.428135979805722,20260808,-0.8766723989045953
0.46403207213928305,nan,1.3684520388642947,0.8948903269072374,POP_MARGINAL_DET,sub-07,0.4426472731679678,0.44668154244311153,20260808,1.5675331308695495
0.6614204403012991,nan,2.520674398110714,0.8391134384291945,POP_MARGINAL_DET,sub-06,0.6859540422010468,0.7703900588203396,20260808,4.069282000095157
0.20820140320348082,nan,10.542960006695289,0.547011039576602,POP_MARGINAL_DET,sub-09,1.1210379919230744,4.433454975915177,20260808,0.17938123918087084
0.4035909931299587,nan,6.519899792075157,0.8802342228094737,OF_SCAD_K1_MATCH,sub-07,0.5599293650686741,0.5020553016103804,20260808,-0.9139012022406087
0.6389049385325052,nan,11.00818182551302,0.8406510872300714,OF_SCAD_K1_MATCH,sub-06,0.7707308969693258,0.7069813980924664,20260808,2.5807969453981365
0.016350092070007868,nan,22.18244163846815,0.5223112670090896,OF_SCAD_K1_MATCH,sub-09,1.3425472444528108,4.992174072529782,20260808,-2.2268429916790304
0.34779236702248456,nan,6.102871680259705,0.8663793790340424,OF_SCAD_K1_POP_SWAP,sub-07,0.6007820864518484,0.561720823943615,20260808,-2.269692016359335
0.47887140675402406,nan,8.134914840571582,0.8017376729112584,OF_SCAD_K1_POP_SWAP,sub-06,0.8643109222175553,1.0143502446589991,20260808,0.9089101376011968
0.22306952297131155,nan,12.639731097531008,0.5286242185279957,OF_SCAD_K1_POP_SWAP,sub-09,1.2237283476664649,4.4311584065390095,20260808,-1.559719659941894
0.3810579945861052,nan,4.949732595086098,0.8630611903468768,OF_SCAD_K1_WRONG_SWAP,sub-07,0.5898932039737701,0.5447663216168682,20260808,-1.4098993790216912
0.5240751823293976,nan,12.209940929431468,0.8017750313156284,OF_SCAD_K1_WRONG_SWAP,sub-06,0.8560284728882834,1.0297868673224002,20260808,1.3294423055219449
0.1881797129969421,nan,19.773236686339626,0.5290585023985014,OF_SCAD_K1_WRONG_SWAP,sub-09,1.2492573492519268,4.418432803824544,20260808,-1.2019020075060647
0.46094211557880044,nan,1.4956129817167918,0.8940201763312022,POP_MARGINAL_SCAD_K1,sub-07,0.459279810488224,0.4509208510365958,20260808,1.3420477016632886
0.6571816295036115,nan,2.5707661490887403,0.8378662541654194,POP_MARGINAL_SCAD_K1,sub-06,0.696587044352782,0.7714837699677446,20260808,3.9608269863746175
0.21862574994364486,nan,10.563145802392588,0.5457987285842031,POP_MARGINAL_SCAD_K1,sub-09,1.135846666072483,4.424160478119557,20260808,0.10238663547822986
0.5561746634321469,nan,nan,0.8312236412269313,V22_FIX_MATCH,sub-14,0.6433544053423513,0.6868547375992554,20260808,3.779299990187487
0.463038828648142,nan,nan,0.8063252552425209,V22_FIX_MATCH,sub-11,0.7183215468866776,0.7846727024078886,20260808,1.4731855416520887
0.5414200621718144,nan,nan,0.7194312549669479,V22_FIX_MATCH,sub-12,1.0514564702581217,1.8543146621489794,20260808,3.071507072896449
0.5015094853914911,nan,nan,0.8096838605294867,V22_FIX_POP,sub-14,0.6782664902133458,0.7694553511782277,20260808,2.642810133657091
0.46125136464292005,nan,nan,0.8119575533352487,V22_FIX_POP,sub-11,0.7093581854659197,0.7803959491437824,20260808,1.701536438030184
0.5622277165472996,nan,nan,0.718510974484847,V22_FIX_POP,sub-12,1.045342204718255,1.8498505156858898,20260808,3.1267073977431026
0.540631971100527,nan,nan,0.8262501137285698,V22_FIX_WRONG,sub-14,0.65241473029856,0.7031939359873011,20260808,3.460598230541281
0.49086487207765855,nan,nan,0.8135292572926168,V22_FIX_WRONG,sub-11,0.6927944257255797,0.750529915280959,20260808,2.048911472469786
0.5524256067449747,nan,nan,0.7156723950260517,V22_FIX_WRONG,sub-12,1.0533618050203735,1.858501273678276,20260808,3.139359215507284
0.5513726189418798,nan,5.984008262251935,0.811339282498854,OF_DET_MATCH,sub-14,0.732851511912375,0.7353029341505068,20260808,1.7544590282077726
0.4282371035919761,nan,7.9675504971448685,0.8064611986891864,OF_DET_MATCH,sub-11,0.8220870670390455,0.8561512467336573,20260808,0.4365601558425212
0.5899977409357174,nan,11.189160076809712,0.7116083708118464,OF_DET_MATCH,sub-12,1.0355332751498847,1.5534334198312192,20260808,2.5533231394450873
0.4459215934294639,nan,5.2990464691708725,0.7890133527448264,OF_DET_POP_SWAP,sub-14,0.7662223417584489,0.8705871261588138,20260808,-0.09541098245362928
0.41906907939358473,nan,7.190161550698215,0.7997304120496528,OF_DET_POP_SWAP,sub-11,0.7924551602504025,0.8510912300074753,20260808,0.22388367148211402
0.5327804643760023,nan,9.120769912102183,0.7045563088966625,OF_DET_POP_SWAP,sub-12,1.0924586926083095,1.8722969958039581,20260808,1.7140808486200254
0.5306919636999871,nan,8.37289453007099,0.8013522609068853,OF_DET_WRONG_SWAP,sub-14,0.7550010864236733,0.8321552993956862,20260808,1.4422687907904588
0.4766204025730338,nan,10.175128260908062,0.799767537578328,OF_DET_WRONG_SWAP,sub-11,0.7744503293747771,0.8102957338018164,20260808,1.157572249271805
0.5601853220189204,nan,14.958884741927756,0.7097950798944097,OF_DET_WRONG_SWAP,sub-12,1.099304077688788,1.8343005768466192,20260808,2.3826804444398904
0.5780743661665971,nan,1.8030526207351103,0.8124212699419842,POP_MARGINAL_DET,sub-14,0.6621526502890558,0.7475519776401087,20260808,3.033697588218225
0.5478729424130631,nan,3.130107199798708,0.8146574423737722,POP_MARGINAL_DET,sub-11,0.6857679485254091,0.7496277357576007,20260808,2.159624963291805
0.6299585900345787,nan,3.5288222633668633,0.7342635960715105,POP_MARGINAL_DET,sub-12,0.953111189127457,1.7167217519275508,20260808,3.9309399910100282
0.521794280522821,nan,5.947517912925743,0.7943244572592582,OF_SCAD_K1_MATCH,sub-14,0.8043655273390979,0.7948037396389537,20260808,0.8665108583691353
0.41943729330055185,nan,8.003378572733435,0.8001686477497832,OF_SCAD_K1_MATCH,sub-11,0.8628574796531299,0.8760972778784902,20260808,-0.13434985905450625
0.6033936037269773,nan,10.89654766731575,0.7003119659655895,OF_SCAD_K1_MATCH,sub-12,1.1029653694541728,1.5116667137099582,20260808,2.3522291867694722
0.3603737302173835,nan,6.281595320963278,0.734559565782547,OF_SCAD_K1_POP_SWAP,sub-14,0.867548389405739,1.062873099612572,20260808,-2.0548874345180153
0.3020129523432195,nan,8.54525583329266,0.7490335183396731,OF_SCAD_K1_POP_SWAP,sub-11,0.8966688627045448,1.029466716445064,20260808,-2.1040693581049896
0.443278164202042,nan,10.73605387523526,0.6669654828939037,OF_SCAD_K1_POP_SWAP,sub-12,1.1734332280447248,2.0217483217568426,20260808,0.43954801834359286
0.5139315561732141,nan,8.020394212589032,0.7894129108910154,OF_SCAD_K1_WRONG_SWAP,sub-14,0.808087057502168,0.8638085561077588,20260808,0.8848145564992886
0.43984142247561925,nan,10.26675765379651,0.7867490223111355,OF_SCAD_K1_WRONG_SWAP,sub-11,0.8422533935573819,0.8549715546214928,20260808,0.40439604494693504
0.5335428128152566,nan,16.089212714404358,0.699264321369348,OF_SCAD_K1_WRONG_SWAP,sub-12,1.1657243260472525,1.9106111440227413,20260808,1.9524698697175797
0.5758280754770811,nan,1.794648671840749,0.8118127629887767,POP_MARGINAL_SCAD_K1,sub-14,0.6708550980178322,0.7535639856871013,20260808,2.9639338670248114
0.5569613500664087,nan,2.596086970543208,0.8112087681481283,POP_MARGINAL_SCAD_K1,sub-11,0.6865239884729867,0.7403298769886159,20260808,2.068192885141738
0.6339143890826429,nan,3.119942265944403,0.7372806941227774,POP_MARGINAL_SCAD_K1,sub-12,0.9496438099590482,1.6880747730286456,20260808,4.112550757073481
0.41902770246724685,nan,nan,0.8667844625888392,V22_FIX_MATCH,sub-18,0.5431757713813568,0.5847239972736133,20260808,1.702340588656649
0.271006341281029,nan,nan,0.8864666017523007,V22_FIX_MATCH,sub-15,0.4713009047641683,0.6866854954868861,20260808,0.8594958628100964
0.33634267260587125,nan,nan,0.883188092445626,V22_FIX_MATCH,sub-17,0.48463591948589857,0.4871944131891188,20260808,1.5257836449965478
0.4095763150253333,nan,nan,0.8573128121788613,V22_FIX_POP,sub-18,0.5458886079286458,0.6118453824333301,20260808,1.9032354336302808
0.2806178801276012,nan,nan,0.8824405468750134,V22_FIX_POP,sub-15,0.4772003604891474,0.6884186782182625,20260808,0.8868564528835122
0.3316102318452014,nan,nan,0.8790364326799617,V22_FIX_POP,sub-17,0.4925361845204059,0.49541023879257196,20260808,1.444492500321161
0.4298833944267244,nan,nan,0.8644828399410471,V22_FIX_WRONG,sub-18,0.5497817506693536,0.5961058495322504,20260808,1.751446928731773
0.26663167782822006,nan,nan,0.8844131917428615,V22_FIX_WRONG,sub-15,0.48445008738911643,0.691807690975708,20260808,0.46047915768964837
0.3322717658935717,nan,nan,0.877621394571136,V22_FIX_WRONG,sub-17,0.49828505058060674,0.5016569211496972,20260808,1.2286946898267699
0.3886904072496691,nan,8.415284638525918,0.8425175764714368,OF_DET_MATCH,sub-18,0.6725900946184993,0.6920093929511495,20260808,-0.5642709136009216
0.3066733255495887,nan,9.597037328712975,0.8748367240708044,OF_DET_MATCH,sub-15,0.6476975889570677,0.7328686971328596,20260808,-2.0249661099437315
0.34912496721919845,nan,4.800140828946057,0.8618815647328602,OF_DET_MATCH,sub-17,0.6556875187684508,0.5773973559412886,20260808,-1.4518173781288848
0.35259671822495875,nan,4.502036257181317,0.8309153263107873,OF_DET_POP_SWAP,sub-18,0.6926587775815278,0.750695820664987,20260808,-1.0990238295949024
0.23509743849739498,nan,3.093749494694952,0.8594603482355823,OF_DET_POP_SWAP,sub-15,0.6597182521624352,0.8061819809363849,20260808,-3.459612929308787
0.3018314152581083,nan,3.660406768321991,0.8454378996701801,OF_DET_POP_SWAP,sub-17,0.6702422028078753,0.6408970560221111,20260808,-2.6130584062249134
0.3709883181254554,nan,6.91340106818825,0.8366461209079716,OF_DET_WRONG_SWAP,sub-18,0.691171754267998,0.7231652884220239,20260808,-0.5540519792424596
0.26391668478026986,nan,4.680394290320909,0.8619266118326071,OF_DET_WRONG_SWAP,sub-15,0.6786402922068069,0.7762834652146297,20260808,-2.8578719693856933
0.33483154144658545,nan,5.40592593550682,0.8586404518169515,OF_DET_WRONG_SWAP,sub-17,0.6780351785175941,0.5899244222570869,20260808,-1.5890459255878902
0.5255221072002314,nan,2.343386806314811,0.8674100205535069,POP_MARGINAL_DET,sub-18,0.5530396779067814,0.6042765501115355,20260808,2.201541834697127
0.4183686748768182,nan,1.5896793626137633,0.8928872697305545,POP_MARGINAL_DET,sub-15,0.5082908711715866,0.6681829797166553,20260808,0.856543898046948
0.510229532595943,nan,1.6431338934337392,0.8841825561488376,POP_MARGINAL_DET,sub-17,0.5101348172215855,0.4807586007751524,20260808,1.6696576184302474
0.4481254459142292,nan,7.735578872729093,0.8335010259179398,OF_SCAD_K1_MATCH,sub-18,0.7108153406297788,0.7037812973867403,20260808,-0.7228978159634963
0.33520428882216785,nan,9.889027423823057,0.8690957573812399,OF_SCAD_K1_MATCH,sub-15,0.6932038486893497,0.7380967377337502,20260808,-2.6437450692678492
0.36152072460185186,nan,5.019783764025744,0.854940508744296,OF_SCAD_K1_MATCH,sub-17,0.7126217474832254,0.6005549964111517,20260808,-2.179028893542138
0.3953030761476839,nan,4.920520513318479,0.8226345817674883,OF_SCAD_K1_POP_SWAP,sub-18,0.7213665845338255,0.7581275757111143,20260808,-1.1665917939951886
0.2871838253575252,nan,3.2627625225195245,0.8537450598816929,OF_SCAD_K1_POP_SWAP,sub-15,0.6902894580097341,0.804454388402736,20260808,-3.2060107912557823
0.33956621635760015,nan,4.1662566121886755,0.8391114360269378,OF_SCAD_K1_POP_SWAP,sub-17,0.700909781981917,0.6460224251427195,20260808,-2.5763872141125286
0.3968378479767125,nan,6.533751607406884,0.8219956972752698,OF_SCAD_K1_WRONG_SWAP,sub-18,0.7257354406174272,0.7482517761964118,20260808,-0.8436477065086365
0.28048243103010245,nan,4.650151423553922,0.8410151367520552,OF_SCAD_K1_WRONG_SWAP,sub-15,0.7305881960400894,0.8052839095106543,20260808,-3.2993741035073376
0.347761690588531,nan,5.590049084845711,0.8432354470824495,OF_SCAD_K1_WRONG_SWAP,sub-17,0.7228681391652892,0.6279756949228399,20260808,-2.3049235755257356
0.5195208424247539,nan,1.883977449964732,0.8651148724020459,POP_MARGINAL_SCAD_K1,sub-18,0.5643824921862688,0.6145855938957538,20260808,1.7615473931574304
0.3921271700094065,nan,1.6449839750777429,0.8895542828588566,POP_MARGINAL_SCAD_K1,sub-15,0.5314743291836843,0.6870204227691544,20260808,0.26341086283670545
0.4837161552599248,nan,1.536379494211253,0.8801443459356533,POP_MARGINAL_SCAD_K1,sub-17,0.5288052472559844,0.4966804683619343,20260808,1.141098354747341
0.4300853085119629,nan,nan,0.8599880393985269,V22_FIX_MATCH,sub-21,0.5324759652180323,0.556188414494468,20260808,2.741625623753937
0.42199366522166226,nan,nan,0.810835241297768,V22_FIX_MATCH,sub-19,0.6970836134048912,1.3844845536531825,20260808,2.0705648001627592
0.34910549579831385,nan,nan,0.894961363760529,V22_FIX_MATCH,sub-23,0.5262800077344202,0.4217386464202765,20260808,1.504208758818514
0.3996761508377178,nan,nan,0.8508527525863447,V22_FIX_POP,sub-21,0.5380496591479368,0.5831479680971926,20260808,2.2224836470001215
0.3509191778368514,nan,nan,0.8081835768129112,V22_FIX_POP,sub-19,0.7026121690304894,1.448263294042342,20260808,1.6478247028933686
0.36777831330579547,nan,nan,0.8914013322751233,V22_FIX_POP,sub-23,0.5211466872281615,0.425517221706605,20260808,1.5476450488030753
0.4043060745848538,nan,nan,0.8520592500071426,V22_FIX_WRONG,sub-21,0.5441091002512176,0.5866710985155933,20260808,2.386224491887318
0.36182151091369713,nan,nan,0.807686862479331,V22_FIX_WRONG,sub-19,0.7167768415740945,1.4129147454390698,20260808,1.6237662752514512
0.35719427978619933,nan,nan,0.8920859572993722,V22_FIX_WRONG,sub-23,0.5286873464359884,0.4282405413642739,20260808,1.0997916132703767
0.4644548980375895,nan,5.839421754846206,0.8557524084002821,OF_DET_MATCH,sub-21,0.6269388026395044,0.6218536753025088,20260808,1.279582964117862
0.3598531828346578,nan,7.043887924177177,0.8032072825131543,OF_DET_MATCH,sub-19,0.8069987983414622,1.6907833356297377,20260808,1.32326211190742
0.45964380581477643,nan,5.163912204230667,0.9013682757593264,OF_DET_MATCH,sub-23,0.5954436022954382,0.4254806154899916,20260808,0.0668454941705609
0.37939561622451756,nan,3.5574672297164276,0.817629157975837,OF_DET_POP_SWAP,sub-21,0.6762695232262979,0.7342438730118158,20260808,-0.5123022148801275
0.40831471655595425,nan,6.084317072774425,0.7722717420564909,OF_DET_POP_SWAP,sub-19,0.8522025195486618,1.5339129770908393,20260808,-0.9591014855581781
0.3569131320139251,nan,2.6945514511910216,0.858417217044314,OF_DET_POP_SWAP,sub-23,0.6390166339600921,0.5604459360289346,20260808,-2.165089413484043
0.4584648346111595,nan,4.117833407608779,0.8499468644182165,OF_DET_WRONG_SWAP,sub-21,0.6179683268903853,0.6313783775598227,20260808,1.5788830628326116
0.43082762971717975,nan,10.756917861149166,0.7975089295033478,OF_DET_WRONG_SWAP,sub-19,0.8216076336349502,1.5192740651581325,20260808,1.1719603596052721
0.4440882307607799,nan,3.925242247285357,0.8899422342989854,OF_DET_WRONG_SWAP,sub-23,0.6141227317653644,0.4559940922483327,20260808,-0.0268099174260142
0.5391002266791526,nan,1.3390302231887004,0.8618034210863647,POP_MARGINAL_DET,sub-21,0.5438523791678302,0.566417930107173,20260808,2.9064026710785127
0.5180720097639344,nan,5.065663423163421,0.8112886051336924,POP_MARGINAL_DET,sub-19,0.738285167368524,1.4467462349937044,20260808,2.2666958924220957
0.5340332570040871,nan,1.0073767725829106,0.9046757250644599,POP_MARGINAL_DET,sub-23,0.5190303314026374,0.3969662157806811,20260808,2.0945369979426105
0.4284716972208523,nan,6.7417566453243465,0.84321493092742,OF_SCAD_K1_MATCH,sub-21,0.6808168223271003,0.7236726340297219,20260808,-0.11080380289022587
0.4655388482761654,nan,6.6156480023355195,0.7869627028139252,OF_SCAD_K1_MATCH,sub-19,0.8399298797276887,1.36219402724369,20260808,0.6424243771511575
0.36948758327269815,nan,5.869705910895281,0.8856787590464209,OF_SCAD_K1_MATCH,sub-23,0.6439102018714711,0.4900451756918886,20260808,-1.5323592092749392
0.34044362905669723,nan,5.229420556055082,0.7681737063856392,OF_SCAD_K1_POP_SWAP,sub-21,0.7801449170687815,0.9542349086410099,20260808,-2.765150002319335
0.36692571359647747,nan,7.03296030199889,0.7423117682337761,OF_SCAD_K1_POP_SWAP,sub-19,0.9384577152403918,1.608461428377213,20260808,-2.3503961581250894
0.3437833269260183,nan,4.203416558587627,0.7958779526743919,OF_SCAD_K1_POP_SWAP,sub-23,0.752625581280441,0.7681645874622142,20260808,-4.690837766549134
0.4259681663039577,nan,4.042107027310592,0.8377081728898562,OF_SCAD_K1_WRONG_SWAP,sub-21,0.659202834630346,0.6718618870302514,20260808,0.7256801358062374
0.37607541832734237,nan,11.278869996919777,0.7889479518811585,OF_SCAD_K1_WRONG_SWAP,sub-19,0.8691765892912041,1.5764722698227023,20260808,0.04462899974694111
0.3896805673102095,nan,4.502477177578932,0.8690986250806007,OF_SCAD_K1_WRONG_SWAP,sub-23,0.6675936455369755,0.5254283498877742,20260808,-1.640442029817413
0.531802886282908,nan,1.3977967876862814,0.8610519989803954,POP_MARGINAL_SCAD_K1,sub-21,0.5572098279958004,0.5693879400386469,20260808,2.7597724042894427
0.514496625598633,nan,5.084445486240314,0.8104761485998152,POP_MARGINAL_SCAD_K1,sub-19,0.7540910714729265,1.446306218125039,20260808,2.0824320303357164
0.5234013565216854,nan,1.0679674812942554,0.903822452684117,POP_MARGINAL_SCAD_K1,sub-23,0.5339575340603567,0.40168425560614485,20260808,1.7980796463311988
