artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,clipping_fraction,condition_erp_observation_relative_preservation,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,function_evaluations_per_window,latency_seconds_per_window,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,peak_memory_mb,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,seed_count,training_seed,unit_id
0.3731102941402038,,0.6189846407306802,0.8442639996828644,0.0005682337408264478,,klados,8.756296007676076,,,,19ch_native_linked_mastoid_256hz,401.0,0.8299556047774482,,DIFF-MATCH,,0.8950677967282262,0.5957408491766909,44.361328125,,,,,3,20260812.0,sim49
0.3732342338682246,,0.6191902549665402,0.8441531761753729,0.0005768000652703146,,klados,8.753378319808611,,,,19ch_native_linked_mastoid_256hz,401.0,0.8308934699723776,,DIFF-SHUFFLED,,0.8948102818137348,0.595801467613173,44.361328125,,,,,3,20260812.0,sim49
1.000000001325606,,1.629389391434921,0.5256337037601879,0.0,,klados,-1.1514068519418168e-08,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.583813680936648e-08,1.0000000010100103,0.0,,,,,3,20260812.0,sim50
0.25631101552988983,,0.4176304490587002,0.9171454494439973,0.0,,klados,11.882974245591562,,,,19ch_native_linked_mastoid_256hz,1.0,0.003971794600268671,,POP,,0.8861154779592096,0.5459895350373055,41.146484375,,,,,3,20260812.0,sim50
0.2599569926258489,,0.4235711654523957,0.9151225586151647,0.002878289553336799,,klados,11.774641054531601,,,,19ch_native_linked_mastoid_256hz,2.0,0.007928969966693936,,ONE-STEP-MATCH,,0.8845035474338486,0.5480435115205452,41.146484375,,,,,3,20260812.0,sim50
0.2562510857596422,,0.41753280012695715,0.9172234145345116,0.0004557291977107525,,klados,11.894797368315833,,,,19ch_native_linked_mastoid_256hz,401.0,0.9219318300335241,,DIFF-POP,,0.8808617119048932,0.5464314028838225,41.146484375,,,,,3,20260812.0,sim50
0.25643302732987144,,0.4178292537909567,0.9171260282865763,0.0004591557274882992,,klados,11.888335071915646,,,,19ch_native_linked_mastoid_256hz,401.0,0.8961384087999855,,DIFF-MATCH,,0.8810177041671988,0.5465096720280047,41.146484375,,,,,3,20260812.0,sim50
0.256333355225224,,0.4176668491212374,0.9171884718397676,0.0004488761187531054,,klados,11.891796912089106,,,,19ch_native_linked_mastoid_256hz,401.0,0.9478237439335012,,DIFF-SHUFFLED,,0.8807939620313195,0.5464484147999756,41.146484375,,,,,3,20260812.0,sim50
0.9999999996889936,,1.3105202230089374,0.5798828984268645,0.0,,klados,2.7013657095782486e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.563434489328737e-08,0.9999999997337365,0.0,,,,,3,20260812.0,sim51
0.2784774825274939,,0.36495037261840063,0.936672248194354,0.0,,klados,11.113986664089074,,,,19ch_native_linked_mastoid_256hz,1.0,0.003985584899783135,,POP,,0.8105064269490921,0.6264321148522374,41.146484375,,,,,3,20260812.0,sim51
0.2795942043539421,,0.36641385915589164,0.9364241355579721,0.001473410113248974,,klados,11.085365039680662,,,,19ch_native_linked_mastoid_256hz,2.0,0.007951656133324528,,ONE-STEP-MATCH,,0.8034208741521233,0.6271999914573579,41.146484375,,,,,3,20260812.0,sim51
0.28038118653404637,,0.3674452152183867,0.9358572158589725,0.00047628839577858645,,klados,11.062404318460636,,,,19ch_native_linked_mastoid_256hz,401.0,1.0039953973998006,,DIFF-POP,,0.8081666893712613,0.6272213851499023,41.146484375,,,,,3,20260812.0,sim51
0.28052104400015665,,0.36762850125612,0.9358509542552401,0.0004797149255561332,,klados,11.057972602579333,,,,19ch_native_linked_mastoid_256hz,401.0,0.9172627997996945,,DIFF-MATCH,,0.808110431807958,0.6272090950522317,41.146484375,,,,,3,20260812.0,sim51
0.2808437784384801,,0.36805145126433586,0.9356927331050139,0.0004797149255561332,,klados,11.047387502928771,,,,19ch_native_linked_mastoid_256hz,401.0,0.9054495310663091,,DIFF-SHUFFLED,,0.8081854158098825,0.6273162440278821,41.146484375,,,,,3,20260812.0,sim51
1.0000000003629528,,1.3536473185918452,0.5882411267866455,0.0,,klados,-3.152570193689309e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5381270444527573e-08,1.000000000174038,0.0,,,,,3,20260812.0,sim52
0.28137543481822286,,0.38088310272105935,0.9283506752755804,0.0,,klados,11.040433814344127,,,,19ch_native_linked_mastoid_256hz,1.0,0.003661924566646728,,POP,,0.8272255439530857,0.603710261962767,41.146484375,,,,,3,20260812.0,sim52
0.28063000998657023,,0.3798740603968472,0.9286186292454484,0.002021655850209451,,klados,11.062912293824022,,,,19ch_native_linked_mastoid_256hz,2.0,0.007266567133774515,,ONE-STEP-MATCH,,0.823895713380795,0.6030991603985888,41.146484375,,,,,3,20260812.0,sim52
0.2780399725244023,,0.37636806313240373,0.9299434551145961,0.0003974780847784132,,klados,11.147295817698712,,,,19ch_native_linked_mastoid_256hz,401.0,0.9151278576668119,,DIFF-POP,,0.8224505915651704,0.6036356622654195,41.146484375,,,,,3,20260812.0,sim52
0.27795107093130356,,0.3762477217293307,0.9299633312287353,0.0004009046242572367,,klados,11.149994082812276,,,,19ch_native_linked_mastoid_256hz,401.0,0.912974447166683,,DIFF-MATCH,,0.8225167476824554,0.6036496416319062,41.146484375,,,,,3,20260812.0,sim52
0.27825175422404463,,0.3766547408621474,0.9298555265600532,0.0003974780847784132,,klados,11.140552443842365,,,,19ch_native_linked_mastoid_256hz,401.0,0.9093503056666425,,DIFF-SHUFFLED,,0.8223387320814526,0.6036832502414353,41.146484375,,,,,3,20260812.0,sim52
1.0000000009428074,,1.6182544899942597,0.5453031620161697,0.0,,klados,-8.189120927374472e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.557628993611176e-08,1.0000000007299779,0.0,,,,,3,20260812.0,sim53
0.36313088853183834,,0.587638190268223,0.851920419646702,0.0,,klados,8.806047094474023,,,,19ch_native_linked_mastoid_256hz,1.0,0.004083979852213007,,POP,,0.7392487696069255,0.5641249101393919,38.54345703125,,,,,3,20260812.0,sim53
0.37554499746139164,,0.6077273777638101,0.8440300739046748,0.005170260944093267,,klados,8.515378686066565,,,,19ch_native_linked_mastoid_256hz,2.0,0.008092954741355412,,ONE-STEP-MATCH,,0.7320398206864999,0.5706972291329411,38.54345703125,,,,,3,20260812.0,sim53
0.36535521243530683,,0.5912377124088186,0.850582522821146,0.0005101730057504028,,klados,8.755315624777344,,,,19ch_native_linked_mastoid_256hz,401.0,1.0120329600004307,,DIFF-POP,,0.7342336816754823,0.5658305934294174,38.54345703125,,,,,3,20260812.0,sim53
0.3651560016407121,,0.5909153386463144,0.8506132036101873,0.0005139802718379846,,klados,8.759843118993976,,,,19ch_native_linked_mastoid_256hz,401.0,1.009878155926277,,DIFF-MATCH,,0.7340148309635496,0.5658042303297125,38.54345703125,,,,,3,20260812.0,sim53
0.3656985602217036,,0.5917933365052609,0.8504002415794235,0.000502558492977793,,klados,8.747490407533999,,,,19ch_native_linked_mastoid_256hz,401.0,1.0007913414452492,,DIFF-SHUFFLED,,0.7340557568829501,0.5659871192103351,38.54345703125,,,,,3,20260812.0,sim53
0.9999999999147048,,1.4974052547541117,0.556593616781454,0.0,,klados,7.408638626657018e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5543219903366177e-08,0.9999999999203385,0.0,,,,,3,20260812.0,sim54
0.2683496594152694,,0.4018281901541744,0.9273168448276952,0.0,,klados,11.429555814237817,,,,19ch_native_linked_mastoid_256hz,1.0,0.0036300554667832332,,POP,,0.7561969503481786,0.57085654886362,41.146484375,,,,,3,20260812.0,sim54
0.2715690834098093,,0.4066489725612912,0.926076131635456,0.0011478892993181944,,klados,11.325668095943529,,,,19ch_native_linked_mastoid_256hz,2.0,0.007247847567001978,,ONE-STEP-MATCH,,0.7481547437365323,0.5725890461647345,41.146484375,,,,,3,20260812.0,sim54
0.2675176894170285,,0.4005823939069046,0.9276638356670502,0.0006510416860692203,,klados,11.454769948915896,,,,19ch_native_linked_mastoid_256hz,401.0,0.909754777433409,,DIFF-POP,,0.7509031405484118,0.5712419022747159,41.146484375,,,,,3,20260812.0,sim54
0.26775936155123153,,0.4009442750306187,0.9276209459852027,0.0006544682158467671,,klados,11.44684107565019,,,,19ch_native_linked_mastoid_256hz,401.0,0.9074821404666484,,DIFF-MATCH,,0.7509581087482019,0.5712963019514764,41.146484375,,,,,3,20260812.0,sim54
0.2675779798801113,,0.40067267316314403,0.9276184527178511,0.0006373355475564798,,klados,11.45283734820328,,,,19ch_native_linked_mastoid_256hz,401.0,0.9006476687999868,,DIFF-SHUFFLED,,0.7508839514952411,0.5712698165576006,41.146484375,,,,,3,20260812.0,sim54
,0.35782407407407407,,,0.0,1.0,sgeyesub,,0.45402014081221426,0.45402014081221426,0.0,study01|layout_01|200,0.0,0.0,0.0,RAW,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31090277777777775,3,20260812.0,study01/study01_p01
,0.35782407407407407,,,0.0,-0.03784146766050019,sgeyesub,,0.25893318900566653,0.45402014081221426,0.19508695180654775,study01|layout_01|200,1.0,0.004540364009351182,5.978596951072494,POP,0.7179135436132867,0.8409584832424707,0.6941351890563965,71.125,7.150434356173815,0.22435060100981466,0.4630543879414892,0.31090277777777775,3,20260812.0,study01/study01_p01
,0.35782407407407407,,,0.0026839166873417392,-0.02860485964617306,sgeyesub,,0.25723977258462755,0.45402014081221426,0.1967803682275867,study01|layout_01|200,2.0,0.00636354706489609,5.9874623911809906,ONE-STEP-MATCH,0.7209655136319743,0.8331129843402113,0.6971765557924906,71.125,7.175273280292022,0.21047682909719942,0.4649330056441309,0.31090277777777775,3,20260812.0,study01/study01_p01
,0.35782407407407407,,,0.41092438073385334,-0.04113703006994859,sgeyesub,,0.25366383622146066,0.45402014081221426,0.20035630459075357,study01|layout_01|200,401.0,0.5983664594198301,5.966725470988403,DIFF-POP,0.6538339035026243,0.8523026198510958,0.7080312569936117,71.125,7.138822844846654,0.22233093177144192,0.5972528102428933,0.31090277777777775,3,20260812.0,study01/study01_p01
