artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,clipping_fraction,condition_erp_observation_relative_preservation,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,function_evaluations_per_window,latency_seconds_per_window,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,peak_memory_mb,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,seed_count,training_seed,unit_id
0.9999999998929755,,0.8946235246870499,0.757720065383109,0.0,,klados,9.296010700557468e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5996206127298576e-08,0.9999999999838464,0.0,,,,,3,20260812.0,sim37
0.3236323564960228,,0.2895291195022344,0.9581366730656159,0.0,,klados,9.869088206011325,,,,19ch_native_linked_mastoid_256hz,1.0,0.08916515063593221,,POP,,0.6610941913186856,0.7353579666141856,43.34033203125,,,,,3,20260812.0,sim37
0.3224176529869846,,0.28844241716741265,0.9586986556685545,0.0011868271152100836,,klados,9.898600406054534,,,,19ch_native_linked_mastoid_256hz,2.0,0.10021780890934735,,ONE-STEP-MATCH,,0.6545360647513186,0.7358397302687204,43.34033203125,,,,,3,20260812.0,sim37
0.31990804061913186,,0.2861972589050457,0.9592452226003593,0.00044233449928772944,,klados,9.965291815904918,,,,19ch_native_linked_mastoid_256hz,401.0,0.965215142000075,,DIFF-POP,,0.6588394554684739,0.7346073155121594,43.34033203125,,,,,3,20260812.0,sim37
0.31979803658515005,,0.2860988467084246,0.9592566774153538,0.00044233449928772944,,klados,9.968959421230956,,,,19ch_native_linked_mastoid_256hz,401.0,0.9868174768485143,,DIFF-MATCH,,0.6589569456085878,0.7345884022914236,43.34033203125,,,,,3,20260812.0,sim37
0.3199457324258879,,0.2862309788820612,0.95925238593698,0.0004423345089890063,,klados,9.964247112908888,,,,19ch_native_linked_mastoid_256hz,401.0,0.986471613211589,,DIFF-SHUFFLED,,0.658833963396441,0.7346120013717088,43.34033203125,,,,,3,20260812.0,sim37
1.000000000017382,,1.235039329338653,0.6169158701411066,0.0,,klados,-1.5097848331233987e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5195257349614627e-08,1.000000000089846,0.0,,,,,3,20260812.0,sim38
0.26541195304974624,,0.3277942004873229,0.946158531474099,0.0,,klados,11.525575131034095,,,,19ch_native_linked_mastoid_256hz,1.0,0.00832361618598009,,POP,,0.7793133659809879,0.6362694681969753,38.54345703125,,,,,3,20260812.0,sim38
0.2666556488758407,,0.3293302137462572,0.9457754043431411,0.0007462232024408877,,klados,11.484890933738733,,,,19ch_native_linked_mastoid_256hz,2.0,0.011959306703863184,,ONE-STEP-MATCH,,0.7715760780241592,0.6364442723161203,38.54345703125,,,,,3,20260812.0,sim38
0.2630441129253393,,0.32486982480814514,0.9471775513560506,0.0004911366947150478,,klados,11.603971249542022,,,,19ch_native_linked_mastoid_256hz,401.0,1.120623238260224,,DIFF-POP,,0.7733513699245022,0.6359276457297794,38.54345703125,,,,,3,20260812.0,sim38
0.26287502190511125,,0.324660990747929,0.9472354563315154,0.00048732942862746614,,klados,11.609717219943951,,,,19ch_native_linked_mastoid_256hz,401.0,1.113498376704498,,DIFF-MATCH,,0.7732590791487889,0.6358842392791925,38.54345703125,,,,,3,20260812.0,sim38
0.2631757253269972,,0.3250323713004184,0.947128617490276,0.0004911367044163247,,klados,11.599480616674901,,,,19ch_native_linked_mastoid_256hz,401.0,1.113861148334561,,DIFF-SHUFFLED,,0.7732737493585004,0.6359524582266122,38.54345703125,,,,,3,20260812.0,sim38
0.9999999998311213,,1.2139872989978597,0.644197444059803,0.0,,klados,1.4668626173131469e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5258834349062858e-08,0.9999999998589217,0.0,,,,,3,20260812.0,sim39
0.22109263073324928,,0.2684036456575162,0.9648499081940889,0.0,,klados,13.12489018335721,,,,19ch_native_linked_mastoid_256hz,1.0,0.004484721296143511,,POP,,0.7061821644589749,0.6428114872107863,38.54345703125,,,,,3,20260812.0,sim39
0.22364183714477967,,0.2714983498641606,0.9641242550970576,0.001583820713373522,,klados,13.019341415315262,,,,19ch_native_linked_mastoid_256hz,2.0,0.008935137406633995,,ONE-STEP-MATCH,,0.6971218209504974,0.6439357900048112,38.54345703125,,,,,3,20260812.0,sim39
0.21854384413958758,,0.26530945110443227,0.9656318914392484,0.0004987512171889344,,klados,13.22522116250954,,,,19ch_native_linked_mastoid_256hz,401.0,1.118635547962859,,DIFF-POP,,0.7002274500911495,0.6427847238841576,38.54345703125,,,,,3,20260812.0,sim39
0.2185440193683534,,0.2653096638299285,0.9656320502931192,0.0004987512171889344,,klados,13.225164593207614,,,,19ch_native_linked_mastoid_256hz,401.0,1.1189320812959018,,DIFF-MATCH,,0.7003441867081248,0.6427754129088167,38.54345703125,,,,,3,20260812.0,sim39
0.21858791237981912,,0.26536294938837157,0.9656199663074734,0.0004987512171889344,,klados,13.223437715054445,,,,19ch_native_linked_mastoid_256hz,401.0,1.118400473222546,,DIFF-SHUFFLED,,0.7000856256506082,0.6428172469861341,38.54345703125,,,,,3,20260812.0,sim39
1.000000000083088,,1.0412809581555724,0.6978661874345761,0.0,,klados,-7.216930327537784e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5374272585562344e-08,0.9999999999756323,0.0,,,,,3,20260812.0,sim40
0.24196155208678014,,0.25194995677279786,0.9689374713861549,0.0,,klados,12.344667162828907,,,,19ch_native_linked_mastoid_256hz,1.0,0.0075068304669306,,POP,,0.6742976812411287,0.7013407181776213,41.146484375,,,,,3,20260812.0,sim40
0.245653209582425,,0.2557940094267258,0.9681553559704476,0.000969709469548737,,klados,12.210573546893485,,,,19ch_native_linked_mastoid_256hz,2.0,0.010813409267090415,,ONE-STEP-MATCH,,0.6709857102145017,0.7027685909362753,41.146484375,,,,,3,20260812.0,sim40
0.24178993218264452,,0.25177125223459584,0.9690516499015365,0.00047971493525741,,klados,12.348604920352097,,,,19ch_native_linked_mastoid_256hz,401.0,1.019269865900181,,DIFF-POP,,0.6716011109859702,0.7016153844485391,41.146484375,,,,,3,20260812.0,sim40
0.24176916279536007,,0.2517496254671057,0.9690583760254389,0.0004762884054798633,,klados,12.349345338334352,,,,19ch_native_linked_mastoid_256hz,401.0,0.9602377451000695,,DIFF-MATCH,,0.6716597995792285,0.7016129445272873,41.146484375,,,,,3,20260812.0,sim40
0.24167199224762523,,0.2516484436260643,0.9690911783591502,0.0004762884054798633,,klados,12.352800482779557,,,,19ch_native_linked_mastoid_256hz,401.0,0.9671542316005798,,DIFF-SHUFFLED,,0.671568957677013,0.7015897342809948,41.146484375,,,,,3,20260812.0,sim40
1.0000000005672254,,0.8295341261576038,0.7650207808920012,0.0,,klados,-4.9268560697641685e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5237222657892268e-08,1.0000000001819425,0.0,,,,,3,20260812.0,sim41
0.3993689611680908,,0.331290182029126,0.9477182956106858,0.0,,klados,7.983536674256478,,,,19ch_native_linked_mastoid_256hz,1.0,0.0041453654664413385,,POP,,0.5978861249813123,0.7899308916622992,41.146484375,,,,,3,20260812.0,sim41
0.40253169699873453,,0.33391377933117833,0.9471811749604541,0.0001781798346200958,,klados,7.913971086536665,,,,19ch_native_linked_mastoid_256hz,2.0,0.008132655932665026,,ONE-STEP-MATCH,,0.5907634348773897,0.7914976549705642,41.146484375,,,,,3,20260812.0,sim41
0.39770570718383197,,0.32991045608949837,0.948079528945418,0.0004694353265222162,,klados,8.020826307660132,,,,19ch_native_linked_mastoid_256hz,401.0,1.0151370093337997,,DIFF-POP,,0.5937164880303033,0.7902914433607218,41.146484375,,,,,3,20260812.0,sim41
0.3973470059822293,,0.329612901201844,0.9481841194935803,0.0005002741527277976,,klados,8.028157116358239,,,,19ch_native_linked_mastoid_256hz,401.0,1.0096770882999409,,DIFF-MATCH,,0.5929078329789795,0.7898920422642176,41.146484375,,,,,3,20260812.0,sim41
0.3972834622283538,,0.32956018948953,0.9481290667851091,0.0004728618757023166,,klados,8.030526254553351,,,,19ch_native_linked_mastoid_256hz,401.0,1.009685298433275,,DIFF-SHUFFLED,,0.5935887851533249,0.7902554257370648,41.146484375,,,,,3,20260812.0,sim41
1.0000000001936244,,0.6477383365603215,0.8426453381888922,0.0,,klados,-1.6817986739241686e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5337121977440998e-08,1.0000000002679554,0.0,,,,,3,20260812.0,sim42
0.4542063417182987,,0.2942068601827941,0.9592009120307331,0.0,,klados,6.8781628428682735,,,,19ch_native_linked_mastoid_256hz,1.0,0.004047580399977354,,POP,,0.47515557712825474,0.8673433277454557,41.146484375,,,,,3,20260812.0,sim42
0.46742241304276666,,0.30276741623671,0.9570444141151769,0.00018503290872710446,,klados,6.63192047334627,,,,19ch_native_linked_mastoid_256hz,2.0,0.00800965326682975,,ONE-STEP-MATCH,,0.4736935157406475,0.8695196818292592,41.146484375,,,,,3,20260812.0,sim42
0.4553829228672108,,0.29496897689887114,0.9590876941847153,0.0005139802815392613,,klados,6.855598480940798,,,,19ch_native_linked_mastoid_256hz,401.0,1.007817420566668,,DIFF-POP,,0.472843747961246,0.8678482995380752,41.146484375,,,,,3,20260812.0,sim42
0.4554161091915647,,0.29499047295340053,0.9590910562655125,0.0005174068210180849,,klados,6.854937414081153,,,,19ch_native_linked_mastoid_256hz,401.0,1.0131544963995112,,DIFF-MATCH,,0.4728206528101881,0.8678617161647041,41.146484375,,,,,3,20260812.0,sim42
0.45603623247545144,,0.2953921505776899,0.958965682522693,0.0005037006922066212,,klados,6.8425618170392495,,,,19ch_native_linked_mastoid_256hz,401.0,1.009901765199902,,DIFF-SHUFFLED,,0.47270300973574075,0.8678958134384142,41.146484375,,,,,3,20260812.0,sim42
1.0000000003101117,,0.9458006361147381,0.7460065786005922,0.0,,klados,-2.69359805351062e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.56631132441275e-08,1.000000000190601,0.0,,,,,3,20260812.0,sim43
0.2907283538805333,,0.2749710619515273,0.9630282720550757,0.0,,klados,10.75564051572214,,,,19ch_native_linked_mastoid_256hz,1.0,0.004462205999987891,,POP,,0.6726782706774377,0.7175587745886692,38.54345703125,,,,,3,20260812.0,sim43
0.2895662080187253,,0.27387190365651204,0.9633819353357409,0.0024518762171889343,,klados,10.784683399891515,,,,19ch_native_linked_mastoid_256hz,2.0,0.00888142785266542,,ONE-STEP-MATCH,,0.6679849994287048,0.7175202652964731,38.54345703125,,,,,3,20260812.0,sim43
0.28565464178983424,,0.27017234183016925,0.9643121112363019,0.0004911366947150478,,klados,10.906360926133646,,,,19ch_native_linked_mastoid_256hz,401.0,1.1181503919624782,,DIFF-POP,,0.666835705405809,0.718058677460704,38.54345703125,,,,,3,20260812.0,sim43
0.2859377413734208,,0.27044009759632626,0.9642828629743206,0.0004987512268902113,,klados,10.896959353098902,,,,19ch_native_linked_mastoid_256hz,401.0,1.113109491444279,,DIFF-MATCH,,0.6667994105198076,0.7181213023773064,38.54345703125,,,,,3,20260812.0,sim43
0.28566992399082164,,0.2701867957455799,0.9643125161542666,0.00047971491585485637,,klados,10.905369008386094,,,,19ch_native_linked_mastoid_256hz,401.0,1.1135414635921028,,DIFF-SHUFFLED,,0.6667622896259081,0.718119927033427,38.54345703125,,,,,3,20260812.0,sim43
1.0000000000364417,,0.860775073130721,0.767235276708578,0.0,,klados,-3.1652988330551927e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.551351328021194e-08,0.9999999996905341,0.0,,,,,3,20260812.0,sim46
0.32958303689440255,,0.2836968626750861,0.9566953981992627,0.0,,klados,10.077014246176645,,,,19ch_native_linked_mastoid_256hz,1.0,0.003997378599888179,,POP,,0.7071963869623813,0.7574385205013563,41.146484375,,,,,3,20260812.0,sim46
0.33491355497891434,,0.28828523976893905,0.9545899082191598,0.0020045230630785227,,klados,10.045897997825199,,,,19ch_native_linked_mastoid_256hz,2.0,0.007940872800342428,,ONE-STEP-MATCH,,0.7062158043131291,0.759871688957995,41.146484375,,,,,3,20260812.0,sim46
0.3310150093427421,,0.28492946886398174,0.9557121702283847,0.00039405154529958963,,klados,10.111911551809508,,,,19ch_native_linked_mastoid_256hz,401.0,0.9661804665995685,,DIFF-POP,,0.7060838730102663,0.7574053325960689,41.146484375,,,,,3,20260812.0,sim46
0.3309116511880011,,0.28484050074077916,0.9556931655814562,0.00040090463395851356,,klados,10.118271314438564,,,,19ch_native_linked_mastoid_256hz,401.0,0.9056796072996803,,DIFF-MATCH,,0.7062310287304493,0.7573865245712103,41.146484375,,,,,3,20260812.0,sim46
0.3307052590440767,,0.2846628435280056,0.9557559829884904,0.00039062501552204293,,klados,10.122280168581705,,,,19ch_native_linked_mastoid_256hz,401.0,0.9091439932667224,,DIFF-SHUFFLED,,0.7059522885910531,0.7573309682086732,41.146484375,,,,,3,20260812.0,sim46
1.000000000197845,,2.1983744320074496,0.4294214469185271,0.0,,klados,-1.71846143988941e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.5545218118769055e-08,1.000000000159857,0.0,,,,,3,20260812.0,sim47
0.3925749848859465,,0.8630268092482303,0.7397721418287485,0.0,,klados,8.440446584181743,,,,19ch_native_linked_mastoid_256hz,1.0,0.0037467409662591913,,POP,,0.9053335302628202,0.5234419755734449,41.146484375,,,,,3,20260812.0,sim47
0.3938210895471997,,0.8657662138745928,0.7403108688626939,0.0022066886691997447,,klados,8.412230376121409,,,,19ch_native_linked_mastoid_256hz,2.0,0.007347856232566604,,ONE-STEP-MATCH,,0.8958190628722704,0.5257417836506874,41.146484375,,,,,3,20260812.0,sim47
0.3949658991556903,,0.8682829340469168,0.7382942274661869,0.0005174068210180849,,klados,8.405620921934103,,,,19ch_native_linked_mastoid_256hz,401.0,0.914984628666328,,DIFF-POP,,0.9016841335521734,0.5257058264738109,41.146484375,,,,,3,20260812.0,sim47
0.3949765340510303,,0.8683063135289147,0.7382552163391344,0.0005174068307193617,,klados,8.40523753593986,,,,19ch_native_linked_mastoid_256hz,401.0,0.9872235220662938,,DIFF-MATCH,,0.9016872246057636,0.5257120196985623,41.146484375,,,,,3,20260812.0,sim47
0.3948796561702245,,0.8680933396727665,0.7383843373098141,0.0005174068210180849,,klados,8.406910443424477,,,,19ch_native_linked_mastoid_256hz,401.0,0.9875361193665109,,DIFF-SHUFFLED,,0.9015328384128471,0.5256666887391441,41.146484375,,,,,3,20260812.0,sim47
0.9999999999652255,,1.781563346988951,0.49119618157259076,0.0,,klados,3.0204954204571653e-10,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.546217294204013e-08,0.9999999998885919,0.0,,,,,3,20260812.0,sim48
0.23732622085352792,,0.42281169636675325,0.9185761452879694,0.0,,klados,12.502341911508843,,,,19ch_native_linked_mastoid_256hz,1.0,0.0039535397668563135,,POP,,0.8352190817278858,0.5223804165578129,41.146484375,,,,,3,20260812.0,sim48
0.2422510736842872,,0.4315856336596538,0.9160086124724184,0.0010690789689154674,,klados,12.322446719742267,,,,19ch_native_linked_mastoid_256hz,2.0,0.007895444433476466,,ONE-STEP-MATCH,,0.8241708055050245,0.5250295051743107,41.146484375,,,,,3,20260812.0,sim48
0.2395826320901947,,0.4268316359218726,0.9172100308718639,0.0004934210640688738,,klados,12.417119350169012,,,,19ch_native_linked_mastoid_256hz,401.0,1.006853268533208,,DIFF-POP,,0.8281024539702022,0.5228970498845834,41.146484375,,,,,3,20260812.0,sim48
0.23953726715857418,,0.42675081542245596,0.917227321264265,0.0004968475938464204,,klados,12.418743467023793,,,,19ch_native_linked_mastoid_256hz,401.0,0.9917113329002555,,DIFF-MATCH,,0.8281775343883995,0.5228779949835412,41.146484375,,,,,3,20260812.0,sim48
0.23991748803022847,,0.42742820299117906,0.9170076976533285,0.00047971493525741,,klados,12.405311454405185,,,,19ch_native_linked_mastoid_256hz,401.0,0.9911175465337388,,DIFF-SHUFFLED,,0.8277582720160742,0.5230454128326657,41.146484375,,,,,3,20260812.0,sim48
1.0000000006908916,,1.658985696400366,0.5287172283241289,0.0,,klados,-6.001007417688484e-09,,,,19ch_native_linked_mastoid_256hz,0.0,0.0,,RAW,,2.4944256405112652e-08,1.00000000057594,0.0,,,,,3,20260812.0,sim49
0.3759810612482046,,0.6237472022972596,0.8424271262108426,0.0,,klados,8.66534216816432,,,,19ch_native_linked_mastoid_256hz,1.0,0.0059937798889425015,,POP,,0.9017370476821736,0.5967312587043402,44.361328125,,,,,3,20260812.0,sim49
0.374887456139509,,0.6219329270656769,0.8431866031360714,0.003326594519118468,,klados,8.734280563796366,,,,19ch_native_linked_mastoid_256hz,2.0,0.00878605061087809,,ONE-STEP-MATCH,,0.8924427957603954,0.5972819414520371,44.361328125,,,,,3,20260812.0,sim49
0.3731398773739721,,0.6190337188923212,0.8442465103918702,0.0005739446302565435,,klados,8.75561025040219,,,,19ch_native_linked_mastoid_256hz,401.0,0.8293431175281715,,DIFF-POP,,0.8950088345293166,0.5957579088537921,44.361328125,,,,,3,20260812.0,sim49
