package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
CAPACITY,20260808,1,same_01,DET1-POP8,0.0951843187212944,0.9962482294652715,12.49785041809082,0.28658077493309975
CAPACITY,20260808,1,same_01,DET2-POP8,0.07848299294710159,0.997009194508826,14.173649787902832,0.2922591604292393
CAPACITY,20260808,1,same_01,DIFF1-K1-POP8,0.4609261155128479,0.9061140728284601,-1.203466773033142,-0.09066110849380493
CAPACITY,20260808,1,same_01,DIFF25-K1-POP8,0.12905468046665192,0.9918401761376128,9.853684425354004,0.2783106416463852
CAPACITY,20260808,1,same_01,DIFF25-K8-POP8,0.08542563021183014,0.9964407603631104,13.437396049499512,0.2932339534163475
CAPACITY,20260808,1,same_01,DET1-SHRINK-MATCH,0.32329514622688293,0.9507648391822843,1.8771754503250122,0.07712367177009583
CAPACITY,20260808,1,same_01,DET2-SHRINK-MATCH,0.29905545711517334,0.9572085573001226,2.554124355316162,0.10020580887794495
CAPACITY,20260808,1,same_01,DIFF1-K1-SHRINK-MATCH,0.5545825362205505,0.8717423732134125,-2.8101649284362793,-0.17508047819137573
CAPACITY,20260808,1,same_01,DIFF25-K1-SHRINK-MATCH,0.2123716175556183,0.9778558306980843,5.5272297859191895,0.20314420759677887
CAPACITY,20260808,1,same_01,DIFF25-K8-SHRINK-MATCH,0.18784216046333313,0.9824468176854956,6.593297958374023,0.21160165965557098
CAPACITY,20260808,1,same_03,DET1-POP8,0.27230340242385864,0.9634143608154191,3.528928518295288,0.015153683722019196
CAPACITY,20260808,1,same_03,DET2-POP8,0.26411446928977966,0.9650782490641305,3.7941455841064453,0.012455634772777557
CAPACITY,20260808,1,same_03,DIFF1-K1-POP8,0.5756193399429321,0.8586035315382006,-2.972717761993408,-0.34750252962112427
CAPACITY,20260808,1,same_03,DIFF25-K1-POP8,0.2913376986980438,0.9578024703155376,2.94205641746521,-0.007518574595451355
CAPACITY,20260808,1,same_03,DIFF25-K8-POP8,0.27196305990219116,0.9629971393091147,3.539792060852051,0.005078814923763275
CAPACITY,20260808,1,same_03,DET1-SHRINK-MATCH,0.20884831249713898,0.9793374088625272,5.833370685577393,0.055598124861717224
CAPACITY,20260808,1,same_03,DET2-SHRINK-MATCH,0.20336860418319702,0.9793464039737299,6.064311981201172,0.05298364907503128
CAPACITY,20260808,1,same_03,DIFF1-K1-SHRINK-MATCH,0.5470660328865051,0.8690424920839358,-2.5308055877685547,-0.3378053903579712
CAPACITY,20260808,1,same_03,DIFF25-K1-SHRINK-MATCH,0.24016490578651428,0.971105422028532,4.61979866027832,0.01903735101222992
CAPACITY,20260808,1,same_03,DIFF25-K8-SHRINK-MATCH,0.2159302830696106,0.9766580289246175,5.5437188148498535,0.03545360267162323
CAPACITY,20260808,2,same_01,DET1-POP8,0.13569699227809906,0.9908036868967928,10.3474702835083,0.13523461669683456
CAPACITY,20260808,2,same_01,DET2-POP8,0.12790663540363312,0.9918556256471749,10.861014366149902,0.14347697421908379
CAPACITY,20260808,2,same_01,DIFF1-K1-POP8,0.4311809539794922,0.9173157513401563,0.3056834042072296,-0.20779527723789215
CAPACITY,20260808,2,same_01,DIFF25-K1-POP8,0.15128009021282196,0.9886312135928068,9.403239250183105,0.13169489800930023
CAPACITY,20260808,2,same_01,DIFF25-K8-POP8,0.12936459481716156,0.9916608946412118,10.762566566467285,0.1457415632903576
CAPACITY,20260808,2,same_01,DET1-SHRINK-MATCH,0.10499878227710724,0.9944725363620567,12.575189590454102,0.14431925863027573
CAPACITY,20260808,2,same_01,DET2-SHRINK-MATCH,0.1068367213010788,0.9942842443545109,12.424464225769043,0.13381022214889526
CAPACITY,20260808,2,same_01,DIFF1-K1-SHRINK-MATCH,0.4219329059123993,0.9201525896768119,0.4940066933631897,-0.20749785006046295
CAPACITY,20260808,2,same_01,DIFF25-K1-SHRINK-MATCH,0.13003118336200714,0.9915530198186328,10.717925071716309,0.13483214378356934
CAPACITY,20260808,2,same_01,DIFF25-K8-SHRINK-MATCH,0.10258377343416214,0.9947365036549325,12.777301788330078,0.14917125925421715
CAPACITY,20260808,2,same_02,DET1-POP8,0.1649695187807083,0.986365090300794,7.386370658874512,0.15639328211545944
CAPACITY,20260808,2,same_02,DET2-POP8,0.15664978325366974,0.9877535242857376,7.835848331451416,0.1663849726319313
CAPACITY,20260808,2,same_02,DIFF1-K1-POP8,0.3898272216320038,0.9299585569297671,-0.08299880474805832,-0.14489278197288513
CAPACITY,20260808,2,same_02,DIFF25-K1-POP8,0.18015305697917938,0.9837763628369911,6.621612548828125,0.14151614904403687
CAPACITY,20260808,2,same_02,DIFF25-K8-POP8,0.1697041243314743,0.9856291828708005,7.140596389770508,0.15113119781017303
CAPACITY,20260808,2,same_02,DET1-SHRINK-MATCH,0.17749856412410736,0.9842405389115283,6.750547885894775,0.11693795025348663
CAPACITY,20260808,2,same_02,DET2-SHRINK-MATCH,0.16297957301139832,0.9867545041416402,7.491781234741211,0.13111823797225952
CAPACITY,20260808,2,same_02,DIFF1-K1-SHRINK-MATCH,0.3947375416755676,0.9283321386446747,-0.1917242854833603,-0.15660610795021057
CAPACITY,20260808,2,same_02,DIFF25-K1-SHRINK-MATCH,0.1792488843202591,0.9839369728266315,6.665316104888916,0.12369496375322342
CAPACITY,20260808,2,same_02,DIFF25-K8-SHRINK-MATCH,0.1679515391588211,0.9859262542689339,7.230764389038086,0.13148555904626846
CAPACITY,20260808,2,same_03,DET1-POP8,0.20663303136825562,0.9780308013296943,8.263252258300781,0.13013955950737
CAPACITY,20260808,2,same_03,DET2-POP8,0.2054341733455658,0.9782728284648582,8.31379508972168,0.1221378967165947
CAPACITY,20260808,2,same_03,DIFF1-K1-POP8,0.47286689281463623,0.8962883345201544,1.072469711303711,-0.1985485553741455
CAPACITY,20260808,2,same_03,DIFF25-K1-POP8,0.21139828860759735,0.9769361349753923,8.065217971801758,0.11978361010551453
CAPACITY,20260808,2,same_03,DIFF25-K8-POP8,0.20255157351493835,0.9787989824141041,8.436534881591797,0.12641587853431702
CAPACITY,20260808,2,same_03,DET1-SHRINK-MATCH,0.1949968934059143,0.9806736563965824,8.766694068908691,0.12245047092437744
CAPACITY,20260808,2,same_03,DET2-SHRINK-MATCH,0.19457916915416718,0.9806931984292111,8.785321235656738,0.10955367237329483
CAPACITY,20260808,2,same_03,DIFF1-K1-SHRINK-MATCH,0.4676800072193146,0.8981667183519362,1.1682718992233276,-0.19956248998641968
CAPACITY,20260808,2,same_03,DIFF25-K1-SHRINK-MATCH,0.19953644275665283,0.9794793489814841,8.566802978515625,0.11867561936378479
CAPACITY,20260808,2,same_03,DIFF25-K8-SHRINK-MATCH,0.19002950191497803,0.9814426777384245,8.990826606750488,0.12493237853050232
CAPACITY,20260808,3,same_01,DET1-POP8,0.15683621168136597,0.9877724569413483,7.988976955413818,0.12182646989822388
CAPACITY,20260808,3,same_01,DET2-POP8,0.1541503220796585,0.9883091983494935,8.139015197753906,0.12095220386981964
CAPACITY,20260808,3,same_01,DIFF1-K1-POP8,0.3069661557674408,0.9530452490637356,2.156094551086426,-0.18529625236988068
CAPACITY,20260808,3,same_01,DIFF25-K1-POP8,0.16855747997760773,0.9857786819105083,7.362943649291992,0.11312468349933624
CAPACITY,20260808,3,same_01,DIFF25-K8-POP8,0.15544074773788452,0.988005224799333,8.066606521606445,0.1260063499212265
CAPACITY,20260808,3,same_01,DET1-SHRINK-MATCH,0.11410310864448547,0.9938486590536273,10.751954078674316,0.15379752963781357
CAPACITY,20260808,3,same_01,DET2-SHRINK-MATCH,0.11674531549215317,0.9936375649633505,10.55311393737793,0.14981809258460999
CAPACITY,20260808,3,same_01,DIFF1-K1-SHRINK-MATCH,0.28798285126686096,0.9587674759461585,2.710571050643921,-0.17220620810985565
CAPACITY,20260808,3,same_01,DIFF25-K1-SHRINK-MATCH,0.1347130835056305,0.9911299065905407,9.309708595275879,0.13942715525627136
