method,participant,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
DIFF25-K1-SHRINK-MATCH,3,0.12278924913933273,0.8029639273881912,0.07573820467980506,0.13939236615544043,0.000925925925925898,0.9301159697178522
DIFF25-K1-SHRINK-MATCH,4,0.11241925252722933,0.7828576001856062,0.06158047044640972,0.1092933778869154,0.7584333361724127,0.9494885808349642
DIFF25-K1-SHRINK-MATCH,5,0.11357004568170442,0.7649348278840383,0.10634490554875488,0.14738370167952614,0.525874096838445,0.9108271193825437
DIFF25-K1-SHRINK-MATCH,6,0.10356021334507126,0.8255761861801147,0.05883513177824622,0.1525253779936766,0.3407407407407408,0.9546640523178025
DIFF25-K1-SHRINK-MATCH,7,0.11898908273556949,0.6994179122977786,0.08194347798564625,0.1809585202496732,0.19351851851851853,0.9348096737470623
DIFF25-K1-SHRINK-MATCH,8,0.10636306611292559,0.8049143751462301,0.08028331028507549,0.10761609232111463,0.37129629629629635,0.9348165835284235
DIFF25-K1-SHRINK-MATCH,9,0.06887748074839917,0.703128950463401,0.07021636726462321,0.12547387426696974,0.3666666666666667,0.9440341802682668
DIFF25-K8-POP8,1,0.014337614539785035,0.6881031741698583,0.06437745441241138,0.15198548417724878,0.5097222222222222,0.9628028829981993
DIFF25-K8-POP8,2,0.10054296234662212,0.8137195060650507,0.08291781378270785,0.13392427217047714,0.14074074074074072,0.9353973526505569
DIFF25-K8-POP8,3,0.1224863000225895,0.8157221244441138,0.0767521897066567,0.139544941935186,-0.007407407407407442,0.9349980696349949
DIFF25-K8-POP8,4,0.11110680641574205,0.7946430659956403,0.06569478722271459,0.1140886040141513,0.7617088992191535,0.9463028488945595
DIFF25-K8-POP8,5,0.1076831603757979,0.7863454769055048,0.10019691483494694,0.1451102582865062,0.5398186108526629,0.9133576785520621
DIFF25-K8-POP8,6,0.10061141525804905,0.8412945800357394,0.056538218203733316,0.14959861418120132,0.3638888888888889,0.9564522516219814
DIFF25-K8-POP8,7,0.11149890041606127,0.7072180410226186,0.09018939041630403,0.17895888364734977,0.19351851851851848,0.929953677262356
DIFF25-K8-POP8,8,0.10600063550224662,0.8199343598551221,0.08020557336093448,0.10832138259518835,0.3851851851851852,0.9351733044207123
DIFF25-K8-POP8,9,0.049159296417186436,0.6987204717265235,0.0736189296780373,0.12369308508548876,0.38981481481481484,0.9462648625007842
DIFF25-K8-SHRINK-MATCH,1,0.04516942165632828,0.7332712362209955,0.05846878815472419,0.1553879426479845,0.4402777777777778,0.9575444775369216
DIFF25-K8-SHRINK-MATCH,2,0.10782877594477414,0.806906564368142,0.08577052389765447,0.13722806078762623,0.1398148148148148,0.9314226668837251
DIFF25-K8-SHRINK-MATCH,3,0.12260216432105003,0.8113155894809299,0.0765282318876064,0.1401790603249954,-0.01574074074074076,0.9294558103899035
DIFF25-K8-SHRINK-MATCH,4,0.11242415158290776,0.8015623589356741,0.061629812053845386,0.11110974732226774,0.7584977165505298,0.9488708196002263
DIFF25-K8-SHRINK-MATCH,5,0.11318573100617464,0.7769991606473923,0.1074400764946289,0.14960323740609385,0.5475887365767613,0.9086442101803728
DIFF25-K8-SHRINK-MATCH,6,0.10310697385869909,0.8375753379530377,0.05878557000373373,0.15331366517341338,0.35,0.9537956726078297
DIFF25-K8-SHRINK-MATCH,7,0.1187632672323071,0.7276416106356515,0.08301569038478294,0.18540479235209253,0.17962962962962964,0.9314763870828084
DIFF25-K8-SHRINK-MATCH,8,0.10684605274820923,0.8172792709536023,0.08115698992257499,0.10900106674229294,0.3842592592592593,0.9342427029632261
DIFF25-K8-SHRINK-MATCH,9,0.06872140336935263,0.7270282606283823,0.07099814559740288,0.1286455861728678,0.36018518518518516,0.9424801819105288
