candidate_paths,dataset_id,participant_like_entries,selected_path,session_like_entries,signal_file_sample_count,status,top_level_entries
/projects/EEG-foundation-model/eegdenoisenet,eegdenoisenet,0,/projects/EEG-foundation-model/eegdenoisenet,0,6,present_named_path,1
,ssed,0,,0,0,missing_named_path,0
/projects/EEG-foundation-model/klados_bamidis/v4,klados,0,/projects/EEG-foundation-model/klados_bamidis/v4,0,4,present_named_path,4
/projects/EEG-foundation-model/sgeyesub/osf-2qgrd;/projects/EEG-foundation-model/sgeyesub,sgeyesub,0,/projects/EEG-foundation-model/sgeyesub/osf-2qgrd,0,177,present_named_path,6
/projects/EEG-foundation-model/eye_bci,eye_bci,0,/projects/EEG-foundation-model/eye_bci,0,315,present_named_path,1
/projects/EEG-foundation-model/EEGEyeNet,eegeyenet,0,/projects/EEG-foundation-model/EEGEyeNet,0,3,present_named_path,4
,mobile_bci,0,,0,0,missing_named_path,0
