confirmatory,failure_rate,gamma,median_artifact_attenuation,median_clean_interval_preservation,median_correlation,median_d_perp_y,median_e_parallel,median_e_perp,median_psd_distortion,median_rrmse,method,records_are_participants,records_present,records_successful,records_total
False,0.0,0.0,11.12969296726639,0.23312904635208304,0.9300462244542076,0.02652593154023588,0.9975819633700775,0.026525931441050338,0.4325505705710806,0.6203157432586726,deterministic_hard_Qy,False,8,8,8
False,0.0,0.25,11.065480543082472,0.23293349836143534,0.9280603291658973,0.04072932448861998,0.9985339994291869,0.04072932448663194,0.4319689352828197,0.6220538659816495,deterministic_hard_Qy,False,8,8,8
False,0.0,0.5,11.053249579672833,0.23425394679702716,0.9249718025388918,0.07199088923795113,0.998207141079843,0.07199088932651984,0.4303963705853258,0.6237495991043235,deterministic_hard_Qy,False,8,8,8
False,0.0,0.75,11.04977803858506,0.2363327508816494,0.9233320251929032,0.10587485182524292,0.9978051502101637,0.10587485193856169,0.4279909877363363,0.6237495991043235,deterministic_hard_Qy,False,8,8,8
False,0.0,1.0,11.028051689498477,0.23901798359800774,0.9224923264898899,0.1391740919470415,0.9978051502101637,0.13917409206655718,0.4265721521758256,0.6237495991043235,deterministic_hard_Qy,False,8,8,8
False,0.0,0.0,5.794750340900745,0.6165645231760415,0.9482156895620155,0.013262965770117943,0.8358753629483102,0.01326296567300867,0.2252071797927247,0.5236674118077405,deterministic_quadratic_soft_proximal,False,8,8,8
False,0.0,0.25,5.785937031233262,0.6164667491807176,0.9482156895620155,0.020364662244309988,0.8367820504754988,0.02036466225250741,0.2275049527906972,0.5245902867742616,deterministic_quadratic_soft_proximal,False,8,8,8
False,0.0,0.5,5.7457794238944455,0.6171269733985136,0.9482156895620155,0.03599544461897557,0.8378402914711867,0.03599544472581567,0.22987608719379543,0.5270273095303468,deterministic_quadratic_soft_proximal,False,8,8,8
False,0.0,0.75,5.674909621151267,0.6181663754408246,0.9479434927936335,0.05293742591262146,0.8390302203548401,0.05293742605309883,0.23115850302218768,0.530913541061814,deterministic_quadratic_soft_proximal,False,8,8,8
False,0.0,1.0,5.601310713879635,0.619508991799004,0.9450857504420322,0.06958704597352075,0.8403219712748289,0.06958704612897504,0.2351779441130136,0.5359181911929596,deterministic_quadratic_soft_proximal,False,8,8,8
False,0.0,0.0,4.248572677697976,-0.10679326792126043,0.778889725512995,0.035880974472025304,1.9412043374256336,0.035880974397844684,0.4066353592985707,1.2393856992480432,M2_final_hard_Q_consistency,False,8,8,8
False,0.0,0.25,4.274445962005974,-0.10003759796978506,0.7784134600976524,0.05638513820145445,1.9311698071000918,0.05638513808346628,0.4044094040757863,1.234400312651083,M2_final_hard_Q_consistency,False,8,8,8
False,0.0,0.5,4.328964474295873,-0.09477834698456122,0.7763461996200606,0.10294760995136343,1.9217386057274322,0.1029476099397213,0.4000049175181934,1.2329128706499124,M2_final_hard_Q_consistency,False,8,8,8
False,0.0,0.75,4.416597228557877,-0.09152191761072381,0.7686063064021706,0.15348141912879099,1.9137059835860235,0.15348141912929036,0.39474655215181775,1.2352785673045776,M2_final_hard_Q_consistency,False,8,8,8
False,0.0,1.0,4.530471142209389,-0.09030400742047218,0.757224085831279,0.20433027539062337,1.9073154169245738,0.20433027537664572,0.39474438755691027,1.241180729484472,M2_final_hard_Q_consistency,False,8,8,8
