K,complement_variance,coverage,crps,error_dispersion_spearman,fold,identity_variance,interval_score,interval_width,level,method,parallel_variance,participant,reference,sample_variance,slot
16.0,3.12369408561608e-06,0.0029296875,0.7618256815065102,0.0765217391304348,0.0,nan,3.0492832398362477,0.0028061849552894758,0.5,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,ensemble_quantiles,7.546134990358648e-06,1.0
16.0,3.12369408561608e-06,0.0034073539402173915,0.7618256815065102,0.0,0.0,nan,3.049079497655233,0.003007449105130645,0.5,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,matched_mean_constant_variance,7.546134990358648e-06,1.0
16.0,3.12369408561608e-06,0.005391143946256039,0.7618256815065102,0.0765217391304348,0.0,nan,7.609636994331615,0.005159389469544121,0.8,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,ensemble_quantiles,7.546134990358648e-06,1.0
16.0,3.12369408561608e-06,0.006400730298913043,0.7618256815065102,0.0,0.0,nan,7.607442537943522,0.005714247114734399,0.8,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,matched_mean_constant_variance,7.546134990358648e-06,1.0
16.0,3.12369408561608e-06,0.006615385341183576,0.7618256815065102,0.0765217391304348,0.0,nan,15.20329307807542,0.006370088322614075,0.9,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,ensemble_quantiles,7.546134990358648e-06,1.0
16.0,3.12369408561608e-06,0.008273654513888888,0.7618256815065102,0.0,0.0,nan,15.194738070170084,0.007334156771111803,0.9,V26_CALIB_SDEDIT_MATCH,3.950804890943497e-06,sub-02,matched_mean_constant_variance,7.546134990358648e-06,1.0
16.0,1.9967506261764356e-06,0.0034509926026570045,0.3660106515844946,0.12840579710144928,0.0,5.930454278768593e-06,1.465899660809497,0.002627796919733923,0.5,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,ensemble_quantiles,6.163124605033469e-06,1.0
16.0,1.9967506261764356e-06,0.003988809631642512,0.3660106515844946,0.0,0.0,5.930454278768593e-06,1.465705156326294,0.002821541484868097,0.5,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,matched_mean_constant_variance,6.163124605033469e-06,1.0
16.0,1.9967506261764356e-06,0.006405447992149757,0.3660106515844946,0.12840579710144928,0.0,5.930454278768593e-06,3.652024347511308,0.004834803374371508,0.8,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,ensemble_quantiles,6.163124605033469e-06,1.0
16.0,1.9967506261764356e-06,0.007502311669685989,0.3660106515844946,0.0,0.0,5.930454278768593e-06,3.6499624252319336,0.005361016836995,0.8,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,matched_mean_constant_variance,6.163124605033469e-06,1.0
16.0,1.9967506261764356e-06,0.007902136171497584,0.3660106515844946,0.12840579710144928,0.0,5.930454278768593e-06,7.289039534804491,0.005975292627118035,0.9,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,ensemble_quantiles,6.163124605033469e-06,1.0
16.0,1.9967506261764356e-06,0.00960640285326087,0.3660106515844946,0.0,0.0,5.930454278768593e-06,7.281046390533447,0.006880790617841315,0.9,V26_CALIB_SDEDIT_MATCH,3.7811793352678555e-06,sub-03,matched_mean_constant_variance,6.163124605033469e-06,1.0
16.0,1.981200284717488e-06,0.004322586428140097,0.43099326827840234,-0.01739130434782608,0.0,6.2711279535202875e-06,1.7258551046012058,0.0026531594507391665,0.5,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,ensemble_quantiles,6.266739793166683e-06,1.0
16.0,1.981200284717488e-06,0.004700001887077295,0.43099326827840234,0.0,0.0,6.2711279535202875e-06,1.7256478071212769,0.0028487825718309747,0.5,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,matched_mean_constant_variance,6.266739793166683e-06,1.0
16.0,1.981200284717488e-06,0.007800705766908212,0.43099326827840234,-0.01739130434782608,0.0,6.2711279535202875e-06,4.301783418488178,0.0048828020332983306,0.8,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,ensemble_quantiles,6.266739793166683e-06,1.0
16.0,1.981200284717488e-06,0.009066226977657006,0.43099326827840234,0.0,0.0,6.2711279535202875e-06,4.2997002601623535,0.00541277575198854,0.8,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,matched_mean_constant_variance,6.266739793166683e-06,1.0
16.0,1.981200284717488e-06,0.009664194595410628,0.43099326827840234,-0.01739130434782608,0.0,6.2711279535202875e-06,8.588415451608109,0.006032597373843942,0.9,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,ensemble_quantiles,6.266739793166683e-06,1.0
16.0,1.981200284717488e-06,0.01163501094504831,0.43099326827840234,0.0,0.0,6.2711279535202875e-06,8.580374081929525,0.006947222466034657,0.9,V26_CALIB_SDEDIT_MATCH,3.8938677751806e-06,sub-05,matched_mean_constant_variance,6.266739793166683e-06,1.0
16.0,1.3969370797894953e-06,0.0021996244716183575,0.7621141892572924,-0.2336231884057971,0.0,nan,3.0498949884312103,0.002032125818549117,0.5,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,ensemble_quantiles,3.6805132973919776e-06,1.0
16.0,1.3969370797894953e-06,0.00239422931763285,0.7621141892572924,0.0,0.0,nan,3.0497461954752603,0.002179224716097439,0.5,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,matched_mean_constant_variance,3.6805132973919776e-06,1.0
16.0,1.3969370797894953e-06,0.004052498490338164,0.7621141892572924,-0.2336231884057971,0.0,nan,7.614865471134543,0.00374107172163617,0.8,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,ensemble_quantiles,3.6805132973919776e-06,1.0
16.0,1.3969370797894953e-06,0.004576162439613527,0.7621141892572924,0.0,0.0,nan,7.61328649520874,0.0041405949397693076,0.8,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,matched_mean_constant_variance,3.6805132973919776e-06,1.0
16.0,1.3969370797894953e-06,0.004951219051932367,0.7621141892572924,-0.2336231884057971,0.0,nan,15.218143967711411,0.00461812728047452,0.9,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,ensemble_quantiles,3.6805132973919776e-06,1.0
16.0,1.3969370797894953e-06,0.005814556914251208,0.7621141892572924,0.0,0.0,nan,15.211932182312012,0.005314396070767731,0.9,V26_POP_SDEDIT,2.0535427438517218e-06,sub-02,matched_mean_constant_variance,3.6805132973919776e-06,1.0
16.0,1.3190267698822329e-06,0.002599448973429952,0.37494808006819497,0.3347826086956522,0.0,4.154825433033693e-06,1.5012937718637092,0.002123722766773802,0.5,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,ensemble_quantiles,3.833851754582914e-06,1.0
16.0,1.3190267698822329e-06,0.0030429121376811595,0.37494808006819497,0.0,0.0,4.154825433033693e-06,1.501137375831604,0.002275439775745777,0.5,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,matched_mean_constant_variance,3.833851754582914e-06,1.0
16.0,1.3190267698822329e-06,0.004807329408212561,0.37494808006819497,0.3347826086956522,0.0,4.154825433033693e-06,3.7429686660452295,0.003900845390691144,0.8,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,ensemble_quantiles,3.833851754582914e-06,1.0
16.0,1.3190267698822329e-06,0.005858195576690821,0.37494808006819497,0.0,0.0,4.154825433033693e-06,3.741286277770996,0.004323406554453517,0.8,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,matched_mean_constant_variance,3.833851754582914e-06,1.0
16.0,1.3190267698822329e-06,0.005984393870772947,0.37494808006819497,0.3347826086956522,0.0,4.154825433033693e-06,7.473806548106949,0.004818234208458709,0.9,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,ensemble_quantiles,3.833851754582914e-06,1.0
16.0,1.3190267698822329e-06,0.00755066802536232,0.37494808006819497,0.0,0.0,4.154825433033693e-06,7.467304547627767,0.00554903223800958,0.9,V26_POP_SDEDIT,2.2752093021457163e-06,sub-03,matched_mean_constant_variance,3.833851754582914e-06,1.0
16.0,1.2188494906695269e-06,0.0031502396588164254,0.4324368741506832,0.10231884057971014,0.0,3.9095293686841615e-06,1.7311787349478918,0.00201407005883818,0.5,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,ensemble_quantiles,3.4257355612984006e-06,1.0
16.0,1.2188494906695269e-06,0.0036078559027777775,0.4324368741506832,0.0,0.0,3.9095293686841615e-06,1.731024185816447,0.0021665335857381477,0.5,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,matched_mean_constant_variance,3.4257355612984006e-06,1.0
