K,complement_variance,coverage,crps,error_dispersion_spearman,fold,identity_variance,interval_score,interval_width,level,method,parallel_variance,participant,reference,sample_variance,slot
16.0,1.2188494906695269e-06,0.005836965957125604,0.4324368741506832,0.10231884057971014,0.0,3.9095293686841615e-06,4.318163012723229,0.003712703121728849,0.8,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,ensemble_quantiles,3.4257355612984006e-06,1.0
16.0,1.2188494906695269e-06,0.00676163383152174,0.4324368741506832,0.0,0.0,3.9095293686841615e-06,4.316562493642171,0.004116481396196922,0.8,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,matched_mean_constant_variance,3.4257355612984006e-06,1.0
16.0,1.2188494906695269e-06,0.007246376811594203,0.4324368741506832,0.10231884057971014,0.0,3.9095293686841615e-06,8.624797005509544,0.004590701878286015,0.9,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,ensemble_quantiles,3.4257355612984006e-06,1.0
16.0,1.2188494906695269e-06,0.008656967089371982,0.4324368741506832,0.0,0.0,3.9095293686841615e-06,8.618598620096842,0.005283446672655268,0.9,V26_POP_SDEDIT,1.9927773564631934e-06,sub-05,matched_mean_constant_variance,3.4257355612984006e-06,1.0
16.0,4.99804492903877e-07,0.0013516191123188407,0.7343125881822082,0.3226086956521739,0.0,nan,2.9380800605529735,0.001171837332667694,0.5,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,ensemble_quantiles,1.3309049814817324e-06,1.0
16.0,4.99804492903877e-07,0.001569812424516908,0.7343125881822082,0.0,0.0,nan,2.937995195388794,0.0012557511011680005,0.5,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,matched_mean_constant_variance,1.3309049814817324e-06,1.0
16.0,4.99804492903877e-07,0.002492121452294686,0.7343125881822082,0.3226086956521739,0.0,nan,7.3395183913497455,0.0021543275543122295,0.8,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,ensemble_quantiles,1.3309049814817324e-06,1.0
16.0,4.99804492903877e-07,0.0030900890700483095,0.7343125881822082,0.0,0.0,nan,7.338599522908528,0.002385966264377424,0.8,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,matched_mean_constant_variance,1.3309049814817324e-06,1.0
16.0,4.99804492903877e-07,0.0031183952294685986,0.7343125881822082,0.3226086956521739,0.0,nan,14.672346538402657,0.0026597823012003466,0.9,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,ensemble_quantiles,1.3309049814817324e-06,1.0
16.0,4.99804492903877e-07,0.003973477128623188,0.7343125881822082,0.0,0.0,nan,14.668755213419596,0.003062354546831911,0.9,V27_ENERGY_SDEDIT_L05,7.47918406318604e-07,sub-02,matched_mean_constant_variance,1.3309049814817324e-06,1.0
16.0,3.1948040894273316e-07,0.0015580181914251208,0.33965878290925905,0.5344927536231884,0.0,1.1108665773917892e-06,1.3594110979890637,0.0010929147959488187,0.5,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,ensemble_quantiles,1.0766312925625243e-06,1.0
16.0,3.1948040894273316e-07,0.0017986205464975847,0.33965878290925905,0.0,0.0,1.1108665773917892e-06,1.3593299786249797,0.001173481439222241,0.5,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,matched_mean_constant_variance,1.0766312925625243e-06,1.0
16.0,3.1948040894273316e-07,0.0028070274758454105,0.33965878290925905,0.5344927536231884,0.0,1.1108665773917892e-06,3.3932196089324798,0.0020107713606285385,0.8,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,ensemble_quantiles,1.0766312925625243e-06,1.0
16.0,3.1948040894273316e-07,0.0034651456823671495,0.33965878290925905,0.0,0.0,1.1108665773917892e-06,3.3923571904500327,0.002229651340343719,0.8,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,matched_mean_constant_variance,1.0766312925625243e-06,1.0
16.0,3.1948040894273316e-07,0.00347458106884058,0.33965878290925905,0.5344927536231884,0.0,1.1108665773917892e-06,6.780171164577709,0.002485083053350882,0.9,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,ensemble_quantiles,1.0766312925625243e-06,1.0
16.0,3.1948040894273316e-07,0.004420478562801933,0.33965878290925905,0.0,0.0,1.1108665773917892e-06,6.77682622273763,0.0028617265138629676,0.9,V27_ENERGY_SDEDIT_L05,6.898615261263785e-07,sub-03,matched_mean_constant_variance,1.0766312925625243e-06,1.0
16.0,3.169922055216527e-07,0.0018634888285024153,0.4175910930656192,0.30318840579710143,0.0,1.0690771100977752e-06,1.671144269977347,0.0010932716342465247,0.5,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,ensemble_quantiles,1.0707630385316709e-06,1.0
16.0,3.169922055216527e-07,0.002143012152777778,0.4175910930656192,0.0,0.0,1.0690771100977752e-06,1.6710591713587444,0.001174132914385699,0.5,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,matched_mean_constant_variance,1.0707630385316709e-06,1.0
16.0,3.169922055216527e-07,0.0035123226147342995,0.4175910930656192,0.30318840579710143,0.0,1.0690771100977752e-06,4.172544450237121,0.0020123829254967886,0.8,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,ensemble_quantiles,1.0707630385316709e-06,1.0
16.0,3.169922055216527e-07,0.004116187349033817,0.4175910930656192,0.0,0.0,1.0690771100977752e-06,4.171680291493733,0.00223088916347654,0.8,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,matched_mean_constant_variance,1.0707630385316709e-06,1.0
16.0,3.169922055216527e-07,0.004326124698067633,0.4175910930656192,0.30318840579710143,0.0,1.0690771100977752e-06,8.338814009439114,0.0024863497212720942,0.9,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,ensemble_quantiles,1.0707630385316709e-06,1.0
16.0,3.169922055216527e-07,0.005289713541666667,0.4175910930656192,0.0,0.0,1.0690771100977752e-06,8.335474967956543,0.0028633152426541333,0.9,V27_ENERGY_SDEDIT_L05,6.868480812253589e-07,sub-05,matched_mean_constant_variance,1.0707630385316709e-06,1.0
16.0,1.5804330881034427e-06,0.004333201237922705,0.40756772590372653,-0.2507246376811594,1.0,1.1274612973011244e-05,1.6321093933764752,0.002646425532241681,0.5,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,ensemble_quantiles,1.3095624533813558e-05,1.0
16.0,1.5804330881034427e-06,0.004896965579710145,0.40756772590372653,0.0,1.0,1.1274612973011244e-05,1.6319243907928467,0.0028364430320733484,0.5,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,matched_mean_constant_variance,1.3095624533813558e-05,1.0
16.0,1.5804330881034427e-06,0.008022437349033816,0.40756772590372653,-0.2507246376811594,1.0,1.1274612973011244e-05,4.0676013853376425,0.004865077475225133,0.8,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,ensemble_quantiles,1.3095624533813558e-05,1.0
16.0,1.5804330881034427e-06,0.009326879528985506,0.40756772590372653,0.0,1.0,1.1274612973011244e-05,4.065533081690471,0.005389330241526907,0.8,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,matched_mean_constant_variance,1.3095624533813558e-05,1.0
16.0,1.5804330881034427e-06,0.00984110809178744,0.40756772590372653,-0.2507246376811594,1.0,1.1274612973011244e-05,8.120305580725848,0.006007756435132374,0.9,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,ensemble_quantiles,1.3095624533813558e-05,1.0
16.0,1.5804330881034427e-06,0.01191689311594203,0.40756772590372653,0.0,1.0,1.1274612973011244e-05,8.112267335255941,0.006917130479137386,0.9,V26_CALIB_SDEDIT_MATCH,1.0696698628483622e-05,sub-06,matched_mean_constant_variance,1.3095624533813558e-05,1.0
16.0,1.7910388680301519e-06,0.004023012907608696,0.3396933657362709,-0.3315942028985506,1.0,1.0605214735430005e-05,1.3605793346305577,0.0025853082348839813,0.5,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,ensemble_quantiles,1.0761875804140194e-05,1.0
16.0,1.7910388680301519e-06,0.004484167421497584,0.3396933657362709,0.0,1.0,1.0605214735430005e-05,1.3603930870691936,0.002776552597444698,0.5,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,matched_mean_constant_variance,1.0761875804140194e-05,1.0
16.0,1.7910388680301519e-06,0.007372575105676328,0.3396933657362709,-0.3315942028985506,1.0,1.0605214735430005e-05,3.3890408564268646,0.004756610932982526,0.8,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,ensemble_quantiles,1.0761875804140194e-05,1.0
16.0,1.7910388680301519e-06,0.008615687273550726,0.3396933657362709,0.0,1.0,1.0605214735430005e-05,3.386993646621704,0.005275536547497932,0.8,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,matched_mean_constant_variance,1.0761875804140194e-05,1.0
16.0,1.7910388680301519e-06,0.009069765247584542,0.3396933657362709,-0.3315942028985506,1.0,1.0605214735430005e-05,6.763467537310208,0.005880185766177131,0.9,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,ensemble_quantiles,1.0761875804140194e-05,1.0
16.0,1.7910388680301519e-06,0.011002840051328502,0.3396933657362709,0.0,1.0,1.0605214735430005e-05,6.755558967590332,0.006771077854038194,0.9,V26_CALIB_SDEDIT_MATCH,8.298219474530319e-06,sub-07,matched_mean_constant_variance,1.0761875804140194e-05,1.0
16.0,1.587330492232771e-06,0.0032292610205314014,1.1389291025501134,-0.3959420289855072,1.0,1.0493544076931963e-05,4.557455354690256,0.002476412389570888,0.5,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,ensemble_quantiles,1.0943286592161408e-05,1.0
16.0,1.587330492232771e-06,0.0035300139643719814,1.1389291025501134,0.0,1.0,1.0493544076931963e-05,4.557273228963216,0.0026566819787514477,0.5,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,matched_mean_constant_variance,1.0943286592161408e-05,1.0
16.0,1.587330492232771e-06,0.005881784042874396,1.1389291025501134,-0.3959420289855072,1.0,1.0493544076931963e-05,11.381710442889506,0.00455710649535881,0.8,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,ensemble_quantiles,1.0943286592161408e-05,1.0
16.0,1.587330492232771e-06,0.006793478260869565,1.1389291025501134,0.0,1.0,1.0493544076931963e-05,11.379767100016275,0.005047778632712014,0.8,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,matched_mean_constant_variance,1.0943286592161408e-05,1.0
16.0,1.587330492232771e-06,0.007290015474033816,1.1389291025501134,-0.3959420289855072,1.0,1.0493544076931963e-05,22.749346892189937,0.005629426197155875,0.9,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,ensemble_quantiles,1.0943286592161408e-05,1.0
16.0,1.587330492232771e-06,0.008680555555555554,1.1389291025501134,0.0,1.0,1.0493544076931963e-05,22.74184735616048,0.006478753735153972,0.9,V26_CALIB_SDEDIT_MATCH,8.671999784345038e-06,sub-09,matched_mean_constant_variance,1.0943286592161408e-05,1.0
16.0,2.311192387101831e-07,0.0017809291968599033,0.4420085629962352,-0.5431884057971014,1.0,1.5537899097732104e-06,1.7687820280434743,0.001055502982918738,0.5,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,ensemble_quantiles,1.5258548747472862e-06,1.0
16.0,2.311192387101831e-07,0.0018823596014492753,0.4420085629962352,0.0,1.0,1.5537899097732104e-06,1.7687036991119385,0.0011347089238563396,0.5,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,matched_mean_constant_variance,1.5258548747472862e-06,1.0
16.0,2.311192387101831e-07,0.003262284873188406,0.4420085629962352,-0.5431884057971014,1.0,1.5537899097732104e-06,4.416837116686261,0.0019449401121047127,0.8,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,ensemble_quantiles,1.5258548747472862e-06,1.0
16.0,2.311192387101831e-07,0.003534731657608696,0.4420085629962352,0.0,1.0,1.5537899097732104e-06,4.415994167327881,0.002155982351670685,0.8,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,matched_mean_constant_variance,1.5258548747472862e-06,1.0
16.0,2.311192387101831e-07,0.004039524833937198,0.4420085629962352,-0.5431884057971014,1.0,1.5537899097732104e-06,8.827627394334613,0.0024041468483028475,0.9,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,ensemble_quantiles,1.5258548747472862e-06,1.0
16.0,2.311192387101831e-07,0.004520729544082125,0.4420085629962352,0.0,1.0,1.5537899097732104e-06,8.824371019999186,0.0027671733905470174,0.9,V26_POP_SDEDIT,1.1993672899279773e-06,sub-06,matched_mean_constant_variance,1.5258548747472862e-06,1.0
16.0,2.8788201097048233e-07,0.001712522644927536,0.3722308296839431,-0.5228985507246376,1.0,1.6581277861860144e-06,1.4896888894484956,0.0010874691737611322,0.5,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,ensemble_quantiles,1.6131334158823545e-06,1.0
16.0,2.8788201097048233e-07,0.001851694595410628,0.3722308296839431,0.0,1.0,1.6581277861860144e-06,1.4896126985549927,0.0011677605212177629,0.5,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,matched_mean_constant_variance,1.6131334158823545e-06,1.0
16.0,2.8788201097048233e-07,0.003162033891908212,0.3722308296839431,-0.5228985507246376,1.0,1.6581277861860144e-06,3.7189838615851243,0.0020016984473083684,0.8,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,ensemble_quantiles,1.6131334158823545e-06,1.0
16.0,2.8788201097048233e-07,0.0035771908967391305,0.3722308296839431,0.0,1.0,1.6581277861860144e-06,3.718099514643351,0.002218781417675717,0.8,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,matched_mean_constant_variance,1.6131334158823545e-06,1.0
16.0,2.8788201097048233e-07,0.003880302687198068,0.3722308296839431,-0.5228985507246376,1.0,1.6581277861860144e-06,7.431778309877945,0.002473116724951798,0.9,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,ensemble_quantiles,1.6131334158823545e-06,1.0
16.0,2.8788201097048233e-07,0.004531344353864735,0.3722308296839431,0.0,1.0,1.6581277861860144e-06,7.428361097971599,0.002847775119158419,0.9,V26_POP_SDEDIT,1.224430555168965e-06,sub-07,matched_mean_constant_variance,1.6131334158823545e-06,1.0
16.0,1.988940923070004e-07,0.0012938273701690822,1.1494413050327008,-0.6695652173913044,1.0,1.6535143411526103e-06,4.5983850553090235,0.0008768449720629202,0.5,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,ensemble_quantiles,1.3041643308990085e-06,1.0
16.0,1.988940923070004e-07,0.0011923969655797102,1.1494413050327008,0.0,1.0,1.6535143411526103e-06,4.598319848378499,0.0009404374753984633,0.5,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,matched_mean_constant_variance,1.3041643308990085e-06,1.0
16.0,1.988940923070004e-07,0.0023387964221014495,1.1494413050327008,-0.6695652173913044,1.0,1.6535143411526103e-06,11.491725398664506,0.001610534697886597,0.8,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,ensemble_quantiles,1.3041643308990085e-06,1.0
16.0,1.988940923070004e-07,0.002251519097222222,1.1494413050327008,0.0,1.0,1.6535143411526103e-06,11.49101479848226,0.001786860539457185,0.8,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,matched_mean_constant_variance,1.3041643308990085e-06,1.0
16.0,1.988940923070004e-07,0.0029002019172705315,1.1494413050327008,-0.6695652173913044,1.0,1.6535143411526103e-06,22.97845337906669,0.0019890204805538083,0.9,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,ensemble_quantiles,1.3041643308990085e-06,1.0
16.0,1.988940923070004e-07,0.0028671780646135265,1.1494413050327008,0.0,1.0,1.6535143411526103e-06,22.975706736246746,0.0022934106735951914,0.9,V26_POP_SDEDIT,1.0237594724552916e-06,sub-09,matched_mean_constant_variance,1.3041643308990085e-06,1.0
16.0,2.5286960111022455e-07,0.0019543044233091785,0.3947769693877412,0.1382608695652174,1.0,1.8157461880718984e-06,1.57988165874847,0.001103099905409237,0.5,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,ensemble_quantiles,2.3638577696753296e-06,1.0
16.0,2.5286960111022455e-07,0.0022302894776570045,0.3947769693877412,0.0,1.0,1.8157461880718984e-06,1.5798049767812092,0.0011823373319832875,0.5,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,matched_mean_constant_variance,2.3638577696753296e-06,1.0
16.0,2.5286960111022455e-07,0.0035665760869565215,0.3947769693877412,0.1382608695652174,1.0,1.8157461880718984e-06,3.9443880715963253,0.0020279827363461757,0.8,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,ensemble_quantiles,2.3638577696753296e-06,1.0
16.0,2.5286960111022455e-07,0.004322586428140097,0.3947769693877412,0.0,1.0,1.8157461880718984e-06,3.9435184796651206,0.002246477812842248,0.8,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,matched_mean_constant_variance,2.3638577696753296e-06,1.0
16.0,2.5286960111022455e-07,0.004399248943236715,0.3947769693877412,0.1382608695652174,1.0,1.8157461880718984e-06,7.88251521641424,0.0025042673105533137,0.9,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,ensemble_quantiles,2.3638577696753296e-06,1.0
16.0,2.5286960111022455e-07,0.005540930706521739,0.3947769693877412,0.0,1.0,1.8157461880718984e-06,7.879124482472737,0.002883323057507502,0.9,V27_ENERGY_SDEDIT_L05,1.9632438489717665e-06,sub-06,matched_mean_constant_variance,2.3638577696753296e-06,1.0
16.0,2.8657004621142807e-07,0.0018835390247584542,0.3052290050543838,-0.04840579710144926,1.0,1.7617113160876368e-06,1.2216671259233363,0.0010651615654419025,0.5,V27_ENERGY_SDEDIT_L05,1.441684478464822e-06,sub-07,ensemble_quantiles,1.8434715679897333e-06,1.0
16.0,2.8657004621142807e-07,0.00216895946557971,0.3052290050543838,0.0,1.0,1.7617113160876368e-06,1.221590479214986,0.0011440538254098044,0.5,V27_ENERGY_SDEDIT_L05,1.441684478464822e-06,sub-07,matched_mean_constant_variance,1.8434715679897333e-06,1.0
16.0,2.8657004621142807e-07,0.003401456823671498,0.3052290050543838,-0.04840579710144926,1.0,1.7617113160876368e-06,3.049023252714418,0.0019597589294697397,0.8,V27_ENERGY_SDEDIT_L05,1.441684478464822e-06,sub-07,ensemble_quantiles,1.8434715679897333e-06,1.0
16.0,2.8657004621142807e-07,0.004069010416666667,0.3052290050543838,0.0,1.0,1.7617113160876368e-06,3.0481746991475425,0.002173737956129049,0.8,V27_ENERGY_SDEDIT_L05,1.441684478464822e-06,sub-07,matched_mean_constant_variance,1.8434715679897333e-06,1.0
16.0,2.8657004621142807e-07,0.004237667949879227,0.3052290050543838,-0.04840579710144926,1.0,1.7617113160876368e-06,6.091973440642086,0.0024227378157544166,0.9,V27_ENERGY_SDEDIT_L05,1.441684478464822e-06,sub-07,ensemble_quantiles,1.8434715679897333e-06,1.0
