absolute_or_contrast,bootstrap_high,bootstrap_low,mean,median,method,metric,panel,participants,positive,source
absolute,0.8460638170790187,0.7646092349220377,0.8073465368583936,0.8109898837586265,V27_ENERGY_SDEDIT_L05,low_eog_observation_retention,natural,15,15,V30_common_panel_220dcbaa
absolute,0.3853654598471423,0.2888476824340174,0.33642776690181575,0.35203366587934026,V27_ENERGY_SDEDIT_L05,psd_distortion,natural,15,15,V30_common_panel_220dcbaa
absolute,0.2926422666563569,0.18992212572426462,0.2402529108823762,0.23222435397855548,V27_ENERGY_SDEDIT_L05,covariance_distortion,natural,15,15,V30_common_panel_220dcbaa
absolute,0.8931640143767079,0.8162683269565846,0.8573237096194529,0.8786109397070226,V27_ENERGY_SDEDIT_L2,low_eog_observation_retention,natural,15,15,V30_common_panel_220dcbaa
absolute,0.2990165038300691,0.20657390472391438,0.2514188127263973,0.24905620563552752,V27_ENERGY_SDEDIT_L2,psd_distortion,natural,15,15,V30_common_panel_220dcbaa
absolute,0.23362996316860243,0.13757962849607036,0.18378335556070746,0.16060199831629524,V27_ENERGY_SDEDIT_L2,covariance_distortion,natural,15,15,V30_common_panel_220dcbaa
absolute,0.9431373992068084,0.8691548021448634,0.909403774021908,0.9464964742078195,V27_ENERGY_SDEDIT_L8,low_eog_observation_retention,natural,15,15,V30_common_panel_220dcbaa
absolute,0.20811164058650167,0.11953980481634989,0.16195868198119845,0.16021583632421768,V27_ENERGY_SDEDIT_L8,psd_distortion,natural,15,15,V30_common_panel_220dcbaa
absolute,0.16440576622979902,0.07636614124665146,0.11775746507950892,0.07434336549475844,V27_ENERGY_SDEDIT_L8,covariance_distortion,natural,15,15,V30_common_panel_220dcbaa
