aggregate_across_seeds,artifact_attenuation_db,artifact_attenuation_mode,artifact_mask_iou,artifact_mask_overlap_fraction,artifact_mask_role,calibration_seconds,clean_interval_correlation,clean_interval_preservation,clean_interval_relative_change,context_id,correlation,d_perp_y,dataset_id,delta_snr_db,e_parallel,e_perp,energy_evaluations,estimated_projector_rank,failure_reason,fallback_method_id,frequency_rrmse,function_evaluations,generalized_bayes,latency_seconds,mask_regime,method_id,model_forward_evaluations,operator_source,oracle_projector_rank,outer_fold,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_success,p0_eligibility,p0_rank,paired_target_available,participant_id,participant_mapping_verified,peak_memory_bytes,pop_fallback_used,projector_distance,projector_max_angle_deg,projector_mean_angle_deg,query_seconds,query_windows,score_evaluations,seed,session_id,source_id,status,subspace_metric_basis,time_rrmse
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,0,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_00s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,,,50.82193053675393,41,True,1.5153983244672418,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467658240,False,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,12.93755924305776
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,0,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_00s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,,,49.38652089901373,41,True,0.2345446003600955,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,12.660383295712615
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,0,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_00s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,,,47.12595786471388,41,True,0.23499378748238087,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,12.191545380342102
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,0,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_00s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,,,48.91373998536293,41,True,0.23467258363962173,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,12.50478702348681
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,0,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_00s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,,,48.85801307355371,41,True,0.23465172294527292,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,12.456784272118057
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,,,50.82193053675393,41,True,1.5153983244672418,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467658240,False,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,12.93755924305776
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,bootstrap_q90,POP,50.82193053675393,41,True,1.5153983244672418,external,matching_p0,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467658240,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,12.93755924305776
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,participant_mapping_unresolved_population_operator_not_leakage_safe,POP,50.82193053675393,41,True,1.5153983244672418,external,population_source_p0,41,unavailable_participant_safe_population,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467658240,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,12.93755924305776
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,bootstrap_q90,POP,50.82193053675393,41,True,1.5153983244672418,external,wrong_source_p0,41,frozen_wrong_source_record,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467658240,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,12.93755924305776
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,41,,bootstrap_median;bootstrap_q90,POP,50.82193053675393,41,True,1.5153983244672418,external,shuffled_calibration_p0,41,matching_support_block_shuffled,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467658240,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,12.93755924305776
