aggregate_across_seeds,artifact_attenuation_db,artifact_attenuation_mode,artifact_mask_iou,artifact_mask_overlap_fraction,artifact_mask_role,calibration_seconds,clean_interval_correlation,clean_interval_preservation,clean_interval_relative_change,context_id,correlation,d_perp_y,dataset_id,delta_snr_db,e_parallel,e_perp,energy_evaluations,estimated_projector_rank,failure_reason,fallback_method_id,frequency_rrmse,function_evaluations,generalized_bayes,latency_seconds,mask_regime,method_id,model_forward_evaluations,operator_source,oracle_projector_rank,outer_fold,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_success,p0_eligibility,p0_rank,paired_target_available,participant_id,participant_mapping_verified,peak_memory_bytes,pop_fallback_used,projector_distance,projector_max_angle_deg,projector_mean_angle_deg,query_seconds,query_windows,score_evaluations,seed,session_id,source_id,status,subspace_metric_basis,time_rrmse
False,2.334141020426145,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.020848714641378996,-9.385862899400028,10.385862899400028,calibration_05s_seed,-0.019141566370690897,13.880571316290428,klados_bamidis_v4,-20.757296593968732,3.385883073638088,13.880571319514205,82,2,,,51.19749409446305,41,True,0.28222519252449274,external,oracle_projector_restoration,41,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,467900416,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,12.984965453041411
False,23.48322328084684,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.7305503017564859,0.2969069332389017,0.7030930667610983,calibration_05s_seed,0.8130803456433351,2.4480758024027894e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509849,7.65976418349681e-08,0,2,,,0.16537055945118695,0,True,0.0017605433240532875,external,oracle_orthogonal_subtraction,0,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,not_applicable,,True,unresolved,False,0,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,0,20260801,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,5.568012592170886,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.13854903251713513,-1.6212677589555353,2.6212677589555353,calibration_05s_seed,0.12165099706195188,3.4501664643548073,klados_bamidis_v4,-8.799163948806058,0.9681904237950635,3.4501664652555557,0,2,,,4.007555744476107,1,True,0.07978608645498753,external,oracle_information_matched_one_step,1,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,112066048,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,1,20260801,source_record_sim45,sim45,success,oracle_projector,3.277435596077772
False,2.5931205597365676,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,-0.02015970298738712,-9.348394941422237,10.348394941422237,calibration_05s_seed,-0.018908957618038843,13.850438732907401,klados_bamidis_v4,-20.725527653872167,3.326126858142261,13.850438736123822,0,,bootstrap_q90,POP,50.82193053675393,41,True,1.5153983244672418,external,matching_information_matched_one_step,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467658240,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,12.93755924305776
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,,,49.38652089901373,41,True,0.2345446003600955,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,12.660383295712615
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,bootstrap_q90,POP,49.38652089901373,41,True,0.2345446003600955,external,matching_p0,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,12.660383295712615
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,participant_mapping_unresolved_population_operator_not_leakage_safe,POP,49.38652089901373,41,True,0.2345446003600955,external,population_source_p0,41,unavailable_participant_safe_population,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,12.660383295712615
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,bootstrap_q90,POP,49.38652089901373,41,True,0.2345446003600955,external,wrong_source_p0,41,frozen_wrong_source_record,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,12.660383295712615
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,41,,bootstrap_median;bootstrap_q90,POP,49.38652089901373,41,True,0.2345446003600955,external,shuffled_calibration_p0,41,matching_support_block_shuffled,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,12.660383295712615
False,2.9312628938671423,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.02093893209310729,-9.173321637978088,10.173321637978088,calibration_05s_seed,0.021172673122923657,13.407815664889494,klados_bamidis_v4,-20.573768374939192,3.706991529926491,13.407815668180714,82,2,,,49.870525521494216,41,True,0.2801891639828682,external,oracle_projector_restoration,41,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,468142592,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,12.713478342627933
False,23.48322328084684,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.7305503017564859,0.2969069332389017,0.7030930667610983,calibration_05s_seed,0.8130803456433351,2.4480758024027894e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509849,7.65976418349681e-08,0,2,,,0.16537055945118695,0,True,0.0016177976503968239,external,oracle_orthogonal_subtraction,0,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,not_applicable,,True,unresolved,False,0,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,0,20260802,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,4.667914223241553,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.18209708925350765,-1.5785274458921505,2.5785274458921505,calibration_05s_seed,0.16245773850944217,3.365133880691599,klados_bamidis_v4,-8.749129267191941,1.0835671049690145,3.365133881685915,0,2,,,4.116877331421437,1,True,0.004950827918946743,external,oracle_information_matched_one_step,1,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,112066048,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,1,20260802,source_record_sim45,sim45,success,oracle_projector,3.258610346904135
False,3.092044983119207,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.021272417864200494,-9.13083132166787,10.13083132166787,calibration_05s_seed,0.021339256412860986,13.375952112334321,klados_bamidis_v4,-20.5374177084531,3.6424026609075373,13.375952115618318,0,,bootstrap_q90,POP,49.38652089901373,41,True,0.2345446003600955,external,matching_information_matched_one_step,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,12.660383295712615
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,,,47.12595786471388,41,True,0.23499378748238087,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,12.191545380342102
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,bootstrap_q90,POP,47.12595786471388,41,True,0.23499378748238087,external,matching_p0,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,12.191545380342102
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,participant_mapping_unresolved_population_operator_not_leakage_safe,POP,47.12595786471388,41,True,0.23499378748238087,external,population_source_p0,41,unavailable_participant_safe_population,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,12.191545380342102
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,bootstrap_q90,POP,47.12595786471388,41,True,0.23499378748238087,external,wrong_source_p0,41,frozen_wrong_source_record,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,12.191545380342102
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,41,,bootstrap_median;bootstrap_q90,POP,47.12595786471388,41,True,0.23499378748238087,external,shuffled_calibration_p0,41,matching_support_block_shuffled,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,12.191545380342102
False,2.3692615671322006,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.019506007619441525,-8.771832697991194,9.771832697991194,calibration_05s_seed,0.02165738398454199,13.044429732475642,klados_bamidis_v4,-20.24061223470899,3.268327483667885,13.044429735605307,82,2,,,47.42415081365195,41,True,0.27173436619341373,external,oracle_projector_restoration,41,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,468142592,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,12.235073441023387
False,23.48322328084684,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.7305503017564859,0.2969069332389017,0.7030930667610983,calibration_05s_seed,0.8130803456433351,2.4480758024027894e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509849,7.65976418349681e-08,0,2,,,0.16537055945118695,0,True,0.0016148723661899567,external,oracle_orthogonal_subtraction,0,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,not_applicable,,True,unresolved,False,0,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,0,20260803,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,4.693289779903366,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.18567093245195831,-1.4972096105724404,2.4972096105724404,calibration_05s_seed,0.1648313133460774,3.2855633586285915,klados_bamidis_v4,-8.4774478770089,1.0074578750666103,3.2855633593006024,0,2,,,4.047399612486457,1,True,0.004943767562508583,external,oracle_information_matched_one_step,1,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,112066048,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,1,20260803,source_record_sim45,sim45,success,oracle_projector,3.158263510581131
False,2.589657450182151,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01994643064196603,-8.737340409108919,9.737340409108919,calibration_05s_seed,0.021897927095784725,13.017521837710488,klados_bamidis_v4,-20.209655815058788,3.212915470609354,13.017521840827285,0,,bootstrap_q90,POP,47.12595786471388,41,True,0.23499378748238087,external,matching_information_matched_one_step,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,12.191545380342102
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,,,48.91373998536293,41,True,0.23467258363962173,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,12.50478702348681
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,bootstrap_q90,POP,48.91373998536293,41,True,0.23467258363962173,external,matching_p0,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,12.50478702348681
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,participant_mapping_unresolved_population_operator_not_leakage_safe,POP,48.91373998536293,41,True,0.23467258363962173,external,population_source_p0,41,unavailable_participant_safe_population,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,12.50478702348681
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,bootstrap_q90,POP,48.91373998536293,41,True,0.23467258363962173,external,wrong_source_p0,41,frozen_wrong_source_record,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,12.50478702348681
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,41,,bootstrap_median;bootstrap_q90,POP,48.91373998536293,41,True,0.23467258363962173,external,shuffled_calibration_p0,41,matching_support_block_shuffled,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,12.50478702348681
False,2.0622507457059753,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005028022375307071,-9.036097557067485,10.036097557067485,calibration_05s_seed,-0.0058556641733891295,13.364517865213795,klados_bamidis_v4,-20.45986162611308,3.3815286803490334,13.36451786783859,82,2,,,49.27081969403978,41,True,0.27949708234518766,external,oracle_projector_restoration,41,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,468142592,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,12.547842248772449
False,23.48322328084684,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.7305503017564859,0.2969069332389017,0.7030930667610983,calibration_05s_seed,0.8130803456433351,2.4480758024027894e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509849,7.65976418349681e-08,0,2,,,0.16537055945118695,0,True,0.0016223834827542305,external,oracle_orthogonal_subtraction,0,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,not_applicable,,True,unresolved,False,0,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,0,20260804,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,5.207297431675525,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.16913484675495774,-1.5470856900972203,2.5470856900972203,calibration_05s_seed,0.13506426610712557,3.340693073891139,klados_bamidis_v4,-8.613513503250706,1.0174151417674042,3.340693074075091,0,2,,,3.9536894519738617,1,True,0.004953783005475998,external,oracle_information_matched_one_step,1,paired_query_oracle_projector,2,klados_v4_source_fold_sim45,1.0,,,eligible,2,True,unresolved,False,112066048,False,0.0,8.537736462515939e-07,4.2688682312579694e-07,11.0078125,6,1,20260804,source_record_sim45,sim45,success,oracle_projector,3.2081276768238016
False,2.3100357929114974,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.005381586126235629,-9.00239358843151,10.00239358843151,calibration_05s_seed,-0.005515054677664988,13.33863384611726,klados_bamidis_v4,-20.430006611751686,3.3255208608815403,13.338633848739265,0,,bootstrap_q90,POP,48.91373998536293,41,True,0.23467258363962173,external,matching_information_matched_one_step,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,12.50478702348681
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_05s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,,,48.85801307355371,41,True,0.23465172294527292,external,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,467891712,False,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,12.456784272118057
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_05s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,bootstrap_q90,POP,48.85801307355371,41,True,0.23465172294527292,external,matching_p0,41,matching_source_support,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,12.456784272118057
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_05s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,participant_mapping_unresolved_population_operator_not_leakage_safe,POP,48.85801307355371,41,True,0.23465172294527292,external,population_source_p0,41,unavailable_participant_safe_population,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,12.456784272118057
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_05s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,bootstrap_q90,POP,48.85801307355371,41,True,0.23465172294527292,external,wrong_source_p0,41,frozen_wrong_source_record,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,12.456784272118057
False,0.7773206459821713,paired_artifact_residual,,,reference_intervals_not_detector_prediction,5,0.01183381114780286,-8.925010695119934,9.925010695119934,calibration_05s_seed,0.008520860461595243,13.280291173762931,klados_bamidis_v4,-20.396599490881158,3.32870162674376,13.280291176716304,41,,bootstrap_median;bootstrap_q90,POP,48.85801307355371,41,True,0.23465172294527292,external,shuffled_calibration_p0,41,matching_support_block_shuffled,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,467891712,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,12.456784272118057
