method,conditional_covariance_relative_frobenius,conditional_energy_distance,conditional_mmd_rbf,fiber_variance_retained
Fiber-OneStep,0.9411683245321196,4.315038060511039,0.15691843288784288,0.17997641646266457
Fiber-SANDiff,0.9131867166645536,1.6990855243953398,0.06168717166656045,0.7840083871769176
Fiber-Stratified-Resample,1.0277753231415911,1.1691244834708965,0.03519197394079323,1.035693509310431
