attacker,cross_entropy,feature,fold,method,participant,same_different_verification_auroc,seed,subject_recall
adaptive_mlp,0.3840571939945221,A_H,1,Fiber-OneStep,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,Fiber-OneStep,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,0.7614873051643372,A_Z,1,Fiber-OneStep,4,0.5648328691147431,20260921,0.6631944444444444
adaptive_mlp,0.457641065120697,A_Z,1,Fiber-OneStep,5,0.8655443748211121,20260921,0.8611111111111112
adaptive_mlp,0.7196110486984253,A_Z,1,Fiber-OneStep,6,0.7578704540406669,20260921,0.6458333333333334
adaptive_mlp,0.6964280605316162,A_HZ,1,Fiber-OneStep,4,0.5638665937702857,20260921,0.6770833333333334
adaptive_mlp,0.39732733368873596,A_HZ,1,Fiber-OneStep,5,0.8668518820771566,20260921,0.875
adaptive_mlp,0.899188756942749,A_HZ,1,Fiber-OneStep,6,0.7585743798509756,20260921,0.59375
adaptive_mlp,0.6978113651275635,A_HU,1,Fiber-OneStep,4,0.5770459798312426,20260921,0.7013888888888888
adaptive_mlp,0.3905992805957794,A_HU,1,Fiber-OneStep,5,0.8640340294878072,20260921,0.8819444444444444
adaptive_mlp,0.9057947993278503,A_HU,1,Fiber-OneStep,6,0.7543738267142523,20260921,0.6006944444444444
linear,0.7532125290989664,A_H,1,Fiber-SANDiff,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,Fiber-SANDiff,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,Fiber-SANDiff,6,0.7576703755427161,20260921,0.6770833333333334
linear,0.7840451460084831,A_Z,1,Fiber-SANDiff,4,0.5407264634834488,20260921,0.6423611111111112
linear,0.4632817674934504,A_Z,1,Fiber-SANDiff,5,0.7536132380526599,20260921,0.7986111111111112
linear,0.9916922736565379,A_Z,1,Fiber-SANDiff,6,0.692699873125405,20260921,0.6319444444444444
linear,0.783704582343164,A_HZ,1,Fiber-SANDiff,4,0.540677204778192,20260921,0.6388888888888888
linear,0.4631286591478862,A_HZ,1,Fiber-SANDiff,5,0.7685485072773334,20260921,0.7986111111111112
linear,0.9932359965063043,A_HZ,1,Fiber-SANDiff,6,0.7013386030407306,20260921,0.6319444444444444
linear,0.7862580657840064,A_HU,1,Fiber-SANDiff,4,0.539690445615707,20260921,0.6354166666666666
linear,0.466249271872318,A_HU,1,Fiber-SANDiff,5,0.7140735326468773,20260921,0.7847222222222222
linear,0.9937878736961565,A_HU,1,Fiber-SANDiff,6,0.6677227987866285,20260921,0.6354166666666666
adaptive_mlp,0.7311255931854248,A_H,1,Fiber-SANDiff,4,0.5096476344360292,20260921,0.6736111111111112
adaptive_mlp,0.3840571939945221,A_H,1,Fiber-SANDiff,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,Fiber-SANDiff,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,0.7944930195808411,A_Z,1,Fiber-SANDiff,4,0.5407264634834488,20260921,0.6145833333333334
adaptive_mlp,0.5106145143508911,A_Z,1,Fiber-SANDiff,5,0.7536132380526599,20260921,0.78125
adaptive_mlp,0.956264078617096,A_Z,1,Fiber-SANDiff,6,0.692699873125405,20260921,0.6388888888888888
adaptive_mlp,0.8083394169807434,A_HZ,1,Fiber-SANDiff,4,0.540677204778192,20260921,0.59375
adaptive_mlp,0.46900293231010437,A_HZ,1,Fiber-SANDiff,5,0.7685485072773334,20260921,0.84375
adaptive_mlp,0.937967836856842,A_HZ,1,Fiber-SANDiff,6,0.7013386030407306,20260921,0.6319444444444444
adaptive_mlp,1.0462284088134766,A_HU,1,Fiber-SANDiff,4,0.539690445615707,20260921,0.5520833333333334
adaptive_mlp,0.49080732464790344,A_HU,1,Fiber-SANDiff,5,0.7140735326468773,20260921,0.7951388888888888
adaptive_mlp,1.0222070217132568,A_HU,1,Fiber-SANDiff,6,0.6677227987866285,20260921,0.6145833333333334
linear,0.7532125290989664,A_H,1,Fiber-Stratified-Resample,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,Fiber-Stratified-Resample,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,Fiber-Stratified-Resample,6,0.7576703755427161,20260921,0.6770833333333334
linear,1.0653069945529994,A_Z,1,Fiber-Stratified-Resample,4,0.5336301617392517,20260921,0.5069444444444444
linear,0.6115802487248178,A_Z,1,Fiber-Stratified-Resample,5,0.662009669994867,20260921,0.7256944444444444
linear,1.098124379366336,A_Z,1,Fiber-Stratified-Resample,6,0.6494999558829346,20260921,0.625
linear,1.0670605596970122,A_HZ,1,Fiber-Stratified-Resample,4,0.533896573301099,20260921,0.5104166666666666
linear,0.6111753695725362,A_HZ,1,Fiber-Stratified-Resample,5,0.6939501030157232,20260921,0.7291666666666666
linear,1.099541955961242,A_HZ,1,Fiber-Stratified-Resample,6,0.6683319185446844,20260921,0.625
linear,1.0575878251094255,A_HU,1,Fiber-Stratified-Resample,4,0.5351898581690685,20260921,0.5034722222222222
linear,0.6027119760621348,A_HU,1,Fiber-Stratified-Resample,5,0.5961298731404538,20260921,0.7291666666666666
linear,1.0970197204731755,A_HU,1,Fiber-Stratified-Resample,6,0.6020774573966063,20260921,0.625
adaptive_mlp,0.7311255931854248,A_H,1,Fiber-Stratified-Resample,4,0.5096476344360292,20260921,0.6736111111111112
adaptive_mlp,0.3840571939945221,A_H,1,Fiber-Stratified-Resample,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,Fiber-Stratified-Resample,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,1.674452304840088,A_Z,1,Fiber-Stratified-Resample,4,0.5336301617392517,20260921,0.5173611111111112
adaptive_mlp,0.7162832617759705,A_Z,1,Fiber-Stratified-Resample,5,0.662009669994867,20260921,0.7465277777777778
adaptive_mlp,1.3284333944320679,A_Z,1,Fiber-Stratified-Resample,6,0.6494999558829346,20260921,0.6666666666666666
adaptive_mlp,0.876753568649292,A_HZ,1,Fiber-Stratified-Resample,4,0.533896573301099,20260921,0.5868055555555556
adaptive_mlp,0.5095580220222473,A_HZ,1,Fiber-Stratified-Resample,5,0.6939501030157232,20260921,0.7916666666666666
adaptive_mlp,0.8318154811859131,A_HZ,1,Fiber-Stratified-Resample,6,0.6683319185446844,20260921,0.6145833333333334
adaptive_mlp,1.49413001537323,A_HU,1,Fiber-Stratified-Resample,4,0.5351898581690685,20260921,0.5034722222222222
adaptive_mlp,0.6906989216804504,A_HU,1,Fiber-Stratified-Resample,5,0.5961298731404538,20260921,0.7326388888888888
adaptive_mlp,1.4791574478149414,A_HU,1,Fiber-Stratified-Resample,6,0.6020774573966063,20260921,0.6145833333333334
linear,0.9150033952255173,A_H,2,RAW,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,RAW,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,RAW,9,0.5557114399310427,20260920,0.5243055555555556
linear,0.8875081654182,A_Z,2,RAW,7,0.6995263425889247,20260920,0.7395833333333334
linear,0.7651007049794009,A_Z,2,RAW,8,0.5178017531363639,20260920,0.7222222222222222
linear,0.828278385128859,A_Z,2,RAW,9,0.5666334266640483,20260920,0.7291666666666666
linear,0.8875975284288384,A_HZ,2,RAW,7,0.69871557656298,20260920,0.7395833333333334
linear,0.7652692777953101,A_HZ,2,RAW,8,0.5174466662888622,20260920,0.7222222222222222
linear,0.8273193475554521,A_HZ,2,RAW,9,0.5666026169446401,20260920,0.7256944444444444
linear,0.9219298241160286,A_HU,2,RAW,7,0.7347275739194457,20260920,0.7361111111111112
linear,0.8201426552808282,A_HU,2,RAW,8,0.5293195432220081,20260920,0.7083333333333334
linear,0.8781523056301557,A_HU,2,RAW,9,0.5755324378131685,20260920,0.71875
adaptive_mlp,0.8753821849822998,A_H,2,RAW,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,RAW,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,RAW,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.7932295203208923,A_Z,2,RAW,7,0.6995263425889247,20260920,0.6944444444444444
adaptive_mlp,0.6823768615722656,A_Z,2,RAW,8,0.5178017531363639,20260920,0.7013888888888888
adaptive_mlp,0.834064781665802,A_Z,2,RAW,9,0.5666334266640483,20260920,0.6388888888888888
adaptive_mlp,0.7821087837219238,A_HZ,2,RAW,7,0.69871557656298,20260920,0.71875
adaptive_mlp,0.8475403785705566,A_HZ,2,RAW,8,0.5174466662888622,20260920,0.6145833333333334
adaptive_mlp,0.7406880855560303,A_HZ,2,RAW,9,0.5666026169446401,20260920,0.6770833333333334
adaptive_mlp,0.8306710124015808,A_HU,2,RAW,7,0.7347275739194457,20260920,0.7013888888888888
adaptive_mlp,0.9080166220664978,A_HU,2,RAW,8,0.5293195432220081,20260920,0.5243055555555556
adaptive_mlp,0.7686376571655273,A_HU,2,RAW,9,0.5755324378131685,20260920,0.6111111111111112
linear,0.9150033952255173,A_H,2,HEAD_ONLY,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,HEAD_ONLY,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,HEAD_ONLY,9,0.5557114399310427,20260920,0.5243055555555556
linear,0.9152046410507517,A_Z,2,HEAD_ONLY,7,0.6377744261230673,20260920,0.6875
linear,1.0463243153279929,A_Z,2,HEAD_ONLY,8,0.5084252256363321,20260920,0.3229166666666667
linear,0.9824244518039092,A_Z,2,HEAD_ONLY,9,0.5507683614756209,20260920,0.5243055555555556
linear,0.9151102471726114,A_HZ,2,HEAD_ONLY,7,0.6384814459824267,20260920,0.6875
linear,1.0463605133439218,A_HZ,2,HEAD_ONLY,8,0.5084196696877445,20260920,0.3229166666666667
linear,0.9824879270944353,A_HZ,2,HEAD_ONLY,9,0.5509640972693416,20260920,0.5243055555555556
linear,1.0040209569189242,A_HU,2,HEAD_ONLY,7,0.5567925115316461,20260920,0.6284722222222222
linear,1.6107863017699984,A_HU,2,HEAD_ONLY,8,0.48443377537694954,20260920,0.3263888888888889
linear,1.1989745721497513,A_HU,2,HEAD_ONLY,9,0.5073059017075876,20260920,0.4548611111111111
adaptive_mlp,0.8753821849822998,A_H,2,HEAD_ONLY,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,HEAD_ONLY,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,HEAD_ONLY,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.9755632877349854,A_Z,2,HEAD_ONLY,7,0.6377744261230673,20260920,0.6041666666666666
adaptive_mlp,0.9443162083625793,A_Z,2,HEAD_ONLY,8,0.5084252256363321,20260920,0.6076388888888888
adaptive_mlp,0.9959547519683838,A_Z,2,HEAD_ONLY,9,0.5507683614756209,20260920,0.3611111111111111
adaptive_mlp,0.9637148380279541,A_HZ,2,HEAD_ONLY,7,0.6384814459824267,20260920,0.65625
adaptive_mlp,0.8755001425743103,A_HZ,2,HEAD_ONLY,8,0.5084196696877445,20260920,0.6493055555555556
adaptive_mlp,1.0842955112457275,A_HZ,2,HEAD_ONLY,9,0.5509640972693416,20260920,0.3576388888888889
adaptive_mlp,0.9478135704994202,A_HU,2,HEAD_ONLY,7,0.5567925115316461,20260920,0.6493055555555556
adaptive_mlp,1.248985767364502,A_HU,2,HEAD_ONLY,8,0.48443377537694954,20260920,0.3090277777777778
adaptive_mlp,1.037752389907837,A_HU,2,HEAD_ONLY,9,0.5073059017075876,20260920,0.4305555555555556
linear,0.9150033952255173,A_H,2,LEACE,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,LEACE,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,LEACE,9,0.5557114399310427,20260920,0.5243055555555556
linear,0.9027022831256417,A_Z,2,LEACE,7,0.5373323152762667,20260920,0.6631944444444444
linear,1.081808078272913,A_Z,2,LEACE,8,0.5066880657113151,20260920,0.59375
linear,1.128222374256391,A_Z,2,LEACE,9,0.5323119872151423,20260920,0.6145833333333334
linear,0.9435014437416722,A_HZ,2,LEACE,7,0.5491580497363229,20260920,0.6944444444444444
linear,0.9308689361261204,A_HZ,2,LEACE,8,0.5072060035851919,20260920,0.6597222222222222
linear,1.0917634123866444,A_HZ,2,LEACE,9,0.5345380482395539,20260920,0.6666666666666666
linear,0.996609424241668,A_HU,2,LEACE,7,0.5468313094577856,20260920,0.6909722222222222
linear,0.9706952046924271,A_HU,2,LEACE,8,0.520393232755848,20260920,0.65625
linear,1.142919884345385,A_HU,2,LEACE,9,0.5302603774073034,20260920,0.6631944444444444
adaptive_mlp,0.8753821849822998,A_H,2,LEACE,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,LEACE,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,LEACE,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.7506988048553467,A_Z,2,LEACE,7,0.5373323152762667,20260920,0.71875
adaptive_mlp,0.9837367534637451,A_Z,2,LEACE,8,0.5066880657113151,20260920,0.5694444444444444
adaptive_mlp,1.1920628547668457,A_Z,2,LEACE,9,0.5323119872151423,20260920,0.5798611111111112
adaptive_mlp,1.047052025794983,A_HZ,2,LEACE,7,0.5491580497363229,20260920,0.7222222222222222
adaptive_mlp,1.1626434326171875,A_HZ,2,LEACE,8,0.5072060035851919,20260920,0.6388888888888888
adaptive_mlp,1.4826780557632446,A_HZ,2,LEACE,9,0.5345380482395539,20260920,0.5694444444444444
adaptive_mlp,1.3046964406967163,A_HU,2,LEACE,7,0.5468313094577856,20260920,0.6805555555555556
adaptive_mlp,1.5049010515213013,A_HU,2,LEACE,8,0.520393232755848,20260920,0.6527777777777778
adaptive_mlp,1.3911988735198975,A_HU,2,LEACE,9,0.5302603774073034,20260920,0.6736111111111112
linear,0.9150033952255173,A_H,2,Fiber-OneStep,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,Fiber-OneStep,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,Fiber-OneStep,9,0.5557114399310427,20260920,0.5243055555555556
linear,0.858271278728941,A_Z,2,Fiber-OneStep,7,0.6635620515605163,20260920,0.71875
linear,1.0194080782498303,A_Z,2,Fiber-OneStep,8,0.5075983770209918,20260920,0.5138888888888888
linear,1.043741077489202,A_Z,2,Fiber-OneStep,9,0.5479841388742221,20260920,0.2986111111111111
linear,0.8583067615076371,A_HZ,2,Fiber-OneStep,7,0.6637050497691739,20260920,0.71875
linear,1.0187743120029846,A_HZ,2,Fiber-OneStep,8,0.5076336881609033,20260920,0.5138888888888888
linear,1.0438187779933512,A_HZ,2,Fiber-OneStep,9,0.5482831813034392,20260920,0.2986111111111111
linear,0.8664562671825126,A_HU,2,Fiber-OneStep,7,0.7111171686741167,20260920,0.7013888888888888
linear,1.0441344941053785,A_HU,2,Fiber-OneStep,8,0.5066726325207944,20260920,0.5208333333333334
linear,1.0595671555129291,A_HU,2,Fiber-OneStep,9,0.5433792617661966,20260920,0.3541666666666667
adaptive_mlp,0.8753821849822998,A_H,2,Fiber-OneStep,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,Fiber-OneStep,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,Fiber-OneStep,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.852750301361084,A_Z,2,Fiber-OneStep,7,0.6635620515605163,20260920,0.7256944444444444
adaptive_mlp,0.9621508121490479,A_Z,2,Fiber-OneStep,8,0.5075983770209918,20260920,0.5868055555555556
adaptive_mlp,1.0639443397521973,A_Z,2,Fiber-OneStep,9,0.5479841388742221,20260920,0.2951388888888889
adaptive_mlp,0.8803428411483765,A_HZ,2,Fiber-OneStep,7,0.6637050497691739,20260920,0.6736111111111112
adaptive_mlp,0.862689733505249,A_HZ,2,Fiber-OneStep,8,0.5076336881609033,20260920,0.6527777777777778
adaptive_mlp,1.2136949300765991,A_HZ,2,Fiber-OneStep,9,0.5482831813034392,20260920,0.2326388888888889
adaptive_mlp,0.728209376335144,A_HU,2,Fiber-OneStep,7,0.7111171686741167,20260920,0.8055555555555556
adaptive_mlp,0.9949828386306763,A_HU,2,Fiber-OneStep,8,0.5066726325207944,20260920,0.5381944444444444
adaptive_mlp,1.1471922397613525,A_HU,2,Fiber-OneStep,9,0.5433792617661966,20260920,0.2881944444444444
linear,0.9150033952255173,A_H,2,Fiber-SANDiff,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,Fiber-SANDiff,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,Fiber-SANDiff,9,0.5557114399310427,20260920,0.5243055555555556
linear,0.8866156530809783,A_Z,2,Fiber-SANDiff,7,0.6569543024102927,20260920,0.71875
linear,0.9718610018037074,A_Z,2,Fiber-SANDiff,8,0.5097003775699195,20260920,0.5069444444444444
linear,1.0207056916433943,A_Z,2,Fiber-SANDiff,9,0.5507247927693587,20260920,0.375
linear,0.8864240942689853,A_HZ,2,Fiber-SANDiff,7,0.6573795529953294,20260920,0.7222222222222222
linear,0.9719622899808117,A_HZ,2,Fiber-SANDiff,8,0.5096513000240634,20260920,0.5104166666666666
linear,1.0208627311845955,A_HZ,2,Fiber-SANDiff,9,0.5509526906174997,20260920,0.375
linear,0.8970840863524151,A_HU,2,Fiber-SANDiff,7,0.6900213096317023,20260920,0.71875
linear,0.9767522021727333,A_HU,2,Fiber-SANDiff,8,0.5128850473002596,20260920,0.4826388888888889
linear,1.0270686778211449,A_HU,2,Fiber-SANDiff,9,0.5537034576266403,20260920,0.3958333333333333
adaptive_mlp,0.8753821849822998,A_H,2,Fiber-SANDiff,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,Fiber-SANDiff,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,Fiber-SANDiff,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.874877393245697,A_Z,2,Fiber-SANDiff,7,0.6569543024102927,20260920,0.6979166666666666
adaptive_mlp,0.9495315551757812,A_Z,2,Fiber-SANDiff,8,0.5097003775699195,20260920,0.5868055555555556
adaptive_mlp,1.0897010564804077,A_Z,2,Fiber-SANDiff,9,0.5507247927693587,20260920,0.3333333333333333
adaptive_mlp,0.8834168910980225,A_HZ,2,Fiber-SANDiff,7,0.6573795529953294,20260920,0.6979166666666666
adaptive_mlp,0.916412353515625,A_HZ,2,Fiber-SANDiff,8,0.5096513000240634,20260920,0.5798611111111112
adaptive_mlp,1.0585168600082397,A_HZ,2,Fiber-SANDiff,9,0.5509526906174997,20260920,0.3263888888888889
adaptive_mlp,0.9238486886024475,A_HU,2,Fiber-SANDiff,7,0.6900213096317023,20260920,0.6770833333333334
adaptive_mlp,0.826460599899292,A_HU,2,Fiber-SANDiff,8,0.5128850473002596,20260920,0.6631944444444444
adaptive_mlp,1.1633156538009644,A_HU,2,Fiber-SANDiff,9,0.5537034576266403,20260920,0.2222222222222222
linear,0.9150033952255173,A_H,2,Fiber-Stratified-Resample,7,0.6570899333125921,20260920,0.6875
linear,1.0463243725849043,A_H,2,Fiber-Stratified-Resample,8,0.50832707054462,20260920,0.3229166666666667
linear,0.9824805176443717,A_H,2,Fiber-Stratified-Resample,9,0.5557114399310427,20260920,0.5243055555555556
linear,1.118602888854544,A_Z,2,Fiber-Stratified-Resample,7,0.6370011005064842,20260920,0.5486111111111112
linear,1.2349078740184578,A_Z,2,Fiber-Stratified-Resample,8,0.4976047688311778,20260920,0.4166666666666667
linear,1.1672280788879619,A_Z,2,Fiber-Stratified-Resample,9,0.5437164047644527,20260920,0.4375
linear,1.118448354826438,A_HZ,2,Fiber-Stratified-Resample,7,0.6394119005428134,20260920,0.5486111111111112
linear,1.2345036494441737,A_HZ,2,Fiber-Stratified-Resample,8,0.49816314166421893,20260920,0.4166666666666667
linear,1.1670944066828755,A_HZ,2,Fiber-Stratified-Resample,9,0.5449557316073619,20260920,0.4409722222222222
linear,1.1299927079192578,A_HU,2,Fiber-Stratified-Resample,7,0.5964241510447565,20260920,0.5451388888888888
linear,1.2391510487566482,A_HU,2,Fiber-Stratified-Resample,8,0.48067708987314783,20260920,0.4166666666666667
linear,1.172963216700194,A_HU,2,Fiber-Stratified-Resample,9,0.5052108407878351,20260920,0.4479166666666667
adaptive_mlp,0.8753821849822998,A_H,2,Fiber-Stratified-Resample,7,0.6570899333125921,20260920,0.6944444444444444
adaptive_mlp,0.8954117298126221,A_H,2,Fiber-Stratified-Resample,8,0.50832707054462,20260920,0.6111111111111112
adaptive_mlp,1.0724380016326904,A_H,2,Fiber-Stratified-Resample,9,0.5557114399310427,20260920,0.3194444444444444
adaptive_mlp,0.9882544279098511,A_Z,2,Fiber-Stratified-Resample,7,0.6370011005064842,20260920,0.6041666666666666
adaptive_mlp,1.073005199432373,A_Z,2,Fiber-Stratified-Resample,8,0.4976047688311778,20260920,0.4548611111111111
adaptive_mlp,1.0527005195617676,A_Z,2,Fiber-Stratified-Resample,9,0.5437164047644527,20260920,0.4513888888888889
adaptive_mlp,0.9876210689544678,A_HZ,2,Fiber-Stratified-Resample,7,0.6394119005428134,20260920,0.5902777777777778
adaptive_mlp,1.1837069988250732,A_HZ,2,Fiber-Stratified-Resample,8,0.49816314166421893,20260920,0.3715277777777778
adaptive_mlp,1.0532234907150269,A_HZ,2,Fiber-Stratified-Resample,9,0.5449557316073619,20260920,0.4444444444444444
adaptive_mlp,1.0283770561218262,A_HU,2,Fiber-Stratified-Resample,7,0.5964241510447565,20260920,0.5798611111111112
adaptive_mlp,1.1134346723556519,A_HU,2,Fiber-Stratified-Resample,8,0.48067708987314783,20260920,0.3715277777777778
adaptive_mlp,1.0853586196899414,A_HU,2,Fiber-Stratified-Resample,9,0.5052108407878351,20260920,0.3854166666666667
linear,0.9902990424217007,A_H,2,RAW,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,RAW,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,RAW,9,0.5473251975379635,20260921,0.5451388888888888
linear,1.0753022092324902,A_Z,2,RAW,7,0.5587180836510357,20260921,0.625
linear,1.0616135041635646,A_Z,2,RAW,8,0.5212731607967811,20260921,0.5659722222222222
linear,1.190459652759613,A_Z,2,RAW,9,0.56413252157933,20260921,0.5868055555555556
linear,1.0768250986180377,A_HZ,2,RAW,7,0.5625479479847582,20260921,0.6215277777777778
linear,1.0630372631858518,A_HZ,2,RAW,8,0.5205991233610329,20260921,0.5659722222222222
linear,1.1924069281936365,A_HZ,2,RAW,9,0.5666732994392569,20260921,0.5868055555555556
linear,1.080055714173774,A_HU,2,RAW,7,0.5690853341227733,20260921,0.625
linear,1.0649673698389852,A_HU,2,RAW,8,0.523416266312794,20260921,0.5694444444444444
linear,1.1977917557225615,A_HU,2,RAW,9,0.5756303415877885,20260921,0.5833333333333334
adaptive_mlp,0.9817225933074951,A_H,2,RAW,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,RAW,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,RAW,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,0.9751675724983215,A_Z,2,RAW,7,0.5587180836510357,20260921,0.6666666666666666
adaptive_mlp,1.0176173448562622,A_Z,2,RAW,8,0.5212731607967811,20260921,0.6354166666666666
adaptive_mlp,1.102006435394287,A_Z,2,RAW,9,0.56413252157933,20260921,0.625
adaptive_mlp,0.9025664925575256,A_HZ,2,RAW,7,0.5625479479847582,20260921,0.6631944444444444
adaptive_mlp,1.0658116340637207,A_HZ,2,RAW,8,0.5205991233610329,20260921,0.5694444444444444
adaptive_mlp,0.909000813961029,A_HZ,2,RAW,9,0.5666732994392569,20260921,0.6805555555555556
adaptive_mlp,1.0260423421859741,A_HU,2,RAW,7,0.5690853341227733,20260921,0.6145833333333334
adaptive_mlp,0.9238377809524536,A_HU,2,RAW,8,0.523416266312794,20260921,0.625
adaptive_mlp,1.0441884994506836,A_HU,2,RAW,9,0.5756303415877885,20260921,0.6319444444444444
linear,0.9902990424217007,A_H,2,HEAD_ONLY,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,HEAD_ONLY,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,HEAD_ONLY,9,0.5473251975379635,20260921,0.5451388888888888
linear,0.9901501270683004,A_Z,2,HEAD_ONLY,7,0.5550869611231766,20260921,0.5381944444444444
linear,1.1075548029265967,A_Z,2,HEAD_ONLY,8,0.5031119382331444,20260921,0.2638888888888889
linear,1.04163470301083,A_Z,2,HEAD_ONLY,9,0.5422623839645117,20260921,0.5451388888888888
linear,0.9901252272961685,A_HZ,2,HEAD_ONLY,7,0.5552668041683595,20260921,0.5381944444444444
linear,1.1076082944929921,A_HZ,2,HEAD_ONLY,8,0.5031507317546262,20260921,0.2638888888888889
linear,1.0416241341644588,A_HZ,2,HEAD_ONLY,9,0.5424146334784633,20260921,0.5451388888888888
linear,1.2529078047764122,A_HU,2,HEAD_ONLY,7,0.5105675773349481,20260921,0.4513888888888889
linear,1.4551365742159947,A_HU,2,HEAD_ONLY,8,0.49521787056683486,20260921,0.3229166666666667
linear,1.255325096047082,A_HU,2,HEAD_ONLY,9,0.4994488713637649,20260921,0.4201388888888889
adaptive_mlp,0.9817225933074951,A_H,2,HEAD_ONLY,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,HEAD_ONLY,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,HEAD_ONLY,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,1.0396302938461304,A_Z,2,HEAD_ONLY,7,0.5550869611231766,20260921,0.5729166666666666
adaptive_mlp,1.027069330215454,A_Z,2,HEAD_ONLY,8,0.5031119382331444,20260921,0.2881944444444444
adaptive_mlp,1.0455427169799805,A_Z,2,HEAD_ONLY,9,0.5422623839645117,20260921,0.4965277777777778
adaptive_mlp,1.0079607963562012,A_HZ,2,HEAD_ONLY,7,0.5552668041683595,20260921,0.5486111111111112
adaptive_mlp,0.9663414359092712,A_HZ,2,HEAD_ONLY,8,0.5031507317546262,20260921,0.3784722222222222
adaptive_mlp,1.2140451669692993,A_HZ,2,HEAD_ONLY,9,0.5424146334784633,20260921,0.3993055555555556
adaptive_mlp,1.0905085802078247,A_HU,2,HEAD_ONLY,7,0.5105675773349481,20260921,0.4479166666666667
adaptive_mlp,1.1417946815490723,A_HU,2,HEAD_ONLY,8,0.49521787056683486,20260921,0.3506944444444444
adaptive_mlp,1.1885418891906738,A_HU,2,HEAD_ONLY,9,0.4994488713637649,20260921,0.3645833333333333
linear,0.9902990424217007,A_H,2,LEACE,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,LEACE,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,LEACE,9,0.5473251975379635,20260921,0.5451388888888888
linear,1.3311284059860065,A_Z,2,LEACE,7,0.5179940587173522,20260921,0.5243055555555556
linear,1.2319952033489332,A_Z,2,LEACE,8,0.5215021371918694,20260921,0.5138888888888888
