CE_A_H,CE_A_HU,attacker,conditional_fiber_leakage,fold,interpretation,method,seed
1.027257156041338,1.0027519053219123,linear,0.024505250719425664,0,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
0.9967335591975109,0.9913545287292488,adaptive_mlp,0.005379030468262158,0,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
1.027257156041338,1.2199913392016681,linear,-0.1927341831603302,0,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
0.9967335591975109,1.127648402581116,adaptive_mlp,-0.13091484338360504,0,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
1.027257156041338,1.1011169406432042,linear,-0.07385978460186626,0,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
0.9967335591975109,1.0793739892555858,adaptive_mlp,-0.08264043005807487,0,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
1.00604467432556,1.0437495551248646,linear,-0.03770488079930456,0,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
0.9676742627699123,1.0054570046970248,adaptive_mlp,-0.037782741927112506,0,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
1.00604467432556,1.2036835408380595,linear,-0.1976388665124995,0,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
0.9676742627699123,1.136326011898542,adaptive_mlp,-0.1686517491286298,0,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
1.00604467432556,1.1216802756476003,linear,-0.11563560132204032,0,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
0.9676742627699123,1.0745315673455687,adaptive_mlp,-0.10685730457565634,0,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
0.7280327197936676,0.7455527691303353,linear,-0.01752004933666773,1,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
0.6942298818844503,0.7505064315352399,adaptive_mlp,-0.05627654965078954,1,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
0.7280327197936676,1.0568670853046127,linear,-0.32883436551094514,1,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
0.6942298818844503,1.0299346768981275,adaptive_mlp,-0.3357047950136771,1,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
0.7280327197936676,0.8354833491633121,linear,-0.10745062936964456,1,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
0.6942298818844503,0.7917309019970866,adaptive_mlp,-0.09750102011263628,1,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
0.6664423910855974,0.6673516148254696,linear,-0.0009092237398721226,1,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
0.6294098055815369,0.6647351400251277,adaptive_mlp,-0.03532533444359076,1,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
0.6664423910855974,0.919106507214912,linear,-0.2526641161293146,1,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
0.6294098055815369,1.2213287896675498,adaptive_mlp,-0.5919189840860128,1,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
0.6664423910855974,0.748765070450827,linear,-0.08232267936522952,1,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
0.6294098055815369,0.8530809677296759,adaptive_mlp,-0.22367116214813898,1,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
0.9812694284849313,0.9900526389336066,linear,-0.00878321044867536,2,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
0.9477439829477928,0.9567948075628876,adaptive_mlp,-0.009050824615094766,2,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260920
0.9812694284849313,1.1807023244587003,linear,-0.199432895973769,2,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
0.9477439829477928,1.075723424714849,adaptive_mlp,-0.12797944176705622,2,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260920
0.9812694284849313,0.966968322115431,linear,0.014301106369500216,2,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
0.9477439829477928,0.9712083097494466,adaptive_mlp,-0.02346432680165378,2,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260920
1.046347233766273,1.0448800904376943,linear,0.0014671433285786684,2,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
1.0218218036657045,1.072817212809335,adaptive_mlp,-0.05099540914363043,2,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260921
1.046347233766273,1.2834936378773647,linear,-0.23714640411109178,2,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
1.0218218036657045,1.1784946302746973,adaptive_mlp,-0.15667282660899273,2,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260921
1.046347233766273,1.1737930189224204,linear,-0.12744578515614746,2,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
1.0218218036657045,1.1064194267897047,adaptive_mlp,-0.08459762312400021,2,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260921
