attacker,balanced_accuracy,cross_entropy,feature,fold,gallery_session,method,query_session,same_different_verification_auroc,seed
linear,0.44328703703703703,1.027257156041338,A_H,0,T,RAW,E,0.5319024681667904,20260920
linear,0.6412037037037037,1.1641928515630573,A_Z,0,T,RAW,E,0.576751361203099,20260920
linear,0.6435185185185185,1.1647287023610746,A_HZ,0,T,RAW,E,0.5771583928898273,20260920
linear,0.6400462962962963,1.1588571273858583,A_HU,0,T,RAW,E,0.581744673057866,20260920
adaptive_mlp,0.4861111111111111,0.9967335591975109,A_H,0,T,RAW,E,0.5319024681667904,20260920
adaptive_mlp,0.6782407407407408,0.9257918639864736,A_Z,0,T,RAW,E,0.576751361203099,20260920
adaptive_mlp,0.6759259259259259,0.9583040865298171,A_HZ,0,T,RAW,E,0.5771583928898273,20260920
adaptive_mlp,0.6979166666666666,0.9418881313379475,A_HU,0,T,RAW,E,0.581744673057866,20260920
linear,0.44328703703703703,1.027257156041338,A_H,0,T,HEAD_ONLY,E,0.5319024681667904,20260920
linear,0.44328703703703703,1.027223917108502,A_Z,0,T,HEAD_ONLY,E,0.5312086696356063,20260920
linear,0.44328703703703703,1.0272191413559986,A_HZ,0,T,HEAD_ONLY,E,0.5312575123663136,20260920
linear,0.3831018518518518,1.3622057898304616,A_HU,0,T,HEAD_ONLY,E,0.5119631199605733,20260920
adaptive_mlp,0.4861111111111111,0.9967335591975109,A_H,0,T,HEAD_ONLY,E,0.5319024681667904,20260920
adaptive_mlp,0.4398148148148149,1.0141049665894517,A_Z,0,T,HEAD_ONLY,E,0.5312086696356063,20260920
adaptive_mlp,0.48148148148148145,0.994364584460709,A_HZ,0,T,HEAD_ONLY,E,0.5312575123663136,20260920
adaptive_mlp,0.39814814814814814,1.1709359568768571,A_HU,0,T,HEAD_ONLY,E,0.5119631199605733,20260920
linear,0.44328703703703703,1.027257156041338,A_H,0,T,LEACE,E,0.5319024681667904,20260920
linear,0.5960648148148149,1.193664478104921,A_Z,0,T,LEACE,E,0.5299560398008507,20260920
linear,0.6099537037037037,1.1603314742889195,A_HZ,0,T,LEACE,E,0.5320543481611388,20260920
linear,0.5995370370370371,1.1817580170791453,A_HU,0,T,LEACE,E,0.5332354219218205,20260920
