between_H_variance,conditional_covariance_trace,duplicate_rate,fold,method,nearest_training_fiber_distance,release_count,sample_diversity,sample_selection,seed,within_H_sample_variance
9.063217163085938,0.0,1.0,0,Fiber-OneStep,6.679082388679187,16,0.0,all_16_registered_releases,20260920,0.0
10.884439468383789,92.94928741455078,0.0064525462962962965,0,Fiber-Stratified-Resample,1.257311340051869e-07,16,13.437223489248325,all_16_registered_releases,20260920,92.94928741455078
10.945141792297363,71.83153533935547,0.0,0,Fiber-SANDiff,7.686930035137468,16,11.785578495631983,all_16_registered_releases,20260920,71.83153533935547
8.909006118774414,0.0,1.0,0,Fiber-OneStep,7.036680304893741,16,0.0,all_16_registered_releases,20260921,0.0
10.930764198303223,103.28419494628906,0.005970293209876543,0,Fiber-Stratified-Resample,1.0912217727260871e-07,16,14.188830270439903,all_16_registered_releases,20260921,103.28419494628906
11.885982513427734,79.23983001708984,0.0,0,Fiber-SANDiff,8.325535096745524,16,12.410212979806058,all_16_registered_releases,20260921,79.23983001708984
16.499942779541016,0.0,1.0,1,Fiber-OneStep,4.696330162937994,16,0.0,all_16_registered_releases,20260920,0.0
13.922677993774414,58.54905319213867,0.0062403549382716045,1,Fiber-Stratified-Resample,1.5131417838154526e-07,16,10.592415021803749,all_16_registered_releases,20260920,58.54905319213867
18.787111282348633,41.02417755126953,0.0,1,Fiber-SANDiff,5.993459742430046,16,8.764525461464798,all_16_registered_releases,20260920,41.02417755126953
19.03269386291504,0.0,1.0,1,Fiber-OneStep,5.793473755871808,16,0.0,all_16_registered_releases,20260921,0.0
16.15215301513672,81.22573852539062,0.006163194444444444,1,Fiber-Stratified-Resample,1.1802224442603449e-07,16,12.529257960365479,all_16_registered_releases,20260921,81.22573852539062
21.901180267333984,60.20188522338867,0.0,1,Fiber-SANDiff,7.193551975129931,16,10.702135918979291,all_16_registered_releases,20260921,60.20188522338867
6.031179904937744,0.0,1.0,2,Fiber-OneStep,2.4268820724553533,16,0.0,all_16_registered_releases,20260920,0.0
5.255306720733643,13.661347389221191,0.006896219135802469,2,Fiber-Stratified-Resample,1.8011234347694418e-07,16,5.075932311522519,all_16_registered_releases,20260920,13.661347389221191
6.735559940338135,0.7172381281852722,0.0,2,Fiber-SANDiff,2.518270938096706,16,1.0300683426755526,all_16_registered_releases,20260920,0.7172381281852722
7.544209957122803,0.0,1.0,2,Fiber-OneStep,6.627536288566059,16,0.0,all_16_registered_releases,20260921,0.0
9.206103324890137,85.54307556152344,0.006510416666666667,2,Fiber-Stratified-Resample,1.217092310525338e-07,16,12.908607392574737,all_16_registered_releases,20260921,85.54307556152344
14.166263580322266,64.4673843383789,0.0,2,Fiber-SANDiff,7.320579243409965,16,11.149029526153557,all_16_registered_releases,20260921,64.4673843383789
