fold,view,beta,nested_loss,selected
0,primary,0.0,4.808647000127369,0
0,primary,0.25,4.404380422499445,1
0,primary,0.5,4.422244590189721,0
0,primary,0.75,4.8070538805590735,0
0,primary,1.0,5.507005900144577,0
0,prestim,0.0,1.1345812131961186,1
0,prestim,0.25,1.1351473579804103,0
0,prestim,0.5,1.2081471929947536,0
0,prestim,0.75,1.342120847768254,0
0,prestim,1.0,1.5210861331886714,0
0,hf_art,0.0,1.2389121188057792,0
0,hf_art,0.25,1.2302361279726026,1
0,hf_art,0.5,1.3079484419690237,0
0,hf_art,0.75,1.4575989527834785,0
0,hf_art,1.0,1.6598874198065865,0
0,label_shuffle,0.0,1.1499612066480849,1
0,label_shuffle,0.25,1.1534796092245314,0
0,label_shuffle,0.5,1.2246991048256557,0
0,label_shuffle,0.75,1.3535325328509014,0
0,label_shuffle,1.0,1.5255413419670527,0
0,time_shuffle,0.0,1.3968810091416042,0
0,time_shuffle,0.25,1.3658575266599655,1
0,time_shuffle,0.5,1.4155138399865892,0
0,time_shuffle,0.75,1.537399818499883,0
0,time_shuffle,1.0,1.7169962724049885,0
0,wrong_condition,0.0,4.808647000127369,0
0,wrong_condition,0.25,4.404380422499445,1
0,wrong_condition,0.5,4.422244590189721,0
0,wrong_condition,0.75,4.8070538805590735,0
0,wrong_condition,1.0,5.507005900144577,0
0,gain_normalized,0.0,8.101380702522066,0
0,gain_normalized,0.25,7.440421847833528,1
0,gain_normalized,0.5,7.501976349287562,0
0,gain_normalized,0.75,8.174002074533037,0
0,gain_normalized,1.0,9.370356675651339,0
