fold,participant,view,arm,donor,beta,distance,morphology_distance,topography_distance,dynamics_distance
0,6,time_shuffle,WRONG_DONOR,1,0.25,1.3628055651982625,1.8377220630645752,1.2255442142486572,1.0251504182815552
0,6,time_shuffle,WRONG_DONOR,11,0.25,1.395600398381551,1.7905757427215576,1.3101389408111572,1.0860865116119385
0,6,time_shuffle,POP,,0.25,1.2981584072113037,1.779889464378357,1.17088782787323,0.9436979293823242
0,6,time_shuffle,MATCH,,0.25,1.279616892337799,1.7791086435317993,1.1466091871261597,0.9131328463554382
0,6,time_shuffle,WRONG_MEAN,,0.25,1.3792029817899067,1.8141489028930664,1.2678415775299072,1.0556184649467468
0,11,time_shuffle,WRONG_DONOR,1,0.25,1.086234410603841,1.1407010555267334,1.183741569519043,0.9342606067657471
0,11,time_shuffle,WRONG_DONOR,6,0.25,1.0424549380938213,1.1304967403411865,1.1808860301971436,0.8159820437431335
0,11,time_shuffle,POP,,0.25,1.0326974590619404,1.0891129970550537,1.1068638563156128,0.902115523815155
0,11,time_shuffle,MATCH,,0.25,1.07258939743042,1.0607134103775024,1.1263211965560913,1.030733585357666
0,11,time_shuffle,WRONG_MEAN,,0.25,1.0643446743488312,1.13559889793396,1.1823137998580933,0.8751213252544403
0,1,wrong_condition,WRONG_DONOR,6,0.25,4.867663125197093,12.332417488098145,0.8835318684577942,1.3870400190353394
0,1,wrong_condition,WRONG_DONOR,11,0.25,5.1990532875061035,13.253697395324707,0.936327338218689,1.4071351289749146
0,1,wrong_condition,POP,,0.25,5.077986101309459,12.832115173339844,0.9578370451927185,1.444006085395813
0,1,wrong_condition,MATCH,,0.25,4.524170955022176,11.338481903076172,0.9479995965957642,1.2860313653945923
0,1,wrong_condition,WRONG_MEAN,,0.25,5.033358206351599,12.793057441711426,0.9099296033382416,1.397087574005127
0,6,wrong_condition,WRONG_DONOR,1,0.25,2.9465200901031494,6.7837395668029785,1.0315974950790405,1.0242232084274292
0,6,wrong_condition,WRONG_DONOR,11,0.25,3.2459792693456015,7.709094047546387,1.0398136377334595,0.989030122756958
0,6,wrong_condition,POP,,0.25,2.9593000411987305,6.855326175689697,1.0134282112121582,1.009145736694336
0,6,wrong_condition,MATCH,,0.25,2.7058270374933877,6.326085567474365,0.8938011527061462,0.8975943922996521
0,6,wrong_condition,WRONG_MEAN,,0.25,3.0962496797243757,7.246416807174683,1.03570556640625,1.0066266655921936
0,11,wrong_condition,WRONG_DONOR,1,0.25,2.4805222352345786,5.057223796844482,1.119771122932434,1.2645717859268188
0,11,wrong_condition,WRONG_DONOR,6,0.25,2.4401522080103555,5.06919002532959,1.0683881044387817,1.1828784942626953
0,11,wrong_condition,POP,,0.25,2.91928497950236,6.4247565269470215,1.101979374885559,1.2311190366744995
0,11,wrong_condition,MATCH,,0.25,2.703406890233358,5.895542621612549,1.0850493907928467,1.1296286582946777
0,11,wrong_condition,WRONG_MEAN,,0.25,2.460337221622467,5.063206911087036,1.094079613685608,1.223725140094757
0,1,gain_normalized,WRONG_DONOR,6,0.25,8.237273832162222,22.44124984741211,0.8835318684577942,1.3870397806167603
0,1,gain_normalized,WRONG_DONOR,11,0.25,8.821369210879007,24.12064552307129,0.936327338218689,1.407134771347046
0,1,gain_normalized,POP,,0.25,8.584497710069021,23.35165023803711,0.9578370451927185,1.4440058469772339
0,1,gain_normalized,MATCH,,0.25,7.61931832631429,20.623924255371094,0.9479995965957642,1.2860311269760132
0,1,gain_normalized,WRONG_MEAN,,0.25,8.529321521520615,23.2809476852417,0.9099296033382416,1.397087275981903
0,6,gain_normalized,WRONG_DONOR,1,0.25,4.775766372680664,12.271478652954102,1.0315974950790405,1.02422297000885
0,6,gain_normalized,WRONG_DONOR,11,0.25,5.3329205711682635,13.969918251037598,1.0398136377334595,0.9890298247337341
0,6,gain_normalized,POP,,0.25,4.80972421169281,12.406599044799805,1.0134280920028687,1.0091454982757568
0,6,gain_normalized,MATCH,,0.25,4.411554714043935,11.443268775939941,0.8938010931015015,0.8975942730903625
0,6,gain_normalized,WRONG_MEAN,,0.25,5.054343471924463,13.12069845199585,1.03570556640625,1.0066263973712921
0,11,gain_normalized,WRONG_DONOR,1,0.25,3.8377347389856973,9.128861427307129,1.1197710037231445,1.2645717859268188
0,11,gain_normalized,WRONG_DONOR,6,0.25,3.797536253929138,9.141342163085938,1.0683881044387817,1.1828784942626953
0,11,gain_normalized,POP,,0.25,4.660617510477702,11.648754119873047,1.101979374885559,1.2311190366744995
0,11,gain_normalized,MATCH,,0.25,4.300342281659444,10.686348915100098,1.0850493907928467,1.1296285390853882
0,11,gain_normalized,WRONG_MEAN,,0.25,3.8176354964574175,9.135101795196533,1.0940795540809631,1.223725140094757
