recording_key,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study02/study02_p03,0.018940104423866917,0.7923632462819418,0.09948660433292389,0.1871493839153814
study03/study03_p22,0.03578060462071638,0.654269148906072,0.10770478844642639,0.22237966218246505
study04/study04_p03,0.05334667920496294,0.6919329365094503,0.09420597304900487,0.27681932365072487
study04/study04_p30,0.022538557831869754,0.6636982361475626,0.13401952385902405,0.38278127146461277
