attenuation_preservation_curve_AUC,deployment_match_minus_POP_eog_reduction,deployment_match_minus_three_wrong_eog_reduction,equal_attenuation_comparable_units,equal_attenuation_preservation_minus_POP,historical_frozen_baseline,klados_diff_minus_det_RRMSE_utility,mechanism_g1_match_minus_POP_eog_reduction,mechanism_g1_match_minus_three_wrong_eog_reduction,ranking_score,route,sge_match_minus_POP_eog_reduction,sge_match_minus_POP_preservation,sge_match_minus_three_wrong_eog_reduction
0.09693252242905623,-0.07477947422452347,-0.007628541672721256,58,0.0,,1.1852700007951835,-0.12200022642659578,-0.012786393833856657,1.0766726827163349,R2_FIR_residual,,-0.10982957688765982,
nan,,,,,True,0.05922415527486716,,,0.05694044319803095,R0_projector,-0.0051455060477958985,nan,0.0028617939709596973
0.10087494745734252,-0.07484087264876552,-0.013148701713228933,58,0.0,,0.02318236934115503,-0.11078683137376277,-0.00950592897611549,-0.08095879801478133,R3_state_gated_residual,,-0.03574464871244909,
0.13368079316596154,-0.11770389854847033,-0.002338063487994091,58,0.0,,0.05021887710092843,-0.15491076820604133,0.01141523924473875,-0.08154986839795506,R1_full_C_residual,,-0.05577948507655772,
