conditioning,effect,estimand,exact_cell,route,training_seed,unit_id
structured,-0.2599110099846881,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p41
structured,-0.28379171262451064,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p41
structured,-0.1990250661644069,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p43
structured,-0.20345195299146113,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p43
structured,-0.1769815137119209,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p43
structured,-0.30605032658509385,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p44
structured,-0.3028335897397954,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p44
structured,-0.29700393017668747,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p44
structured,-0.20619671275221707,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p45
structured,-0.15971750193943485,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p45
structured,-0.16652068288374478,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p45
structured,-0.2999846347040327,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p46
structured,-0.2688119257953724,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p46
structured,-0.25357559511754396,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p46
structured,-0.1510187827522532,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p47
structured,-0.17013598272302266,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p47
structured,-0.13280188733881565,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p47
structured,-0.18815126531163434,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p48
structured,-0.19038510241031054,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p48
structured,-0.19657049381267006,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p48
structured,-0.17338592738594527,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p49
structured,-0.15461000221152776,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p49
structured,-0.1524093631199735,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p49
structured,-0.03075958875768503,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p50
structured,-0.03264500149193533,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p50
structured,-0.02392837781861845,mechanism_g1_match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p50
structured,0.000638102211793723,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p01
structured,0.0406503547578285,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p01
structured,0.01286949911863087,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p01
structured,0.060063487321998954,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p02
structured,0.0013603207853802683,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p02
structured,0.001392831078427692,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p02
structured,0.05937380026553336,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p03
structured,0.03182862403888301,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p03
structured,0.07449214042687256,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p03
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p04
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p04
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p04
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p05
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p05
structured,0.0,match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p05
structured,-0.05003963111482098,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p02
structured,-0.04384745820056937,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p02
structured,-0.06477319151582646,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p02
structured,-0.08562057787682065,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p03
structured,-0.06832916758960901,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p03
structured,-0.07339676432218517,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p03
structured,-0.1046051216507412,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p06
structured,-0.12033572046612735,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p06
structured,-0.13553598043405587,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p06
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p07
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p07
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p07
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p08
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p08
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p08
structured,-0.0402854205385468,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p09
structured,-0.030922705970671666,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p09
structured,-0.03830371829401902,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p09
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p10
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p10
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p10
structured,-0.015210614811182707,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p11
structured,-0.0232497595547075,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p11
structured,-0.04155521556492454,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p11
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p12
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p12
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p12
structured,-0.1165057637298077,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p13
structured,-0.14872887570222523,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p13
structured,-0.16855957930339524,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p13
structured,0.0240989261391553,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p14
structured,0.03661486279048953,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p14
structured,0.03324566965993655,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p14
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p15
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p15
structured,0.0,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p15
structured,-0.09819442970943054,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p16
structured,-0.10142407536492283,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p16
structured,-0.11852676752595492,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p16
structured,0.14025695486550208,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p17
structured,0.14509745402054056,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p17
structured,0.1454062711259558,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p17
structured,0.051509290782931434,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p18
structured,0.0516947974956937,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p18
structured,0.0679181439141416,match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p18
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p03
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p03
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p03
structured,-0.035632320472300916,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p19
structured,0.008543799013338663,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p19
structured,0.04445014596668669,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p19
structured,0.01724280556681257,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p20
structured,0.05732192739841933,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p20
structured,0.06185004938055272,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p20
structured,0.04655339492066596,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p21
structured,0.06427429930537383,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p21
structured,0.04883592041745157,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p21
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p22
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p22
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p22
structured,0.014083962703286471,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p23
structured,0.020862588966516677,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p23
structured,0.016162252334324306,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p23
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p24
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p24
structured,0.0,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p24
structured,0.003040932065611679,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p25
structured,0.036808925361713984,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p25
structured,0.015938055658320183,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p25
structured,-0.09681831795264649,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p26
structured,-0.09914102938976772,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p26
structured,-0.10339198713089698,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p26
structured,0.06687509517706977,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p27
structured,0.07619664759896579,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p27
structured,0.06299227095012759,match_vs_three_wrong,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p27
structured,-0.0018182519749232091,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p03
structured,0.003762818409194494,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p03
structured,-0.005606812451447359,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p03
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p08
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p08
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p08
structured,-0.005344554229747518,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p24
structured,-0.004869542841477827,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p24
structured,-0.0073453445280161804,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p24
structured,-0.01967456447940803,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p28
structured,-0.010429964661533786,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p28
structured,-0.007730862814250478,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p28
structured,0.034002074713022246,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p29
structured,0.01865872075547666,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p29
structured,0.01719363480224878,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p29
structured,0.008315436101911322,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p30
structured,0.011320334817668235,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p30
structured,0.014935631374937391,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p30
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p31
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p31
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p31
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p32
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p32
structured,0.0,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p32
structured,-0.0683550329225368,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p33
structured,-0.06989293273912163,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p33
structured,-0.07122955981212076,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p33
structured,0.006548350640512309,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p34
structured,-0.009733140148546204,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p34
structured,0.015850353231386966,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p34
structured,-0.06569033382279216,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p35
structured,-0.062132522155716685,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p35
structured,-0.05259653912917565,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p35
structured,-0.04027870161366914,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p36
structured,-0.017071855043211615,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p36
structured,-0.04570008862587721,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p36
structured,-0.0969525281057696,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p37
structured,-0.1166913013644456,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p37
structured,-0.08999485423789917,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p37
structured,0.015330923781189868,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p38
structured,-0.009659913300402112,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p38
structured,0.01112809985828661,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p38
structured,0.001061864944797486,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p39
structured,-0.006657790595574771,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p39
structured,0.014896535975234456,match_vs_three_wrong,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p39
structured,0.11187034564428443,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p06
structured,0.131863323314333,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p06
structured,0.13918887513265607,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p06
structured,-0.15598939973081136,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p10
structured,-0.12933915077001426,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p10
structured,-0.14543072193393633,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p10
structured,0.09172459659364283,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p24
structured,0.0877582756616213,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p24
structured,0.060804644714070134,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p24
structured,-0.05134904885557324,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p40
structured,-0.08508577243729758,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p40
structured,-0.09549912177816888,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p40
structured,-0.059215440917383615,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p41
structured,-0.050469041605697484,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p41
structured,-0.07448146157642599,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p41
structured,-0.0021543377599792892,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p43
structured,-0.024974550188064232,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p43
structured,0.022539025203382673,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p43
structured,-0.04757965421405066,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p44
structured,-0.03326120509393219,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p44
structured,-0.03606426082819786,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p44
structured,-0.01482661869155603,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p45
structured,0.004140884640436974,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p45
structured,0.006506107006535052,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p45
structured,-0.09686380742629495,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p46
structured,-0.07023153816076594,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p46
structured,-0.07025914779540841,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p46
structured,0.03594450912300894,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p47
structured,0.021494659770065982,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p47
structured,0.04512604893392421,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p47
structured,-0.045443408865441494,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p48
structured,-0.049042074329972395,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p48
structured,-0.05175240335456773,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p48
structured,0.05077938164700816,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p49
structured,0.06259812103546553,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p49
structured,0.06244954655457052,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p49
structured,0.13264960615715704,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p50
structured,0.13856628707178764,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p50
structured,0.15207124898734917,match_vs_three_wrong,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p50
structured,0.000638102211793723,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p01
structured,0.0406503547578285,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p01
structured,0.01286949911863087,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p01
structured,0.09118661861043913,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p02
structured,0.013916409277366251,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p02
structured,0.010107483735742004,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p02
structured,0.06586678171883718,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p03
structured,0.02083682535475903,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p03
structured,0.07359106102530187,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p03
structured,-0.004420643677423897,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p04
structured,0.0019789885206162685,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p04
structured,0.05569921438023051,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p04
structured,-0.06290574007143375,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p05
structured,-0.06433589868639328,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p05
structured,-0.07582011055969079,mechanism_g1_match_vs_three_wrong,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p05
structured,-0.0824587030401117,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p02
structured,-0.08775284854170924,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p02
structured,-0.09824497026882588,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p02
structured,-0.09879360022777332,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p03
structured,-0.07713177745479112,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p03
structured,-0.07705880521783642,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p03
structured,-0.13909207555673622,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p06
structured,-0.18668501925746886,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p06
structured,-0.16639741158768404,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p06
structured,-0.1395841231760979,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p07
structured,-0.11874161290011709,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p07
structured,-0.14049463069139626,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p07
structured,-0.26569496468252607,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p08
structured,-0.24663274771510427,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p08
structured,-0.2520501613495852,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p08
structured,-0.046597642881581636,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p09
structured,-0.03584726133238486,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p09
structured,-0.04247613264893857,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p09
structured,-0.06910362110303403,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p10
structured,-0.07376864047683517,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p10
structured,-0.07683377794493108,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p10
structured,-0.01866471794801236,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p11
structured,-0.027909925511434525,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p11
structured,-0.04729272552608982,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p11
structured,0.009027380461082757,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p12
structured,0.012154845408323234,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p12
structured,0.005491691264632272,mechanism_g1_match_vs_three_wrong,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p12
