FIR_support_error,alpha_0.25_error,alpha_0.5_error,alpha_0.75_error,alpha_0_error,alpha_1_error,bootstrap_C_variability,later_query_matching_prediction_error,later_query_mean_three_wrong_prediction_error,later_query_population_prediction_error,layout_id,matching_full_C_error,population_error,query_EOG_role,recording_key,selected_alpha,shrunken_error,state_specific_error,study,support_to_later_query_C_distance,wrong_1_error,wrong_1_key,wrong_1_operator_distance,wrong_1_role,wrong_1_severity,wrong_1_stability,wrong_2_error,wrong_2_key,wrong_2_operator_distance,wrong_2_role,wrong_2_severity,wrong_2_stability,wrong_3_error,wrong_3_key,wrong_3_operator_distance,wrong_3_role,wrong_3_severity,wrong_3_stability
0.9012039385046666,0.9576296617072457,0.930531900754681,0.9145776563458754,0.9949453912484867,0.9103699429714005,0.358778080524241,0.8783459117669553,1.2102453013783243,1.721984514209401,layout_01,0.9103699429714005,0.9949453912484867,post_output_freeze_offline_data_suitability_scorer_only,study01/study01_p01,1.0,0.9103699429714005,0.8647969195551933,study01,1.0927016876058533,0.8856807697906305,study01/study01_p03,1.145910122541634,training_seen,1.7152133622506274,1.890180410970962,0.9825760631331716,study01/study01_p05,2.73526338695215,training_seen,1.4776890531483793,22.287278098553962,0.8916090666592817,study01/study01_p04,1.1039427359240024,training_seen,1.6257248973969516,7.209304330491954
0.7414875208950663,0.8162965161557305,0.80602301922056,0.8104388965525298,0.8402592967379532,0.828981809077278,0.675340230174777,0.84301079530292,0.9505376450793355,0.9043836422836216,layout_01,0.828981809077278,0.8402592967379532,post_output_freeze_offline_data_suitability_scorer_only,study01/study01_p02,0.5,0.80602301922056,0.7896852851428267,study01,1.0201592761423248,0.9567542269051236,study01/study01_p04,4.678426762192258,training_seen,1.6257248973969516,7.339855948735702,0.9639183199775453,study01/study01_p01,5.168832359357009,training_seen,1.717317340057537,0.7352753337035226,0.9414154393585956,study01/study01_p05,3.090831528348584,training_seen,1.4776890531483793,22.80634384459432
0.8941622390835913,1.1574224302380043,1.0592457659834769,1.0070156981311649,1.2912308010392237,1.0078385218100812,0.3958178800067482,1.5175195200922027,4.5043098885446895,7.098758522033622,layout_01,1.0078385218100812,1.2912308010392237,post_output_freeze_offline_data_suitability_scorer_only,study01/study01_p03,0.75,1.0070156981311649,0.8665300002571592,study01,0.7829412935970229,0.9777413045426594,study01/study01_p04,1.5281616090428485,training_seen,1.6257248973969516,6.803108852810946,1.2558046450418858,study01/study01_p05,3.3100265118569294,training_seen,1.4776890531483793,21.03023863949722,0.9490493339220244,study01/study01_p01,1.0752361881723829,training_seen,1.717317340057537,0.6869290272301809
0.812816542700084,1.004187351238629,1.1167730709259436,1.2554587443132088,0.9352684172175161,1.4094596620735955,0.28946650166181465,0.8758107198129494,0.994973834032901,1.259501694168308,layout_01,1.4094596620735955,0.9352684172175161,post_output_freeze_offline_data_suitability_scorer_only,study01/study01_p04,0.0,0.9352684172175161,0.8195272498667368,study01,1.2887202497220451,0.8502444277312997,study01/study01_p03,1.6188445480130904,training_seen,1.7152133622506274,1.8734783334982543,0.9874721569821089,study01/study01_p05,2.3504180900844056,training_seen,1.4776890531483793,22.25032495869308,0.8104963565695242,study01/study01_p01,1.103282772120181,training_seen,1.717317340057537,0.716877159984905
0.863929799069963,1.0554197935681804,1.3802986059955287,1.7462242685247458,0.8896262670832281,2.125870133671514,1.1780174395153669,0.7140189947494018,0.8205655556067285,0.7189658691806655,layout_01,2.125870133671514,0.8896262670832281,post_output_freeze_offline_data_suitability_scorer_only,study01/study01_p05,0.0,0.8896262670832281,0.8656982404937303,study01,0.4617458384904807,0.8679827745054797,study01/study01_p01,2.7611549122574197,training_seen,1.717317340057537,0.7667377071774621,0.88205833385008,study01/study01_p02,2.9213286706450896,training_seen,1.3383693747927004,3.3992610968021135,0.8503510228654523,study01/study01_p04,2.3964300778296996,training_seen,1.6257248973969516,7.652145972074981
0.8013254894225563,1.0027706903569351,1.1057212189756322,1.2326674388681265,0.9348215167405707,1.375788043374207,0.8454530569546852,0.7251517573573143,1.7551615423028133,0.910775949343834,layout_03,1.375788043374207,0.9348215167405707,post_output_freeze_offline_data_suitability_scorer_only,study03/study03_p03,0.0,0.9348215167405707,0.7803444401436466,study03,0.6548986526842375,1.6822966390958478,study03/study03_p19,15.127920798988766,heldout_unseen,1.160124047612289,17.127933510643388,0.8802602700853474,study03/study03_p24,4.276734576624772,training_seen,1.796270711591888,2.708808819471715,0.9013221428724882,study03/study03_p23,4.807550288415739,training_seen,1.5364501142540286,3.450882406033011
0.5770264263711593,0.7053680364890093,0.6680255302271751,0.6516022565978781,0.7604426284709799,0.6578049552375129,2.698520729232835,0.8201767532256844,0.913328313022403,0.8994951712150641,layout_03,0.6578049552375129,0.7604426284709799,post_output_freeze_offline_data_suitability_scorer_only,study03/study03_p19,0.75,0.6516022565978781,0.6505022977159435,study03,3.761307549810647,0.9824883306759653,study03/study03_p03,15.127920798988766,heldout_unseen,1.2658568241276904,12.990669155309053,0.681439946183212,study03/study03_p27,11.596363301081853,training_seen,1.8166248584212892,2.3850244967706264,0.696606273504864,study03/study03_p24,12.418131851517735,training_seen,1.796270711591888,2.708808819471715
0.5700630550896375,0.6295069383251375,0.6051822504864182,0.5934625049884148,0.6648470029600202,0.5953000844936398,0.38511170965680874,0.4920048434289998,0.607077569601536,0.6101388555824162,layout_03,0.5953000844936398,0.6648470029600202,post_output_freeze_offline_data_suitability_scorer_only,study03/study03_p20,0.75,0.5934625049884148,0.746944275117909,study03,1.0610510711561831,0.5716042715124886,study03/study03_p21,2.284516259308837,heldout_unseen,1.6038577799865523,6.744281360886854,0.606740447195061,study03/study03_p26,2.761331518419286,training_seen,1.7477270875199573,0.6221798819248349,0.7482226025014481,study03/study03_p23,4.713220677293602,training_seen,1.5364501142540286,3.487014010189718
0.5623433475977363,0.6467825582021878,0.7482737583246567,0.9350002297509026,0.6705685227613094,1.1667142697788582,0.6052547385417424,0.6962397737392602,0.7518631477172059,0.7342520006848303,layout_03,1.1667142697788582,0.6705685227613094,post_output_freeze_offline_data_suitability_scorer_only,study03/study03_p21,0.25,0.6467825582021878,0.636001429418466,study03,0.4998707570587795,0.7668231284689963,study03/study03_p20,2.284516259308837,heldout_unseen,1.7314976642420676,1.6628018736291599,0.7621225816559286,study03/study03_p26,2.11430830717303,training_seen,1.7477270875199573,0.6221798819248349,0.7494662399422293,study03/study03_p23,3.2322659742355238,training_seen,1.5364501142540286,3.487014010189718
0.6701514878048157,0.7141416024882007,0.737344072434033,0.7744280979171647,0.7061853337783972,0.8235247302678532,0.7999078428580744,0.6078848647982632,0.7111718414709965,0.629587852597349,layout_03,0.8235247302678532,0.7061853337783972,post_output_freeze_offline_data_suitability_scorer_only,study03/study03_p22,0.0,0.7061853337783972,0.6835454543096708,study03,0.25654514804562845,0.776361182762213,study03/study03_p23,2.7805666388260253,heldout_unseen,1.5364501142540286,3.3819115844009073,0.7581191601452704,study03/study03_p24,1.48203895138931,training_seen,1.796270711591888,2.690349373706133,0.7721953756664566,study03/study03_p20,2.851038141304637,training_seen,1.7314976642420676,1.598751940419945
