artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,clean_waveform_metric,condition_erp_observation_relative_preservation,condition_erp_proxy_status,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,fallback_used,gamma,heldout_eog_prediction_remaining_ratio,matching_projector_attenuation_db,method,method_id,nonartifact_observation_preservation,observation_change_ratio,operator_source,output_input_RMS_ratio,outputs_frozen_before_scoring,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,selected_alpha,statistical_unit,status,study,training_seed,unit_id,uses_query_external_eog
1.0,,0.8946235247957239,0.7577200653676753,,,,klados,0.0,,,,19ch_native_linked_mastoid_256hz,,,,,RAW,,,0.0,,1.0,,,,,,0.75,source_record,success,,20260811.0,sim37,
0.343749977519711,,0.3075268165371347,0.9531628389408477,,,,klados,9.275146431266526,,,,19ch_native_linked_mastoid_256hz,,,,,POP,,,0.6924649629471004,,0.7363319910085877,,,,,,0.75,source_record,success,,20260811.0,sim37,
10.861513528903492,,9.716965517844082,0.06506299657737814,,,,klados,-20.717806949717662,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|DET-MATCH|deployment,,,7.043713022443494,,7.105425897163869,,,,,,0.75,source_record,success,,20260811.0,sim37,
0.343749977519711,,0.3075268165371347,0.9531628389408477,,,,klados,9.275146431266526,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|DET-POP,,,0.6924649629471004,,0.7363319910085877,,,,,,0.75,source_record,success,,20260811.0,sim37,
0.343749977519711,,0.3075268165371347,0.9531628389408477,,,,klados,9.275146431266526,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|DIFF-POP,,,0.6924649629471004,,0.7363319910085877,,,,,,0.75,source_record,success,,20260811.0,sim37,
0.343749977519711,,0.3075268165371347,0.9531628389408477,,,,klados,9.275146431266526,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|NO-SUPPORT,,,0.6924649629471004,,0.7363319910085877,,,,,,0.75,source_record,success,,20260811.0,sim37,
0.35770468768711783,,0.32001102853460295,0.9507970617764878,,,,klados,8.92950736848784,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|RHO-ONLY-POP-BASIS,,,0.5193487224738342,,0.7528153175152253,,,,,,0.75,source_record,success,,20260811.0,sim37,
6.420391832080914,,5.743833571385903,0.1300841981482746,,,,klados,-16.15123067140128,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|CONSTANT-RHO-0.5,,,4.173877072911177,,4.22589274682658,,,,,,0.75,source_record,success,,20260811.0,sim37,
9.61155656600979,,8.598724613857161,0.07516155809702739,,,,klados,-19.655874523999344,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|DIFF-MATCH-K8|deployment,,,6.2414012284887175,,6.291194663119111,,,,,,0.75,source_record,success,,20260811.0,sim37,
9.677244658557822,,8.65749072674959,0.07080705326574008,,,,klados,-19.715034419055545,,,,19ch_native_linked_mastoid_256hz,,,,,R2_FIR_residual|DIFF-MATCH-K1|deployment,,,6.274925456725362,,6.331262241621024,,,,,,0.75,source_record,success,,20260811.0,sim37,
