FIR_population_residual_norm,calibration_samples,calibration_seconds,dataset,effective_rank,full_C_cosine_distance,full_C_frobenius_distance,layout_id,projector_frobenius_distance,projector_principal_angle_deg,recording_key,rho_legacy,sampling_rate_hz,selected_alpha,singular_1,singular_2,split_half_projector_distance,state_active_quiet_C_distance,study,transfer_column_scale_mean,unified_fold,within_subject_half_distance
3.557099697661135,7680,30.0,sgeyesub,2,0.23999263482874333,6.780237342218053,layout_05,0.6417754292488098,26.726460018562204,study05/study05_p44,nan,256.0,1.0,9.752476172233223,0.557052497129855,0.7618035078048706,0.9670350259030674,study05,5.187036406479402,22,0.4342392460254939
5.436614059104882,7680,30.0,sgeyesub,2,0.16021960304130212,6.901510797310805,layout_05,0.5864880084991455,24.31919393046447,study05/study05_p45,nan,256.0,1.0,10.522770808091629,1.0033590039484797,0.44685834646224976,1.5323695105175286,study05,6.201163619639067,22,2.3034823148960357
4.464196572887707,7680,30.0,sgeyesub,2,0.18974556746275084,5.482441112956942,layout_05,0.29908105731010437,11.895882515490579,study05/study05_p46,nan,256.0,1.0,8.68256310086172,0.6087610542425943,0.6126214861869812,0.408414066563998,study05,4.897219727757828,22,0.6843957502720122
9.272639543606688,7680,30.0,sgeyesub,2,0.1051948098882759,3.2505960373868685,layout_05,0.3630833923816681,14.287864726211494,study05/study05_p47,nan,256.0,1.0,6.866899790499842,1.2641761898735349,1.0133498907089233,2.9359057069726067,study05,4.489374014031729,23,4.7971319307876295
6.556428486070432,7680,30.0,sgeyesub,2,0.1163018967625652,4.89357083415579,layout_05,0.5688628554344177,23.28380969877366,study05/study05_p48,nan,256.0,1.0,8.731776243137707,1.812300798561598,0.7881022095680237,2.320127918839922,study05,5.685889862026627,23,1.2728940008142047
4.187395017904486,7680,30.0,sgeyesub,2,0.10520405881497452,2.483949950440833,layout_05,0.3663461208343506,14.789851107085031,study05/study05_p49,nan,256.0,1.0,5.3418463310054936,1.2541456275390783,0.43248751759529114,0.6497307981250872,study05,3.476841234108868,24,0.9946489257955862
7.458056518714092,7680,30.0,sgeyesub,2,0.1896118256250453,7.674925719143477,layout_05,0.31766998767852783,12.103820256157478,study05/study05_p50,nan,256.0,1.0,11.296931537098173,0.7933276075444861,0.5339138507843018,3.0766620181308926,study05,6.525778121863131,24,0.6526338447507437
45.95826492605183,2560,10.0,klados,2,,1.9422612412010365,19ch_native_linked_mastoid_256hz,0.6554067730903625,27.367372959668195,sim37,,256.0,0.75,4.454109467160097,0.5606480620840019,1.0968161821365356,1.1537018650934847,klados_v4_source_records,,,1.322809021016069
44.883006077328695,2560,10.0,klados,2,,2.3049044459244685,19ch_native_linked_mastoid_256hz,0.12828168272972107,4.339717200970253,sim38,,256.0,1.0,5.4554503379463535,2.5511268572680623,0.27053937315940857,2.800954458663672,klados_v4_source_records,,,0.6884203191249239
34.43780730826394,2560,10.0,klados,2,,2.037358254304264,19ch_native_linked_mastoid_256hz,0.6545296311378479,27.265799747216835,sim39,,256.0,1.0,5.10106635642811,1.6264161799241528,0.7971624135971069,1.4106472383806579,klados_v4_source_records,,,1.5116430379920212
30.631996692088777,2560,10.0,klados,2,,1.6268016152948657,19ch_native_linked_mastoid_256hz,0.2710379660129547,10.65089475305286,sim40,,256.0,0.75,4.858284759790395,2.030121007006137,0.6679967641830444,1.3195175840609827,klados_v4_source_records,,,1.4466450947514118
69.85417901779424,2560,10.0,klados,2,,5.97128583944969,19ch_native_linked_mastoid_256hz,1.2602225542068481,62.77710268314038,sim41,,256.0,0.0,8.102533800192358,2.0731104802492015,1.3365449905395508,7.769802404805706,klados_v4_source_records,,,19.71991924463763
