fold,metric,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
3,cosine,physiological,4,1,0.05701819062232971,0.79,0.65,0.3
3,cosine,physiological,4,2,0.18242934346199036,0.89,0.9,0.65
3,cosine,physiological,9,1,0.04400021210312843,0.6745152354570637,0.3684210526315789,0.15789473684210525
3,cosine,physiological,9,2,0.07544666528701782,0.7132963988919667,0.7368421052631579,0.3157894736842105
3,cosine,physiological,14,1,0.05621042847633362,0.7506925207756232,0.631578947368421,0.3684210526315789
3,cosine,physiological,14,2,0.05568990483880043,0.7008310249307479,0.631578947368421,0.2631578947368421
3,cosine,phase_locked_erp,4,1,0.4120684564113617,1.0,1.0,1.0
3,cosine,phase_locked_erp,4,2,0.3439874053001404,1.0,1.0,1.0
3,cosine,phase_locked_erp,9,1,0.4113799035549164,1.0,1.0,1.0
3,cosine,phase_locked_erp,9,2,0.20076417922973633,1.0,1.0,1.0
3,cosine,phase_locked_erp,14,1,0.416236013174057,1.0,1.0,1.0
3,cosine,phase_locked_erp,14,2,0.17573080956935883,1.0,1.0,1.0
3,cosine,induced_residual,4,1,-0.0002533653168939054,0.4600000000000001,0.15,0.05
3,cosine,induced_residual,4,2,0.00040743843419477344,0.54875,0.4,0.15
3,cosine,induced_residual,9,1,-0.00018052653467748314,0.4584487534626039,0.3684210526315789,0.3157894736842105
3,cosine,induced_residual,9,2,0.00021850336634088308,0.5193905817174514,0.10526315789473684,0.0
3,cosine,induced_residual,14,1,-0.0006436154944822192,0.4626038781163435,0.3157894736842105,0.0
3,cosine,induced_residual,14,2,4.957430064678192e-05,0.48614958448753465,0.3157894736842105,0.10526315789473684
3,cosine,artifact_acquisition_only,4,1,0.00757987517863512,0.6025,0.45,0.1
3,cosine,artifact_acquisition_only,4,2,0.017639003694057465,0.7525,0.6,0.15
3,cosine,artifact_acquisition_only,9,1,0.04130588099360466,0.8088642659279779,0.631578947368421,0.3157894736842105
3,cosine,artifact_acquisition_only,9,2,0.05292864888906479,0.8656509695290859,0.7368421052631579,0.5263157894736842
3,cosine,artifact_acquisition_only,14,1,0.039489004760980606,0.8448753462603878,0.7368421052631579,0.3157894736842105
3,cosine,artifact_acquisition_only,14,2,0.04309394955635071,0.8393351800554016,0.6842105263157895,0.21052631578947367
3,cosine,amplitude_only,4,1,0.08868150413036346,0.7512500000000001,0.6,0.4
3,cosine,amplitude_only,4,2,0.11552789062261581,0.72,0.7,0.0
3,cosine,amplitude_only,9,1,0.08645642548799515,0.7049861495844876,0.47368421052631576,0.3684210526315789
3,cosine,amplitude_only,9,2,0.05189177393913269,0.5443213296398892,0.3684210526315789,0.3684210526315789
3,cosine,amplitude_only,14,1,0.0731697753071785,0.670360110803324,0.47368421052631576,0.0
3,cosine,amplitude_only,14,2,0.0022395264822989702,0.5235457063711911,0.21052631578947367,0.0
3,cosine,topography_only,4,1,0.08868150413036346,0.7512500000000001,0.6,0.4
3,cosine,topography_only,4,2,0.11552789062261581,0.72,0.7,0.0
3,cosine,topography_only,9,1,0.08645642548799515,0.7049861495844876,0.47368421052631576,0.3684210526315789
3,cosine,topography_only,9,2,0.05189177393913269,0.5443213296398892,0.3684210526315789,0.3684210526315789
3,cosine,topography_only,14,1,0.0731697678565979,0.670360110803324,0.47368421052631576,0.0
3,cosine,topography_only,14,2,0.0022395190317183733,0.5235457063711911,0.21052631578947367,0.0
3,cosine,latency_morphology_only,4,1,0.05701819062232971,0.79,0.65,0.3
3,cosine,latency_morphology_only,4,2,0.18242934346199036,0.89,0.9,0.65
3,cosine,latency_morphology_only,9,1,0.044000208377838135,0.6745152354570637,0.3684210526315789,0.15789473684210525
3,cosine,latency_morphology_only,9,2,0.07544666528701782,0.7132963988919667,0.7368421052631579,0.3157894736842105
3,cosine,latency_morphology_only,14,1,0.056210435926914215,0.7506925207756232,0.631578947368421,0.3684210526315789
3,cosine,latency_morphology_only,14,2,0.05568991228938103,0.7008310249307479,0.631578947368421,0.2631578947368421
3,cosine,band_0.5_4,4,1,0.01106165535748005,0.5687500000000001,0.4,0.25
3,cosine,band_0.5_4,4,2,0.17934578657150269,0.7762499999999999,0.95,0.55
3,cosine,band_0.5_4,9,1,0.005519050173461437,0.5401662049861495,0.2631578947368421,0.05263157894736842
3,cosine,band_0.5_4,9,2,0.09929109364748001,0.7049861495844876,0.47368421052631576,0.15789473684210525
3,cosine,band_0.5_4,14,1,0.028628509491682053,0.6980609418282548,0.5263157894736842,0.05263157894736842
3,cosine,band_0.5_4,14,2,0.12420766055583954,0.8864265927977839,1.0,0.5263157894736842
3,cosine,band_4_8,4,1,0.03418495133519173,0.6825,0.65,0.2
3,cosine,band_4_8,4,2,0.30815693736076355,0.9974999999999999,1.0,1.0
3,cosine,band_4_8,9,1,0.03118913806974888,0.7049861495844876,0.47368421052631576,0.21052631578947367
3,cosine,band_4_8,9,2,0.26396647095680237,0.8988919667590027,0.8947368421052632,0.7368421052631579
3,cosine,band_4_8,14,1,0.011227128095924854,0.5512465373961218,0.42105263157894735,0.10526315789473684
3,cosine,band_4_8,14,2,0.12576079368591309,0.7271468144044322,0.5263157894736842,0.0
3,cosine,band_8_13,4,1,0.14547443389892578,0.8712500000000001,0.85,0.8
3,cosine,band_8_13,4,2,0.22520820796489716,0.87625,0.8,0.65
3,cosine,band_8_13,9,1,0.12943392992019653,0.9044321329639889,0.9473684210526315,0.5789473684210527
3,cosine,band_8_13,9,2,0.09297579526901245,0.7991689750692521,0.6842105263157895,0.05263157894736842
3,cosine,band_8_13,14,1,0.03625330701470375,0.6592797783933518,0.47368421052631576,0.0
3,cosine,band_8_13,14,2,0.09650836139917374,0.7590027700831025,0.7368421052631579,0.0
3,cosine,band_13_30,4,1,0.0037386007606983185,0.5587500000000001,0.3,0.0
3,cosine,band_13_30,4,2,0.04820113629102707,0.7450000000000001,0.75,0.45
3,cosine,band_13_30,9,1,0.015080075711011887,0.6606648199445984,0.5263157894736842,0.2631578947368421
3,cosine,band_13_30,9,2,0.016307780519127846,0.5734072022160664,0.42105263157894735,0.21052631578947367
3,cosine,band_13_30,14,1,0.016957350075244904,0.6371191135734071,0.3157894736842105,0.10526315789473684
3,cosine,band_13_30,14,2,0.03465111553668976,0.7326869806094184,0.5263157894736842,0.05263157894736842
3,cosine,band_30_45,4,1,0.012304509058594704,0.6175,0.35,0.15
3,cosine,band_30_45,4,2,0.013794220983982086,0.64375,0.55,0.1
3,cosine,band_30_45,9,1,0.002318864455446601,0.53601108033241,0.3157894736842105,0.05263157894736842
3,cosine,band_30_45,9,2,0.017258454114198685,0.649584487534626,0.47368421052631576,0.10526315789473684
3,cosine,band_30_45,14,1,0.013571505434811115,0.6648199445983379,0.5789473684210527,0.10526315789473684
3,cosine,band_30_45,14,2,0.021136200055480003,0.8157894736842105,0.6842105263157895,0.2631578947368421
3,cosine,band_45_100,4,1,0.004679304547607899,0.5437500000000001,0.6,0.2
3,cosine,band_45_100,4,2,-0.007961859926581383,0.42250000000000004,0.35,0.1
3,cosine,band_45_100,9,1,-0.0004238139372318983,0.4709141274238227,0.3157894736842105,0.0
3,cosine,band_45_100,9,2,0.0017031588358804584,0.5609418282548477,0.3157894736842105,0.05263157894736842
3,cosine,band_45_100,14,1,0.0047318353317677975,0.5415512465373961,0.42105263157894735,0.2631578947368421
3,cosine,band_45_100,14,2,-0.001077930792234838,0.46952908587257614,0.3157894736842105,0.0
3,old_verifier_A,full_original,4,aggregate,0.5171830356121063,0.9850000000000001,0.975,0.825
3,old_verifier_A,full_original,9,aggregate,0.28861992061138153,0.8469529085872576,0.7894736842105263,0.6052631578947368
3,old_verifier_A,full_original,14,aggregate,0.14171452075242996,0.6655124653739612,0.3157894736842105,0.47368421052631576
3,old_verifier_B,full_original,4,aggregate,0.40179817378520966,0.996875,1.0,1.0
3,old_verifier_B,full_original,9,aggregate,0.22660396248102188,0.7832409972299169,0.736842105263158,0.8157894736842105
