epoch,step,train_loss,validation_loss,best
0,15,0.9940006842389221,0.9013436962103651,True
1,30,0.8520717145178378,0.7679793353881055,True
2,45,0.7434697076541887,0.6602153770456467,True
3,60,0.6562128592535892,0.5766434222423422,True
4,75,0.5814595775264945,0.5079017108488598,True
5,90,0.5224788159196431,0.4542303639246991,True
6,105,0.47952844092862085,0.4073785685133739,True
7,120,0.432063943413526,0.36698054473266123,True
8,135,0.3792600417830675,0.3325517549310657,True
9,150,0.3481721069384686,0.30212567366745113,True
10,165,0.3329660320925113,0.2803849252511415,True
11,180,0.311490151288775,0.2569023708701279,True
12,195,0.305722078106056,0.24032119914711117,True
13,210,0.2722509182932054,0.22659894460364394,True
14,225,0.2551130422614301,0.21407170077635365,True
15,240,0.2515393186670849,0.20371903034692235,True
16,255,0.23732734826897106,0.19571955663520066,True
17,270,0.24122958408685555,0.1879424464383997,True
18,285,0.21349978725296964,0.18255237740443367,True
19,300,0.22823983500719333,0.1786987154999389,True
20,315,0.20828904021720274,0.17224662409300176,True
21,330,0.20033618354229363,0.1671985520233148,True
22,345,0.21511799504940796,0.161811988031974,True
23,360,0.1965749204825398,0.15891574390599908,True
24,375,0.19661411923079372,0.15528224412263647,True
25,390,0.19127384878484713,0.15353685851948332,True
26,405,0.18096482899195793,0.14858205477128109,True
27,420,0.17657307216481588,0.14528575575414274,True
28,435,0.1768513481277047,0.14180601102522533,True
29,450,0.17741369402913212,0.1398492205880304,True
30,465,0.17046864628231967,0.1371537379759996,True
31,480,0.16872378345953978,0.13457696399137048,True
32,495,0.17539528834295853,0.13330793914616776,True
33,510,0.15382036995085221,0.13013691774348726,True
34,525,0.14769087243918005,0.12766274775716882,True
35,540,0.15859945008134418,0.12525867246439618,True
36,555,0.16775227791359665,0.12358648699933555,True
37,570,0.1332736374245722,0.12201154796797159,True
38,585,0.14930122507994803,0.1201484946323541,True
39,600,0.15009770829188787,0.11823537998644315,True
40,615,0.14869801847901917,0.11603485175911024,True
41,630,0.14171695757685412,0.1159241879188399,True
42,645,0.1487609895062505,0.11392576901220769,True
43,660,0.13941637597295264,0.11204409437362729,True
44,675,0.13689184554162695,0.11109513126373699,True
45,690,0.1332757016737243,0.10889558391184095,True
46,705,0.13547126440630322,0.11032009850332751,False
47,720,0.14657766278883486,0.10705212618421862,True
48,735,0.14106335665668696,0.10601281706918433,True
49,750,0.1143669282257345,0.10419302039650379,True
50,765,0.13880750392775448,0.10310186692944294,True
51,780,0.13294944517538762,0.10265126991389632,True
52,795,0.12180329918923478,0.10125061505480287,True
53,810,0.1344245112184777,0.10061584295482644,True
54,825,0.1337437884091591,0.0993590572228792,True
55,840,0.12866800030886533,0.09847751828735707,True
56,855,0.11610509255959854,0.0975159256195539,True
57,870,0.13524913044621734,0.09876696792814661,False
58,885,0.13147705859737005,0.09749309182456202,True
59,900,0.11877307848192281,0.0957144681998061,True
60,915,0.11374797622900966,0.09487626063624933,True
61,930,0.11346129910157676,0.0946809737550989,True
62,945,0.11674186384933102,0.09359742200930897,True
63,960,0.1054305148361829,0.09345096562213219,True
64,975,0.11217911820681736,0.09232833896633369,True
65,990,0.1123213838392893,0.09135973740942832,True
66,1005,0.10751538189148598,0.09100261338219712,True
67,1020,0.10700554634575787,0.09039704460688872,True
68,1035,0.11218818128372662,0.08944833164246767,True
69,1050,0.11713515238023564,0.09024386773645617,False
70,1065,0.09680390010005085,0.08819890142460952,True
71,1080,0.11448526866028055,0.08810203603869142,True
72,1095,0.10685014420338228,0.08785809546641775,True
73,1110,0.10287328901172316,0.08710672804328354,True
74,1125,0.1043009979011268,0.0866906044271397,True
75,1140,0.10812111590259271,0.08614006271885427,True
76,1155,0.1054612538873267,0.08651464184882991,False
77,1170,0.10133623352892951,0.08596894247430106,True
78,1185,0.10952665589318696,0.0852792646091687,True
79,1200,0.11054326048691968,0.08531658448497584,False
80,1215,0.10044116513430579,0.08516020659463694,True
81,1230,0.10516394799333185,0.08376121073372504,True
