between_H_variance,conditional_covariance_trace,duplicate_rate,fold,method,nearest_training_fiber_distance,release_count,sample_diversity,sample_selection,seed,within_H_sample_variance
3.2612626552581787,0.0,1.0,0,Fiber-OneStep,5.287670985857646,16,0.0,all_16_registered_releases,20260940,0.0
8.238192558288574,83.97621154785156,0.0,0,Fiber-Gaussian,7.836961138612694,16,12.813375482373768,all_16_registered_releases,20260940,83.97621154785156
7.96501350402832,83.86612701416016,0.001324074074074074,0,Fiber-Stratified-Resample,9.263793953470964e-08,16,12.757992005915828,all_16_registered_releases,20260940,83.86612701416016
7.515341758728027,69.993896484375,0.0,0,Fiber-SANDiff,6.366274389856391,16,11.621386046603874,all_16_registered_releases,20260940,69.993896484375
3.602952718734741,0.0,1.0,0,Fiber-OneStep,5.0590680000517105,16,0.0,all_16_registered_releases,20260941,0.0
8.79309368133545,78.35574340820312,0.0,0,Fiber-Gaussian,7.7236787501970925,16,12.378356749415397,all_16_registered_releases,20260941,78.35574340820312
8.593925476074219,78.66337585449219,0.00125,0,Fiber-Stratified-Resample,1.2695625961820253e-07,16,12.387290912449247,all_16_registered_releases,20260941,78.66337585449219
9.310717582702637,67.26170349121094,0.0,0,Fiber-SANDiff,6.549861551655663,16,11.418280374630735,all_16_registered_releases,20260941,67.26170349121094
3.95615553855896,0.0,1.0,1,Fiber-OneStep,4.318615827560425,16,0.0,all_16_registered_releases,20260940,0.0
7.613577842712402,60.589332580566406,0.0,1,Fiber-Gaussian,6.186160908010271,16,10.802735985177534,all_16_registered_releases,20260940,60.589332580566406
7.80979585647583,60.965492248535156,0.0013611111111111111,1,Fiber-Stratified-Resample,1.4297566959648517e-07,16,10.842003910249108,all_16_registered_releases,20260940,60.965492248535156
9.09799575805664,52.33580780029297,0.0,1,Fiber-SANDiff,5.211969097223546,16,9.97781313386449,all_16_registered_releases,20260940,52.33580780029297
3.420419454574585,0.0,1.0,1,Fiber-OneStep,5.231427934964498,16,0.0,all_16_registered_releases,20260941,0.0
8.357961654663086,77.24392700195312,0.0,1,Fiber-Gaussian,7.699719501071506,16,12.295791246851286,all_16_registered_releases,20260941,77.24392700195312
8.386930465698242,77.68579864501953,0.0013055555555555555,1,Fiber-Stratified-Resample,1.1305462774539402e-07,16,12.305261603639885,all_16_registered_releases,20260941,77.68579864501953
7.785494804382324,64.33988189697266,0.0,1,Fiber-SANDiff,6.322445916252004,16,11.17311913718559,all_16_registered_releases,20260941,64.33988189697266
5.833263397216797,0.0,1.0,2,Fiber-OneStep,4.484517687691582,16,0.0,all_16_registered_releases,20260940,0.0
9.515997886657715,59.37995147705078,0.0,2,Fiber-Gaussian,6.2794042235944,16,10.708451692828426,all_16_registered_releases,20260940,59.37995147705078
8.903324127197266,59.56245803833008,0.001388888888888889,2,Fiber-Stratified-Resample,1.5691021309037643e-07,16,10.736424811087808,all_16_registered_releases,20260940,59.56245803833008
9.130803108215332,50.589176177978516,0.0,2,Fiber-SANDiff,5.273252998176548,16,9.83843127636777,all_16_registered_releases,20260940,50.589176177978516
6.405990123748779,0.0,1.0,2,Fiber-OneStep,4.526164549986522,16,0.0,all_16_registered_releases,20260941,0.0
9.832131385803223,61.411922454833984,0.0,2,Fiber-Gaussian,6.503994241522419,16,10.905637187154205,all_16_registered_releases,20260941,61.411922454833984
9.13310718536377,62.05790710449219,0.00042592592592592595,2,Fiber-Stratified-Resample,1.5928816791700564e-07,16,10.968517993450952,all_16_registered_releases,20260941,62.05790710449219
10.302967071533203,49.83942794799805,0.0,2,Fiber-SANDiff,5.4669567303028375,16,9.77289683106652,all_16_registered_releases,20260941,49.83942794799805
5.635749340057373,0.0,1.0,3,Fiber-OneStep,4.323450242413415,16,0.0,all_16_registered_releases,20260940,0.0
9.500802993774414,56.56405258178711,0.0,3,Fiber-Gaussian,6.254749699383974,16,10.467036834345924,all_16_registered_releases,20260940,56.56405258178711
8.996725082397461,57.01329803466797,0.00044444444444444447,3,Fiber-Stratified-Resample,1.443242940160319e-07,16,10.506818207506402,all_16_registered_releases,20260940,57.01329803466797
8.807894706726074,48.528324127197266,0.0,3,Fiber-SANDiff,5.392574145379994,16,9.641969815287325,all_16_registered_releases,20260940,48.528324127197266
6.1919379234313965,0.0,1.0,3,Fiber-OneStep,4.2292354917526245,16,0.0,all_16_registered_releases,20260941,0.0
9.282838821411133,58.01158142089844,0.0,3,Fiber-Gaussian,6.281623670127657,16,10.609063268727727,all_16_registered_releases,20260941,58.01158142089844
8.897294998168945,58.29292678833008,0.00042592592592592595,3,Fiber-Stratified-Resample,1.483522697684789e-07,16,10.600378430414567,all_16_registered_releases,20260941,58.29292678833008
8.533651351928711,48.12046813964844,0.0,3,Fiber-SANDiff,5.1848380457692675,16,9.577838343452525,all_16_registered_releases,20260941,48.12046813964844
3.047844171524048,0.0,1.0,4,Fiber-OneStep,5.349710229767694,16,0.0,all_16_registered_releases,20260940,0.0
7.7884416580200195,76.92041778564453,0.0,4,Fiber-Gaussian,7.6046533063716355,16,12.266222944122774,all_16_registered_releases,20260940,76.92041778564453
7.814323425292969,77.15332794189453,0.0006111111111111111,4,Fiber-Stratified-Resample,1.0538744989673098e-07,16,12.22050675557719,all_16_registered_releases,20260940,77.15332794189453
7.3312225341796875,64.31053924560547,0.0,4,Fiber-SANDiff,6.09883708515101,16,11.09578178264587,all_16_registered_releases,20260940,64.31053924560547
4.77699613571167,0.0,1.0,4,Fiber-OneStep,4.822728047900729,16,0.0,all_16_registered_releases,20260941,0.0
8.360573768615723,66.26274871826172,0.0,4,Fiber-Gaussian,6.901558861898051,16,11.357251900518381,all_16_registered_releases,20260941,66.26274871826172
8.70866870880127,66.80450439453125,0.0012407407407407408,4,Fiber-Stratified-Resample,1.393697871184448e-07,16,11.396831456684488,all_16_registered_releases,20260941,66.80450439453125
8.782869338989258,56.669677734375,0.0,4,Fiber-SANDiff,5.8008357062107985,16,10.446800778735566,all_16_registered_releases,20260941,56.669677734375
4.817794322967529,0.0,1.0,5,Fiber-OneStep,3.7769836621814306,16,0.0,all_16_registered_releases,20260940,0.0
8.173639297485352,58.08668518066406,0.0,5,Fiber-Gaussian,6.042620731956429,16,10.548470805159322,all_16_registered_releases,20260940,58.08668518066406
8.666223526000977,57.940338134765625,0.0012222222222222222,5,Fiber-Stratified-Resample,1.5797906332832353e-07,16,10.552041971009622,all_16_registered_releases,20260940,57.940338134765625
8.486347198486328,49.61886215209961,0.0,5,Fiber-SANDiff,5.160464846342802,16,9.716893177911087,all_16_registered_releases,20260940,49.61886215209961
4.532662868499756,0.0,1.0,5,Fiber-OneStep,4.287893097930485,16,0.0,all_16_registered_releases,20260941,0.0
