method,conditional_covariance_relative_frobenius,conditional_energy_distance,conditional_mmd_rbf,fiber_variance_retained
Fiber-OneStep,0.9890000858912257,5.921102515389759,0.18079626336970742,0.06773469172533075
Fiber-SANDiff,0.6882149020292737,0.8808998075017632,0.03032854360457692,0.8688291707384828
Fiber-Gaussian,0.6566499271385883,0.5080201060793209,0.014237810869907998,1.0076864954318356
Fiber-Stratified-Resample,0.6292614144417948,0.48132373917036636,0.013510349404969023,1.00736468926335
