conditional_covariance_relative_frobenius,conditional_energy_distance,conditional_mmd_rbf,fiber_variance_retained,fold,method,raw_fiber_variance,replacement_fiber_variance,seed
0.9883858108234181,5.887774653873439,0.185129631113548,0.037436430970085206,0,Fiber-OneStep,87.11468505859375,3.261262893676758,20260940
0.6017924332729891,0.9607315749924478,0.035356024006308294,0.8433982618772539,0,Fiber-SANDiff,87.11468505859375,73.47237396240234,20260940
0.6697410583112161,0.6099956813094582,0.017021475461745,1.0055217521073196,0,Fiber-Gaussian,87.11468505859375,87.59571075439453,20260940
0.581041051789979,0.4359767822905513,0.012210204779901757,1.0162998051548147,0,Fiber-Stratified-Resample,87.11468505859375,88.53463745117188,20260940
0.9935848710126077,6.079260781158756,0.17631537910507278,0.04353407708446471,0,Fiber-OneStep,82.76166534423828,3.602952718734741,20260941
0.6886232614087162,0.9889830483684149,0.03491174739658157,0.8742625305167335,0,Fiber-SANDiff,82.76166534423828,72.35542297363281,20260941
0.7131506148479856,0.46345666298132865,0.012774430684571736,1.0049325495262285,0,Fiber-Gaussian,82.76166534423828,83.16989135742188,20260941
0.6776296864940745,0.4607673140642919,0.0128867992325958,1.00184914143844,0,Fiber-Stratified-Resample,82.76166534423828,82.91470336914062,20260941
0.9914142398911232,6.006161549368664,0.17874647654999068,0.06347138843174492,1,Fiber-OneStep,62.329750061035156,3.956155776977539,20260940
0.8342472960108792,0.8018083726404347,0.025933539604372318,0.9492123013310795,1,Fiber-SANDiff,62.329750061035156,59.16416549682617,20260940
0.6323327650721245,0.5189417448361452,0.014978219746107024,1.043029566011419,1,Fiber-Gaussian,62.329750061035156,65.01177215576172,20260940
0.6155861327873083,0.48539667082117993,0.013352197458153784,1.0468048645694419,1,Fiber-Stratified-Resample,62.329750061035156,65.24708557128906,20260940
0.9823055141388038,5.780257607725655,0.17228867329992573,0.04236537263415287,1,Fiber-OneStep,80.7362060546875,3.420419454574585,20260941
0.6810728485392562,0.7334420211774161,0.02566426082695635,0.8460132697602477,1,Fiber-SANDiff,80.7362060546875,68.30390167236328,20260941
0.769518151973006,0.5092598112809803,0.01402549619624401,1.0056470000347753,1,Fiber-Gaussian,80.7362060546875,81.19212341308594,20260941
