conditional_covariance_relative_frobenius,conditional_energy_distance,conditional_mmd_rbf,fiber_variance_retained,fold,method,raw_fiber_variance,replacement_fiber_variance,seed
0.7213883964506821,0.46112529015406967,0.012946740757860656,1.0021319650554665,1,Fiber-Stratified-Resample,80.7362060546875,80.90833282470703,20260941
0.9873055984247309,5.751335221627691,0.17734952939906276,0.09188876325153739,2,Fiber-OneStep,63.48179244995117,5.833263397216797,20260940
0.7187186517490914,0.8706792332547441,0.02902936869028235,0.8902190210169583,2,Fiber-SANDiff,63.48179244995117,56.512699127197266,20260940
0.625568732365028,0.4141388031131544,0.01097666205433745,1.023773101386899,2,Fiber-Gaussian,63.48179244995117,64.99095153808594,20260940
0.6237384915355213,0.42468828570249223,0.011127434688273152,1.0187413044273816,2,Fiber-Stratified-Resample,63.48179244995117,64.67152404785156,20260940
0.9877222181149078,5.751969498408027,0.18143041777637206,0.09901702295592804,2,Fiber-OneStep,64.69584655761719,6.405990123748779,20260941
0.6917621909582657,0.7312097190279815,0.02413436653663918,0.8788131437788612,2,Fiber-SANDiff,64.69584655761719,56.855560302734375,20260941
0.6517912827795562,0.5332863989967906,0.01490594926217148,1.074441137506082,2,Fiber-Gaussian,64.69584655761719,69.51187896728516,20260941
0.6284452600715633,0.4485252374685344,0.011848286963739,1.0314697940308597,2,Fiber-Stratified-Resample,64.69584655761719,66.7318115234375,20260941
0.9912299150602012,5.900733626668196,0.17904686079783383,0.08605236884039813,3,Fiber-OneStep,65.4920883178711,5.635749340057373,20260940
0.6743514413011947,0.9023321721391954,0.030975098629566194,0.8350589497260017,3,Fiber-SANDiff,65.4920883178711,54.689754486083984,20260940
0.6551662793839738,0.45037143241118266,0.01245149184967905,0.9474553710960594,3,Fiber-Gaussian,65.4920883178711,62.05083084106445,20260940
0.643413301922957,0.4832258720717757,0.013741966825269255,0.9605961152487617,3,Fiber-Stratified-Resample,65.4920883178711,62.91144561767578,20260940
0.9916429754355564,5.882482097119417,0.18446844182847988,0.09389392731295422,3,Fiber-OneStep,65.94609069824219,6.191937446594238,20260941
0.6725415045740682,0.8599226467296844,0.029617082644628034,0.8167495325489612,3,Fiber-SANDiff,65.94609069824219,53.8614387512207,20260941
0.6421696788046191,0.45467784585810084,0.012503816540563836,0.9684709162271744,3,Fiber-Gaussian,65.94609069824219,63.86687088012695,20260941
0.6033383416269391,0.45409203934791115,0.012344103185233934,0.972795865097367,3,Fiber-Stratified-Resample,65.94609069824219,64.15208435058594,20260941
0.9814949849437621,6.140545928030264,0.19888348737868897,0.03677516794231699,4,Fiber-OneStep,82.87777709960938,3.047844171524048,20260940
0.5826239655561272,1.2786257379765995,0.04619249876396233,0.8325523918167393,4,Fiber-SANDiff,82.87777709960938,69.00009155273438,20260940
0.6088863714537259,0.6776315731381993,0.019591235261517848,0.9748774642924081,4,Fiber-Gaussian,82.87777709960938,80.7956771850586,20260940
0.5351144563173066,0.7394377673528455,0.023451293406979896,0.9672094777885504,4,Fiber-Stratified-Resample,82.87777709960938,80.16017150878906,20260940
0.9862200780390292,5.914962057307648,0.17860179959277414,0.0658278664300581,4,Fiber-OneStep,72.56798553466797,4.776995658874512,20260941
0.6170628375922568,0.8033425709521685,0.02751151839151522,0.845722568505864,4,Fiber-SANDiff,72.56798553466797,61.37238311767578,20260941
0.6233861115592061,0.5709950721283915,0.01693676139533773,0.974128306701553,4,Fiber-Gaussian,72.56798553466797,70.6905288696289,20260941
0.6145885599516765,0.5130173924506168,0.014730450388326063,0.9883313387577798,4,Fiber-Stratified-Resample,72.56798553466797,71.7212142944336,20260941
0.9950625111119725,5.981833322084758,0.17636435323476607,0.07914493629863362,5,Fiber-OneStep,60.8730583190918,4.817794322967529,20260940
0.8097117330463365,0.8196562728461053,0.027070429290465364,0.9051949656045898,5,Fiber-SANDiff,60.8730583190918,55.101985931396484,20260940
0.6440654394833106,0.4123899953372681,0.011165427780150358,1.03500007864637,5,Fiber-Gaussian,60.8730583190918,63.00362014770508,20260940
0.6462021680317825,0.44295149124587735,0.012048077944450323,1.0304335758712184,5,Fiber-Stratified-Resample,60.8730583190918,62.725643157958984,20260940
0.9916323136985951,5.975913841304593,0.18093011035997422,0.0734089785516948,5,Fiber-OneStep,61.74535369873047,4.532663345336914,20260941
0.6860706603421024,0.8200643199159673,0.027546588473645845,0.9087531123785028,5,Fiber-SANDiff,61.74535369873047,56.11128234863281,20260941
0.6440226396293077,0.4810962515608521,0.013522764206470436,1.0349607016457378,5,Fiber-Gaussian,61.74535369873047,63.904014587402344,20260941
0.6606511263217462,0.42668072707425014,0.011436637228844656,1.0517130237201207,5,Fiber-Stratified-Resample,61.74535369873047,64.93839263916016,20260941
