attacker,balanced_accuracy,cross_entropy,feature,fold,gallery_session,method,query_session,same_different_verification_auroc,seed
linear,0.14,2.2022335562085615,A_H,2,T,Fiber-OneStep,E,0.5017331634077506,20260940
linear,0.16444444444444445,2.161215864017307,A_Z,2,T,Fiber-OneStep,E,0.517359895196068,20260940
linear,0.16444444444444445,2.1616803510292284,A_HZ,2,T,Fiber-OneStep,E,0.5172849705136774,20260940
linear,0.16333333333333333,2.167852791646855,A_HU,2,T,Fiber-OneStep,E,0.5185104832390763,20260940
adaptive_mlp,0.17888888888888888,2.171184572270879,A_H,2,T,Fiber-OneStep,E,0.5017331634077506,20260940
adaptive_mlp,0.1444444444444445,2.184034397119102,A_Z,2,T,Fiber-OneStep,E,0.517359895196068,20260940
adaptive_mlp,0.17777777777777778,2.14906194276956,A_HZ,2,T,Fiber-OneStep,E,0.5172849705136774,20260940
adaptive_mlp,0.15000000000000002,2.1682249947110326,A_HU,2,T,Fiber-OneStep,E,0.5185104832390763,20260940
linear,0.14,2.2022335562085615,A_H,2,T,Fiber-SANDiff,E,0.5017331634077506,20260940
linear,0.1488888888888889,2.3629536559919626,A_Z,2,T,Fiber-SANDiff,E,0.5058557926607294,20260940
linear,0.1488888888888889,2.3633984947474276,A_HZ,2,T,Fiber-SANDiff,E,0.5059800724420499,20260940
linear,0.14666666666666667,2.3669632319234117,A_HU,2,T,Fiber-SANDiff,E,0.5059561819814047,20260940
adaptive_mlp,0.17888888888888888,2.171184572270879,A_H,2,T,Fiber-SANDiff,E,0.5017331634077506,20260940
adaptive_mlp,0.1311111111111111,2.215453733395374,A_Z,2,T,Fiber-SANDiff,E,0.5058557926607294,20260940
adaptive_mlp,0.1322222222222222,2.263526231184787,A_HZ,2,T,Fiber-SANDiff,E,0.5059800724420499,20260940
adaptive_mlp,0.1411111111111111,2.337172855449738,A_HU,2,T,Fiber-SANDiff,E,0.5059561819814047,20260940
linear,0.14,2.2022335562085615,A_H,2,T,Fiber-Gaussian,E,0.5017331634077506,20260940
linear,0.13,2.9491828184948754,A_Z,2,T,Fiber-Gaussian,E,0.5036490610598319,20260940
linear,0.13,2.949024649093895,A_HZ,2,T,Fiber-Gaussian,E,0.5036977803144604,20260940
linear,0.1322222222222222,2.9515709387767255,A_HU,2,T,Fiber-Gaussian,E,0.503950185809138,20260940
adaptive_mlp,0.17888888888888888,2.171184572270879,A_H,2,T,Fiber-Gaussian,E,0.5017331634077506,20260940
adaptive_mlp,0.12111111111111111,2.254928400286368,A_Z,2,T,Fiber-Gaussian,E,0.5036490610598319,20260940
adaptive_mlp,0.13444444444444448,2.2736631182434452,A_HZ,2,T,Fiber-Gaussian,E,0.5036977803144604,20260940
adaptive_mlp,0.13222222222222224,2.3077429427224283,A_HU,2,T,Fiber-Gaussian,E,0.503950185809138,20260940
linear,0.14,2.2022335562085615,A_H,2,T,Fiber-Stratified-Resample,E,0.5017331634077506,20260940
linear,0.12222222222222223,2.8590831549965574,A_Z,2,T,Fiber-Stratified-Resample,E,0.500378734793552,20260940
linear,0.12222222222222223,2.859441050148378,A_HZ,2,T,Fiber-Stratified-Resample,E,0.5003894885874651,20260940
linear,0.12666666666666665,2.859851180604495,A_HU,2,T,Fiber-Stratified-Resample,E,0.5000275511953125,20260940
adaptive_mlp,0.17888888888888888,2.171184572270879,A_H,2,T,Fiber-Stratified-Resample,E,0.5017331634077506,20260940
adaptive_mlp,0.13666666666666666,2.286021747525008,A_Z,2,T,Fiber-Stratified-Resample,E,0.500378734793552,20260940
adaptive_mlp,0.1411111111111111,2.2407644728982614,A_HZ,2,T,Fiber-Stratified-Resample,E,0.5003894885874651,20260940
adaptive_mlp,0.11777777777777779,2.324722852562033,A_HU,2,T,Fiber-Stratified-Resample,E,0.5000275511953125,20260940
linear,0.13555555555555557,2.198668749045351,A_H,2,T,RAW,E,0.50718570386957,20260941
linear,0.37444444444444447,2.3889264347190995,A_Z,2,T,RAW,E,0.5329710342243227,20260941
linear,0.3766666666666667,2.390534784467653,A_HZ,2,T,RAW,E,0.5325137738326755,20260941
linear,0.37333333333333335,2.399999022796119,A_HU,2,T,RAW,E,0.5341361460237569,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,RAW,E,0.50718570386957,20260941
adaptive_mlp,0.3766666666666667,2.8245595258679153,A_Z,2,T,RAW,E,0.5329710342243227,20260941
adaptive_mlp,0.3211111111111111,2.290277642750475,A_HZ,2,T,RAW,E,0.5325137738326755,20260941
adaptive_mlp,0.3322222222222222,2.0685486435862406,A_HU,2,T,RAW,E,0.5341361460237569,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,HEAD_ONLY,E,0.50718570386957,20260941
linear,0.13666666666666666,2.1988747795899517,A_Z,2,T,HEAD_ONLY,E,0.5073587236508275,20260941
linear,0.13666666666666666,2.198893032182961,A_HZ,2,T,HEAD_ONLY,E,0.5087453820083305,20260941
linear,0.13222222222222224,4.156661596139474,A_HU,2,T,HEAD_ONLY,E,0.5031293937459214,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,HEAD_ONLY,E,0.50718570386957,20260941
adaptive_mlp,0.17222222222222222,2.1503192319673916,A_Z,2,T,HEAD_ONLY,E,0.5073587236508275,20260941
adaptive_mlp,0.15333333333333335,2.165208841379302,A_HZ,2,T,HEAD_ONLY,E,0.5087453820083305,20260941
adaptive_mlp,0.13111111111111112,2.48179246067807,A_HU,2,T,HEAD_ONLY,E,0.5031293937459214,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,LEACE,E,0.50718570386957,20260941
linear,0.23777777777777778,2.6286832900649166,A_Z,2,T,LEACE,E,0.5139760512423996,20260941
linear,0.2533333333333333,2.642231731170364,A_HZ,2,T,LEACE,E,0.5140825681656763,20260941
linear,0.2566666666666666,2.6459182515256994,A_HU,2,T,LEACE,E,0.5128535276929618,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,LEACE,E,0.50718570386957,20260941
adaptive_mlp,0.2544444444444445,2.6382984876413076,A_Z,2,T,LEACE,E,0.5139760512423996,20260941
adaptive_mlp,0.2233333333333333,2.461461871163803,A_HZ,2,T,LEACE,E,0.5140825681656763,20260941
adaptive_mlp,0.23222222222222222,2.745618189990552,A_HU,2,T,LEACE,E,0.5128535276929618,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,Fiber-OneStep,E,0.50718570386957,20260941
linear,0.1611111111111111,2.1416360850928715,A_Z,2,T,Fiber-OneStep,E,0.512609356705811,20260941
linear,0.1611111111111111,2.141828446920414,A_HZ,2,T,Fiber-OneStep,E,0.5125565272749562,20260941
linear,0.1622222222222222,2.1403581523798616,A_HU,2,T,Fiber-OneStep,E,0.5138056673768906,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,Fiber-OneStep,E,0.50718570386957,20260941
adaptive_mlp,0.1622222222222222,2.1609080399922873,A_Z,2,T,Fiber-OneStep,E,0.512609356705811,20260941
adaptive_mlp,0.16111111111111112,2.147902880485664,A_HZ,2,T,Fiber-OneStep,E,0.5125565272749562,20260941
adaptive_mlp,0.14555555555555555,2.1533272914295423,A_HU,2,T,Fiber-OneStep,E,0.5138056673768906,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,Fiber-SANDiff,E,0.50718570386957,20260941
linear,0.11666666666666667,2.4391911748423616,A_Z,2,T,Fiber-SANDiff,E,0.5085693188864079,20260941
linear,0.11666666666666667,2.439335480375172,A_HZ,2,T,Fiber-SANDiff,E,0.5086522175107303,20260941
linear,0.11444444444444445,2.4414799779437617,A_HU,2,T,Fiber-SANDiff,E,0.5083622482590887,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,Fiber-SANDiff,E,0.50718570386957,20260941
adaptive_mlp,0.13111111111111112,2.5626978587642175,A_Z,2,T,Fiber-SANDiff,E,0.5085693188864079,20260941
adaptive_mlp,0.1277777777777778,2.337748368272969,A_HZ,2,T,Fiber-SANDiff,E,0.5086522175107303,20260941
adaptive_mlp,0.11000000000000001,3.0660012489218116,A_HU,2,T,Fiber-SANDiff,E,0.5083622482590887,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,Fiber-Gaussian,E,0.50718570386957,20260941
linear,0.12888888888888891,3.032278728477866,A_Z,2,T,Fiber-Gaussian,E,0.5039819303839465,20260941
linear,0.12888888888888891,3.034074448684894,A_HZ,2,T,Fiber-Gaussian,E,0.5042406760715235,20260941
linear,0.13,3.035210153042325,A_HU,2,T,Fiber-Gaussian,E,0.5038555916211659,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,Fiber-Gaussian,E,0.50718570386957,20260941
adaptive_mlp,0.13555555555555554,2.2646963318339113,A_Z,2,T,Fiber-Gaussian,E,0.5039819303839465,20260941
adaptive_mlp,0.11333333333333334,2.335011686016668,A_HZ,2,T,Fiber-Gaussian,E,0.5042406760715235,20260941
adaptive_mlp,0.14,2.6278134980716996,A_HU,2,T,Fiber-Gaussian,E,0.5038555916211659,20260941
linear,0.13555555555555557,2.198668749045351,A_H,2,T,Fiber-Stratified-Resample,E,0.50718570386957,20260941
linear,0.11222222222222222,3.0184887870559125,A_Z,2,T,Fiber-Stratified-Resample,E,0.5080536362309596,20260941
linear,0.11222222222222222,3.0195871308671354,A_HZ,2,T,Fiber-Stratified-Resample,E,0.5085743005819794,20260941
linear,0.1111111111111111,3.0240516874482277,A_HU,2,T,Fiber-Stratified-Resample,E,0.5081237750476659,20260941
adaptive_mlp,0.16333333333333333,2.1425569055015807,A_H,2,T,Fiber-Stratified-Resample,E,0.50718570386957,20260941
adaptive_mlp,0.1288888888888889,2.271139975809056,A_Z,2,T,Fiber-Stratified-Resample,E,0.5080536362309596,20260941
adaptive_mlp,0.12444444444444445,2.271249564189362,A_HZ,2,T,Fiber-Stratified-Resample,E,0.5085743005819794,20260941
adaptive_mlp,0.10666666666666666,2.2585587127450526,A_HU,2,T,Fiber-Stratified-Resample,E,0.5081237750476659,20260941
linear,0.10666666666666667,2.202946955910023,A_H,3,T,RAW,E,0.4929566847675695,20260940
linear,0.4766666666666667,2.142884893406915,A_Z,3,T,RAW,E,0.5449905586998434,20260940
linear,0.4755555555555555,2.1446002578595857,A_HZ,3,T,RAW,E,0.5438953631900054,20260940
linear,0.4677777777777778,2.1724635096187597,A_HU,3,T,RAW,E,0.5497869112895094,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,RAW,E,0.4929566847675695,20260940
adaptive_mlp,0.4266666666666667,2.4188742946211614,A_Z,3,T,RAW,E,0.5449905586998434,20260940
adaptive_mlp,0.43777777777777777,2.061626229722014,A_HZ,3,T,RAW,E,0.5438953631900054,20260940
adaptive_mlp,0.43,2.2086140123198037,A_HU,3,T,RAW,E,0.5497869112895094,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,HEAD_ONLY,E,0.4929566847675695,20260940
linear,0.10555555555555557,2.2030138540265995,A_Z,3,T,HEAD_ONLY,E,0.49839054226172486,20260940
linear,0.10555555555555557,2.203015170391433,A_HZ,3,T,HEAD_ONLY,E,0.49401431607765894,20260940
linear,0.12111111111111111,4.089151154109919,A_HU,3,T,HEAD_ONLY,E,0.49987547946209937,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,HEAD_ONLY,E,0.4929566847675695,20260940
adaptive_mlp,0.17444444444444446,2.198299950685324,A_Z,3,T,HEAD_ONLY,E,0.49839054226172486,20260940
adaptive_mlp,0.1711111111111111,2.1915257276927798,A_HZ,3,T,HEAD_ONLY,E,0.49401431607765894,20260940
adaptive_mlp,0.14444444444444446,2.476960880728542,A_HU,3,T,HEAD_ONLY,E,0.49987547946209937,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,LEACE,E,0.4929566847675695,20260940
linear,0.25,2.872363417541323,A_Z,3,T,LEACE,E,0.5131343826311734,20260940
linear,0.25,2.894210614981425,A_HZ,3,T,LEACE,E,0.5127557713025342,20260940
linear,0.25,2.926053053617424,A_HU,3,T,LEACE,E,0.5149053571684982,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,LEACE,E,0.4929566847675695,20260940
adaptive_mlp,0.2833333333333333,2.4136285949784386,A_Z,3,T,LEACE,E,0.5131343826311734,20260940
adaptive_mlp,0.26999999999999996,2.475637170035278,A_HZ,3,T,LEACE,E,0.5127557713025342,20260940
adaptive_mlp,0.26666666666666666,2.1267599726229642,A_HU,3,T,LEACE,E,0.5149053571684982,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,Fiber-OneStep,E,0.4929566847675695,20260940
linear,0.17444444444444443,2.268372202130581,A_Z,3,T,Fiber-OneStep,E,0.5103901835714599,20260940
linear,0.17444444444444443,2.2671023318737675,A_HZ,3,T,Fiber-OneStep,E,0.5102569896234285,20260940
linear,0.17555555555555558,2.2789182973401156,A_HU,3,T,Fiber-OneStep,E,0.5144294740082345,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,Fiber-OneStep,E,0.4929566847675695,20260940
adaptive_mlp,0.16444444444444445,2.252744243742013,A_Z,3,T,Fiber-OneStep,E,0.5103901835714599,20260940
adaptive_mlp,0.17777777777777778,2.1976352507830357,A_HZ,3,T,Fiber-OneStep,E,0.5102569896234285,20260940
adaptive_mlp,0.18000000000000002,2.228475320820444,A_HU,3,T,Fiber-OneStep,E,0.5144294740082345,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,Fiber-SANDiff,E,0.4929566847675695,20260940
linear,0.16777777777777778,2.4364955193869973,A_Z,3,T,Fiber-SANDiff,E,0.5045022900333777,20260940
linear,0.16777777777777778,2.4367225937212686,A_HZ,3,T,Fiber-SANDiff,E,0.5040982202396995,20260940
linear,0.16333333333333333,2.442878841381479,A_HU,3,T,Fiber-SANDiff,E,0.5071094060003034,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,Fiber-SANDiff,E,0.4929566847675695,20260940
adaptive_mlp,0.15333333333333332,2.399045823689436,A_Z,3,T,Fiber-SANDiff,E,0.5045022900333777,20260940
adaptive_mlp,0.14555555555555555,2.284271288256768,A_HZ,3,T,Fiber-SANDiff,E,0.5040982202396995,20260940
adaptive_mlp,0.13444444444444445,2.4209607413725593,A_HU,3,T,Fiber-SANDiff,E,0.5071094060003034,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,Fiber-Gaussian,E,0.4929566847675695,20260940
linear,0.13777777777777778,2.9325767534753737,A_Z,3,T,Fiber-Gaussian,E,0.5029727696529567,20260940
linear,0.13777777777777778,2.933871176302454,A_HZ,3,T,Fiber-Gaussian,E,0.5026215984012083,20260940
linear,0.13444444444444448,2.946470901165569,A_HU,3,T,Fiber-Gaussian,E,0.5047278789489743,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,Fiber-Gaussian,E,0.4929566847675695,20260940
adaptive_mlp,0.14444444444444446,2.269820721975403,A_Z,3,T,Fiber-Gaussian,E,0.5029727696529567,20260940
adaptive_mlp,0.16,2.470855944816439,A_HZ,3,T,Fiber-Gaussian,E,0.5026215984012083,20260940
adaptive_mlp,0.15,2.2719473023601817,A_HU,3,T,Fiber-Gaussian,E,0.5047278789489743,20260940
linear,0.10666666666666667,2.202946955910023,A_H,3,T,Fiber-Stratified-Resample,E,0.4929566847675695,20260940
linear,0.1411111111111111,3.029732460670666,A_Z,3,T,Fiber-Stratified-Resample,E,0.5001568868648161,20260940
linear,0.1411111111111111,3.0281720783368185,A_HZ,3,T,Fiber-Stratified-Resample,E,0.499971065997663,20260940
linear,0.14111111111111113,3.047175308255364,A_HU,3,T,Fiber-Stratified-Resample,E,0.5005106447064893,20260940
adaptive_mlp,0.18222222222222223,2.195488882859121,A_H,3,T,Fiber-Stratified-Resample,E,0.4929566847675695,20260940
adaptive_mlp,0.13555555555555554,2.7336980461271705,A_Z,3,T,Fiber-Stratified-Resample,E,0.5001568868648161,20260940
adaptive_mlp,0.16111111111111112,2.2342180976110146,A_HZ,3,T,Fiber-Stratified-Resample,E,0.499971065997663,20260940
adaptive_mlp,0.13444444444444448,2.4561137864628733,A_HU,3,T,Fiber-Stratified-Resample,E,0.5005106447064893,20260940
linear,0.13,2.200823241123318,A_H,3,T,RAW,E,0.5033196179702488,20260941
linear,0.5122222222222222,1.9338279561714615,A_Z,3,T,RAW,E,0.5394898514095403,20260941
linear,0.5122222222222222,1.9346192045196313,A_HZ,3,T,RAW,E,0.5384360036509717,20260941
linear,0.5044444444444446,1.952198492883511,A_HU,3,T,RAW,E,0.5425633353453128,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,RAW,E,0.5033196179702488,20260941
adaptive_mlp,0.4422222222222222,1.7502110895312923,A_Z,3,T,RAW,E,0.5394898514095403,20260941
adaptive_mlp,0.4466666666666666,1.7907652543608243,A_HZ,3,T,RAW,E,0.5384360036509717,20260941
adaptive_mlp,0.4488888888888889,1.719402571593867,A_HU,3,T,RAW,E,0.5425633353453128,20260941
linear,0.13,2.200823241123318,A_H,3,T,HEAD_ONLY,E,0.5033196179702488,20260941
linear,0.1277777777777778,2.2008587897170724,A_Z,3,T,HEAD_ONLY,E,0.5022038107588302,20260941
linear,0.1277777777777778,2.200858414547183,A_HZ,3,T,HEAD_ONLY,E,0.507361723779759,20260941
linear,0.09888888888888889,4.3872208974146565,A_HU,3,T,HEAD_ONLY,E,0.5008760993790362,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,HEAD_ONLY,E,0.5033196179702488,20260941
adaptive_mlp,0.1611111111111111,2.163151285794432,A_Z,3,T,HEAD_ONLY,E,0.5022038107588302,20260941
adaptive_mlp,0.1688888888888889,2.159962168072186,A_HZ,3,T,HEAD_ONLY,E,0.507361723779759,20260941
adaptive_mlp,0.12666666666666665,2.276343224171795,A_HU,3,T,HEAD_ONLY,E,0.5008760993790362,20260941
linear,0.13,2.200823241123318,A_H,3,T,LEACE,E,0.5033196179702488,20260941
linear,0.3011111111111111,2.5736587210089166,A_Z,3,T,LEACE,E,0.5119415687481581,20260941
linear,0.29333333333333333,2.591204658176268,A_HZ,3,T,LEACE,E,0.5115893005229027,20260941
linear,0.2922222222222222,2.6120139431202776,A_HU,3,T,LEACE,E,0.5124055146123008,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,LEACE,E,0.5033196179702488,20260941
adaptive_mlp,0.28,2.183621229395834,A_Z,3,T,LEACE,E,0.5119415687481581,20260941
adaptive_mlp,0.2888888888888889,2.204014288699069,A_HZ,3,T,LEACE,E,0.5115893005229027,20260941
adaptive_mlp,0.3122222222222223,2.1674148110655707,A_HU,3,T,LEACE,E,0.5124055146123008,20260941
linear,0.13,2.200823241123318,A_H,3,T,Fiber-OneStep,E,0.5033196179702488,20260941
linear,0.17555555555555558,2.208762194782762,A_Z,3,T,Fiber-OneStep,E,0.5211800275021695,20260941
linear,0.17666666666666667,2.2082619286222847,A_HZ,3,T,Fiber-OneStep,E,0.5210085818626353,20260941
linear,0.17222222222222222,2.2185835497707127,A_HU,3,T,Fiber-OneStep,E,0.5236764434283898,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,Fiber-OneStep,E,0.5033196179702488,20260941
adaptive_mlp,0.16444444444444445,2.188339029358879,A_Z,3,T,Fiber-OneStep,E,0.5211800275021695,20260941
adaptive_mlp,0.16444444444444445,2.2276914142528255,A_HZ,3,T,Fiber-OneStep,E,0.5210085818626353,20260941
adaptive_mlp,0.18000000000000002,2.1848541983144982,A_HU,3,T,Fiber-OneStep,E,0.5236764434283898,20260941
linear,0.13,2.200823241123318,A_H,3,T,Fiber-SANDiff,E,0.5033196179702488,20260941
linear,0.13333333333333336,2.504036077886355,A_Z,3,T,Fiber-SANDiff,E,0.5064855071117316,20260941
linear,0.13333333333333336,2.5040043885583763,A_HZ,3,T,Fiber-SANDiff,E,0.5061760740606642,20260941
linear,0.13,2.508520633991046,A_HU,3,T,Fiber-SANDiff,E,0.5071357387593409,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,Fiber-SANDiff,E,0.5033196179702488,20260941
adaptive_mlp,0.13222222222222224,2.3155875423753565,A_Z,3,T,Fiber-SANDiff,E,0.5064855071117316,20260941
adaptive_mlp,0.15666666666666665,2.260707909733273,A_HZ,3,T,Fiber-SANDiff,E,0.5061760740606642,20260941
adaptive_mlp,0.1577777777777778,2.3069700913454088,A_HU,3,T,Fiber-SANDiff,E,0.5071357387593409,20260941
linear,0.13,2.200823241123318,A_H,3,T,Fiber-Gaussian,E,0.5033196179702488,20260941
linear,0.12222222222222223,3.0661960476671974,A_Z,3,T,Fiber-Gaussian,E,0.4981634272455585,20260941
linear,0.12222222222222223,3.0648136357223343,A_HZ,3,T,Fiber-Gaussian,E,0.4978844337742465,20260941
linear,0.11777777777777779,3.0755467115495043,A_HU,3,T,Fiber-Gaussian,E,0.4992919510528595,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,Fiber-Gaussian,E,0.5033196179702488,20260941
adaptive_mlp,0.13,2.2784269231760876,A_Z,3,T,Fiber-Gaussian,E,0.4981634272455585,20260941
adaptive_mlp,0.13444444444444445,2.254989874008701,A_HZ,3,T,Fiber-Gaussian,E,0.4978844337742465,20260941
adaptive_mlp,0.1466666666666667,2.3770077296835694,A_HU,3,T,Fiber-Gaussian,E,0.4992919510528595,20260941
linear,0.13,2.200823241123318,A_H,3,T,Fiber-Stratified-Resample,E,0.5033196179702488,20260941
linear,0.1,3.041616973949476,A_Z,3,T,Fiber-Stratified-Resample,E,0.5050276543366018,20260941
linear,0.1,3.043283159432552,A_HZ,3,T,Fiber-Stratified-Resample,E,0.504767470315607,20260941
linear,0.09888888888888889,3.0571997425279998,A_HU,3,T,Fiber-Stratified-Resample,E,0.505781174373679,20260941
adaptive_mlp,0.1622222222222222,2.1660835122057436,A_H,3,T,Fiber-Stratified-Resample,E,0.5033196179702488,20260941
adaptive_mlp,0.12666666666666668,2.270106022871527,A_Z,3,T,Fiber-Stratified-Resample,E,0.5050276543366018,20260941
adaptive_mlp,0.12222222222222223,2.272146219925264,A_HZ,3,T,Fiber-Stratified-Resample,E,0.504767470315607,20260941
adaptive_mlp,0.14,2.467822527582096,A_HU,3,T,Fiber-Stratified-Resample,E,0.505781174373679,20260941
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,RAW,E,0.4944087370883944,20260940
linear,0.3811111111111111,2.518909285263503,A_Z,4,T,RAW,E,0.5275649925166064,20260940
linear,0.38,2.52009773755829,A_HZ,4,T,RAW,E,0.5275266072751873,20260940
linear,0.38555555555555554,2.5127170097377296,A_HU,4,T,RAW,E,0.5260720794828588,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,RAW,E,0.4944087370883944,20260940
adaptive_mlp,0.3211111111111111,1.9446591440493823,A_Z,4,T,RAW,E,0.5275649925166064,20260940
adaptive_mlp,0.30333333333333334,1.9955543531846898,A_HZ,4,T,RAW,E,0.5275266072751873,20260940
adaptive_mlp,0.3244444444444444,2.094066286451082,A_HU,4,T,RAW,E,0.5260720794828588,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,HEAD_ONLY,E,0.4944087370883944,20260940
linear,0.13,2.179488881528248,A_Z,4,T,HEAD_ONLY,E,0.5006279919329508,20260940
linear,0.13,2.1794890507110045,A_HZ,4,T,HEAD_ONLY,E,0.4960195714604483,20260940
linear,0.1277777777777778,4.072152454841706,A_HU,4,T,HEAD_ONLY,E,0.4948034605881663,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,HEAD_ONLY,E,0.4944087370883944,20260940
adaptive_mlp,0.12222222222222223,2.1918273040358174,A_Z,4,T,HEAD_ONLY,E,0.5006279919329508,20260940
adaptive_mlp,0.11999999999999998,2.1957655096770234,A_HZ,4,T,HEAD_ONLY,E,0.4960195714604483,20260940
adaptive_mlp,0.11222222222222222,2.3291641859587364,A_HU,4,T,HEAD_ONLY,E,0.4948034605881663,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,LEACE,E,0.4944087370883944,20260940
linear,0.2588888888888889,2.480601929281239,A_Z,4,T,LEACE,E,0.5134225806040993,20260940
linear,0.26111111111111107,2.468866450631615,A_HZ,4,T,LEACE,E,0.5132631627085688,20260940
linear,0.2588888888888889,2.4654331476376035,A_HU,4,T,LEACE,E,0.5135370017121249,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,LEACE,E,0.4944087370883944,20260940
adaptive_mlp,0.25,2.5013435797596477,A_Z,4,T,LEACE,E,0.5134225806040993,20260940
adaptive_mlp,0.23444444444444443,2.3688292447447066,A_HZ,4,T,LEACE,E,0.5132631627085688,20260940
adaptive_mlp,0.20444444444444443,2.1399313755494123,A_HU,4,T,LEACE,E,0.5135370017121249,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,Fiber-OneStep,E,0.4944087370883944,20260940
linear,0.12888888888888891,2.2023038131663797,A_Z,4,T,Fiber-OneStep,E,0.5022069970504602,20260940
linear,0.12888888888888891,2.202314226909628,A_HZ,4,T,Fiber-OneStep,E,0.5022082810855544,20260940
linear,0.13111111111111112,2.202770543992557,A_HU,4,T,Fiber-OneStep,E,0.5015199086369522,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,Fiber-OneStep,E,0.4944087370883944,20260940
adaptive_mlp,0.13111111111111112,2.2024961838548287,A_Z,4,T,Fiber-OneStep,E,0.5022069970504602,20260940
adaptive_mlp,0.13444444444444445,2.2157165296318024,A_HZ,4,T,Fiber-OneStep,E,0.5022082810855544,20260940
adaptive_mlp,0.12555555555555553,2.2071799114483213,A_HU,4,T,Fiber-OneStep,E,0.5015199086369522,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,Fiber-SANDiff,E,0.4944087370883944,20260940
linear,0.10555555555555557,2.4416798816908716,A_Z,4,T,Fiber-SANDiff,E,0.5043665156686667,20260940
linear,0.10555555555555557,2.442105260870635,A_HZ,4,T,Fiber-SANDiff,E,0.5045269398032372,20260940
linear,0.1088888888888889,2.4406247766975597,A_HU,4,T,Fiber-SANDiff,E,0.504821273982334,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,Fiber-SANDiff,E,0.4944087370883944,20260940
adaptive_mlp,0.1111111111111111,2.2665194552959838,A_Z,4,T,Fiber-SANDiff,E,0.5043665156686667,20260940
adaptive_mlp,0.11888888888888889,2.2647862908557785,A_HZ,4,T,Fiber-SANDiff,E,0.5045269398032372,20260940
adaptive_mlp,0.11888888888888888,2.3932523670173143,A_HU,4,T,Fiber-SANDiff,E,0.504821273982334,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,Fiber-Gaussian,E,0.4944087370883944,20260940
linear,0.14,3.092146225625881,A_Z,4,T,Fiber-Gaussian,E,0.5050353621412945,20260940
linear,0.14,3.093974999152321,A_HZ,4,T,Fiber-Gaussian,E,0.5051612037537629,20260940
linear,0.14,3.0736685165836217,A_HU,4,T,Fiber-Gaussian,E,0.5046795794750497,20260940
adaptive_mlp,0.14,2.1816944117418395,A_H,4,T,Fiber-Gaussian,E,0.4944087370883944,20260940
adaptive_mlp,0.13222222222222224,2.3321497760493295,A_Z,4,T,Fiber-Gaussian,E,0.5050353621412945,20260940
adaptive_mlp,0.14333333333333337,2.2916246747574265,A_HZ,4,T,Fiber-Gaussian,E,0.5051612037537629,20260940
adaptive_mlp,0.11,2.2956229156263745,A_HU,4,T,Fiber-Gaussian,E,0.5046795794750497,20260940
linear,0.13111111111111112,2.1795086554559786,A_H,4,T,Fiber-Stratified-Resample,E,0.4944087370883944,20260940
