adaptive_subject_attack_balanced_accuracy,between_participant_variance,calibration_error,cross_session_same_different_auroc,cross_session_verification_balanced_accuracy,fixed_head_balanced_accuracy,fold,linear_subject_probe_balanced_accuracy,method,n_test_trials,retrained_head_balanced_accuracy,seed,strength,worst_participant_accuracy
0.35111111111111115,0.009944444444444443,0.1720535574356715,0.5501816471357727,0.27222222222222225,0.7377777777777779,0,0.4322222222222223,RAW,900,0.72,20260940,na,0.6
0.12777777777777777,0.009944444444444443,0.17205356121063234,0.5006373258803657,0.1,0.7377777777777779,0,0.12555555555555556,HEAD_ONLY,900,0.7344444444444445,20260940,na,0.6
0.23555555555555557,0.008761111111111112,0.1737220933039983,0.5172413009739862,0.18333333333333332,0.7188888888888889,0,0.2555555555555556,LEACE,900,0.7,20260940,na,0.61
0.15555555555555556,0.009944444444444443,0.17205356121063234,0.5026049306379676,0.1433333333333333,0.7377777777777779,0,0.1311111111111111,Fiber-OneStep,900,0.7333333333333334,20260940,strong,0.6
0.11666666666666667,0.009944444444444443,0.17205356121063234,0.5024452411196287,0.11333333333333334,0.7377777777777779,0,0.12555555555555553,Fiber-SANDiff,900,0.7333333333333333,20260940,strong,0.6
0.12444444444444445,0.009944444444444443,0.17205355412430234,0.4907351188573875,0.14222222222222222,0.7377777777777779,0,0.1411111111111111,Fiber-Gaussian,900,0.7288888888888889,20260940,strong,0.6
0.10111111111111111,0.009944444444444443,0.1720535574356715,0.5031212794234327,0.12111111111111111,0.7377777777777779,0,0.11666666666666667,Fiber-Stratified-Resample,900,0.7333333333333334,20260940,strong,0.6
0.37666666666666665,0.009225000000000002,0.13830731802516513,0.5409726311818412,0.2511111111111111,0.7433333333333333,0,0.41333333333333333,RAW,900,0.7477777777777778,20260941,na,0.64
0.14333333333333334,0.009225000000000002,0.13830731802516513,0.4985317455432869,0.11,0.7433333333333333,0,0.12222222222222223,HEAD_ONLY,900,0.7355555555555555,20260941,na,0.64
0.22444444444444445,0.013124999999999996,0.15752358019351959,0.5187137610197792,0.17777777777777778,0.7166666666666667,0,0.22999999999999998,LEACE,900,0.7177777777777778,20260941,na,0.54
0.13444444444444445,0.009225000000000002,0.13830731802516513,0.5039635653971747,0.13222222222222224,0.7433333333333333,0,0.15,Fiber-OneStep,900,0.7344444444444445,20260941,strong,0.64
0.10333333333333335,0.009225000000000002,0.1383073220650355,0.500590994533975,0.12111111111111111,0.7433333333333333,0,0.14333333333333334,Fiber-SANDiff,900,0.7455555555555555,20260941,strong,0.64
0.11888888888888889,0.009225000000000002,0.1383073220650355,0.5010137102311767,0.11666666666666667,0.7433333333333333,0,0.10777777777777778,Fiber-Gaussian,900,0.7322222222222222,20260941,strong,0.64
0.11222222222222222,0.009225000000000002,0.13830731802516513,0.4997485509222933,0.13333333333333333,0.7433333333333333,0,0.11222222222222222,Fiber-Stratified-Resample,900,0.7344444444444445,20260941,strong,0.64
0.26555555555555554,0.0105,0.10917563557624818,0.5431308067169012,0.21666666666666667,0.7133333333333334,1,0.33666666666666667,RAW,900,0.6777777777777778,20260940,na,0.59
0.12777777777777777,0.0105,0.10917561491330466,0.5081188242619074,0.12444444444444445,0.7133333333333334,1,0.14222222222222222,HEAD_ONLY,900,0.7055555555555555,20260940,na,0.59
0.16111111111111112,0.008499999999999999,0.12495048032866585,0.5122656896772876,0.16444444444444448,0.6666666666666667,1,0.22,LEACE,900,0.6466666666666667,20260940,na,0.53
0.10777777777777779,0.0105,0.10917562650309667,0.5094519613518771,0.14,0.7133333333333334,1,0.12333333333333335,Fiber-OneStep,900,0.7066666666666667,20260940,strong,0.59
0.11777777777777779,0.0105,0.10917562650309667,0.5079256201929632,0.14333333333333334,0.7133333333333334,1,0.13333333333333336,Fiber-SANDiff,900,0.7055555555555555,20260940,strong,0.59
0.13444444444444448,0.0105,0.10917561491330466,0.5041181906893603,0.14,0.7133333333333334,1,0.14,Fiber-Gaussian,900,0.6988888888888889,20260940,strong,0.59
0.11333333333333334,0.0105,0.10917562650309667,0.5044511940791759,0.13222222222222224,0.7133333333333334,1,0.13,Fiber-Stratified-Resample,900,0.7133333333333334,20260940,strong,0.59
0.3522222222222222,0.008419444444444443,0.19316058191988206,0.5549632756439817,0.27444444444444444,0.6922222222222223,1,0.31666666666666665,RAW,900,0.6766666666666666,20260941,na,0.5700000000000001
0.11666666666666667,0.008419444444444443,0.19316059125794308,0.5024279870595426,0.13444444444444445,0.6922222222222223,1,0.13888888888888892,HEAD_ONLY,900,0.6911111111111111,20260941,na,0.5700000000000001
0.21222222222222223,0.00696111111111111,0.22657770408524408,0.5219120527883427,0.20555555555555557,0.6388888888888888,1,0.23222222222222225,LEACE,900,0.6433333333333333,20260941,na,0.54
0.12333333333333332,0.008419444444444443,0.19316059125794308,0.5081379546693852,0.12555555555555553,0.6922222222222223,1,0.12333333333333332,Fiber-OneStep,900,0.6911111111111111,20260941,strong,0.5700000000000001
0.13111111111111112,0.008419444444444443,0.19316059125794308,0.5098343053483569,0.13,0.6922222222222223,1,0.11666666666666667,Fiber-SANDiff,900,0.6788888888888889,20260941,strong,0.5700000000000001
0.1111111111111111,0.008419444444444443,0.19316059125794308,0.5085950051754693,0.12444444444444445,0.6922222222222223,1,0.10666666666666666,Fiber-Gaussian,900,0.6955555555555556,20260941,strong,0.5700000000000001
0.12888888888888891,0.008419444444444443,0.19316059125794308,0.5068907776147763,0.11333333333333334,0.6922222222222223,1,0.10666666666666666,Fiber-Stratified-Resample,900,0.6877777777777778,20260941,strong,0.5700000000000001
0.33777777777777773,0.01871111111111111,0.09021590650081637,0.5415267752615478,0.22555555555555554,0.7511111111111111,2,0.3411111111111111,RAW,900,0.7366666666666666,20260940,na,0.54
0.15333333333333335,0.01871111111111111,0.09021590650081637,0.5017972787370172,0.13111111111111112,0.7511111111111111,2,0.14,HEAD_ONLY,900,0.7511111111111111,20260940,na,0.54
