fold,seed,participant,method,family,metric,value
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.06
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.2575581073760986
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.48267147486659684
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.13
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.2310004234313965
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.47916297900386023
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.14
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.2894349098205566
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.47316661557609047
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.05
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.452028751373291
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5038516865151634
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.47
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,1.8693009614944458
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5166452540747843
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,subject_recall,0.11
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.301947593688965
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5120384528614041
3,20260940,28,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.13
3,20260940,28,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.349325180053711
3,20260940,28,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.520287355014906
3,20260940,29,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.14
3,20260940,29,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.3715872764587402
3,20260940,29,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5012163377070565
3,20260940,30,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.12
3,20260940,30,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.508451223373413
3,20260940,30,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.508410648005444
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.04
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.5645999908447266
3,20260940,31,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4819658390390098
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.15
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.5641818046569824
3,20260940,32,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4775717917333585
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.09
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.515469551086426
3,20260940,33,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.47889237075077157
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.11
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.369955062866211
3,20260940,34,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5044179538807769
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.34
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.3401238918304443
3,20260940,35,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5200258868648131
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,subject_recall,0.09
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,cross_entropy,2.5213303565979004
3,20260940,36,Fiber-Stratified-Resample,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5088486701927657
3,20260940,28,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,28,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,28,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.145838737487793
3,20260940,28,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00024286903966356466
3,20260940,29,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,29,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,29,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.425820350646973
3,20260940,29,Fiber-Gaussian,training_exposure,membership_attack_probability,0.0001009250866051249
3,20260940,30,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,30,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,30,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.413076400756836
3,20260940,30,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00010435941973057306
3,20260940,31,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,31,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,31,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.153599739074707
3,20260940,31,Fiber-Gaussian,training_exposure,membership_attack_probability,0.0002627019248556453
3,20260940,32,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,32,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,32,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.395810604095459
3,20260940,32,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00010777610545745312
3,20260940,33,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,33,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,33,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.302846908569336
3,20260940,33,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00017134574969087605
3,20260940,34,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,34,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,34,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.191401958465576
3,20260940,34,Fiber-Gaussian,training_exposure,membership_attack_probability,0.000256901950368736
3,20260940,35,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,35,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,35,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,5.9442524909973145
3,20260940,35,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00037484353526510695
3,20260940,36,Fiber-Gaussian,training_exposure,exact_copy_rate,0.0
3,20260940,36,Fiber-Gaussian,training_exposure,near_copy_rate,0.0
3,20260940,36,Fiber-Gaussian,training_exposure,nearest_training_fiber_distance,6.320100784301758
3,20260940,36,Fiber-Gaussian,training_exposure,membership_attack_probability,0.00017455987134524134
3,20260940,28,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,28,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,28,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4335914499952196e-07
3,20260940,28,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572816053
3,20260940,29,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,29,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,29,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4889614874391555e-07
3,20260940,29,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572767137
3,20260940,30,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,30,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,30,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4276157855874771e-07
3,20260940,30,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572885351
3,20260940,31,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,31,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,31,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.422109789928072e-07
3,20260940,31,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572991335
3,20260940,32,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,32,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,32,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4779988077862072e-07
3,20260940,32,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572726373
3,20260940,33,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,33,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,33,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4477311083282984e-07
3,20260940,33,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572828281
3,20260940,34,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,34,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,34,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.439518513279836e-07
3,20260940,34,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572930191
3,20260940,35,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,35,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,35,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.3968752909931936e-07
3,20260940,35,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.998633557304025
3,20260940,36,Fiber-Stratified-Resample,training_exposure,exact_copy_rate,1.0
3,20260940,36,Fiber-Stratified-Resample,training_exposure,near_copy_rate,1.0
3,20260940,36,Fiber-Stratified-Resample,training_exposure,nearest_training_fiber_distance,1.4547839555234532e-07
3,20260940,36,Fiber-Stratified-Resample,training_exposure,membership_attack_probability,0.9986335572828281
3,20260940,28,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,28,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,28,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.348825454711914
3,20260940,28,Fiber-SANDiff,training_exposure,membership_attack_probability,0.0023342001608001343
3,20260940,29,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,29,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,29,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.531208038330078
3,20260940,29,Fiber-SANDiff,training_exposure,membership_attack_probability,0.0013171798543161327
3,20260940,30,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,30,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,30,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.539267539978027
3,20260940,30,Fiber-SANDiff,training_exposure,membership_attack_probability,0.0012723775095745443
3,20260940,31,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,31,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,31,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.3085856437683105
3,20260940,31,Fiber-SANDiff,training_exposure,membership_attack_probability,0.0029791390918158483
3,20260940,32,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,32,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,32,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.518306255340576
3,20260940,32,Fiber-SANDiff,training_exposure,membership_attack_probability,0.001673124130702532
3,20260940,33,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,33,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,33,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.422754287719727
3,20260940,33,Fiber-SANDiff,training_exposure,membership_attack_probability,0.001834964505339829
3,20260940,34,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,34,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,34,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.345556735992432
3,20260940,34,Fiber-SANDiff,training_exposure,membership_attack_probability,0.003140340334329075
3,20260940,35,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,35,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,35,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.074648380279541
3,20260940,35,Fiber-SANDiff,training_exposure,membership_attack_probability,0.005184690255468699
3,20260940,36,Fiber-SANDiff,training_exposure,exact_copy_rate,0.0
3,20260940,36,Fiber-SANDiff,training_exposure,near_copy_rate,0.0
3,20260940,36,Fiber-SANDiff,training_exposure,nearest_training_fiber_distance,5.444015026092529
3,20260940,36,Fiber-SANDiff,training_exposure,membership_attack_probability,0.0023542722941643297
3,20260941,28,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.91
3,20260941,28,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.37
3,20260941,28,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.31
3,20260941,28,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5434225439550738
3,20260941,29,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.67
3,20260941,29,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.5
3,20260941,29,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.41
3,20260941,29,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5423535001583782
3,20260941,30,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.7
3,20260941,30,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.47
3,20260941,30,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.37
3,20260941,30,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5459961729812476
3,20260941,31,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,31,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.43
3,20260941,31,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.35
3,20260941,31,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.4960984978786836
3,20260941,32,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,32,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.66
3,20260941,32,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.56
3,20260941,32,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.557619884769565
3,20260941,33,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.8300000000000001
3,20260941,33,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.62
3,20260941,33,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.35
3,20260941,33,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5176205437075002
3,20260941,34,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,34,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.42
3,20260941,34,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.31
3,20260941,34,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5653417365950447
3,20260941,35,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.82
3,20260941,35,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.67
3,20260941,35,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.59
3,20260941,35,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5349503961939919
3,20260941,36,RAW,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,36,RAW,task_or_legacy_privacy,linear_subject_probe_recall,0.47
3,20260941,36,RAW,task_or_legacy_privacy,adaptive_subject_attack_recall,0.17
3,20260941,36,RAW,task_or_legacy_privacy,cross_session_same_different_auroc,0.5494876048768265
3,20260941,28,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.91
3,20260941,28,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.01
3,20260941,28,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,28,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5040495053452332
3,20260941,29,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.67
3,20260941,29,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.56
3,20260941,29,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.26
3,20260941,29,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5125298278956815
3,20260941,30,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.7
3,20260941,30,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.46
3,20260941,30,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.17
3,20260941,30,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5090547263681593
3,20260941,31,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,31,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.02
3,20260941,31,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.06
3,20260941,31,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.49068627450980395
3,20260941,32,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,32,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.02
3,20260941,32,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.42
3,20260941,32,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.4892869922367254
3,20260941,33,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.8300000000000001
3,20260941,33,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.02
3,20260941,33,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.11
3,20260941,33,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.47688398557963774
3,20260941,34,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,34,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.02
3,20260941,34,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.01
3,20260941,34,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5217658385493221
3,20260941,35,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.82
3,20260941,35,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.01
3,20260941,35,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.65
3,20260941,35,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5014837385437881
3,20260941,36,HEAD_ONLY,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,36,HEAD_ONLY,task_or_legacy_privacy,linear_subject_probe_recall,0.03
3,20260941,36,HEAD_ONLY,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,36,HEAD_ONLY,task_or_legacy_privacy,cross_session_same_different_auroc,0.5156899404653895
3,20260941,28,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.8500000000000001
3,20260941,28,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.24
3,20260941,28,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.15
3,20260941,28,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5127484427535118
3,20260941,29,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.69
3,20260941,29,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.32
3,20260941,29,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.23
3,20260941,29,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5086073276317178
3,20260941,30,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.7
3,20260941,30,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.26
3,20260941,30,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.23
3,20260941,30,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.504036739380023
3,20260941,31,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.81
3,20260941,31,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.22
3,20260941,31,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.24
3,20260941,31,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5041938997821351
3,20260941,32,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.6399999999999999
3,20260941,32,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.43
3,20260941,32,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.48
3,20260941,32,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.49279213404483724
3,20260941,33,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.77
3,20260941,33,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.23
3,20260941,33,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.24
3,20260941,33,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5020563977085716
3,20260941,34,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.7
3,20260941,34,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.26
3,20260941,34,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.16
3,20260941,34,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5327778156967058
3,20260941,35,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.78
3,20260941,35,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.44
3,20260941,35,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.49
3,20260941,35,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.525413497645112
3,20260941,36,LEACE,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,36,LEACE,task_or_legacy_privacy,linear_subject_probe_recall,0.31
3,20260941,36,LEACE,task_or_legacy_privacy,adaptive_subject_attack_recall,0.28
3,20260941,36,LEACE,task_or_legacy_privacy,cross_session_same_different_auroc,0.5209915666502494
3,20260941,28,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.91
3,20260941,28,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.07
3,20260941,28,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,28,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.49178138366642554
3,20260941,29,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.67
3,20260941,29,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.19
3,20260941,29,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.35
3,20260941,29,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5430799282018794
3,20260941,30,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.7
3,20260941,30,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.34
3,20260941,30,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.14
3,20260941,30,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5549580303610154
3,20260941,31,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,31,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.0
3,20260941,31,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,31,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5116357069143447
3,20260941,32,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,32,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.27
3,20260941,32,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.28
3,20260941,32,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5481535645202276
3,20260941,33,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.8300000000000001
3,20260941,33,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.11
3,20260941,33,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.24
3,20260941,33,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.46587422239596155
3,20260941,34,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.71
3,20260941,34,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.0
3,20260941,34,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,34,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5069402853789207
3,20260941,35,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.82
3,20260941,35,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.51
3,20260941,35,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.48
3,20260941,35,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.5803252490134929
3,20260941,36,Fiber-OneStep,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.79
3,20260941,36,Fiber-OneStep,task_or_legacy_privacy,linear_subject_probe_recall,0.09
3,20260941,36,Fiber-OneStep,task_or_legacy_privacy,adaptive_subject_attack_recall,0.0
3,20260941,36,Fiber-OneStep,task_or_legacy_privacy,cross_session_same_different_auroc,0.49179994988378223
3,20260941,28,Fiber-SANDiff,task_or_legacy_privacy,fixed_head_balanced_accuracy,0.91
3,20260941,28,Fiber-SANDiff,task_or_legacy_privacy,linear_subject_probe_recall,0.1
3,20260941,28,Fiber-SANDiff,task_or_legacy_privacy,adaptive_subject_attack_recall,0.1
3,20260941,28,Fiber-SANDiff,task_or_legacy_privacy,cross_session_same_different_auroc,0.49261672466591105
