donor,method,recipient,risk
sub-11,V29_PA_SC_DET_MATCH,sub-07,0.336804053704125
sub-12,V29_PA_SC_DET_MATCH,sub-07,0.3368043137242138
sub-14,V29_PA_SC_DET_MATCH,sub-07,0.3368037959832388
sub-15,V29_PA_SC_DET_MATCH,sub-07,0.3368046499640009
sub-17,V29_PA_SC_DET_MATCH,sub-07,0.33680428490333725
sub-18,V29_PA_SC_DET_MATCH,sub-07,0.3368038935861679
sub-19,V29_PA_SC_DET_MATCH,sub-07,0.33680387814011836
sub-21,V29_PA_SC_DET_MATCH,sub-07,0.3368041816574987
sub-23,V29_PA_SC_DET_MATCH,sub-07,0.33680383729774305
sub-02,V29_PA_SC_DET_MATCH,sub-09,4.840399660952649
sub-03,V29_PA_SC_DET_MATCH,sub-09,4.840400192914078
sub-05,V29_PA_SC_DET_MATCH,sub-09,4.840400406157843
sub-06,V29_PA_SC_DET_MATCH,sub-09,4.840400342088994
sub-07,V29_PA_SC_DET_MATCH,sub-09,4.840400389119168
sub-09,V29_PA_SC_DET_MATCH,sub-09,4.8404007911772675
sub-11,V29_PA_SC_DET_MATCH,sub-09,4.840399965978577
sub-12,V29_PA_SC_DET_MATCH,sub-09,4.8404001221562
sub-14,V29_PA_SC_DET_MATCH,sub-09,4.840400308765108
sub-15,V29_PA_SC_DET_MATCH,sub-09,4.840399695592673
sub-17,V29_PA_SC_DET_MATCH,sub-09,4.8403994083912245
sub-18,V29_PA_SC_DET_MATCH,sub-09,4.840401019436993
sub-19,V29_PA_SC_DET_MATCH,sub-09,4.840400337262609
sub-21,V29_PA_SC_DET_MATCH,sub-09,4.840401310190727
sub-23,V29_PA_SC_DET_MATCH,sub-09,4.840400482500425
sub-02,V29_PA_SC_DET_MATCH,sub-11,0.36958532220160123
sub-03,V29_PA_SC_DET_MATCH,sub-11,0.3695852085462927
sub-05,V29_PA_SC_DET_MATCH,sub-11,0.3695849291365852
sub-06,V29_PA_SC_DET_MATCH,sub-11,0.36958479930439764
sub-07,V29_PA_SC_DET_MATCH,sub-11,0.36958509451263427
sub-09,V29_PA_SC_DET_MATCH,sub-11,0.3695918767868231
sub-11,V29_PA_SC_DET_MATCH,sub-11,0.36958522569168256
sub-12,V29_PA_SC_DET_MATCH,sub-11,0.36958514849215535
sub-14,V29_PA_SC_DET_MATCH,sub-11,0.3695847627790903
sub-15,V29_PA_SC_DET_MATCH,sub-11,0.3695856836938118
sub-17,V29_PA_SC_DET_MATCH,sub-11,0.36958531787159804
sub-18,V29_PA_SC_DET_MATCH,sub-11,0.3695853177875203
sub-19,V29_PA_SC_DET_MATCH,sub-11,0.3695853365950623
sub-21,V29_PA_SC_DET_MATCH,sub-11,0.36958487902625664
sub-23,V29_PA_SC_DET_MATCH,sub-11,0.3695847545847452
sub-02,V29_PA_SC_DET_MATCH,sub-12,0.5902193967534307
sub-03,V29_PA_SC_DET_MATCH,sub-12,0.5902173598458628
sub-05,V29_PA_SC_DET_MATCH,sub-12,0.5902167893089224
sub-06,V29_PA_SC_DET_MATCH,sub-12,0.5902165432699905
sub-07,V29_PA_SC_DET_MATCH,sub-12,0.5902172068583443
sub-09,V29_PA_SC_DET_MATCH,sub-12,0.5902228028474686
sub-11,V29_PA_SC_DET_MATCH,sub-12,0.5902175599540996
sub-12,V29_PA_SC_DET_MATCH,sub-12,0.5902173306579547
sub-14,V29_PA_SC_DET_MATCH,sub-12,0.5902172146128982
sub-15,V29_PA_SC_DET_MATCH,sub-12,0.5902176167712444
sub-17,V29_PA_SC_DET_MATCH,sub-12,0.5902176664272297
sub-18,V29_PA_SC_DET_MATCH,sub-12,0.5902171991199592
sub-19,V29_PA_SC_DET_MATCH,sub-12,0.5902171592218414
sub-21,V29_PA_SC_DET_MATCH,sub-12,0.5902165778113865
sub-23,V29_PA_SC_DET_MATCH,sub-12,0.5902173410868272
sub-02,V29_PA_SC_DET_MATCH,sub-14,0.37576047811307944
sub-03,V29_PA_SC_DET_MATCH,sub-14,0.3757598018144361
sub-05,V29_PA_SC_DET_MATCH,sub-14,0.3757593235980797
sub-06,V29_PA_SC_DET_MATCH,sub-14,0.3757567280667394
sub-07,V29_PA_SC_DET_MATCH,sub-14,0.3757602015046157
sub-09,V29_PA_SC_DET_MATCH,sub-14,0.37576677218263893
sub-11,V29_PA_SC_DET_MATCH,sub-14,0.3757597552135444
sub-12,V29_PA_SC_DET_MATCH,sub-14,0.3757603351558727
sub-14,V29_PA_SC_DET_MATCH,sub-14,0.37575709269165397
sub-15,V29_PA_SC_DET_MATCH,sub-14,0.37576078552228864
sub-17,V29_PA_SC_DET_MATCH,sub-14,0.3757604537935953
sub-18,V29_PA_SC_DET_MATCH,sub-14,0.3757597052503519
sub-19,V29_PA_SC_DET_MATCH,sub-14,0.3757601276859835
sub-21,V29_PA_SC_DET_MATCH,sub-14,0.3757593381774818
sub-23,V29_PA_SC_DET_MATCH,sub-14,0.3757576844372023
sub-02,V29_PA_SC_DET_MATCH,sub-15,1.1799275492748065
sub-03,V29_PA_SC_DET_MATCH,sub-15,1.1799269811502502
sub-05,V29_PA_SC_DET_MATCH,sub-15,1.1799265097538914
sub-06,V29_PA_SC_DET_MATCH,sub-15,1.179926407458778
sub-07,V29_PA_SC_DET_MATCH,sub-15,1.1799268016572266
sub-09,V29_PA_SC_DET_MATCH,sub-15,1.1799278604060721
sub-11,V29_PA_SC_DET_MATCH,sub-15,1.1799269440169964
sub-12,V29_PA_SC_DET_MATCH,sub-15,1.1799273770318703
sub-14,V29_PA_SC_DET_MATCH,sub-15,1.1799264075913622
sub-15,V29_PA_SC_DET_MATCH,sub-15,1.179926784998517
sub-17,V29_PA_SC_DET_MATCH,sub-15,1.1799272356292931
sub-18,V29_PA_SC_DET_MATCH,sub-15,1.1799270871092127
sub-19,V29_PA_SC_DET_MATCH,sub-15,1.179927377360097
sub-21,V29_PA_SC_DET_MATCH,sub-15,1.1799276674460593
sub-23,V29_PA_SC_DET_MATCH,sub-15,1.1799267411099412
sub-02,V29_PA_SC_DET_MATCH,sub-17,0.3687240596490382
sub-03,V29_PA_SC_DET_MATCH,sub-17,0.36872364750565295
sub-05,V29_PA_SC_DET_MATCH,sub-17,0.3687228559243118
sub-06,V29_PA_SC_DET_MATCH,sub-17,0.3687218423842245
sub-07,V29_PA_SC_DET_MATCH,sub-17,0.36872411128489246
sub-09,V29_PA_SC_DET_MATCH,sub-17,0.3687262615914935
sub-11,V29_PA_SC_DET_MATCH,sub-17,0.3687232502036042
sub-12,V29_PA_SC_DET_MATCH,sub-17,0.3687240123189339
sub-14,V29_PA_SC_DET_MATCH,sub-17,0.36872191029316226
sub-15,V29_PA_SC_DET_MATCH,sub-17,0.3687247139888415
sub-17,V29_PA_SC_DET_MATCH,sub-17,0.36872369500310415
sub-18,V29_PA_SC_DET_MATCH,sub-17,0.36872420125615063
sub-19,V29_PA_SC_DET_MATCH,sub-17,0.368724073615643
sub-21,V29_PA_SC_DET_MATCH,sub-17,0.3687246077412662
sub-23,V29_PA_SC_DET_MATCH,sub-17,0.3687230648421165
sub-02,V29_PA_SC_DET_MATCH,sub-18,0.3326460395506325
sub-03,V29_PA_SC_DET_MATCH,sub-18,0.3326461696237351
sub-05,V29_PA_SC_DET_MATCH,sub-18,0.3326451814080226
sub-06,V29_PA_SC_DET_MATCH,sub-18,0.33264456175594304
sub-07,V29_PA_SC_DET_MATCH,sub-18,0.3326459966152065
sub-09,V29_PA_SC_DET_MATCH,sub-18,0.33265028241536737
sub-11,V29_PA_SC_DET_MATCH,sub-18,0.3326457882342058
sub-12,V29_PA_SC_DET_MATCH,sub-18,0.33264538390034837
sub-14,V29_PA_SC_DET_MATCH,sub-18,0.3326449467123085
sub-15,V29_PA_SC_DET_MATCH,sub-18,0.33264698467893244
sub-17,V29_PA_SC_DET_MATCH,sub-18,0.3326464709615619
sub-18,V29_PA_SC_DET_MATCH,sub-18,0.3326452959202773
sub-19,V29_PA_SC_DET_MATCH,sub-18,0.3326453732119666
sub-21,V29_PA_SC_DET_MATCH,sub-18,0.3326470657169314
sub-23,V29_PA_SC_DET_MATCH,sub-18,0.3326451868205267
sub-02,V29_PA_SC_DET_MATCH,sub-19,0.79552637688337
sub-03,V29_PA_SC_DET_MATCH,sub-19,0.7955261457367063
sub-05,V29_PA_SC_DET_MATCH,sub-19,0.795526098123648
sub-06,V29_PA_SC_DET_MATCH,sub-19,0.7955255947640075
sub-07,V29_PA_SC_DET_MATCH,sub-19,0.7955262948906037
sub-09,V29_PA_SC_DET_MATCH,sub-19,0.7955295037673852
sub-11,V29_PA_SC_DET_MATCH,sub-19,0.7955264752543169
sub-12,V29_PA_SC_DET_MATCH,sub-19,0.7955261219524092
sub-14,V29_PA_SC_DET_MATCH,sub-19,0.7955260039679058
sub-15,V29_PA_SC_DET_MATCH,sub-19,0.7955273427562335
sub-17,V29_PA_SC_DET_MATCH,sub-19,0.7955267904504176
sub-18,V29_PA_SC_DET_MATCH,sub-19,0.79552581934129
sub-19,V29_PA_SC_DET_MATCH,sub-19,0.7955252734973328
sub-21,V29_PA_SC_DET_MATCH,sub-19,0.7955283968694857
sub-23,V29_PA_SC_DET_MATCH,sub-19,0.7955259760338876
sub-02,V29_PA_SC_DET_MATCH,sub-21,0.4691351343499264
sub-03,V29_PA_SC_DET_MATCH,sub-21,0.46913526569874703
sub-05,V29_PA_SC_DET_MATCH,sub-21,0.46913533152029335
sub-06,V29_PA_SC_DET_MATCH,sub-21,0.4691344935854431
sub-07,V29_PA_SC_DET_MATCH,sub-21,0.4691358553924753
sub-09,V29_PA_SC_DET_MATCH,sub-21,0.4691389369634433
sub-11,V29_PA_SC_DET_MATCH,sub-21,0.4691360118506256
sub-12,V29_PA_SC_DET_MATCH,sub-21,0.46913553229145083
sub-14,V29_PA_SC_DET_MATCH,sub-21,0.4691349074136168
sub-15,V29_PA_SC_DET_MATCH,sub-21,0.4691371522486507
sub-17,V29_PA_SC_DET_MATCH,sub-21,0.46913632846796344
sub-18,V29_PA_SC_DET_MATCH,sub-21,0.4691356843557313
sub-19,V29_PA_SC_DET_MATCH,sub-21,0.4691359156357875
sub-21,V29_PA_SC_DET_MATCH,sub-21,0.46913602043625563
sub-23,V29_PA_SC_DET_MATCH,sub-21,0.4691352400679736
sub-02,V29_PA_SC_DET_MATCH,sub-23,0.12587889478810313
sub-03,V29_PA_SC_DET_MATCH,sub-23,0.12587894176815298
sub-05,V29_PA_SC_DET_MATCH,sub-23,0.12587923799502376
sub-06,V29_PA_SC_DET_MATCH,sub-23,0.12587711049612457
sub-07,V29_PA_SC_DET_MATCH,sub-23,0.12587970995971573
sub-09,V29_PA_SC_DET_MATCH,sub-23,0.12588395924022835
sub-11,V29_PA_SC_DET_MATCH,sub-23,0.12588091058165043
sub-12,V29_PA_SC_DET_MATCH,sub-23,0.12587939743712517
sub-14,V29_PA_SC_DET_MATCH,sub-23,0.1258780104358771
sub-15,V29_PA_SC_DET_MATCH,sub-23,0.1258809844851688
sub-17,V29_PA_SC_DET_MATCH,sub-23,0.1258809408172965
sub-18,V29_PA_SC_DET_MATCH,sub-23,0.12587905883426884
sub-19,V29_PA_SC_DET_MATCH,sub-23,0.12587985293389972
sub-21,V29_PA_SC_DET_MATCH,sub-23,0.12588111855358067
sub-23,V29_PA_SC_DET_MATCH,sub-23,0.1258785790956204
