between_distance,feature,fold,participants,same_different_auroc,slot,state_byte_size,top1_accuracy,top3_accuracy,within_distance
2.6203556060791016,context,0,15,0.8847619047619049,0,512,0.6,0.7333333333333333,1.2185916900634766
1.9566701650619507,projector,0,15,0.9257142857142857,0,8464,0.6666666666666666,0.8666666666666667,1.0830384492874146
0.7311803698539734,context_plus_projector,0,15,0.9273015873015872,0,8976,0.6666666666666666,0.8666666666666667,0.3983164131641388
0.0,population_token,0,15,0.5,0,1024,0.06666666666666667,0.20000000000000007,0.0
15.993444090447005,random_features,0,15,0.4876190476190476,0,1024,0.06666666666666667,0.2,15.999627901392945
4.550811290740967,context,0,15,0.9473015873015873,1,512,0.9333333333333333,0.9333333333333333,1.587056279182434
1.888027548789978,projector,0,15,0.9622222222222222,1,8464,0.8666666666666667,0.9333333333333333,0.8933255672454834
0.7841872572898865,context_plus_projector,0,15,0.9606349206349207,1,8976,0.9333333333333333,0.9333333333333333,0.3463699519634247
0.0,population_token,0,15,0.5,1,1024,0.06666666666666667,0.20000000000000007,0.0
15.832703498855519,random_features,0,15,0.4746031746031746,1,1024,0.13333333333333333,0.3333333333333333,15.857301019256514
2.662308692932129,context,0,15,0.9396825396825396,2,512,0.7333333333333333,0.8666666666666667,1.1799758672714233
1.96366286277771,projector,0,15,0.9765079365079365,2,8464,0.8,0.9333333333333333,1.0842236280441284
0.7344160676002502,context_plus_projector,0,15,0.974920634920635,2,8976,0.8,0.9333333333333333,0.39749425649642944
0.0,population_token,0,15,0.5,2,1024,0.06666666666666667,0.20000000000000007,0.0
16.320742028856206,random_features,0,15,0.45206349206349206,2,1024,0.0,0.13333333333333333,16.513183878110247
3.400655508041382,context,1,15,0.9336507936507936,0,512,0.8666666666666667,0.9333333333333333,1.1425126791000366
1.580183506011963,projector,1,15,0.9469841269841269,0,8464,0.7333333333333333,0.8666666666666667,0.6894779205322266
0.6355205774307251,context_plus_projector,1,15,0.9453968253968255,0,8976,0.7333333333333333,0.9333333333333333,0.2642345428466797
0.0,population_token,1,15,0.5,0,1024,0.06666666666666667,0.20000000000000007,0.0
15.972348226412288,random_features,1,15,0.5561904761904761,0,1024,0.06666666666666667,0.2,15.787616779393762
5.945969581604004,context,1,15,0.9390476190476191,1,512,0.8666666666666667,0.9333333333333333,1.8970283269882202
1.7673566341400146,projector,1,15,0.9542857142857143,1,8464,0.8666666666666667,0.9333333333333333,0.7350581288337708
0.8167170882225037,context_plus_projector,1,15,0.9507936507936509,1,8976,0.8,0.9333333333333333,0.30992305278778076
0.0,population_token,1,15,0.5,1,1024,0.06666666666666667,0.20000000000000007,0.0
16.088688427653853,random_features,1,15,0.4952380952380952,1,1024,0.0,0.2,16.093850038665067
6.40961217880249,context,1,15,0.9955555555555556,2,512,0.9333333333333333,1.0,1.7140908241271973
1.780453085899353,projector,1,15,0.9977777777777778,2,8464,1.0,1.0,0.6661316752433777
0.8410711288452148,context_plus_projector,1,15,0.9974603174603175,2,8976,1.0,1.0,0.2788401246070862
0.0,population_token,1,15,0.5,2,1024,0.06666666666666667,0.20000000000000007,0.0
15.783920799388751,random_features,1,15,0.49936507936507935,2,1024,0.06666666666666667,0.2,15.919108657571128
3.400224447250366,context,2,15,0.9828571428571429,0,512,0.9333333333333333,1.0,0.9908828139305115
1.01466703414917,projector,2,15,0.9447619047619047,0,8464,0.8,1.0,0.47517144680023193
0.4702937602996826,context_plus_projector,2,15,0.960952380952381,0,8976,0.9333333333333333,1.0,0.18900881707668304
0.0,population_token,2,15,0.5,0,1024,0.06666666666666667,0.20000000000000007,0.0
16.004152210027666,random_features,2,15,0.5914285714285714,0,1024,0.13333333333333333,0.3333333333333333,15.659683785396998
2.9919137954711914,context,2,15,0.9053968253968254,1,512,0.8,0.8666666666666667,1.0355089902877808
1.7567399740219116,projector,2,15,0.9619047619047619,1,8464,0.8,0.9333333333333333,0.8389398455619812
0.679519534111023,context_plus_projector,2,15,0.9596825396825397,1,8976,0.8,0.9333333333333333,0.31107378005981445
0.0,population_token,2,15,0.5,1,1024,0.06666666666666667,0.20000000000000007,0.0
15.88235388045144,random_features,2,15,0.5422222222222223,1,1024,0.06666666666666667,0.06666666666666667,15.792328081863657
4.739373207092285,context,2,15,0.9682539682539681,2,512,0.8,1.0,1.0718019008636475
1.7313597202301025,projector,2,15,0.9907936507936508,2,8464,0.9333333333333333,1.0,0.7575312852859497
0.7537462711334229,context_plus_projector,2,15,0.9907936507936508,2,8976,0.9333333333333333,1.0,0.2845248878002167
0.0,population_token,2,15,0.5,2,1024,0.06666666666666667,0.20000000000000007,0.0
16.112495336011865,random_features,2,15,0.6234920634920635,2,1024,0.26666666666666666,0.5333333333333333,15.786629880870455
5.730904579162598,context,3,15,0.9898412698412697,0,512,0.9333333333333333,1.0,1.2166987657546997
1.686764121055603,projector,3,15,0.9926984126984127,0,8464,1.0,1.0,0.5593978762626648
0.7799743413925171,context_plus_projector,3,15,0.9923809523809524,0,8976,1.0,1.0,0.22386199235916138
0.0,population_token,3,15,0.5,0,1024,0.06666666666666667,0.20000000000000007,0.0
15.6233229658051,random_features,3,15,0.41777777777777775,0,1024,0.13333333333333333,0.2,15.894516636364015
6.8915114402771,context,3,15,0.9879365079365079,1,512,0.8666666666666667,1.0,1.3870811462402344
2.1211771965026855,projector,3,15,0.9984126984126984,1,8464,1.0,1.0,0.8567580580711365
0.9671559929847717,context_plus_projector,3,15,0.9971428571428571,1,8976,0.9333333333333333,1.0,0.32620173692703247
0.0,population_token,3,15,0.5,1,1024,0.06666666666666667,0.20000000000000007,0.0
15.838503239502284,random_features,3,15,0.5365079365079365,1,1024,0.06666666666666667,0.13333333333333333,15.688225192174214
3.0757648944854736,context,3,15,0.8914285714285715,2,512,0.6,0.8,1.284071445465088
1.9620108604431152,projector,3,15,0.913968253968254,2,8464,0.6,0.8,1.0940399169921875
0.7479093074798584,context_plus_projector,3,15,0.9139682539682539,2,8976,0.6,0.8,0.40383240580558777
0.0,population_token,3,15,0.5,2,1024,0.06666666666666667,0.20000000000000007,0.0
15.95977225482644,random_features,3,15,0.5209523809523811,2,1024,0.0,0.2,15.980219499387356
3.065687417984009,context,4,15,0.8901587301587301,0,512,0.6666666666666666,0.8,1.3734800815582275
1.7818385362625122,projector,4,15,0.927936507936508,0,8464,0.7333333333333333,0.8666666666666667,1.0130302906036377
0.6872605085372925,context_plus_projector,4,15,0.9266666666666666,0,8976,0.7333333333333333,0.8,0.3784308433532715
0.0,population_token,4,15,0.5,0,1024,0.06666666666666667,0.20000000000000007,0.0
15.737196393451717,random_features,4,15,0.4822222222222222,0,1024,0.06666666666666667,0.13333333333333333,15.856289495877446
2.713597536087036,context,4,15,0.900952380952381,1,512,0.6,0.8,1.3177199363708496
1.8044421672821045,projector,4,15,0.9285714285714286,1,8464,0.6666666666666666,0.8,1.0140352249145508
0.682568371295929,context_plus_projector,4,15,0.927936507936508,1,8976,0.7333333333333333,0.8,0.37709277868270874
0.0,population_token,4,15,0.5,1,1024,0.06666666666666667,0.20000000000000007,0.0
15.952309462245912,random_features,4,15,0.440952380952381,1,1024,0.06666666666666667,0.2,16.140627379837785
6.849579334259033,context,4,15,0.9961904761904762,2,512,0.9333333333333333,1.0,1.536016583442688
2.0472607612609863,projector,4,15,0.9974603174603175,2,8464,1.0,1.0,0.7803949117660522
0.9512976408004761,context_plus_projector,4,15,0.9974603174603175,2,8976,0.9333333333333333,1.0,0.30801063776016235
0.0,population_token,4,15,0.5,2,1024,0.06666666666666667,0.20000000000000007,0.0
15.96470471802285,random_features,4,15,0.3977777777777778,2,1024,0.0,0.06666666666666667,16.241383684652867
