clean_source,content_digest,fold,gain,generating_operator,ocular_source,panel,participant,query_block,seed,session,severity,source_index,support_block,task
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7962027711215784,sub-12,sub-03,paired,sub-12,300s-end,20260930,ses-04,medium,9,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6575058940328412,sub-11,sub-09,paired,sub-11,300s-end,20260930,ses-04,medium,10,0-120s,ERP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7978504898690328,sub-11,sub-03,paired,sub-11,300s-end,20260930,ses-04,medium,11,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3802475232886642,sub-11,sub-02,paired,sub-11,300s-end,20260930,ses-04,mild,12,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7696773717163718,sub-11,sub-05,paired,sub-11,300s-end,20260930,ses-02,medium,13,0-120s,ERP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.2281288442694038,sub-12,sub-06,paired,sub-12,300s-end,20260930,ses-02,severe,14,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.628712080894689,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-02,zero,15,0-120s,SSVEP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.4024419766291297,sub-12,sub-09,paired,sub-12,300s-end,20260930,ses-03,mild,16,0-120s,ERP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.5996224034421299,sub-11,sub-07,paired,sub-11,300s-end,20260930,ses-03,medium,17,0-120s,SSVEP
sub-09,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7403789299362856,sub-12,sub-21,paired,sub-12,300s-end,20260930,ses-04,medium,18,0-120s,SSVEP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.36215854433666456,sub-14,sub-21,paired,sub-14,300s-end,20260930,ses-02,mild,19,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.322121224377922,sub-12,sub-05,paired,sub-12,300s-end,20260930,ses-02,severe,20,0-120s,ERP
sub-03,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6367236075808255,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-03,medium,21,0-120s,ERP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6489663145842812,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-03,medium,22,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6122069101728093,sub-11,sub-02,paired,sub-11,300s-end,20260930,ses-03,medium,23,0-120s,ERP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7955953934857032,sub-14,sub-23,paired,sub-14,300s-end,20260930,ses-02,medium,24,0-120s,ERP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.38829328927937057,sub-14,sub-07,paired,sub-14,300s-end,20260930,ses-02,mild,25,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3467960268035981,sub-12,sub-21,paired,sub-12,300s-end,20260930,ses-02,mild,26,0-120s,SSVEP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.0678057492130089,sub-14,sub-21,paired,sub-14,300s-end,20260930,ses-02,severe,27,0-120s,ERP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.38416209065937656,sub-14,sub-02,paired,sub-14,300s-end,20260930,ses-04,mild,28,0-120s,SSVEP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.138670449802258,sub-14,sub-03,paired,sub-14,300s-end,20260930,ses-02,severe,29,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.092673761858021,sub-12,sub-09,paired,sub-12,300s-end,20260930,ses-02,severe,30,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.692640404126095,sub-14,sub-21,paired,sub-14,300s-end,20260930,ses-04,medium,31,0-120s,ERP
sub-09,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.355921772220297,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-03,mild,32,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3475922104701273,sub-11,sub-21,paired,sub-11,300s-end,20260930,ses-04,zero,33,0-120s,ERP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.0124367905952094,sub-12,sub-21,paired,sub-12,300s-end,20260930,ses-03,severe,34,0-120s,SSVEP
sub-21,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.2169277177208573,sub-11,sub-09,paired,sub-11,300s-end,20260930,ses-02,severe,35,0-120s,SSVEP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.32527698924819803,sub-11,sub-23,paired,sub-11,300s-end,20260930,ses-04,mild,36,0-120s,ERP
sub-09,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6039019041327436,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-04,medium,37,0-120s,SSVEP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3934860584571489,sub-11,sub-19,paired,sub-11,300s-end,20260930,ses-03,zero,38,0-120s,SSVEP
sub-21,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6863029242901654,sub-11,sub-03,paired,sub-11,300s-end,20260930,ses-02,medium,39,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6815992336413093,sub-14,sub-23,paired,sub-14,300s-end,20260930,ses-02,medium,40,0-120s,SSVEP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1267186701540262,sub-12,sub-03,paired,sub-12,300s-end,20260930,ses-04,severe,41,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3240506497806955,sub-14,sub-09,paired,sub-14,300s-end,20260930,ses-03,mild,42,0-120s,SSVEP
sub-09,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6851467929709878,sub-12,sub-06,paired,sub-12,300s-end,20260930,ses-03,medium,43,0-120s,ERP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.37958342021095176,sub-12,sub-05,paired,sub-12,300s-end,20260930,ses-04,mild,44,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.33615563438784685,sub-12,sub-21,paired,sub-12,300s-end,20260930,ses-02,mild,46,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.8027042240814736,sub-14,sub-19,paired,sub-14,300s-end,20260930,ses-04,medium,47,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.0671237239387596,sub-14,sub-19,paired,sub-14,300s-end,20260930,ses-02,severe,51,0-120s,SSVEP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.0273084372956331,sub-14,sub-06,paired,sub-14,300s-end,20260930,ses-04,severe,53,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6881120559158469,sub-14,sub-05,paired,sub-14,300s-end,20260930,ses-04,medium,55,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1589883682271225,sub-14,sub-09,paired,sub-14,300s-end,20260930,ses-02,severe,56,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.661018440132206,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-03,medium,57,0-120s,SSVEP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.2053172587343564,sub-14,sub-21,paired,sub-14,300s-end,20260930,ses-04,severe,58,0-120s,SSVEP
sub-09,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7666931908013684,sub-11,sub-05,paired,sub-11,300s-end,20260930,ses-03,medium,64,0-120s,ERP
sub-21,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7090455444151229,sub-14,sub-23,paired,sub-14,300s-end,20260930,ses-03,zero,67,0-120s,ERP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.39336513524058714,sub-11,sub-23,paired,sub-11,300s-end,20260930,ses-03,mild,68,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1649224795272828,sub-11,sub-02,paired,sub-11,300s-end,20260930,ses-02,severe,71,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.34256056795322926,sub-11,sub-07,paired,sub-11,300s-end,20260930,ses-02,mild,73,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7355332056362068,sub-14,sub-06,paired,sub-14,300s-end,20260930,ses-03,medium,79,0-120s,SSVEP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7872718401091112,sub-12,sub-03,paired,sub-12,300s-end,20260930,ses-04,medium,81,0-120s,ERP
sub-05,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.2772235646824284,sub-14,sub-19,paired,sub-14,300s-end,20260930,ses-03,severe,84,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6393916569775805,sub-14,sub-09,paired,sub-14,300s-end,20260930,ses-03,medium,91,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7111440667996246,sub-14,sub-06,paired,sub-14,300s-end,20260930,ses-04,medium,93,0-120s,ERP
sub-03,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.2767854135832908,sub-14,sub-05,paired,sub-14,300s-end,20260930,ses-03,zero,95,0-120s,ERP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1809553059361317,sub-12,sub-21,paired,sub-12,300s-end,20260930,ses-04,severe,98,0-120s,ERP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7629563407558414,sub-12,sub-03,paired,sub-12,300s-end,20260930,ses-04,medium,106,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6533644719161025,sub-11,sub-09,paired,sub-11,300s-end,20260930,ses-03,zero,111,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.37979505108668665,sub-12,sub-09,paired,sub-12,300s-end,20260930,ses-02,mild,115,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.33643481556986815,sub-14,sub-21,paired,sub-14,300s-end,20260930,ses-03,mild,116,0-120s,ERP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.9844513350018806,sub-11,sub-02,paired,sub-11,300s-end,20260930,ses-03,severe,125,0-120s,ERP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.0586935873486638,sub-11,sub-06,paired,sub-11,300s-end,20260930,ses-03,zero,131,0-120s,ERP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1819559954545853,sub-14,sub-03,paired,sub-14,300s-end,20260930,ses-04,severe,183,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,0,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,1,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,2,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,3,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,4,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,5,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,6,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,7,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,8,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,9,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,10,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,11,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,12,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,13,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,14,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,15,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,16,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,17,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,18,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,19,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,20,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,21,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,22,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,23,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,24,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,25,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,26,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,27,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,28,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,29,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,30,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,31,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,32,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,33,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-02,natural,34,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,35,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,38,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,39,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,40,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,41,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,42,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,43,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,45,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-03,natural,46,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,47,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,48,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,49,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,50,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,53,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,54,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,57,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,58,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,62,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,67,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,69,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-02,natural,71,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,73,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,79,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,80,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-04,natural,81,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-03,natural,83,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,86,0-120s,ERP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,94,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,96,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,101,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,107,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-03,natural,113,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,115,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-11,300s-end,20260930,ses-02,natural,118,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,123,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-12,300s-end,20260930,ses-04,natural,124,0-120s,SSVEP
,c17113e1df1536967fad243bc4e41b259d913792d73f9f6fe909acd81070abf8,2,,,,natural,sub-14,300s-end,20260930,ses-04,natural,147,0-120s,SSVEP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.37678282673038216,sub-18,sub-03,paired,sub-18,300s-end,20260930,ses-03,mild,0,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0087378896564834,sub-17,sub-05,paired,sub-17,300s-end,20260930,ses-04,severe,1,0-120s,ERP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0311652270980223,sub-17,sub-12,paired,sub-17,300s-end,20260930,ses-03,severe,2,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7870193247827109,sub-17,sub-03,paired,sub-17,300s-end,20260930,ses-03,medium,3,0-120s,SSVEP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7109300274032803,sub-15,sub-12,paired,sub-15,300s-end,20260930,ses-02,medium,4,0-120s,SSVEP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7960939466147761,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-02,medium,5,0-120s,SSVEP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.687316245597352,sub-15,sub-12,paired,sub-15,300s-end,20260930,ses-02,medium,6,0-120s,SSVEP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.32658680112801164,sub-15,sub-14,paired,sub-15,300s-end,20260930,ses-03,mild,7,0-120s,SSVEP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3786117279198647,sub-17,sub-03,paired,sub-17,300s-end,20260930,ses-02,mild,8,0-120s,SSVEP
sub-03,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0710541232457984,sub-15,sub-14,paired,sub-15,300s-end,20260930,ses-03,severe,9,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3857101273504977,sub-15,sub-09,paired,sub-15,300s-end,20260930,ses-04,mild,10,0-120s,SSVEP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7864637352290409,sub-15,sub-11,paired,sub-15,300s-end,20260930,ses-03,medium,11,0-120s,SSVEP
