classification,context_r,method,projector_r
context_carries_specificity,0.43668442948143804,V25_SET_CALIB_DET_MATCH,0.22195988456251614
context_carries_specificity,0.43749141906403094,V26_CALIB_SDEDIT_MATCH,0.22253723728176236
context_carries_specificity,0.4293802471883682,V29_PA_SC_CDM_MATCH,0.21419635227985231
context_carries_specificity,0.42949580248476743,V29_PA_SC_DET_MATCH,0.21424493200551675
