basis_rank,context_cosine_distance,context_euclidean_distance,fold,largest_principal_angle,left_owner,projector_frobenius_distance,right_owner,same_participant,slot
8,0.017644762992858887,2.1337051391601562,0,0.6659748922881937,sub-02,1.327378511428833,sub-02,1,0
8,0.08280128240585327,4.622034072875977,0,1.5493354557616825,sub-02,2.5428624153137207,sub-03,0,0
8,0.061500608921051025,3.9834134578704834,0,1.092909159139354,sub-02,2.2282180786132812,sub-05,0,0
8,0.09085476398468018,4.8414506912231445,0,1.5651022410269662,sub-02,2.618046760559082,sub-06,0,0
8,0.06344467401504517,4.045855522155762,0,1.1754896037960911,sub-02,2.237995147705078,sub-07,0,0
8,0.025786876678466797,2.579387664794922,0,0.8737206064954082,sub-02,1.5726979970932007,sub-09,0,0
8,0.07377421855926514,4.363069534301758,0,1.395022686156171,sub-02,2.6047990322113037,sub-11,0,0
8,0.11702066659927368,5.494507789611816,0,1.546766659291577,sub-02,2.768861770629883,sub-12,0,0
8,0.07285714149475098,4.335544109344482,0,1.3046847694027999,sub-02,2.385418176651001,sub-14,0,0
8,0.05745744705200195,3.8503684997558594,0,1.016477548600897,sub-02,2.1950888633728027,sub-15,0,0
8,0.05120116472244263,3.6345510482788086,0,1.0208026569431912,sub-02,2.0433685779571533,sub-17,0,0
8,0.052831947803497314,3.6921138763427734,0,0.9685730966796411,sub-02,2.071559190750122,sub-18,0,0
8,0.014819860458374023,1.9552958011627197,0,0.6144993494707867,sub-02,1.178038477897644,sub-19,0,0
8,0.03840136528015137,3.147780656814575,0,0.8700339428190563,sub-02,1.7684518098831177,sub-21,0,0
8,0.04197883605957031,3.291111469268799,0,1.008290700287114,sub-02,1.9541767835617065,sub-23,0,0
8,0.042741239070892334,3.3210363388061523,0,1.4690836109415255,sub-03,2.3721959590911865,sub-02,0,0
8,0.0006052851676940918,0.39517340064048767,0,0.2184936227511945,sub-03,0.4903751611709595,sub-03,1,0
8,0.006584286689758301,1.3034499883651733,0,0.6811344787197693,sub-03,1.4213919639587402,sub-05,0,0
8,0.003937780857086182,1.0079673528671265,0,0.462078864345071,sub-03,1.0459493398666382,sub-06,0,0
8,0.008388161659240723,1.4711799621582031,0,0.762886241612513,sub-03,1.608125925064087,sub-07,0,0
8,0.03888845443725586,3.16774582862854,0,1.424078968188668,sub-03,2.427654266357422,sub-09,0,0
