batch_size,fold,measurement,median_latency_ms,method,p95_latency_ms,peak_gpu_memory_mb,quality_rrmse,slot,steps,throughput_windows_s
24,1,quality_bundle,34.093891318965085,V26_CALIB_SDEDIT,,194.7841796875,1.8256161311744816,0,10,29.330767516224807
24,1,quality_bundle,34.093891318965085,V29_PA_SC_CDM,,194.7841796875,1.9629365043882798,0,10,29.330767516224807
24,1,quality_bundle,34.093891318965085,EEGDFUS,,194.7841796875,1.9845856572210323,0,10,29.330767516224807
24,1,quality_bundle,69.33157530470959,V26_CALIB_SDEDIT,,195.3623046875,1.825637287130424,0,25,14.423442646514792
24,1,quality_bundle,69.33157530470959,V29_PA_SC_CDM,,195.3623046875,1.9653511767020164,0,25,14.423442646514792
24,1,quality_bundle,69.33157530470959,EEGDFUS,,195.3623046875,1.9867832694112115,0,25,14.423442646514792
24,1,quality_bundle,37.049860138924686,V26_CALIB_SDEDIT,,194.7841796875,1.830967334771736,1,5,26.990655194117647
24,1,quality_bundle,37.049860138924686,V29_PA_SC_CDM,,194.7841796875,1.9638515889172494,1,5,26.990655194117647
24,1,quality_bundle,37.049860138924686,EEGDFUS,,194.7841796875,1.9841270964405138,1,5,26.990655194117647
24,1,quality_bundle,34.07420082011312,V26_CALIB_SDEDIT,,194.7841796875,1.8310706891416986,1,10,29.347716921646064
24,1,quality_bundle,34.07420082011312,V29_PA_SC_CDM,,194.7841796875,1.9638576207556373,1,10,29.347716921646064
24,1,quality_bundle,34.07420082011312,EEGDFUS,,194.7841796875,1.9863048371205676,1,10,29.347716921646064
24,1,quality_bundle,68.7729434301016,V26_CALIB_SDEDIT,,195.3623046875,1.8311361946527742,1,25,14.540602017657784
24,1,quality_bundle,68.7729434301016,V29_PA_SC_CDM,,195.3623046875,1.9638624070438608,1,25,14.540602017657784
24,1,quality_bundle,68.7729434301016,EEGDFUS,,195.3623046875,1.9879801697162394,1,25,14.540602017657784
24,1,quality_bundle,35.00021944475722,V26_CALIB_SDEDIT,,194.7841796875,1.830520247594298,2,5,28.571249433974412
24,1,quality_bundle,35.00021944475722,V29_PA_SC_CDM,,194.7841796875,1.9640259710205201,2,5,28.571249433974412
24,1,quality_bundle,35.00021944475722,EEGDFUS,,194.7841796875,1.9815376408320542,2,5,28.571249433974412
24,1,quality_bundle,34.77252043052835,V26_CALIB_SDEDIT,,194.7841796875,1.830542270391662,2,10,28.758341000845462
24,1,quality_bundle,34.77252043052835,V29_PA_SC_CDM,,194.7841796875,1.9641592673110102,2,10,28.758341000845462
24,1,quality_bundle,34.77252043052835,EEGDFUS,,194.7841796875,1.983749302834945,2,10,28.758341000845462
24,1,quality_bundle,70.52368111099996,V26_CALIB_SDEDIT,,195.3623046875,1.830709185722905,2,25,14.179634191613752
24,1,quality_bundle,70.52368111099996,V29_PA_SC_CDM,,195.3623046875,1.9642931072723715,2,25,14.179634191613752
24,1,quality_bundle,70.52368111099996,EEGDFUS,,195.3623046875,1.9856730373931997,2,25,14.179634191613752
24,2,quality_bundle,38.95708409699081,V26_CALIB_SDEDIT,,194.7841796875,0.3533745504036132,0,5,25.669272307709594
24,2,quality_bundle,38.95708409699081,V29_PA_SC_CDM,,194.7841796875,0.41180105925175464,0,5,25.669272307709594
24,2,quality_bundle,38.95708409699081,EEGDFUS,,194.7841796875,0.43055003572953865,0,5,25.669272307709594
24,2,quality_bundle,34.520677722159434,V26_CALIB_SDEDIT,,194.7841796875,0.3534578512383935,0,10,28.968145065068704
24,2,quality_bundle,34.520677722159434,V29_PA_SC_CDM,,194.7841796875,0.41304997641418595,0,10,28.968145065068704
24,2,quality_bundle,34.520677722159434,EEGDFUS,,194.7841796875,0.44004834886355737,0,10,28.968145065068704
24,2,quality_bundle,69.0723916527026,V26_CALIB_SDEDIT,,195.3623046875,0.35354889880788204,0,25,14.477564422961063
24,2,quality_bundle,69.0723916527026,V29_PA_SC_CDM,,195.3623046875,0.4153993798180535,0,25,14.477564422961063
24,2,quality_bundle,69.0723916527026,EEGDFUS,,195.3623046875,0.45164731739916736,0,25,14.477564422961063
24,2,quality_bundle,42.72295123599987,V26_CALIB_SDEDIT,,194.7841796875,0.3506799758049763,1,5,23.406622695048384
24,2,quality_bundle,42.72295123599987,V29_PA_SC_CDM,,194.7841796875,0.44827548137982376,1,5,23.406622695048384
24,2,quality_bundle,42.72295123599987,EEGDFUS,,194.7841796875,0.4271912087246569,1,5,23.406622695048384
24,2,quality_bundle,41.935681250227695,V26_CALIB_SDEDIT,,194.7841796875,0.35078008280187434,1,10,23.846041609126605
24,2,quality_bundle,41.935681250227695,V29_PA_SC_CDM,,194.7841796875,0.4482870046170622,1,10,23.846041609126605
24,2,quality_bundle,41.935681250227695,EEGDFUS,,194.7841796875,0.4358880920529676,1,10,23.846041609126605
24,2,quality_bundle,86.2463659860724,V26_CALIB_SDEDIT,,195.3623046875,0.35081884220966864,1,25,11.594691423421668
24,2,quality_bundle,86.2463659860724,V29_PA_SC_CDM,,195.3623046875,0.44829351774064385,1,25,11.594691423421668
24,2,quality_bundle,86.2463659860724,EEGDFUS,,195.3623046875,0.44757335693834144,1,25,11.594691423421668
24,2,quality_bundle,38.4938852091889,V26_CALIB_SDEDIT,,194.7841796875,0.36443752742424196,2,5,25.978151973116223
24,2,quality_bundle,38.4938852091889,V29_PA_SC_CDM,,194.7841796875,0.4479728982971412,2,5,25.978151973116223
24,2,quality_bundle,38.4938852091889,EEGDFUS,,194.7841796875,0.43032588229592267,2,5,25.978151973116223
24,2,quality_bundle,35.52429004048463,V26_CALIB_SDEDIT,,194.7841796875,0.364435963856522,2,10,28.149753277556503
24,2,quality_bundle,35.52429004048463,V29_PA_SC_CDM,,194.7841796875,0.4479958559386432,2,10,28.149753277556503
24,2,quality_bundle,35.52429004048463,EEGDFUS,,194.7841796875,0.44056719173547915,2,10,28.149753277556503
24,2,quality_bundle,71.92172212590877,V26_CALIB_SDEDIT,,195.3623046875,0.36451424387309495,2,25,13.904005221807171
24,2,quality_bundle,71.92172212590877,V29_PA_SC_CDM,,195.3623046875,0.4480100277222745,2,25,13.904005221807171
24,2,quality_bundle,71.92172212590877,EEGDFUS,,195.3623046875,0.4538138171644985,2,25,13.904005221807171
24,3,quality_bundle,34.20808961123435,V26_CALIB_SDEDIT,,194.7841796875,0.6128602014181929,0,5,29.232851391724253
24,3,quality_bundle,34.20808961123435,V29_PA_SC_CDM,,194.7841796875,0.6283445590104546,0,5,29.232851391724253
24,3,quality_bundle,34.20808961123435,EEGDFUS,,194.7841796875,0.6470855685054429,0,5,29.232851391724253
24,3,quality_bundle,29.78620938827387,V26_CALIB_SDEDIT,,194.7841796875,0.6129040733083255,0,10,33.57258343835038
24,3,quality_bundle,29.78620938827387,V29_PA_SC_CDM,,194.7841796875,0.6284039514042282,0,10,33.57258343835038
24,3,quality_bundle,29.78620938827387,EEGDFUS,,194.7841796875,0.6489943779694537,0,10,33.57258343835038
24,3,quality_bundle,60.81765580327354,V26_CALIB_SDEDIT,,195.3623046875,0.6129254948140846,0,25,16.442593631604172
24,3,quality_bundle,60.81765580327354,V29_PA_SC_CDM,,195.3623046875,0.6285232322212929,0,25,16.442593631604172
24,3,quality_bundle,60.81765580327354,EEGDFUS,,195.3623046875,0.651001778871028,0,25,16.442593631604172
24,3,quality_bundle,42.113730042021615,V26_CALIB_SDEDIT,,194.7841796875,0.6024849606005268,1,5,23.74522510834797
24,3,quality_bundle,42.113730042021615,V29_PA_SC_CDM,,194.7841796875,0.6286901340839298,1,5,23.74522510834797
24,3,quality_bundle,42.113730042021615,EEGDFUS,,194.7841796875,0.6449738369944195,1,5,23.74522510834797
24,3,quality_bundle,40.95643563939828,V26_CALIB_SDEDIT,,194.7841796875,0.60282771434221,1,10,24.41618720936849
24,3,quality_bundle,40.95643563939828,V29_PA_SC_CDM,,194.7841796875,0.6286955513262202,1,10,24.41618720936849
24,3,quality_bundle,40.95643563939828,EEGDFUS,,194.7841796875,0.6470710702706128,1,10,24.41618720936849
24,3,quality_bundle,82.45375397220616,V26_CALIB_SDEDIT,,195.3623046875,0.6031035763056328,1,25,12.128010573503833
24,3,quality_bundle,82.45375397220616,V29_PA_SC_CDM,,195.3623046875,0.6286971658159423,1,25,12.128010573503833
24,3,quality_bundle,82.45375397220616,EEGDFUS,,195.3623046875,0.6491864916040666,1,25,12.128010573503833
24,3,quality_bundle,38.45491829108343,V26_CALIB_SDEDIT,,194.7841796875,0.6264785654946334,2,5,26.00447600565753
24,3,quality_bundle,38.45491829108343,V29_PA_SC_CDM,,194.7841796875,0.6283874831715366,2,5,26.00447600565753
24,3,quality_bundle,38.45491829108343,EEGDFUS,,194.7841796875,0.6445597766691612,2,5,26.00447600565753
24,3,quality_bundle,34.713513376320606,V26_CALIB_SDEDIT,,194.7841796875,0.6264851581460485,2,10,28.807225277350852
24,3,quality_bundle,34.713513376320606,V29_PA_SC_CDM,,194.7841796875,0.6284095616898008,2,10,28.807225277350852
24,3,quality_bundle,34.713513376320606,EEGDFUS,,194.7841796875,0.6461975903819419,2,10,28.807225277350852
24,3,quality_bundle,70.23102016602125,V26_CALIB_SDEDIT,,195.3623046875,0.6264931589830667,2,25,14.23872239981805
24,3,quality_bundle,70.23102016602125,V29_PA_SC_CDM,,195.3623046875,0.62841452596735,2,25,14.23872239981805
24,3,quality_bundle,70.23102016602125,EEGDFUS,,195.3623046875,0.647706992406812,2,25,14.23872239981805
24,4,quality_bundle,38.069151125253285,V26_CALIB_SDEDIT,,194.7841796875,0.46725746730549467,0,5,26.26798787054243
24,4,quality_bundle,38.069151125253285,V29_PA_SC_CDM,,194.7841796875,0.4646699647241298,0,5,26.26798787054243
24,4,quality_bundle,38.069151125253285,EEGDFUS,,194.7841796875,0.4901674715284672,0,5,26.26798787054243
24,4,quality_bundle,33.94642680521227,V26_CALIB_SDEDIT,,194.7841796875,0.46725423535746,0,10,29.458181438007966
24,4,quality_bundle,33.94642680521227,V29_PA_SC_CDM,,194.7841796875,0.46473893479237127,0,10,29.458181438007966
24,4,quality_bundle,33.94642680521227,EEGDFUS,,194.7841796875,0.4945409100295769,0,10,29.458181438007966
24,4,quality_bundle,68.87637762540382,V26_CALIB_SDEDIT,,195.3623046875,0.46725199102527565,0,25,14.518765859590848
24,4,quality_bundle,68.87637762540382,V29_PA_SC_CDM,,195.3623046875,0.464824544296587,0,25,14.518765859590848
24,4,quality_bundle,68.87637762540382,EEGDFUS,,195.3623046875,0.49818797370729345,0,25,14.518765859590848
24,4,quality_bundle,38.61693861027662,V26_CALIB_SDEDIT,,194.7841796875,0.460080652213138,1,5,25.89537223786774
24,4,quality_bundle,38.61693861027662,V29_PA_SC_CDM,,194.7841796875,0.46476427593734115,1,5,25.89537223786774
24,4,quality_bundle,38.61693861027662,EEGDFUS,,194.7841796875,0.4923026723942409,1,5,25.89537223786774
24,4,quality_bundle,34.39886024959075,V26_CALIB_SDEDIT,,194.7841796875,0.4600834661008169,1,10,29.070730621427995
24,4,quality_bundle,34.39886024959075,V29_PA_SC_CDM,,194.7841796875,0.4644300448304016,1,10,29.070730621427995
24,4,quality_bundle,34.39886024959075,EEGDFUS,,194.7841796875,0.49691110484612483,1,10,29.070730621427995
24,4,quality_bundle,69.53506950069115,V26_CALIB_SDEDIT,,195.3623046875,0.46008096762104994,1,25,14.381232479965528
24,4,quality_bundle,69.53506950069115,V29_PA_SC_CDM,,195.3623046875,0.46365410807063906,1,25,14.381232479965528
24,4,quality_bundle,69.53506950069115,EEGDFUS,,195.3623046875,0.5010857354435656,1,25,14.381232479965528
24,4,quality_bundle,37.9081460834843,V26_CALIB_SDEDIT,,194.7841796875,0.4717487555721568,2,5,26.37955435218914
24,4,quality_bundle,37.9081460834843,V29_PA_SC_CDM,,194.7841796875,0.46804461020090254,2,5,26.37955435218914
24,4,quality_bundle,37.9081460834843,EEGDFUS,,194.7841796875,0.49310196017742985,2,5,26.37955435218914
24,4,quality_bundle,34.469662027630775,V26_CALIB_SDEDIT,,194.7841796875,0.47221711337462896,2,10,29.01101841957148
24,4,quality_bundle,34.469662027630775,V29_PA_SC_CDM,,194.7841796875,0.47050830979262376,2,10,29.01101841957148
24,4,quality_bundle,34.469662027630775,EEGDFUS,,194.7841796875,0.4972697040324824,2,10,29.01101841957148
24,4,quality_bundle,69.70425077775468,V26_CALIB_SDEDIT,,195.3623046875,0.47257103739927214,2,25,14.346327359408885
24,4,quality_bundle,69.70425077775468,V29_PA_SC_CDM,,195.3623046875,0.47256027889670804,2,25,14.346327359408885
24,4,quality_bundle,69.70425077775468,EEGDFUS,,195.3623046875,0.5013274445146736,2,25,14.346327359408885
