bootstrap_high,bootstrap_low,mean,median,method,metric,panel,participants,positive
0.9475934105610722,0.8605383838806582,0.9041223053923584,0.9241914138405838,EEGDFUS,heldout_eog_remaining_ratio,natural,15,15
1.512241015225719,0.6085459590559904,1.0583320120402844,0.7788979797299712,EEGDFUS,artifact_attenuation_db,natural,15,13
0.1536222626231331,0.08346809448400043,0.11805888648205984,0.09177232363067477,EEGDFUS,eeg_eog_coherence_reduction,natural,15,15
70.12081175462495,54.85834808773076,62.50655605497194,64.61412286220919,EEGDFUS,frontal_residual_topography,natural,15,15
0.17731964544021367,0.13595162266102834,0.15643183820789675,0.15617995947302463,EEGDFUS,low_eog_observation_change,natural,15,15
0.8640483773389716,0.8226803545597862,0.843568161792103,0.8438200405269753,EEGDFUS,low_eog_observation_retention,natural,15,15
0.24903935300874655,0.18562640056175375,0.21517336909851295,0.21770705365484883,EEGDFUS,psd_distortion,natural,15,15
0.13470074709282598,0.10157483744401033,0.11786557057321212,0.11248849169635901,EEGDFUS,covariance_distortion,natural,15,15
0.958767766980071,0.9113355561606,0.9355561145949935,0.9591739789499165,EEGDFUS,output_input_rms_ratio,natural,15,15
0.2295926101244921,0.16201276356295347,0.19526031480848405,0.1937704082306564,EEGDFUS,observation_change_ratio,natural,15,15
1.0,1.0,1.0,1.0,RAW,heldout_eog_remaining_ratio,natural,15,15
0.0,0.0,0.0,0.0,RAW,artifact_attenuation_db,natural,15,0
0.0,0.0,0.0,0.0,RAW,eeg_eog_coherence_reduction,natural,15,0
91.63984835746017,66.65545173793825,79.06269694155249,83.54555245458144,RAW,frontal_residual_topography,natural,15,15
0.0,0.0,0.0,0.0,RAW,low_eog_observation_change,natural,15,0
1.0,1.0,1.0,1.0,RAW,low_eog_observation_retention,natural,15,15
0.0,0.0,0.0,0.0,RAW,psd_distortion,natural,15,0
0.0,0.0,0.0,0.0,RAW,covariance_distortion,natural,15,0
1.0,1.0,1.0,1.0,RAW,output_input_rms_ratio,natural,15,15
0.0,0.0,0.0,0.0,RAW,observation_change_ratio,natural,15,0
1.0,1.0,1.0,1.0,STANDARD,heldout_eog_remaining_ratio,natural,15,15
0.0,0.0,0.0,0.0,STANDARD,artifact_attenuation_db,natural,15,0
0.0,0.0,0.0,0.0,STANDARD,eeg_eog_coherence_reduction,natural,15,0
91.63984835746017,66.65545173793825,79.06269694155249,83.54555245458144,STANDARD,frontal_residual_topography,natural,15,15
0.0,0.0,0.0,0.0,STANDARD,low_eog_observation_change,natural,15,0
1.0,1.0,1.0,1.0,STANDARD,low_eog_observation_retention,natural,15,15
