artifact_attenuation_db,artifact_correlation,artifact_rrmse,clean_output_rms_ratio,correlation,covariance_distortion,eeg_eog_coherence_reduction,frontal_residual_topography,heldout_eog_remaining_ratio,identity_change,low_eog_observation_change,low_eog_observation_retention,method,observation_change_ratio,output_input_rms_ratio,panel,participant,psd_distortion,rrmse_spectral,rrmse_temporal,snr_improvement
,0.010397531183520591,1.0410497197599122,1.182765021092362,0.8953911649684111,,,,,0.003528295511690279,,,V29_PA_SC_CDM_WRONG,,,paired,sub-03,,0.39834231070967185,0.44276404127595015,-0.19483579402036744
,0.3811670360284754,0.9982339188908086,1.1817922360367246,0.895706930094295,,,,,0.0021550264791585505,,,V29_PA_SC_DET_MATCH,,,paired,sub-03,,0.3923098740180851,0.4398591924934105,0.015400838897083744
,0.243222410713012,0.9991085159056114,1.1826523724529479,0.8956210273835394,,,,,0.0015848122032669683,,,V29_PA_SC_DET_POP,,,paired,sub-03,,0.3928106306444129,0.44044400739140754,0.007767672131938691
,0.38114693368940306,0.9982343984372688,1.1817925481332674,0.8957069081564745,,,,,0.002154981077183038,,,V29_PA_SC_DET_WRONG,,,paired,sub-03,,0.39231004082830623,0.4398594151991549,0.015396710125390779
,-0.0407308578141965,1.0409417974226403,1.183144552840127,0.8953635986480448,,,,,0.0035738382721319795,,,V29_POP_ADAPTER_CDM,,,paired,sub-03,,0.39855631239091355,0.4430112889159419,-0.1963309906744998
,0.2542866069771763,0.9990042294516708,1.1825992912054062,0.895625427365303,,,,,0.0016337826770419877,,,V29_POP_ADAPTER_DET,,,paired,sub-03,,0.39277441791556256,0.44041518880597624,0.00867803909667683
,0.26930402954005533,1.5380113150762476,1.043589995139175,0.8999102628893323,,,,,0.2788061300913493,,,EEGDFUS,,,paired,sub-05,,0.5595101766391761,0.4161486605880782,-1.4310588350222595
,0.0,1.0,1.1509963224331539,0.8976556807756424,,,,,0.0,,,RAW,,,paired,sub-05,,0.5322873598973578,0.45311873239309836,0.0
,0.0,1.0,1.1509963224331539,0.8976556807756424,,,,,0.0,,,STANDARD,,,paired,sub-05,,0.5322873598973578,0.45311873239309836,0.0
,0.5206045591556985,1.2916637935500215,0.9793422735399671,0.9196440842416551,,,,,0.25639377534389496,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-05,,0.5215091684626209,0.3610441012359742,0.014017775492823643
,0.5131569574263671,1.2688355748204216,0.9872500018941032,0.9179195082849927,,,,,0.24133211374282837,,,V25_SET_CALIB_DET_POP,,,paired,sub-05,,0.52020082806444,0.36585349307602477,-0.023855963532907375
,0.5178227005526423,1.3820692603138909,0.9782010341684023,0.9192592460248206,,,,,0.2691606779893239,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-05,,0.5235346700064838,0.36260865204450154,-0.1773223220438197
,0.5399582497128803,1.2800155256105505,0.9697297530041801,0.9246566676431232,,,,,0.25838721295197803,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-05,,0.5197767415601346,0.34812501367802423,0.25871038080557535
,0.5158126605674624,1.3459464855816052,0.9813163007299105,0.9196067651112875,,,,,0.2674400806427002,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-05,,0.5212890554426445,0.3621690187137574,-0.10722562800283017
,0.514993652390937,1.486651398997376,0.9795551068252988,0.9191854240165817,,,,,0.28468672434488934,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-05,,0.524469808416648,0.3641700345453703,-0.34694601962531824
,0.4903637365334564,1.3504825035730998,0.9976069438788626,0.9152808019684421,,,,,0.23463123043378195,,,V26_POP_SDEDIT,,,paired,sub-05,,0.5202511095752319,0.3754128923562045,-0.3555724342232165
,0.5382246285444126,1.1945542382157368,0.9906093006332716,0.9235935252573755,,,,,0.226309671998024,,,V27_ENERGY_DET_L05,,,paired,sub-05,,0.5078236071211804,0.35044287372794414,0.39660152792930603
,0.5250661316741672,1.088287179020868,1.0272377497620053,0.9195739237798585,,,,,0.17846622069676718,,,V27_ENERGY_DET_L2,,,paired,sub-05,,0.500250598635628,0.36325919039599186,0.4429713412039522
,0.4829371099282677,1.0104395254798557,1.0732998872796695,0.9128435597651534,,,,,0.12872163951396942,,,V27_ENERGY_DET_L8,,,paired,sub-05,,0.5092272984458961,0.3894067938025627,0.3392554174946702
,0.5302327995498975,1.2124027108800584,0.9951607659459114,0.9217085184322463,,,,,0.22875840961933136,,,V27_ENERGY_SDEDIT_L05,,,paired,sub-05,,0.5080691495030705,0.3556807954899139,0.27614540293596795
,0.5179992038756609,1.1041106253430464,1.030525880555312,0.9181075708733665,,,,,0.17974476019541422,,,V27_ENERGY_SDEDIT_L2,,,paired,sub-05,,0.5012745428959735,0.3675745422046425,0.34478233517080115
,0.47810847208731705,1.0221874212873154,1.0749181028869417,0.9120066008634038,,,,,0.12896011273066202,,,V27_ENERGY_SDEDIT_L8,,,paired,sub-05,,0.510061830165796,0.3919516837017404,0.27527628326113673
,-0.01639426945217161,1.0015643057615862,1.1511367426978216,0.8976962181429068,,,,,0.002812385248641173,,,V29_PA_SC_CDM_MATCH,,,paired,sub-05,,0.5328308356046263,0.45316204082013833,-0.01325383941698617
,-0.06756518704423797,1.0017543504203574,1.1514980884061918,0.8976532113220956,,,,,0.0029580531797061362,,,V29_PA_SC_CDM_POP,,,paired,sub-05,,0.5330536788161326,0.45344416131330134,-0.015034396032021597
,-0.016363310263841413,1.0015634401984836,1.1511362186736531,0.8976962603628635,,,,,0.0028115414703885713,,,V29_PA_SC_CDM_WRONG,,,paired,sub-05,,0.532830706396554,0.45316170969615793,-0.01324626739158808
,0.4303552116681304,0.9973169893458269,1.1497135385870934,0.8978595576352544,,,,,0.0014532083878293633,,,V29_PA_SC_DET_MATCH,,,paired,sub-05,,0.531305642811478,0.4520437274914002,0.02335489718783377
,0.29631624156091774,0.9986758016157842,1.1505063143041399,0.8977528876728482,,,,,0.0007553782973748943,,,V29_PA_SC_DET_POP,,,paired,sub-05,,0.5317768825948911,0.4526602566968197,0.011525582862963927
,0.4303653131161506,0.9973172122153683,1.1497135932246845,0.8978595464593835,,,,,0.0014550012225906055,,,V29_PA_SC_DET_WRONG,,,paired,sub-05,,0.531305567206194,0.4520438662083406,0.023352817031622366
,-0.06647929716079186,1.0018222038296685,1.1514918704827626,0.8976540288163556,,,,,0.0029570700911184153,,,V29_POP_ADAPTER_CDM,,,paired,sub-05,,0.5330429484278688,0.45343813352519646,-0.015606183291706459
,0.30762078622097355,0.99858469116515,1.150468346145418,0.8977580935590797,,,,,0.0007863871675605575,,,V29_POP_ADAPTER_DET,,,paired,sub-05,,0.5317339737117032,0.45262881006702727,0.012318835058080815
,0.2392026723569466,2.499837310417839,1.3100951628552542,0.8610130595043302,,,,,0.09949848552544911,,,EEGDFUS,,,paired,sub-06,,0.43802430760115385,0.7212125398153957,-3.5514478059485555
,0.0,1.0,1.4221231813232105,0.8732689566289386,,,,,0.0,,,RAW,,,paired,sub-06,,0.3603904731183623,0.7119539505996121,0.0
,0.0,1.0,1.4221231813232105,0.8732689566289386,,,,,0.0,,,STANDARD,,,paired,sub-06,,0.3603904731183623,0.7119539505996121,0.0
,0.5166616108811771,2.053680863501369,1.0571687238083944,0.9006754525212778,,,,,0.12761334081490835,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-06,,0.39070578509320814,0.45253188222543234,-1.5505946907012358
,0.4758202699950844,2.0454395655272664,1.0900871778527896,0.894682797189388,,,,,0.12517948945363364,,,V25_SET_CALIB_DET_POP,,,paired,sub-06,,0.3984096558350656,0.48669574231219787,-1.9099859585850567
,0.47461148896480965,2.0289475758006605,1.0720266277591388,0.8972706334251497,,,,,0.14964581529299417,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-06,,0.3944964151208599,0.46588250857570934,-1.735736945994954
,0.529809512805918,2.0225237072377964,1.0560950189828873,0.9014397821285658,,,,,0.12220522264639537,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-06,,0.3888151378681262,0.44933847557856804,-1.3872370542823405
,0.5106102179270238,2.121933156165524,1.0560171927014987,0.9007098488509655,,,,,0.12967060009638467,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-06,,0.39516218772364986,0.453963591859469,-1.680154555733653
,0.4666820238861773,2.0994951280130856,1.070683630804221,0.8967754356563091,,,,,0.16712185740470886,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-06,,0.39915670464850134,0.4682497964628662,-1.892786796056274
,0.47302726864371736,2.1551673062469647,1.0916240322921011,0.8944572493847873,,,,,0.13988029460112253,,,V26_POP_SDEDIT,,,paired,sub-06,,0.4090941713915931,0.4870353316784733,-2.1157959553858507
,0.5329228184030702,1.8768183278000874,1.0775232455796666,0.9017340199400982,,,,,0.09821313122908275,,,V27_ENERGY_DET_L05,,,paired,sub-06,,0.3690614674447311,0.4517174313336404,-1.1554606279385262
,0.5314794873378964,1.6849036303119382,1.1181180766887135,0.8993668087447683,,,,,0.06184559687972069,,,V27_ENERGY_DET_L2,,,paired,sub-06,,0.34815080939895576,0.46691490861121565,-0.9920441344974266
,0.5121080208336934,1.519532094831052,1.1719769206311967,0.8932324205007818,,,,,0.024946685880422592,,,V27_ENERGY_DET_L8,,,paired,sub-06,,0.34232716546911335,0.49857758566374993,-1.076951897986557
,0.5283718944265274,1.9081238996291505,1.0763393574290805,0.9019389693728752,,,,,0.09968428313732147,,,V27_ENERGY_SDEDIT_L05,,,paired,sub-06,,0.37066844498945606,0.4518442329459099,-1.241075395727935
,0.5275178109683717,1.714140305052633,1.1169830734531085,0.8993791239336133,,,,,0.0627984528740247,,,V27_ENERGY_SDEDIT_L2,,,paired,sub-06,,0.34960306208166814,0.46724539336800164,-1.085870438343103
,0.5083807841874659,1.5443339710650237,1.1708833219276533,0.8932047262787819,,,,,0.025342879196008045,,,V27_ENERGY_SDEDIT_L8,,,paired,sub-06,,0.34227175291420686,0.4985807542430444,-1.152218464492024
,0.0159642288401503,0.9993540670560754,1.4222022162543402,0.8734396166271634,,,,,0.0037305603424708047,,,V29_PA_SC_CDM_MATCH,,,paired,sub-06,,0.36157130510158214,0.7117374252928939,0.005830603035460429
,-0.02930576872798459,1.0001845895380215,1.4226637416415744,0.8734050933789048,,,,,0.0036957679161181054,,,V29_PA_SC_CDM_POP,,,paired,sub-06,,0.3617745979701997,0.7121176508598082,-0.0013701035950098362
,0.014998245528355861,0.9993941982587179,1.4222037949495845,0.8734387530841761,,,,,0.003730414512877663,,,V29_PA_SC_CDM_WRONG,,,paired,sub-06,,0.36157192655244014,0.7117427513682438,0.0054789863584185205
,0.3637081764465822,0.997171465901361,1.4183797397547298,0.8734777702742981,,,,,0.0015022028237581253,,,V29_PA_SC_DET_MATCH,,,paired,sub-06,,0.35938853660870035,0.7085304574057874,0.024661950954317075
,0.2632871355033583,0.9981729543727377,1.419130741722054,0.873411236382607,,,,,0.0013240891663978498,,,V29_PA_SC_DET_POP,,,paired,sub-06,,0.3597022450606649,0.7091408864911904,0.015919875674560477
,0.36128861248532,0.9972203753996587,1.418381444282002,0.8734768884670403,,,,,0.00150278490036726,,,V29_PA_SC_DET_WRONG,,,paired,sub-06,,0.3593891026943715,0.7085365678972771,0.024237138636754422
,-0.026502243724987946,1.0000798970028975,1.422639035516315,0.8734070075054964,,,,,0.003687530290335417,,,V29_POP_ADAPTER_CDM,,,paired,sub-06,,0.3617603267646498,0.7120935688338553,-0.000486494247920548
,0.270487171112715,0.998175549334374,1.4190585911273956,0.8734160869692763,,,,,0.001335860889715453,,,V29_POP_ADAPTER_DET,,,paired,sub-06,,0.3596730363658733,0.7090873908164212,0.01590124312855735
,0.15472462403542725,1.5723268389701843,1.01563830094205,0.923147884507974,,,,,0.13900401381154856,,,EEGDFUS,,,paired,sub-07,,0.4056676858001285,0.37165496506754103,-2.633455912610798
,0.0,1.0,1.1008206034700077,0.9307570482293764,,,,,0.0,,,RAW,,,paired,sub-07,,0.3318922381925707,0.33724021941695054,0.0
,0.0,1.0,1.1008206034700077,0.9307570482293764,,,,,0.0,,,STANDARD,,,paired,sub-07,,0.3318922381925707,0.33724021941695054,0.0
,0.3346104222453303,1.4200605262409558,0.9583474323153496,0.9378908110989465,,,,,0.1899747575322787,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-07,,0.40659644948836005,0.3304929703913836,-1.7332376013651039
,0.3154320537966366,1.4496444346326771,0.9620690180195702,0.9361976451343961,,,,,0.15742173045873642,,,V25_SET_CALIB_DET_POP,,,paired,sub-07,,0.41030021883650786,0.33494774678385714,-1.86881030983094
,0.33137903195003876,1.4235391002712827,0.9574895799160004,0.939322806066937,,,,,0.1640581296135982,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-07,,0.40335705829784274,0.32674051162838524,-1.732338068611694
,0.3641649155470077,1.3581445447423242,0.9626852969328562,0.9414744385414653,,,,,0.20714253870149454,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-07,,0.3922979971393943,0.31672927083369967,-1.3042382822851792
,0.3297398533516874,1.4871642110925731,0.9574086906181442,0.9368600505921576,,,,,0.19892823696136475,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-07,,0.4111120822942919,0.3340300075554599,-1.9837659511602286
,0.32635222231814015,1.5011784917477407,0.9560820725229051,0.9386859378880925,,,,,0.16998667580386004,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-07,,0.40730212478794986,0.32980039898797664,-2.00361465888493
,0.29576863633378203,1.6348086487163196,0.9688314124941826,0.9326030910015106,,,,,0.16543753320972124,,,V26_POP_SDEDIT,,,paired,sub-07,,0.4232844092572729,0.3461478652057445,-2.464319967382559
,0.3601535168539461,1.260825468283711,0.9762977759043375,0.9431710615754128,,,,,0.18767792731523514,,,V27_ENERGY_DET_L05,,,paired,sub-07,,0.3721665832886679,0.3092533263326105,-0.9231358273801479
,0.3472695286456858,1.1412538624171056,1.0009455035130184,0.9435001181231605,,,,,0.15862453045944372,,,V27_ENERGY_DET_L2,,,paired,sub-07,,0.34794136359252864,0.3043197866451616,-0.4607744977781267
,0.3164099764932568,1.0668706315936465,1.0343554781542883,0.94090819110473,,,,,0.12528247851878405,,,V27_ENERGY_DET_L8,,,paired,sub-07,,0.33491189394974047,0.3098248180661661,-0.2131180272465854
,0.34704886387205786,1.291381524367766,0.9730605979760488,0.9419301143950887,,,,,0.18085243242482343,,,V27_ENERGY_SDEDIT_L05,,,paired,sub-07,,0.3780825212597847,0.3145541343643951,-1.1429296841661474
,0.3340138311129219,1.1660472940314899,0.9984864087568389,0.9423480712705188,,,,,0.1517433195064465,,,V27_ENERGY_SDEDIT_L2,,,paired,sub-07,,0.3526902770002683,0.30903924483573064,-0.6498724419736501
,0.3028398643760334,1.082494391636415,1.032959609395928,0.9400653979844518,,,,,0.11800996555636327,,,V27_ENERGY_SDEDIT_L8,,,paired,sub-07,,0.33792286208416855,0.31299535214525853,-0.33229118879094266
,-0.021107148450230144,1.0010363838889382,1.101143519083659,0.9307106691930029,,,,,0.002794866527741154,,,V29_PA_SC_CDM_MATCH,,,paired,sub-07,,0.3322631902604674,0.33770505626065034,-0.008965376009820664
,-0.04784367120009847,1.0014514245770194,1.1014343309733603,0.9306913357641962,,,,,0.0029031435454574725,,,V29_PA_SC_CDM_POP,,,paired,sub-07,,0.3324194254237227,0.33785551899119226,-0.012561497195168737
,-0.020989401047700085,1.001026479583798,1.1011435381240315,0.9307107221749094,,,,,0.002795846938776473,,,V29_PA_SC_CDM_WRONG,,,paired,sub-07,,0.3322632503792799,0.3377046686105637,-0.008879954920165332
,0.2183820906680517,0.9985742252884489,1.0998651824063725,0.9308510902855132,,,,,0.0014379962425058086,,,V29_PA_SC_DET_MATCH,,,paired,sub-07,,0.3314156690531591,0.3368041158666731,0.012399815973670533
,0.13344567778808092,0.9992850477045233,1.1003837295704417,0.930800199508667,,,,,0.0011073057442748298,,,V29_PA_SC_DET_POP,,,paired,sub-07,,0.3316505992018695,0.33708140069938963,0.0062151577493006534
,0.21855657609396278,0.998565033529744,1.0998645333780184,0.9308511432674196,,,,,0.0014383242814801633,,,V29_PA_SC_DET_WRONG,,,paired,sub-07,,0.3314156414481759,0.3368035594450905,0.012479946519967845
,-0.04691009460172305,1.0014539695147313,1.1014177368746862,0.9306916321317354,,,,,0.0028913990633251765,,,V29_POP_ADAPTER_CDM,,,paired,sub-07,,0.3324081272941031,0.33784846774425303,-0.01258450071680162
,0.14243887254269794,0.9992525162118854,1.1003363529841106,0.9308042575915655,,,,,0.0011221838261311252,,,V29_POP_ADAPTER_DET,,,paired,sub-07,,0.33163085255687796,0.3370567349096139,0.006498083713460911
,0.09965214226394892,1.8300201664368312,5.247075212498506,0.5777384509435959,,,,,0.17068674912055334,,,EEGDFUS,,,paired,sub-09,,1.1307698551358447,4.861428647405571,-1.915794533320392
,0.0,1.0,5.32742565125227,0.6012346261801819,,,,,0.0,,,RAW,,,paired,sub-09,,0.8807072159834206,4.8409866302584605,0.0
,0.0,1.0,5.32742565125227,0.6012346261801819,,,,,0.0,,,STANDARD,,,paired,sub-09,,0.8807072159834206,4.8409866302584605,0.0
,0.341795922541577,1.4412366588910421,5.100724688834614,0.6086820697722336,,,,,0.18106383892397085,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-09,,1.1392531408928335,4.701694910285166,-0.2891518820310012
,0.31634092160190147,1.4214094842473666,5.121373397608598,0.6053095637148039,,,,,0.1661476008594036,,,V25_SET_CALIB_DET_POP,,,paired,sub-09,,1.1406551596915557,4.723160635938661,-0.4210465547163039
,0.2895532988574511,1.5049568757414817,5.128555450174543,0.6040781458011932,,,,,0.18025028395156065,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-09,,1.1457005004502006,4.736336375871259,-0.8817267704279705
,0.32531095058139825,1.4307124530275663,5.113526334365209,0.608321309219011,,,,,0.1717232627173265,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-09,,1.1329953875910077,4.710995408809847,-0.25840209805173797
,0.33576292554304626,1.4586851542194685,5.098084048264557,0.609397072551979,,,,,0.18843819200992584,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-09,,1.1419900558992393,4.699250389330296,-0.28390728786277275
,0.2785518924760658,1.5290212382872899,5.1311565935611725,0.6040310617018905,,,,,0.18928707763552666,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-09,,1.1500699615312948,4.740029640702738,-0.9296139831189066
,0.3005710384588585,1.4642785742878914,5.125029989414745,0.6050584521144629,,,,,0.18179563619196415,,,V26_POP_SDEDIT,,,paired,sub-09,,1.1451736487344735,4.725973791106501,-0.5088130031867574
,0.3263033003054766,1.3823738401134809,5.130262838469611,0.6085664998326037,,,,,0.14396287004152933,,,V27_ENERGY_DET_L05,,,paired,sub-09,,1.1132923206314445,4.716665990728264,-0.2312722906198663
,0.3221557857015998,1.3168747703234354,5.1612454280257225,0.6078656793106347,,,,,0.1011064313352108,,,V27_ENERGY_DET_L2,,,paired,sub-09,,1.0838736575614247,4.730647328180364,-0.21385723463996933
