artifact_attenuation_db,artifact_correlation,artifact_rrmse,clean_output_rms_ratio,correlation,covariance_distortion,eeg_eog_coherence_reduction,frontal_residual_topography,heldout_eog_remaining_ratio,identity_change,low_eog_observation_change,low_eog_observation_retention,method,observation_change_ratio,output_input_rms_ratio,panel,participant,psd_distortion,rrmse_spectral,rrmse_temporal,snr_improvement
,0.14654314564621826,1.7183656853934128,1.334442399442196,0.7813400214331018,,,,,nan,,,EEGDFUS,,,paired,sub-02,,0.7093574536912557,0.8503085108984831,-2.942701295380377
,0.0,1.0,1.478600022693475,0.8094685276349386,,,,,nan,,,RAW,,,paired,sub-02,,0.6318841502652504,0.8511428386361027,0.0
,0.0,1.0,1.478600022693475,0.8094685276349386,,,,,nan,,,STANDARD,,,paired,sub-02,,0.6318841502652504,0.8511428386361027,0.0
,0.2950594915374596,1.4888565039469137,1.2804614313774638,0.803269049566653,,,,,nan,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-02,,0.6816842836948732,0.7821143346114291,-1.8529306270906494
,0.28483433703917804,1.4259243764811091,1.2889041975140572,0.803826098019878,,,,,nan,,,V25_SET_CALIB_DET_POP,,,paired,sub-02,,0.67540268949233,0.7845720910570688,-1.6896279747080472
,0.29276556741549736,1.499091111537483,1.2810173191958003,0.8033964408354627,,,,,nan,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-02,,0.6804968177133964,0.7815418605201153,-1.8723724968602053
,0.3003786140858817,1.3880788340336747,1.2749124359753397,0.8048969455477264,,,,,nan,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-02,,0.6786917404840804,0.7759492766183231,-1.5928859501663182
,0.2887759593884564,1.4892032568653424,1.2789911246962018,0.8025244888332155,,,,,nan,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-02,,0.6841994608338509,0.7823719791162552,-1.8888352643181052
,0.28613294379061294,1.491777238332563,1.2798422268695302,0.8026369238893191,,,,,nan,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-02,,0.6832435080367658,0.7818769026489463,-1.90035512096559
,0.2867738996380164,1.5072235783769026,1.29147239940034,0.8039911161694262,,,,,nan,,,V26_POP_SDEDIT,,,paired,sub-02,,0.6771882143802941,0.7853521123437935,-1.9388799626354336
,0.296219144905788,1.3097999720937676,1.2924919898311298,0.8070538913210233,,,,,nan,,,V27_ENERGY_DET_L05,,,paired,sub-02,,0.6625429341673024,0.7749539291512014,-1.3079190401670833
,0.28251030350737794,1.2129087907572587,1.324676553408305,0.8084993465907044,,,,,nan,,,V27_ENERGY_DET_L2,,,paired,sub-02,,0.6463118801669528,0.7804436472716689,-0.952558445951177
,0.24952047975966707,1.1455367133021355,1.366110898554325,0.8088308827330669,,,,,nan,,,V27_ENERGY_DET_L8,,,paired,sub-02,,0.6425972988880757,0.7943312451841646,-0.7298090334516019
,0.2933846239724921,1.3335783071815968,1.29366960707638,0.8063286449760199,,,,,nan,,,V27_ENERGY_SDEDIT_L05,,,paired,sub-02,,0.6641689804382622,0.7767466894034037,-1.3975269133483783
,0.27992436959983835,1.2316479028926954,1.325462577243646,0.8079425858126746,,,,,nan,,,V27_ENERGY_SDEDIT_L2,,,paired,sub-02,,0.6478601771717271,0.7818727383952743,-1.0325968906076417
,0.24729034556205282,1.1606247193283505,1.3663811013102531,0.8084339344253143,,,,,nan,,,V27_ENERGY_SDEDIT_L8,,,paired,sub-02,,0.6437814066496989,0.7952776451323492,-0.7957193900494732
,0.03095670698934959,1.0062004418836699,1.4776686645216413,0.8093700899432102,,,,,nan,,,V29_PA_SC_CDM_MATCH,,,paired,sub-02,,0.6330555612738762,0.8518185876980877,-0.05085810575635858
,0.002467871887751648,1.004955392744806,1.4780371023548975,0.8093752213236358,,,,,nan,,,V29_PA_SC_CDM_POP,,,paired,sub-02,,0.6331870077604739,0.8520152689695047,-0.04153218018271016
,0.030900987298486546,1.006203259030978,1.4776685933272045,0.8093700206114186,,,,,nan,,,V29_PA_SC_CDM_WRONG,,,paired,sub-02,,0.6330558584498552,0.8518188475855923,-0.05088259486072073
,0.22591064215076687,0.998521146674951,1.4766936815447278,0.8094578153557248,,,,,nan,,,V29_PA_SC_DET_MATCH,,,paired,sub-02,,0.631023544307229,0.8498269958702925,0.01293426923916109
,0.17861549286802378,0.9990045552452406,1.4774074115686946,0.8094772526787387,,,,,nan,,,V29_PA_SC_DET_POP,,,paired,sub-02,,0.6313553478749883,0.8502448853048716,0.008661054954599321
,0.22577244687515,0.9985237585173713,1.4766937701238527,0.8094577476796176,,,,,nan,,,V29_PA_SC_DET_WRONG,,,paired,sub-02,,0.6310235097448135,0.849827227421176,0.012911581652345048
,0.0057187495226066355,1.0051286634471681,1.477993220090866,0.8093737508687708,,,,,nan,,,V29_POP_ADAPTER_CDM,,,paired,sub-02,,0.6331825054367073,0.8520008348593061,-0.04300890264514439
,0.18422684585998972,0.9990478969282575,1.4773452596531973,0.8094764037264718,,,,,nan,,,V29_POP_ADAPTER_DET,,,paired,sub-02,,0.6313272104533907,0.8502086525250989,0.008288591966731929
,0.30483039214353386,1.8274993851329342,1.0323842325144343,0.8806684762239456,,,,,0.2689064567287763,,,EEGDFUS,,,paired,sub-03,,0.4383471799600456,0.432740450073551,-2.62887404368005
,0.0,1.0,1.1833652158578236,0.8955437391996384,,,,,0.0,,,RAW,,,paired,sub-03,,0.39298139182695496,0.4407628757083633,0.0
,0.0,1.0,1.1833652158578236,0.8955437391996384,,,,,0.0,,,STANDARD,,,paired,sub-03,,0.39298139182695496,0.4407628757083633,0.0
,0.4341244304863115,1.4855207954392289,0.9887272202306323,0.911923767791854,,,,,0.24350173026323318,,,V25_SET_CALIB_DET_MATCH,,,paired,sub-03,,0.4124002464943462,0.37385585014190936,-1.2177726088769056
,0.42955196804056567,1.4450147838303538,0.9974613247646226,0.9110417829619514,,,,,0.2340285653869311,,,V25_SET_CALIB_DET_POP,,,paired,sub-03,,0.40778420221370953,0.37705258948780185,-1.1682019024297143
,0.43226944075690377,1.4823436411944302,0.9915142117275132,0.9117265616854032,,,,,0.23895708347360292,,,V25_SET_CALIB_DET_WRONG,,,paired,sub-03,,0.4109574084998005,0.3735028989871757,-1.210967454269077
,0.44262783746752477,1.3933260174411717,0.98025514682134,0.9151641536090109,,,,,0.24206425746281943,,,V26_CALIB_REFINE_DET_MATCH,,,paired,sub-03,,0.40746240799004835,0.3601628271992215,-0.8533705918852127
,0.4302690579142008,1.529257668690248,0.9902108112970988,0.9116384618812137,,,,,0.25194086382786435,,,V26_CALIB_SDEDIT_MATCH,,,paired,sub-03,,0.4151624009116656,0.3752757882207839,-1.3486200349800515
,0.42795175986571443,1.5290680970206405,0.9932759006818136,0.9113261848688126,,,,,0.2465049127737681,,,V26_CALIB_SDEDIT_WRONG,,,paired,sub-03,,0.4132131367093987,0.3753510501830735,-1.3633627528042505
,0.4089519122563716,1.520049231522011,1.0074304987986882,0.9092678270406194,,,,,0.2467706153790156,,,V26_POP_SDEDIT,,,paired,sub-03,,0.4110879476389123,0.3854011073320483,-1.5679592450685573
,0.4424211332677967,1.3175722821192308,0.9997967945204841,0.9151393208238814,,,,,0.21543371801575026,,,V27_ENERGY_DET_L05,,,paired,sub-03,,0.39315350690028733,0.359880593411314,-0.5638536801561713
,0.43368902222977745,1.2344678197846268,1.0348764641417398,0.9125257763597701,,,,,0.17898310720920563,,,V27_ENERGY_DET_L2,,,paired,sub-03,,0.3827189362038755,0.3681240780408391,-0.29472122183351807
,0.40246027283784414,1.1984197018724498,1.0806931621498532,0.9073575987584062,,,,,0.14677209717532,,,V27_ENERGY_DET_L8,,,paired,sub-03,,0.39379166974686086,0.3904704645845211,-0.339755117893219
,0.4402967663999233,1.3625877558281927,1.0036177767647638,0.9139548093080521,,,,,0.2185577154159546,,,V27_ENERGY_SDEDIT_L05,,,paired,sub-03,,0.3958694599051442,0.3656166506698355,-0.7347992293988214
,0.4315692229817311,1.2733278265505126,1.0376718822452757,0.9115147557523515,,,,,0.18130981549620628,,,V27_ENERGY_SDEDIT_L2,,,paired,sub-03,,0.38555365793096524,0.37313717395429397,-0.4463008225641467
,0.40006468944355017,1.2295989818645245,1.0820133710900943,0.9066917643778853,,,,,0.1481554595132669,,,V27_ENERGY_SDEDIT_L8,,,paired,sub-03,,0.3955782506511443,0.3938793286926941,-0.4499257083869342
,0.010358623426226485,1.0410496944730931,1.1827654192845027,0.895391167451938,,,,,0.0035281520104035735,,,V29_PA_SC_CDM_MATCH,,,paired,sub-03,,0.3983426386128283,0.4427642011465246,-0.1948413999840947
,-0.04256153064812275,1.0408451186888146,1.1831583910518222,0.8953627993663152,,,,,0.003564674329633514,,,V29_PA_SC_CDM_POP,,,paired,sub-03,,0.3985617869378378,0.4430145476621369,-0.19593350880159327
