best_criterion,branch_commit,checkpoint_path,config,digest_match,fold,input_contract,model,output_contract,recorded_sha256,seed,sha256,source,status,training_job
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,db7c71cbf1aee00a36b27114466c6bec12b95be64cebc338154139107c21384a,20260829,db7c71cbf1aee00a36b27114466c6bec12b95be64cebc338154139107c21384a,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,0af65028da18ca17dfbd05b2791fec32398b48df3f2c98dacf73d248e2e7be59,20260830,0af65028da18ca17dfbd05b2791fec32398b48df3f2c98dacf73d248e2e7be59,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,1f2614ab34b598219d8a76d2e5b5075c03af37dd53beec5d7b5789b743515c7a,20260828,1f2614ab34b598219d8a76d2e5b5075c03af37dd53beec5d7b5789b743515c7a,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,840bcc1fa41b61c074d3bd4493f3efffcd4af8a2f51d5316995b7bea0bb4ec4e,20260829,840bcc1fa41b61c074d3bd4493f3efffcd4af8a2f51d5316995b7bea0bb4ec4e,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,7c6c9ec6922e4c217325e8f8b8641996d312cf1ae0931fe123da119bfb5eb61b,20260830,7c6c9ec6922e4c217325e8f8b8641996d312cf1ae0931fe123da119bfb5eb61b,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,5bc97d47ab5088eb3db9aeed810e55c428525e54fc0dc678aab73b9d7953033f,20260828,5bc97d47ab5088eb3db9aeed810e55c428525e54fc0dc678aab73b9d7953033f,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,b728443f63a302f4cc433000deb8b2fffad9149c0c275814f9c4ebcef5772b47,20260829,b728443f63a302f4cc433000deb8b2fffad9149c0c275814f9c4ebcef5772b47,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,18f13da90a70cb0c4a344c92599cf434198f6e49194fe5d306b9c8de5f5d343f,20260830,18f13da90a70cb0c4a344c92599cf434198f6e49194fe5d306b9c8de5f5d343f,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,e67aa28a744301d2d7fc62e82bc7c9680a641fc34a527934aeca394601f2d7b2,20260828,e67aa28a744301d2d7fc62e82bc7c9680a641fc34a527934aeca394601f2d7b2,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,3b13e49b35bf28e9f4b7dbdf05602b47e87781e399aaaf86d50bb8ac7d65fd8e,20260829,3b13e49b35bf28e9f4b7dbdf05602b47e87781e399aaaf86d50bb8ac7d65fd8e,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,c8847372ee85276415443554d0a21ed9499316697cd30c0af31d765d310b4d4c,20260830,c8847372ee85276415443554d0a21ed9499316697cd30c0af31d765d310b4d4c,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,c7180eade0051e0cae9c370ca81818048cbc181fdf68bbe4308f62f7ca1f4bee,20260828,c7180eade0051e0cae9c370ca81818048cbc181fdf68bbe4308f62f7ca1f4bee,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260829/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,db461ba8b617b836728fbcf0975505edcf7ea45acab707a2e7f56a07d5b4336b,20260829,db461ba8b617b836728fbcf0975505edcf7ea45acab707a2e7f56a07d5b4336b,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260830/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,5b61f3fc2deeabbe74cf2f3b95a4b87c7c579d067279fb5b0ce4c7865b85095c,20260830,5b61f3fc2deeabbe74cf2f3b95a4b87c7c579d067279fb5b0ce4c7865b85095c,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,7385deb88a25f3caa240c0fd38a7e3c9b0acb27a4986af7b8f84054d4660cc80,20260828,7385deb88a25f3caa240c0fd38a7e3c9b0acb27a4986af7b8f84054d4660cc80,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,6943a1c67c1c458ce79c5cedaf3a35b482f1866944cd3de50f3fef14f238fced,20260829,6943a1c67c1c458ce79c5cedaf3a35b482f1866944cd3de50f3fef14f238fced,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,05a892fa963e024a8fbb60ca1822e2a5a980c5d7330974e7b5c8b460e18806b6,20260830,05a892fa963e024a8fbb60ca1822e2a5a980c5d7330974e7b5c8b460e18806b6,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,d26b1f09a64f33d4566c377b04f9b8f25dd8024d395e682e4ce68c35fcb249f2,20260828,d26b1f09a64f33d4566c377b04f9b8f25dd8024d395e682e4ce68c35fcb249f2,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,3d305e9749f5a3a9f5a951fd990ec26e04c0e166c7280677547f295bdb21d0f0,20260829,3d305e9749f5a3a9f5a951fd990ec26e04c0e166c7280677547f295bdb21d0f0,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,a4fc0827234c064554e8e86031ef65e9e7531f2a6094c25dfb3b9638aa824685,20260830,a4fc0827234c064554e8e86031ef65e9e7531f2a6094c25dfb3b9638aa824685,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,728f637e0623314ce8eb97986fe8e2e46f87ce9903b2fe408ef4f1bf61117f59,20260828,728f637e0623314ce8eb97986fe8e2e46f87ce9903b2fe408ef4f1bf61117f59,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,514ee9900a2b007db11b33f2e0a3526e6b8daac10c60e28523e834373b7f0a6e,20260829,514ee9900a2b007db11b33f2e0a3526e6b8daac10c60e28523e834373b7f0a6e,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,c257fdb960c77b1a6dceba3bef43cae38e08ce748aebd8a03b92110f886111ba,20260830,c257fdb960c77b1a6dceba3bef43cae38e08ce748aebd8a03b92110f886111ba,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,03d8a5feba97f71c22032f79084d6b1b6483c2cd4aaa3f5a8549e96a35c6a7b7,20260828,03d8a5feba97f71c22032f79084d6b1b6483c2cd4aaa3f5a8549e96a35c6a7b7,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,d127913350f12d5b6221aa1cc7e1751e78da9c68b666703f94145163e1371684,20260829,d127913350f12d5b6221aa1cc7e1751e78da9c68b666703f94145163e1371684,V26,available,
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,b05e6e5e20f1df4750cbe08afdd4caf24d9b4a4fbd99d2d78412d116bffd9184,20260830,b05e6e5e20f1df4750cbe08afdd4caf24d9b4a4fbd99d2d78412d116bffd9184,V26,available,
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,0,frozen historical contract,pop_det,clean or artifact as registered,6d9996bf851937d4be7eb354cafc24d4abec9b5515e94ecdc455322dc9443157,20260901,6d9996bf851937d4be7eb354cafc24d4abec9b5515e94ecdc455322dc9443157,V28,available,938695
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,0,frozen historical contract,pop_det,clean or artifact as registered,6202da3f3a871fda70fe3c8504c3ed7afab2c93b5bab078f29f483a64a537104,20260902,6202da3f3a871fda70fe3c8504c3ed7afab2c93b5bab078f29f483a64a537104,V28,available,938696
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,0,frozen historical contract,pop_det,clean or artifact as registered,fe01e94adabcc246c5e7e88207cc6132963bccb62cb53245f4d896293181782e,20260903,fe01e94adabcc246c5e7e88207cc6132963bccb62cb53245f4d896293181782e,V28,available,938701
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,1,frozen historical contract,pop_det,clean or artifact as registered,6bb978e9a29254125d871f126ab09b10ef27f5e7de0244effe3d5bc867870f35,20260901,6bb978e9a29254125d871f126ab09b10ef27f5e7de0244effe3d5bc867870f35,V28,available,938702
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,1,frozen historical contract,pop_det,clean or artifact as registered,e44d18f26f05f0f4bae6304dd4a5cce0b3599c6215b2c80377854f16e0b14bf6,20260902,e44d18f26f05f0f4bae6304dd4a5cce0b3599c6215b2c80377854f16e0b14bf6,V28,available,938703
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,1,frozen historical contract,pop_det,clean or artifact as registered,639c7887e98af2b167afd5d78a6d9d73c67cfed887575ad49cec219e89007cea,20260903,639c7887e98af2b167afd5d78a6d9d73c67cfed887575ad49cec219e89007cea,V28,available,938708
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,2,frozen historical contract,pop_det,clean or artifact as registered,b8f84b7d91bd46274fa2a08ba3757f9aa76034dfe18d19bcf462974fdce3e5f2,20260901,b8f84b7d91bd46274fa2a08ba3757f9aa76034dfe18d19bcf462974fdce3e5f2,V28,available,938709
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,2,frozen historical contract,pop_det,clean or artifact as registered,31cf0f51ab499b20da7970dc401badfd58d6599b4c8163504ed3b67d94d4c39e,20260902,31cf0f51ab499b20da7970dc401badfd58d6599b4c8163504ed3b67d94d4c39e,V28,available,938710
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,2,frozen historical contract,pop_det,clean or artifact as registered,cd4713fb9317ab4707cf38e3e73ead9cbc036d302441186cc37943c54512460c,20260903,cd4713fb9317ab4707cf38e3e73ead9cbc036d302441186cc37943c54512460c,V28,available,938711
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,3,frozen historical contract,pop_det,clean or artifact as registered,74a54f9e838ee8721671eac6c5d175e24783e3af00f9e456d17720dcb5aa4e4c,20260901,74a54f9e838ee8721671eac6c5d175e24783e3af00f9e456d17720dcb5aa4e4c,V28,available,938713
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,3,frozen historical contract,pop_det,clean or artifact as registered,6d32920d528b759130d4981246a11af7661385459a053ab03db70b248e96cf10,20260902,6d32920d528b759130d4981246a11af7661385459a053ab03db70b248e96cf10,V28,available,938740
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,3,frozen historical contract,pop_det,clean or artifact as registered,ea91bfa28d7a4045d187d2c422271a3baf6c724ed751548b0ab52b54fd65dcec,20260903,ea91bfa28d7a4045d187d2c422271a3baf6c724ed751548b0ab52b54fd65dcec,V28,available,938753
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,4,frozen historical contract,pop_det,clean or artifact as registered,e6f3784fed87eca84a180009b4acf6530737100cc7a9c41ef4181727c7f42ca9,20260901,e6f3784fed87eca84a180009b4acf6530737100cc7a9c41ef4181727c7f42ca9,V28,available,938760
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,4,frozen historical contract,pop_det,clean or artifact as registered,2af262dcc2b69d6ee6791e2835dd49deea194a44cb1d6fcfbb140e6a225d03e5,20260902,2af262dcc2b69d6ee6791e2835dd49deea194a44cb1d6fcfbb140e6a225d03e5,V28,available,938761
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_det.yaml,1,4,frozen historical contract,pop_det,clean or artifact as registered,b6ce26f4601e832c10f6f3af713f675ee5eb5635297c98e09146e754e697dbaa,20260903,b6ce26f4601e832c10f6f3af713f675ee5eb5635297c98e09146e754e697dbaa,V28,available,938694
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,0,frozen historical contract,pop_cdm,clean or artifact as registered,5609ec4f7ef3747ef131cf7794ed71631d5a6d8b277c43a03a6ddab10e804679,20260901,5609ec4f7ef3747ef131cf7794ed71631d5a6d8b277c43a03a6ddab10e804679,V28,available,938795
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,0,frozen historical contract,pop_cdm,clean or artifact as registered,d985b2b521e2e6688f9dcef244addaa8bdd2fca690d135b3a9e88385f039c51d,20260902,d985b2b521e2e6688f9dcef244addaa8bdd2fca690d135b3a9e88385f039c51d,V28,available,938800
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,0,frozen historical contract,pop_cdm,clean or artifact as registered,b36e0653a067a03be04e49938506e1a651badedf6f76e32656c2bde5216b2175,20260903,b36e0653a067a03be04e49938506e1a651badedf6f76e32656c2bde5216b2175,V28,available,938802
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,1,frozen historical contract,pop_cdm,clean or artifact as registered,093da75d9018043f860c8b2454c02dcbee998cfd19a1219a49b83d3bb4b48f6b,20260901,093da75d9018043f860c8b2454c02dcbee998cfd19a1219a49b83d3bb4b48f6b,V28,available,938810
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,1,frozen historical contract,pop_cdm,clean or artifact as registered,b6377423f09c04476b898765e15f1c04cfe9f7b10daa5aa76ece6dce4c4f53c8,20260902,b6377423f09c04476b898765e15f1c04cfe9f7b10daa5aa76ece6dce4c4f53c8,V28,available,938767
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,1,frozen historical contract,pop_cdm,clean or artifact as registered,4ea49c548ec9d0e3709fc580c0e4c7feb6fdd50f409f9397ac33557d69477c58,20260903,4ea49c548ec9d0e3709fc580c0e4c7feb6fdd50f409f9397ac33557d69477c58,V28,available,938819
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,2,frozen historical contract,pop_cdm,clean or artifact as registered,c57293d9b9917560a545c34f2f1a35f5023e328cf41ebddc1d7921275d80d7e2,20260901,c57293d9b9917560a545c34f2f1a35f5023e328cf41ebddc1d7921275d80d7e2,V28,available,938831
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,2,frozen historical contract,pop_cdm,clean or artifact as registered,7060be7a8d3aa1a248e45a5297924ba6b179bbb55e2b6d52e83009b6f72a9ea7,20260902,7060be7a8d3aa1a248e45a5297924ba6b179bbb55e2b6d52e83009b6f72a9ea7,V28,available,938837
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,2,frozen historical contract,pop_cdm,clean or artifact as registered,d07840a84f02d4ceec1ff06d7a4164580b749e4a24a0652ba9c149a4eead854e,20260903,d07840a84f02d4ceec1ff06d7a4164580b749e4a24a0652ba9c149a4eead854e,V28,available,938842
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,3,frozen historical contract,pop_cdm,clean or artifact as registered,0eecaef3351d4f9f76a491fb429130ddda70c957638380c397dc293d2411d1da,20260901,0eecaef3351d4f9f76a491fb429130ddda70c957638380c397dc293d2411d1da,V28,available,938804
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,3,frozen historical contract,pop_cdm,clean or artifact as registered,da1538423a88b2ee5e80c95c2a4638af7e5a9075f7aefa619daaf52ad45bf409,20260902,da1538423a88b2ee5e80c95c2a4638af7e5a9075f7aefa619daaf52ad45bf409,V28,available,938839
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,3,frozen historical contract,pop_cdm,clean or artifact as registered,008bc920e15a03d99651189b14886a497df86d159bf8030e4d929bff537fb4bf,20260903,008bc920e15a03d99651189b14886a497df86d159bf8030e4d929bff537fb4bf,V28,available,938840
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260901/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,4,frozen historical contract,pop_cdm,clean or artifact as registered,83f9a5dc6f72d6cece65b2edec8a438f4c7ee76fbe626ce711e870abc5af047a,20260901,83f9a5dc6f72d6cece65b2edec8a438f4c7ee76fbe626ce711e870abc5af047a,V28,available,938848
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260902/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,4,frozen historical contract,pop_cdm,clean or artifact as registered,aa59e054af6d0a89054b3421f09013845914bab6ea3552d7770bbe355feaa2f2,20260902,aa59e054af6d0a89054b3421f09013845914bab6ea3552d7770bbe355feaa2f2,V28,available,938850
joint,f7aec43e8fae1d18c2831ee44b00eae9a0098e7e,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260903/best_joint.pt,configs/sc_cdm_v28/pop_clean_cdm.yaml,1,4,frozen historical contract,pop_cdm,clean or artifact as registered,98c7d40bfac34638fe529858893561953591f1476bd651ccf9bf451f0d7a6593,20260903,98c7d40bfac34638fe529858893561953591f1476bd651ccf9bf451f0d7a6593,V28,available,938838
joint,9ca9c79b6f1549e89428e28c62ebbea6d3c0bb37,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_0/seed_20260905/best_joint.pt,,1,0,frozen historical contract,support_adapter_det,clean or artifact as registered,767aa2bb15956e00ad279a4c379f2a3c032807f8015e0d393805dfa6d5543291,20260905,767aa2bb15956e00ad279a4c379f2a3c032807f8015e0d393805dfa6d5543291,V29,available,
