best_wrong_risk,correct_is_best,correct_minus_best_wrong_utility,correct_minus_mean_wrong_utility,correct_rank,correct_risk,mean_wrong_risk,median_wrong_risk,method,recipient,worst_wrong_risk
0.7812307790025241,0,-0.000879257406470213,1.2826046071223729e-05,11,0.7821100364089943,0.7821228624550656,0.7815433528416583,V25_SET_CALIB_DET_MATCH,sub-02,0.7850682372162635
0.373409497538685,0,-0.0004487216162183949,0.001722566023956873,7,0.3738582191549034,0.3755807851788603,0.37405597765205634,V25_SET_CALIB_DET_MATCH,sub-03,0.38441583838882964
0.36095926029762876,0,-8.030115471530097e-05,0.0014725556552764862,2,0.36103956145234406,0.36251211710762055,0.36189265498089496,V25_SET_CALIB_DET_MATCH,sub-05,0.366763458858865
0.4424528564041894,0,-0.010076172158329066,0.013667348607827534,4,0.4525290285625185,0.466196377170346,0.46129728796788383,V25_SET_CALIB_DET_MATCH,sub-06,0.5149892174975118
0.3253009711560379,0,-0.005191766973843603,0.0034941488635331086,6,0.3304927381298815,0.3339868869934146,0.33252600073400473,V25_SET_CALIB_DET_MATCH,sub-07,0.3600415081115595
4.688936824030761,0,-0.012788542753291665,0.03872593248166911,2,4.701725366784053,4.740451299265722,4.743305246099934,V25_SET_CALIB_DET_MATCH,sub-09,4.7611233403699265
0.32731258127670215,0,-0.0029834886922294745,0.011610385864586847,8,0.3302960699689316,0.3419064558335185,0.3305156504696546,V25_SET_CALIB_DET_MATCH,sub-11,0.47534389319803766
0.3996129610265295,0,-0.006853881499005676,0.017620794072244705,10,0.40646684252553517,0.42408763659777987,0.40462684142403305,V25_SET_CALIB_DET_MATCH,sub-12,0.6119875644023219
0.32752208424628604,0,-0.0009513326868829108,0.012510354264772316,6,0.32847341693316895,0.34098377119794127,0.33063473036357516,V25_SET_CALIB_DET_MATCH,sub-14,0.46898923459876746
1.1324825445966173,1,0.02398205103559592,0.046271311518336855,1,1.1085004935610214,1.1547718050793583,1.1428918201450466,V25_SET_CALIB_DET_MATCH,sub-15,1.2376876091843265
0.3740093607274402,0,-0.004362882697023451,0.03742411312746946,2,0.37837224342446363,0.4157963565519331,0.3888125223392207,V25_SET_CALIB_DET_MATCH,sub-17,0.6978146100882441
0.3179381576677163,0,-0.024693690576694072,0.015479471547425683,13,0.3426318482444104,0.3581113197918361,0.33027963644255776,V25_SET_CALIB_DET_MATCH,sub-18,0.666447462203602
0.7387804406850288,0,-0.00835693943210769,0.005872062011991641,12,0.7471373801171365,0.7530094421291281,0.7426949663398166,V25_SET_CALIB_DET_MATCH,sub-19,0.8697609981366744
0.3937212336394522,0,-0.012248667784863054,0.0006734565092575417,12,0.40596990142431527,0.4066433579335728,0.39864157455869853,V25_SET_CALIB_DET_MATCH,sub-21,0.4946596854262882
0.21955605953310928,0,-0.004517780151218176,0.010275786773981666,5,0.22407383968432745,0.23434962645830912,0.2259360570977959,V25_SET_CALIB_DET_MATCH,sub-23,0.2937157633196976
0.7813104775915335,0,-0.0010660073344803678,8.367649570595326e-05,10,0.7823764849260139,0.7824601614217198,0.782025829677069,V26_CALIB_SDEDIT_MATCH,sub-02,0.7848825344958136
0.3749188775351892,0,-0.00037671529894900413,0.0026556319374191895,4,0.3752955928341382,0.3779512247715574,0.3759340559740344,V26_CALIB_SDEDIT_MATCH,sub-03,0.3888774045561958
0.36203840977719265,0,-1.783004134059407e-05,0.0019406483782130612,2,0.36205623981853324,0.3639968881967463,0.36305636725026286,V26_CALIB_SDEDIT_MATCH,sub-05,0.36966555578530663
0.44446039270971793,0,-0.009549854905344601,0.014724691502846055,4,0.45401024761506253,0.4687349391179086,0.46367480535344735,V26_CALIB_SDEDIT_MATCH,sub-06,0.5199217815340186
0.32974876909025225,0,-0.004289987076642965,0.0034882731293143787,7,0.3340387561668952,0.3375270292962096,0.3359234528551396,V26_CALIB_SDEDIT_MATCH,sub-07,0.3637527163243956
4.6941345435205015,0,-0.005140361065666177,0.046216629565664746,2,4.699274904586168,4.7454915341518324,4.747361399634327,V26_CALIB_SDEDIT_MATCH,sub-09,4.770223796108945
0.32852904001871747,0,-0.0033184065121329986,0.01310584773189416,8,0.33184744653085047,0.3449532942627446,0.3323275970825408,V26_CALIB_SDEDIT_MATCH,sub-11,0.49130709407876966
0.3979425016894109,0,-0.0077165322274797,0.019507920025803482,10,0.4056590339168906,0.4251669539426941,0.4037962056075533,V26_CALIB_SDEDIT_MATCH,sub-12,0.6269832280878392
0.33066185250774854,0,-0.0005291943800532772,0.014754711825858802,2,0.3311910468878018,0.3459457587136606,0.33439619497706496,V26_CALIB_SDEDIT_MATCH,sub-14,0.4839670373799487
1.1346181834427018,1,0.023733019984016668,0.04782109501742049,1,1.1108851634586852,1.1587062584761056,1.146223116058132,V26_CALIB_SDEDIT_MATCH,sub-15,1.2493533248133544
0.3775673711982866,0,-0.004899017978459597,0.03913339986909359,3,0.3824663891767462,0.4215997890458398,0.39377643420205766,V26_CALIB_SDEDIT_MATCH,sub-17,0.7170385025286427
0.3207460466461877,0,-0.028137448166186574,0.014604229027301852,13,0.3488834948123743,0.36348772383967615,0.3348445509068875,V26_CALIB_SDEDIT_MATCH,sub-18,0.6840705355215403
0.7437664210382434,0,-0.01096232856313406,0.005432386248786392,12,0.7547287496013775,0.7601611358501639,0.748393662351494,V26_CALIB_SDEDIT_MATCH,sub-19,0.8936963890575701
0.3997012162581086,0,-0.012461234608458216,0.0013000290870429088,12,0.41216245086656683,0.41346247995360974,0.404626552377724,V26_CALIB_SDEDIT_MATCH,sub-21,0.5116943773917026
