artifact_sample_fraction,clean_waveform_metric,condition_erp_observation_relative_preservation,condition_erp_proxy_status,dataset,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,fallback_used,gamma,heldout_eog_prediction_remaining_ratio,matching_projector_attenuation_db,method,method_id,nonartifact_observation_preservation,observation_change_ratio,operator_source,outputs_frozen_before_scoring,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,selected_alpha,status,study,training_seed,unit_id,uses_query_external_eog
0.328759765625,N/A_no_clean_target,1.0,success_observation_relative_four_condition_ERP,sgeyesub,0.5424304368590552,0.5424304368590552,0.0,study05|layout_05|256,False,,nan,0.0,RAW,RAW,1.0,0.0,wide_v2_canonical_carrier,True,0.0,0.0,0.0,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.1541920105543887,success_observation_relative_four_condition_ERP,sgeyesub,0.07875996245552254,0.5424304368590552,0.4636704744035327,study05|layout_05|256,False,,nan,6.199323659226982,POP,POP,0.7877184511868187,0.6414897997464034,wide_v2_canonical_carrier,True,6.310432116328716,0.1307324374070461,0.323587783532279,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.19961982598487926,success_observation_relative_four_condition_ERP,sgeyesub,0.22108476156713458,0.5424304368590552,0.32134567529192065,study05|layout_05|256,False,,nan,5.454692071940962,R2_FIR_residual|DET-MATCH|deployment,R2_FIR_residual|DET-MATCH|deployment,0.7740199654336737,0.6325799968829078,wide_v2_canonical_carrier,True,5.600157229687101,0.12716996794087854,0.31441696955632753,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.1541920105543887,success_observation_relative_four_condition_ERP,sgeyesub,0.07875996245552254,0.5424304368590552,0.4636704744035327,study05|layout_05|256,False,,nan,6.199323659226982,R2_FIR_residual|DET-POP,R2_FIR_residual|DET-POP,0.7877184511868187,0.6414897997464034,wide_v2_canonical_carrier,True,6.310432116328716,0.1307324374070461,0.323587783532279,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.1541920105543887,success_observation_relative_four_condition_ERP,sgeyesub,0.07875996245552254,0.5424304368590552,0.4636704744035327,study05|layout_05|256,False,,nan,6.199323659226982,R2_FIR_residual|DIFF-POP,R2_FIR_residual|DIFF-POP,0.7877184511868187,0.6414897997464034,wide_v2_canonical_carrier,True,6.310432116328716,0.1307324374070461,0.323587783532279,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.1541920105543887,success_observation_relative_four_condition_ERP,sgeyesub,0.07875996245552254,0.5424304368590552,0.4636704744035327,study05|layout_05|256,False,,nan,6.199323659226982,R2_FIR_residual|NO-SUPPORT,R2_FIR_residual|NO-SUPPORT,0.7877184511868187,0.6414897997464034,wide_v2_canonical_carrier,True,6.310432116328716,0.1307324374070461,0.323587783532279,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.1541920105543887,success_observation_relative_four_condition_ERP,sgeyesub,0.07875996245552254,0.5424304368590552,0.4636704744035327,study05|layout_05|256,False,,nan,6.199323659226982,R2_FIR_residual|RHO-ONLY-POP-BASIS,R2_FIR_residual|RHO-ONLY-POP-BASIS,0.7877184511868187,0.6414897997464034,wide_v2_canonical_carrier,True,6.310432116328716,0.1307324374070461,0.323587783532279,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.19252695637927753,success_observation_relative_four_condition_ERP,sgeyesub,0.117533566932499,0.5424304368590552,0.42489686992655623,study05|layout_05|256,False,,nan,6.080099997889933,R2_FIR_residual|CONSTANT-RHO-0.5,R2_FIR_residual|CONSTANT-RHO-0.5,0.7890467202050298,0.6177196708099976,wide_v2_canonical_carrier,True,6.19406527051984,0.12476905867098569,0.3179345926416344,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.21002908345868343,success_observation_relative_four_condition_ERP,sgeyesub,0.19365816524907253,0.5424304368590552,0.3487722716099827,study05|layout_05|256,False,,nan,5.676272653972315,R2_FIR_residual|DIFF-MATCH-K8|deployment,R2_FIR_residual|DIFF-MATCH-K8|deployment,0.7817216324614183,0.6159987108708983,wide_v2_canonical_carrier,True,5.805188429559993,0.11966021265876825,0.31498485804307985,0.55,1.0,success,study05,20260812,study05/study05_p06,False
0.328759765625,N/A_no_clean_target,0.20789097966223224,success_observation_relative_four_condition_ERP,sgeyesub,0.19091025198142123,0.5424304368590552,0.35152018487763403,study05|layout_05|256,False,,nan,5.64531582686414,R2_FIR_residual|DIFF-MATCH-K1|deployment,R2_FIR_residual|DIFF-MATCH-K1|deployment,0.7681315730511111,0.6202097223516659,wide_v2_canonical_carrier,True,5.774200808852054,0.11912995834490064,0.31891669302209563,0.55,1.0,success,study05,20260812,study05/study05_p06,False
