diff_minus_det_utility,diff_minus_pop_utility,legacy_K1_RRMSE,source_record,training_seed
-0.005143726162659401,0.0014620757770335002,0.31585573506203635,sim37,20260811
0.0987371451547901,-0.08149997196486064,0.46744438449802345,sim38,20260811
0.08114248846890387,-0.13608974987299371,0.4517426374252824,sim39,20260811
-0.08041961507864542,-0.12810353654539464,0.4911586200528762,sim40,20260811
0.04163312631741389,-0.23636106682786212,0.5729437493377415,sim41,20260811
-0.005589616680503617,-0.033105916405691216,0.38852819463587573,sim42,20260811
-0.04540048300289301,-0.07492524341384982,0.38462658454868565,sim43,20260811
0.06329086663591754,0.11177665719021657,0.2920283430004052,sim46,20260811
0.1630833529271456,0.27702409304758113,0.7456070080057415,sim47,20260811
0.020176656468821386,-0.3493175537384466,0.793599637029858,sim48,20260811
-0.01519951669432873,0.24590797617506022,0.6153964513450636,sim49,20260811
0.008425656170669371,-0.013490742612627615,0.5995621518583144,sim50,20260811
0.08380149371803464,-0.013831343865469803,0.44566067641885704,sim51,20260811
0.08005037249790609,-0.02717201107773376,0.4411034368401278,sim52,20260811
0.03434454867118575,-0.6826918514770723,1.3084837337730735,sim53,20260811
0.018541298807104423,-0.07046351037558729,0.5337624796329278,sim54,20260811
0.05887486078291604,0.01340435159668768,0.3363310222738888,sim37,20260812
-0.011103873689418176,-0.19307562957696983,0.5325770949368167,sim38,20260812
0.18048380678785586,-0.11979331834281981,0.42110269061027694,sim39,20260812
0.04441131832578016,-0.1263434871333739,0.36868047643779295,sim40,20260812
0.027801182949388603,-0.20516571822967272,0.5828190931419219,sim41,20260812
-0.028903261322773044,-0.041199466687604824,0.3813990943073052,sim42,20260812
0.03635157517175719,-0.08277186052391466,0.3760017992769176,sim43,20260812
0.06446883342985538,-0.07706395535899518,0.3059454316405327,sim46,20260812
0.16445161683136678,0.2573928020663969,0.7748778428934894,sim47,20260812
0.015806886237869744,-0.3700214965636911,0.8043005219339736,sim48,20260812
0.1159854348868884,0.04595543904452726,0.6412404690044914,sim49,20260812
0.0695959711956966,-0.17028323309975207,0.7003932749154502,sim50,20260812
0.0702986223586618,-0.14916667591059446,0.6405583410734986,sim51,20260812
0.07841387980177106,-0.1397238947364442,0.5855338040669412,sim52,20260812
0.019621937920612176,-0.699285308366358,1.3037890901099065,sim53,20260812
-0.012390838505675905,-0.20850547803797737,0.5925725088693801,sim54,20260812
0.07883213213669987,-0.04185330917780705,0.2749912490377992,sim37,20260813
0.058035569323931724,-0.13197251039700542,0.4505355585036401,sim38,20260813
0.13670939716528824,-0.1696529949671843,0.45233145549375425,sim39,20260813
-0.018125780099943645,-0.18810941764896866,0.4413668741446483,sim40,20260813
0.0739813242119034,-0.24197400834420357,0.5809794234378487,sim41,20260813
-0.0027249196478150717,-0.09549873962703509,0.36751864575481724,sim42,20260813
0.02591487765378514,-0.11911329398461104,0.39637711595051206,sim43,20260813
0.10074168097265579,-0.07544005064085338,0.2905002861989979,sim46,20260813
0.27250369243090355,-0.16597405360808948,0.7912483336128553,sim47,20260813
0.09623093175238406,-0.2843931238375401,0.6480677577759278,sim48,20260813
0.14282498667735943,-0.03812915917760723,0.5802754248058669,sim49,20260813
0.17865472655903525,-0.1744586303014224,0.5829960080518529,sim50,20260813
0.11847693395734227,-0.06811883414515063,0.4464441649730015,sim51,20260813
0.14207842254358294,-0.1465466158769808,0.55129613266728,sim52,20260813
0.04238497735912827,-0.7387637481172626,1.367912161704236,sim53,20260813
-0.039401501184032295,-0.24872963695107392,0.5253925621517992,sim54,20260813
