det_centered_pearson,det_centered_spearman,det_excess_risk_auc,det_normalized_risk_coverage_auc,det_oracle_ranking_auc,det_random_ranking_auc,det_risk_coverage_auc,diff_centered_pearson,diff_centered_spearman,diff_excess_risk_auc,diff_normalized_risk_coverage_auc,diff_oracle_ranking_auc,diff_random_ranking_auc,diff_risk_coverage_auc,source_record,window_count
0.8904756905023894,0.6727272727272727,0.023726021534783828,0.2622994161511121,0.12320748062025656,0.21366144305345977,0.1469335021550404,0.6863178816082627,0.6545454545454545,0.01660527538050774,0.2187283073805498,0.12009044794006146,0.19600780669151655,0.1366957233205692,sim37,11
0.6449688435135742,0.5166666666666666,0.024407456490805446,0.3286605766311321,0.16852421460185119,0.24278762867173775,0.19293167109265663,0.49936465000629165,0.39999999999999997,0.03641814132634971,0.46668916375283226,0.1699204839607125,0.2479555963115051,0.2063386252870622,sim38,9
0.6600864534339238,0.3333333333333333,0.060317398352624174,0.5161634155015445,0.3479086676416431,0.4647658422130239,0.40822606599426725,0.054291672821635766,0.15,0.06863449638088248,0.9920357978504487,0.29804704180924885,0.3672325455275625,0.36668153819013133,sim39,9
0.4936325563587588,0.296969696969697,0.04413922680621157,0.5028639516754874,0.22306002071158243,0.310835703695309,0.267199247517794,0.8711629243351198,0.5757575757575758,0.03559245826363944,0.31791815602843926,0.20359952621810845,0.31555430951288677,0.2391919844817479,sim40,10
0.2578095934511859,0.030303030303030304,0.14599743987338482,0.7091993530464038,0.2741052102359048,0.47996755239152716,0.4201026501092896,0.31943240949714724,-0.09090909090909091,0.14066869192096382,0.7175621474521113,0.24584148352221202,0.4418784294793589,0.38651017544317584,sim41,10
0.6935393350283301,0.7696969696969697,0.01795715851027324,0.14636565529702827,0.17293856955018488,0.29562553784087947,0.19089572806045813,0.5588136675371909,0.7454545454545455,0.018304414421838333,0.13118913210542327,0.15153792796603704,0.29106483944166867,0.16984234238787538,sim42,10
0.463984086683676,0.3,0.030891029901059852,0.5257976425190231,0.16893678409939372,0.22768757984862006,0.19982781400045357,0.2544864296767018,0.36666666666666664,0.04765566657707951,0.922538772815558,0.19148932755178938,0.24314641555865546,0.2391449941288689,sim43,9
0.6020603944723621,0.34545454545454546,0.05497923924551304,0.620068405019014,0.18526276607184153,0.2739291757784079,0.24024200531735457,-0.018636629438049657,0.04242424242424243,0.05228480237386482,0.7888383523308194,0.17534510399275471,0.24162586001758077,0.22762990636661953,sim46,10
0.31487224801345737,0.3696969696969697,0.07423322844046815,0.5023455696152032,0.32632184235521683,0.47409507442996335,0.400555070795685,0.6241892791854653,0.6242424242424243,0.04600603383357926,0.5165248662087575,0.31076484246838193,0.39983322396036913,0.3567708763019612,sim47,10
0.6452195923971124,0.7212121212121212,0.022740690488743,0.18528959692539718,0.21083029099800532,0.3335608212926934,0.23357098148674832,0.7493184683854324,0.6,0.027756747117784503,0.21355731129982694,0.19623481954231034,0.3262081131225756,0.22399156666009484,sim48,10
0.6991835420816042,0.6713286713286714,0.024383753976551653,0.25110606280408404,0.16177089220454344,0.25887628943892305,0.1861546461810951,0.7363682816388464,0.4825174825174825,0.021090148320253355,0.24810312297332285,0.16182082623105573,0.24682639999209646,0.18291097455130909,sim49,12
0.7221429158141247,0.44242424242424244,0.021835727769346003,0.24031501300587613,0.18096207013839383,0.271825006649198,0.20279779790773983,0.6226561520256857,0.3575757575757576,0.03067268318497851,0.3578261417477609,0.1709194411487613,0.25663895575761936,0.2015921243337398,sim50,10
0.1300458077025154,0.22424242424242424,0.04702812267523976,0.7364810476688785,0.25335967876118604,0.3172148489982124,0.3003878014364258,0.3067340128105112,0.5393939393939394,0.023805344834956332,0.5331863261682372,0.2315650107625813,0.2762123388477449,0.2553703555975376,sim51,10
-0.022748956207811706,0.18787878787878787,0.05924940841999227,0.9174262196807887,0.21717677852766698,0.2817589837763982,0.27642618694765925,-0.31472642423189423,-0.05454545454545454,0.060547122324494024,1.0700052638038777,0.1907896429863921,0.24737546024606472,0.2513367653108861,sim52,10
0.030807096327491647,0.09999999999999999,0.22934170394638026,0.8356473144125718,0.49849202254165154,0.7729399864025762,0.7278337264880318,0.14025472370869452,-0.049999999999999996,0.26550291566986056,0.954676012609296,0.4873620902432669,0.7654699636611763,0.7528650059131274,sim53,9
0.7925170938275138,0.6606060606060606,0.012238366148768165,0.11908479065254746,0.21266673744338088,0.31543692397774636,0.22490510359214905,0.8046741569261922,0.38181818181818183,0.04027318132755622,0.3179369275155344,0.19427913277662054,0.32094948101916143,0.23455231410417676,sim54,10
