participant,rrmse
1,0.20063992589712143
2,0.17435520307885277
3,0.13588798377248976
4,0.114099673098988
5,0.16891016562779745
6,0.11244386848476198
7,0.14131957044204077
8,0.21059187170532015
9,0.1508918743994501
