aggregate_across_seeds,artifact_attenuation,artifact_normalized_parallel_error,calibration_duration_axis_complete,calibration_id,calibration_seconds,clean_interval_preservation,correlation,d_perp_y,delta_snr_db,e_parallel,e_perp,failure_reason,fallback_method_id,fallback_used,function_evaluations,latency_seconds,method_id,network_calls_total,operator_source,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_q90_distance,p0_bootstrap_success_rate,p0_eligible,p0_movement_coverage,p0_rank,p0_reference_condition,p0_reference_rank,p0_ridge_lambda,p0_singular_ratio,p0_singular_values,partition,peak_memory_mb,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,records_are_participants,rrmse,sampler_candidate,seed,source_record,status,time_rrmse,trust_radius
True,0.0,1.0,False,,10.0,1.0,0.9143359897946851,0.0,0.0,1.6130632719788982,5.5265762553410747e-08,,,False,0,0.0004619940009433776,corrupted_identity,0,corrupted_identity,0.30759397363686564,,,,,,,,,,,,untouched,0.0,,,,1.2914724164022342,False,False,0.8946235247827965,deterministic,-1,37,success,0.8946235247827965,0.1
True,7.623109633797562,0.6199384843554244,False,,10.0,0.30310692848597254,0.9422009294510294,4.0600478216978e-16,4.15302805617804,1.0,5.5265762553624126e-08,,,False,0,0.00015930799418129027,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,0.30759397363686564,,,,,,,,,,,,untouched,0.0,0.0,0.0,0.9999999999999997,0.37822492259461726,True,False,0.5546115520225557,deterministic,-1,37,success,0.5546115520225557,0.1
False,-3.1063883434554262,2.217402297839544,False,population_projector_Pi0,10.0,-0.815960438251057,0.6590061589108547,0.04825339427865604,-6.918668727096904,3.576810205846582,0.048253394090291536,,,False,100,6.239765159989474,population_only__M2__trust_0p1,200,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1306.6484375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.5670989573004006,False,False,1.984146569352766,M2,20260801,37,success,1.984146569352766,0.1
False,-3.1737136167668782,2.300260822165517,False,population_projector_Pi0,10.0,-0.9310708505634133,0.6372054434164864,0.049775838216580916,-7.237300627178093,3.71046624820718,0.04977583824777668,,,False,100,5.68532195899752,population_only__M2__trust_0p1,200,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.94397625083361,False,False,2.058284224419746,M2,20260802,37,success,2.058284224419746,0.1
False,-3.1682729106493266,2.5136074600471248,False,population_projector_Pi0,10.0,-1.1102831823140455,0.6137038879155157,0.05016923712315069,-8.00744560857667,4.054607873974183,0.05016923714240451,,,False,100,5.746889239002485,population_only__M2__trust_0p1,200,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.8970244279996706,False,False,2.249119829199852,M2,20260803,37,success,2.249119829199852,0.1
False,-4.255182519237943,2.8484448340185304,False,population_projector_Pi0,10.0,-1.3695897857948798,0.5955928798333766,0.05549933683044118,-9.09358236789273,4.59472174401332,0.05549933675885393,,,False,100,5.642722591990605,population_only__M2__trust_0p1,200,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.7700713780788042,False,False,2.5487041873992156,M2,20260804,37,success,2.5487041873992156,0.1
False,-3.889955731052657,2.431497385431242,False,population_projector_Pi0,10.0,-0.9722778872294344,0.6160324112251265,0.04945621935265428,-7.719030245623717,3.9221591283518555,0.04945621932395814,,,False,100,5.6570640050049406,population_only__M2__trust_0p1,200,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,2.030012792315351,False,False,2.1756640034546813,M2,20260805,37,success,2.1756640034546813,0.1
True,1.8377364943023278,1.2612967563007083,False,population_projector_Pi0,10.0,-0.11078746051264265,0.8075144330635395,0.03303063309499505,-2.018921512333927,2.0345514726547917,0.03303063304807458,,,False,500,28.971762954985024,population_only__M2__trust_0p1,1000,population_only,0.30759397363686564,,,,,,,,,,,,untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,0.37447861922227815,False,False,1.1287204398458621,M2,-1,37,success,1.1287204398458621,0.1
False,-3.1063883434554262,2.217402297839544,False,sim37,10.0,-0.815960438251057,0.6590061589108547,0.04825339427865604,-6.918668727096904,3.576810205846582,0.048253394090291536,bootstrap_median;bootstrap_q90,population_only__M2__trust_0p1,True,100,6.239765159989474,matching_p0__M2__trust_0p1,200,matching_p0,0.30759397363686564,,,,False,,,,,,,[],untouched,1306.6484375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.5670989573004006,False,False,1.984146569352766,M2,20260801,37,fallback_POP,1.984146569352766,0.1
False,-3.1737136167668782,2.300260822165517,False,sim37,10.0,-0.9310708505634133,0.6372054434164864,0.049775838216580916,-7.237300627178093,3.71046624820718,0.04977583824777668,bootstrap_median;bootstrap_q90,population_only__M2__trust_0p1,True,100,5.68532195899752,matching_p0__M2__trust_0p1,200,matching_p0,0.30759397363686564,,,,False,,,,,,,[],untouched,1314.7734375,0.025188246571229797,1.8728086967279856,0.9993655522346668,1.94397625083361,False,False,2.058284224419746,M2,20260802,37,fallback_POP,2.058284224419746,0.1
