artifact_correlation,artifact_rmse,artifact_rrmse,coefficient_rmse,correlation,method,participant,rrmse_spectral,rrmse_temporal,seed,snr_improvement
0.4802563738595455,0.6300127440308397,0.8724975371451089,nan,0.88736599724035,V22_FIX_MATCH,sub-03,0.6128771690859434,0.4427085054685941,20260808,2.0077416838233177
0.48832989585628783,0.7836502661168772,0.9752276603822355,nan,0.8886708091748389,V22_FIX_MATCH,sub-05,0.6026437695223936,0.45476492444102307,20260808,1.9494373640200744
0.35407733018545323,2.4341292291117664,0.8971775750152203,nan,0.7883607668971474,V22_FIX_MATCH,sub-02,0.8127452498407696,1.8206267350116943,20260808,1.5926558137098483
0.46152423724620223,0.6153436273311239,0.8190843162663055,nan,0.8977927040006664,V22_FIX_POP,sub-03,0.5997176975502658,0.4229146995002756,20260808,2.4351753493661596
0.48908942478316786,0.7409485375239072,0.9119792107078765,nan,0.9081442574725339,V22_FIX_POP,sub-05,0.5767230309644028,0.4099434679466006,20260808,2.8725727780721004
0.38305088840989454,2.417657046691712,0.8714484048991644,nan,0.7964063407994355,V22_FIX_POP,sub-02,0.7920804561334521,1.811938405657808,20260808,1.8677645008199057
0.44271512249660855,0.6558757349974602,0.8527535739721674,nan,0.8885800618980382,V22_FIX_WRONG,sub-03,0.6177178409730865,0.4479665166424663,20260808,1.9992885500094306
0.4960741025650733,0.7336353947727108,0.9598497549692789,nan,0.8987608726479506,V22_FIX_WRONG,sub-05,0.5954291746142859,0.41750637733830925,20260808,2.450148383396919
0.3668846202115564,2.463594555219805,0.9632846104497669,nan,0.7830368069945975,V22_FIX_WRONG,sub-02,0.8038969701985038,1.826046610975137,20260808,1.4446947090876188
0.5840050297210345,0.9933100621895613,1.3601603844400607,3.639841746438194,0.9051293869679039,OF_DET_MATCH,sub-03,0.6121290607025495,0.40894105197308034,20260808,2.065318698345712
0.5929682595030356,0.7329462988694248,0.9470891775908293,2.2908065018097035,0.9127997981482431,OF_DET_MATCH,sub-05,0.5913777546466965,0.39114198328829125,20260808,2.777873358792729
0.4803551100406118,2.490897224397596,1.3238836782319205,8.179967134062087,0.7919726203703745,OF_DET_MATCH,sub-02,0.8702269478729276,1.6560302662070503,20260808,0.767135376048063
0.47284351513293144,1.3149534351116903,1.8490384394923847,4.406663207588969,0.8765932249056326,OF_DET_POP_SWAP,sub-03,0.6907211404193092,0.5085605451384106,20260808,0.13538842128984857
0.48673690592802715,1.0532459800964908,1.2919453064600626,2.905608925380205,0.883990249939655,OF_DET_POP_SWAP,sub-05,0.681404429634935,0.5040157660351772,20260808,0.6089639449561084
0.3835905635531879,2.8253963390986123,1.5277981693003357,7.583743384390166,0.7766060585466524,OF_DET_POP_SWAP,sub-02,0.89383124430297,1.905816324012862,20260808,-0.04564385106317511
0.536135490480307,1.519083504816769,1.9804601323875515,4.380851447884296,0.8901478233369621,OF_DET_WRONG_SWAP,sub-03,0.649015351349639,0.4546151724738396,20260808,1.4178543100839085
0.5527497948343424,0.8470459777959868,0.9731406675444709,3.172587286092733,0.8971112393529007,OF_DET_WRONG_SWAP,sub-05,0.6284400368305413,0.4391980319296157,20260808,2.1294352406704866
0.42535120918359043,2.70960846125628,1.3576065902950383,11.253099382036563,0.7876836033537984,OF_DET_WRONG_SWAP,sub-02,0.8620168148455295,1.8700491997526225,20260808,0.8784365714097223
0.5663461714378886,0.6189093782843368,0.8036650945291375,1.1444128588647455,0.8981963941777075,POP_MARGINAL_DET,sub-03,0.6071740059886832,0.419882321126155,20260808,2.7064774957323223
0.5715056574707361,0.7431377965319705,0.8510441391556351,1.0066386510274912,0.9043399974899856,POP_MARGINAL_DET,sub-05,0.6038256863524255,0.42240126722026616,20260808,2.9675857192664234
0.47906198960933555,2.42919505824984,0.874054928036297,5.427397948097099,0.795983867109471,POP_MARGINAL_DET,sub-02,0.8074282567496552,1.8097481079660638,20260808,2.090633846819401
0.5486095227754196,1.1234877141242898,1.5872640388481545,3.7342885633980907,0.9012486935668701,OF_SCAD_K1_MATCH,sub-03,0.6659074216275602,0.42784821826058467,20260808,1.3484067364849828
0.5563727797102489,0.8409078508909595,1.17482085581179,2.531004754336257,0.9060849814038527,OF_SCAD_K1_MATCH,sub-05,0.6503890835140881,0.4146209167512624,20260808,1.7648866510225667
0.450290995333379,2.65669264475053,1.5963565599517662,8.647633804290583,0.7845482239640797,OF_SCAD_K1_MATCH,sub-02,0.9193355871195142,1.7119539543760545,20260808,-0.017685843678582617
